,#,PLAYER,TEAM,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,EFF
17,18,CJ McCollum,POR,80,34.8,20.8,8.0,17.9,44.8,2.5,5.9,41.7,2.3,2.8,82.7,0.6,2.7,3.2,4.3,1.2,0.3,2.5,17.0
18,19,Andrew Wiggins,MIN,81,35.1,20.7,7.3,16.0,45.9,0.7,2.3,30.0,5.3,7.0,76.1,1.3,2.3,3.6,2.0,1.0,0.6,2.2,15.3
19,20,Brook Lopez,BKN,73,33.7,20.6,8.1,15.8,51.1,0.0,0.2,14.3,4.3,5.5,78.7,2.8,5.1,7.8,2.0,0.8,1.7,2.4,21.6
20,21,John Wall,WAS,77,36.2,19.9,7.4,17.5,42.4,1.5,4.3,35.1,3.5,4.5,79.1,0.5,4.4,4.9,10.2,1.9,0.8,4.1,22.5
21,22,Gordon Hayward,UTA,80,36.2,19.7,6.5,15.0,43.3,1.8,5.1,34.9,4.9,6.0,82.4,0.8,4.2,5.0,3.7,1.2,0.3,2.5,17.8
22,23,Chris Paul,LAC,74,32.7,19.5,7.0,15.1,46.2,1.6,4.4,37.1,4.0,4.4,89.6,0.5,3.7,4.2,10.0,2.1,0.2,2.6,24.8
23,24,Dwyane Wade,MIA,74,30.5,19.0,7.3,16.0,45.6,0.1,0.6,15.9,4.4,5.5,79.3,1.1,3.0,4.1,4.6,1.1,0.6,2.7,16.8
24,25,Reggie Jackson,DET,79,30.7,18.8,6.8,15.7,43.4,1.5,4.2,35.3,3.7,4.3,86.4,0.7,2.5,3.2,6.2,0.7,0.1,2.8,16.8
25,26,Karl-Anthony Towns,MIN,82,32.0,18.3,7.6,14.1,54.2,0.4,1.1,34.1,2.7,3.4,81.1,2.8,7.7,10.5,2.0,0.7,1.7,2.2,23.8
26,27,Dirk Nowitzki,DAL,75,31.5,18.3,6.6,14.8,44.8,1.7,4.6,36.8,3.3,3.7,89.3,0.7,5.8,6.5,1.8,0.7,0.7,1.1,18.3
27,28,Nikola Vucevic,ORL,65,31.3,18.2,8.2,16.1,51.0,0.0,0.1,22.2,1.7,2.3,75.3,2.7,6.2,8.9,2.8,0.8,1.1,1.9,21.3
28,29,Khris Middleton,MIL,79,36.1,18.2,6.4,14.5,44.4,1.8,4.6,39.6,3.5,3.9,88.8,0.6,3.3,3.8,4.2,1.7,0.2,2.3,17.3
29,30,LaMarcus Aldridge,SAS,74,30.6,18.0,7.2,14.1,51.3,0.0,0.2,0.0,3.5,4.1,85.8,2.4,6.2,8.5,1.5,0.5,1.1,1.3,20.8
30,31,Kobe Bryant,LAL,66,28.2,17.6,6.0,16.9,35.8,2.0,7.1,28.5,3.5,4.3,82.6,0.6,3.1,3.7,2.8,0.9,0.2,2.0,11.7
31,32,Rudy Gay,SAC,70,34.0,17.2,6.7,14.4,46.3,1.1,3.1,34.4,2.8,3.6,78.0,1.5,5.0,6.5,1.7,1.4,0.7,2.0,17.1
32,33,Paul Millsap,ATL,81,32.7,17.1,6.2,13.2,47.0,0.9,2.9,31.9,3.8,5.0,75.7,2.4,6.6,9.0,3.3,1.8,1.7,2.4,22.4
33,34,Ryan Anderson,NOP,66,30.4,17.0,6.0,14.1,42.7,2.0,5.4,36.6,3.0,3.5,87.3,2.0,4.0,6.0,1.1,0.6,0.4,1.4,15.2
34,35,Giannis Antetokounmpo,MIL,80,35.3,16.9,6.4,12.7,50.6,0.4,1.4,25.7,3.7,5.1,72.4,1.4,6.2,7.7,4.3,1.2,1.4,2.6,21.2
35,36,Jrue Holiday,NOP,65,28.2,16.8,6.3,14.4,43.9,1.3,4.0,33.6,2.8,3.3,84.3,0.4,2.6,3.0,6.0,1.4,0.3,2.6,16.3
36,37,Pau Gasol,CHI,72,31.8,16.5,6.5,13.8,46.9,0.3,1.0,34.8,3.2,4.0,79.2,2.2,8.9,11.0,4.1,0.6,2.0,2.3,23.8
37,38,Derrick Favors,UTA,62,32.0,16.4,6.7,13.1,51.5,0.0,0.1,0.0,2.9,4.1,70.9,2.7,5.4,8.1,1.5,1.2,1.5,1.7,19.5
38,39,Derrick Rose,CHI,66,31.8,16.4,6.8,15.9,42.7,0.7,2.3,29.3,2.2,2.7,79.3,0.7,2.7,3.4,4.7,0.7,0.2,2.7,13.0
39,40,JJ Redick,LAC,75,28.0,16.3,5.6,11.7,48.0,2.7,5.6,47.5,2.4,2.7,88.8,0.1,1.7,1.9,1.4,0.6,0.1,1.0,12.8
40,41,Andre Drummond,DET,81,32.9,16.2,6.8,13.1,52.1,0.0,0.1,33.3,2.6,7.2,35.5,4.9,9.9,14.8,0.8,1.5,1.4,1.9,21.8
41,42,Kevin Love,CLE,77,31.5,16.0,5.3,12.7,41.9,2.1,5.7,36.0,3.4,4.1,82.2,1.9,8.0,9.9,2.4,0.8,0.5,1.8,19.7
42,43,Victor Oladipo,ORL,72,33.0,16.0,5.9,13.5,43.8,1.4,3.9,34.8,2.8,3.4,83.0,0.7,4.1,4.8,3.9,1.6,0.8,2.1,16.8
43,44,Jeff Teague,ATL,79,28.5,15.7,5.5,12.5,43.9,1.4,3.5,40.1,3.3,3.9,83.7,0.4,2.3,2.7,5.9,1.2,0.3,2.8,15.5
44,45,Jordan Clarkson,LAL,79,32.3,15.5,6.0,13.9,43.3,1.4,4.1,34.7,2.1,2.6,80.4,1.2,2.8,4.0,2.4,1.1,0.1,1.7,13.0
45,46,Evan Fournier,ORL,79,32.5,15.4,5.4,11.8,46.2,2.0,4.9,40.0,2.5,3.0,83.6,0.4,2.4,2.8,2.7,1.2,0.0,1.7,13.6
46,47,Lou Williams,LAL,67,28.5,15.3,4.2,10.3,40.8,1.6,4.8,34.4,5.3,6.3,83.0,0.5,2.1,2.5,2.5,0.9,0.3,1.6,12.8
47,48,Greg Monroe,MIL,79,29.3,15.3,6.2,11.9,52.2,0.0,0.0,0.0,2.9,3.9,74.0,2.8,6.1,8.8,2.3,0.9,0.8,1.6,19.8
48,49,Zach Randolph,MEM,68,29.6,15.3,6.3,13.3,47.5,0.1,0.4,23.1,2.5,3.2,79.6,2.6,5.1,7.8,2.1,0.6,0.2,1.5,16.8
49,50,Al Horford,ATL,82,32.1,15.2,6.5,12.8,50.5,1.1,3.1,34.4,1.3,1.6,79.8,1.8,5.5,7.3,3.2,0.8,1.5,1.3,20.1
50,51,Avery Bradley,BOS,76,33.4,15.2,6.0,13.4,44.7,1.9,5.4,36.1,1.3,1.6,78.0,0.6,2.3,2.9,2.1,1.5,0.3,1.4,12.8
51,52,Thaddeus Young,BKN,73,33.0,15.1,6.8,13.2,51.4,0.1,0.4,23.3,1.4,2.2,64.4,2.4,6.6,9.0,1.9,1.5,0.5,1.9,19.0
52,53,Nicolas Batum,CHA,70,35.0,14.9,5.3,12.5,42.6,2.0,5.7,34.8,2.3,2.7,84.9,0.8,5.3,6.1,5.8,0.9,0.6,2.9,17.9
53,54,Tobias Harris,DET,76,33.1,14.7,5.5,11.7,46.9,1.1,3.1,33.5,2.7,3.2,83.1,1.3,5.4,6.7,2.2,0.9,0.5,1.4,16.8
54,55,Rodney Hood,UTA,79,32.2,14.5,5.2,12.3,42.0,2.0,5.7,35.9,2.2,2.5,86.0,0.5,2.9,3.4,2.7,0.9,0.2,1.6,12.7
55,56,Kentavious Caldwell-Pope,DET,76,36.7,14.5,5.3,12.6,42.0,1.5,4.9,30.9,2.4,3.0,81.1,0.9,2.8,3.7,1.8,1.4,0.2,1.4,12.5
56,57,Will Barton,DEN,82,28.7,14.4,5.2,12.0,43.2,1.4,4.0,34.5,2.6,3.3,80.6,0.7,5.1,5.8,2.5,0.9,0.5,1.7,14.9
57,58,Kristaps Porzingis,NYK,72,28.4,14.3,5.2,12.3,42.1,1.1,3.4,33.3,2.8,3.3,83.8,1.8,5.5,7.3,1.3,0.7,1.9,1.7,16.1
58,59,Hassan Whiteside,MIA,73,29.1,14.2,5.7,9.3,60.6,0.0,0.0,0.0,2.9,4.5,65.0,3.3,8.6,11.8,0.4,0.6,3.7,1.9,23.6
59,60,Jae Crowder,BOS,73,31.6,14.2,4.9,11.1,44.3,1.7,5.0,33.6,2.7,3.3,82.0,1.0,4.2,5.1,1.8,1.7,0.5,1.1,15.5
60,61,Jamal Crawford,LAC,79,26.9,14.2,4.8,11.9,40.4,1.5,4.4,34.0,3.1,3.4,90.4,0.3,1.6,1.8,2.3,0.7,0.2,1.4,10.3
61,62,Goran Dragic,MIA,72,32.8,14.1,5.8,12.2,47.7,0.9,2.8,31.2,1.7,2.3,72.7,0.8,3.1,3.8,5.8,1.0,0.2,2.6,15.5
62,63,Marcus Morris Sr.,DET,80,35.7,14.1,5.1,11.8,43.4,1.4,3.7,36.2,2.5,3.4,74.9,1.1,3.9,5.1,2.5,0.8,0.3,1.8,13.5
63,64,Deron Williams,DAL,65,32.4,14.1,4.9,11.9,41.4,1.5,4.3,34.4,2.8,3.2,86.9,0.3,2.6,2.9,5.8,0.9,0.2,2.3,14.3
64,65,Jabari Parker,MIL,76,31.7,14.1,5.8,11.8,49.3,0.1,0.5,25.7,2.3,3.0,76.8,1.6,3.6,5.2,1.7,0.9,0.4,1.5,14.1
65,66,Zach LaVine,MIN,82,28.0,14.0,5.3,11.7,45.2,1.5,3.9,38.9,2.0,2.5,79.3,0.3,2.5,2.8,3.1,0.8,0.2,1.9,12.1
66,67,Darren Collison,SAC,74,30.0,14.0,5.1,10.5,48.6,1.2,2.9,40.1,2.6,3.1,85.8,0.4,1.9,2.3,4.3,1.0,0.1,1.8,14.1
67,68,Draymond Green,GSW,81,34.7,14.0,5.0,10.1,49.0,1.2,3.2,38.8,2.8,4.1,69.6,1.7,7.8,9.5,7.4,1.5,1.4,3.2,24.1
68,69,Monta Ellis,IND,81,33.8,13.8,5.4,12.6,42.7,1.1,3.5,30.9,2.0,2.5,78.6,0.5,2.8,3.3,4.7,1.9,0.5,2.5,14.0
69,70,Devin Booker,PHX,76,27.7,13.8,4.8,11.4,42.3,1.3,3.8,34.3,2.8,3.4,84.0,0.4,2.1,2.5,2.6,0.6,0.3,2.1,10.5
70,71,Dwight Howard,HOU,71,32.1,13.7,5.2,8.5,62.0,0.0,0.1,0.0,3.3,6.7,48.9,3.4,8.4,11.8,1.4,1.0,1.6,2.3,20.5
71,72,Chandler Parsons,DAL,61,29.5,13.7,5.2,10.7,49.2,1.7,4.1,41.4,1.5,2.2,68.4,0.5,4.2,4.7,2.8,0.8,0.3,1.6,14.6
72,73,Marcin Gortat,WAS,75,30.1,13.5,5.8,10.2,56.7,0.0,0.0,0.0,1.9,2.8,70.5,3.0,6.9,9.9,1.4,0.6,1.3,1.6,19.9
73,74,D'Angelo Russell,LAL,80,28.2,13.2,4.9,12.0,41.0,1.6,4.6,35.1,1.8,2.4,73.7,0.6,2.8,3.4,3.3,1.2,0.2,2.5,11.1
74,75,Emmanuel Mudiay,DEN,68,30.4,12.8,4.8,13.3,36.4,1.1,3.4,31.9,2.1,3.1,67.0,0.5,2.9,3.4,5.5,1.0,0.5,3.2,10.5
75,76,Robert Covington,PHI,67,28.4,12.8,4.1,10.6,38.5,2.5,7.2,35.3,2.1,2.6,79.1,1.0,5.3,6.3,1.4,1.6,0.6,2.1,13.4
76,77,Arron Afflalo,NYK,71,33.4,12.8,5.0,11.3,44.3,1.3,3.4,38.2,1.5,1.8,84.0,0.3,3.4,3.7,2.0,0.4,0.1,1.2,11.4
77,78,Jonas Valanciunas,TOR,60,26.0,12.8,5.1,8.9,56.5,0.0,0.0,0.0,2.7,3.6,76.1,3.1,6.1,9.1,0.7,0.4,1.3,1.4,18.2
78,79,DeAndre Jordan,LAC,77,33.7,12.7,4.6,6.6,70.3,0.0,0.0,0.0,3.5,8.0,43.0,3.5,10.3,13.8,1.2,0.7,2.3,1.4,22.7
79,80,Enes Freedom,OKC,82,21.0,12.7,5.0,8.8,57.6,0.1,0.3,47.6,2.4,3.1,79.7,3.0,5.1,8.1,0.4,0.3,0.4,1.4,16.1
80,81,Trevor Ariza,HOU,81,35.3,12.7,4.4,10.6,41.6,2.3,6.2,37.1,1.6,2.0,78.3,0.8,3.7,4.5,2.3,2.0,0.3,1.4,13.8
81,82,Ish Smith,PHI,77,29.1,12.6,5.2,12.6,41.1,0.7,2.2,32.9,1.6,2.3,69.3,0.6,3.4,4.0,6.5,1.1,0.3,2.3,14.2
82,83,Serge Ibaka,OKC,78,32.1,12.6,5.3,11.1,47.9,0.8,2.4,32.6,1.2,1.6,75.2,1.8,5.0,6.8,0.8,0.5,1.9,1.4,15.1
83,84,Wesley Matthews,DAL,78,33.9,12.5,4.2,10.9,38.8,2.4,6.7,36.0,1.6,1.9,86.3,0.3,2.7,3.1,1.9,1.0,0.2,1.0,10.8
84,85,Kenneth Faried,DEN,67,25.3,12.5,5.2,9.3,55.8,0.0,0.0,50.0,2.0,3.3,61.3,3.5,5.2,8.7,1.2,0.5,0.9,1.4,16.9
85,86,JR Smith,CLE,77,30.7,12.4,4.6,11.0,41.5,2.6,6.6,40.0,0.6,0.9,63.4,0.6,2.3,2.8,1.7,1.1,0.3,0.8,10.7
86,87,Luol Deng,MIA,74,32.4,12.3,4.6,10.1,45.5,1.2,3.5,34.4,2.0,2.6,75.5,1.5,4.5,6.0,1.9,1.0,0.4,1.1,14.4
87,88,Gary Harris,DEN,76,32.1,12.3,4.7,10.1,46.9,1.4,3.9,35.4,1.4,1.8,82.0,0.7,2.2,2.9,1.9,1.3,0.2,1.3,11.7
88,89,Joe Johnson,MIA,81,33.4,12.2,4.7,10.6,43.9,1.5,3.9,38.3,1.5,1.8,83.1,0.6,3.0,3.6,3.9,0.8,0.0,2.0,12.4
89,90,Mirza Teletovic,PHX,79,21.3,12.2,4.2,9.8,42.7,2.3,5.8,39.3,1.5,2.0,77.4,0.7,3.1,3.8,1.1,0.4,0.3,1.1,10.7
90,91,George Hill,IND,74,34.1,12.1,4.4,10.0,44.1,1.7,4.2,40.8,1.5,2.0,76.0,0.8,3.2,4.0,3.5,1.1,0.2,1.4,13.5
91,92,Markieff Morris,WAS,64,25.5,12.0,4.8,11.2,42.5,0.7,2.4,30.3,1.7,2.3,73.5,1.1,4.4,5.5,1.9,0.9,0.5,2.1,11.7
92,93,Rajon Rondo,SAC,72,35.2,11.9,4.9,10.9,45.4,0.9,2.4,36.5,1.2,2.1,58.0,1.1,5.0,6.0,11.7,2.0,0.1,3.9,21.1
93,94,Tony Parker,SAS,72,27.5,11.9,4.9,9.9,49.3,0.4,0.9,41.5,1.8,2.4,76.0,0.2,2.2,2.4,5.3,0.8,0.2,1.8,13.1
94,95,Omri Casspi,SAC,69,27.2,11.8,4.3,9.0,48.1,1.6,4.0,40.9,1.5,2.3,64.8,0.8,5.1,5.9,1.4,0.8,0.2,1.4,13.3
95,96,Nikola Mirotic,CHI,66,24.9,11.8,3.8,9.2,40.7,2.0,5.2,39.0,2.2,2.7,80.7,0.9,4.6,5.5,1.5,0.9,0.7,1.5,12.8
96,97,CJ Miles,IND,64,22.9,11.8,4.0,9.9,40.9,2.2,6.0,36.7,1.5,1.9,75.0,0.4,2.3,2.7,1.0,0.8,0.5,1.1,9.3
97,98,Jeff Green,LAC,80,28.2,11.7,4.4,10.3,43.0,0.8,2.7,31.5,2.1,2.8,74.5,0.9,3.2,4.2,1.7,0.7,0.5,1.2,11.1
98,99,Harrison Barnes,GSW,66,30.9,11.7,4.5,9.6,46.6,1.2,3.2,38.3,1.5,2.0,76.1,1.2,3.8,4.9,1.8,0.6,0.2,0.9,12.7
99,100,Jeremy Lin,CHA,78,26.3,11.7,3.8,9.3,41.2,1.0,2.9,33.6,3.1,3.7,81.5,0.5,2.7,3.2,3.0,0.7,0.5,1.9,11.2
100,101,Marvin Williams,CHA,81,28.9,11.7,4.2,9.2,45.2,1.9,4.7,40.2,1.5,1.8,83.3,1.6,4.9,6.4,1.4,0.7,1.0,0.8,15.0
101,102,Kent Bazemore,ATL,75,27.8,11.6,4.3,9.7,44.1,1.5,4.1,35.7,1.6,2.0,81.5,0.4,4.7,5.1,2.3,1.3,0.5,1.8,13.2
102,103,Otto Porter Jr.,WAS,75,30.3,11.6,4.5,9.6,47.3,1.3,3.6,36.7,1.3,1.7,75.4,1.3,3.9,5.2,1.6,1.4,0.4,0.9,13.9
103,104,Julius Randle,LAL,81,28.2,11.3,4.4,10.3,42.9,0.1,0.4,27.8,2.4,3.3,71.5,2.1,8.1,10.2,1.8,0.7,0.4,1.8,15.7
104,105,Bojan Bogdanovic,BKN,79,26.8,11.2,4.1,9.5,43.3,1.6,4.3,38.2,1.4,1.7,83.3,0.5,2.8,3.2,1.3,0.4,0.1,1.5,9.0
105,106,Nerlens Noel,PHI,67,29.3,11.1,4.6,8.8,52.1,0.0,0.0,50.0,2.0,3.4,59.0,2.3,5.8,8.1,1.8,1.8,1.5,2.4,16.4
106,107,Dennis Schroder,ATL,80,20.3,11.0,4.1,9.8,42.1,1.0,3.0,32.2,1.8,2.3,79.1,0.3,2.2,2.6,4.4,0.9,0.1,2.3,10.5
107,108,Isaiah Canaan,PHI,77,25.5,11.0,3.4,9.4,36.0,2.3,6.3,36.3,1.9,2.3,83.3,0.3,2.0,2.3,1.8,0.7,0.2,1.2,8.3
108,109,J.J. Barea,DAL,74,22.5,10.9,4.3,9.6,44.6,1.4,3.5,38.5,1.0,1.3,77.1,0.4,1.7,2.1,4.1,0.4,0.0,1.5,10.3
109,110,Elfrid Payton,ORL,73,29.4,10.7,4.4,10.0,43.6,0.4,1.3,32.6,1.5,2.6,58.9,1.1,2.5,3.6,6.4,1.2,0.3,2.4,13.0
110,111,Trey Burke,UTA,64,21.3,10.6,4.1,9.9,41.3,1.4,4.0,34.4,1.0,1.3,81.7,0.3,1.5,1.8,2.3,0.5,0.1,1.3,8.0
111,112,Evan Turner,BOS,81,28.0,10.5,4.2,9.3,45.6,0.2,1.0,24.1,1.8,2.2,82.7,0.6,4.3,4.9,4.4,1.0,0.3,2.1,13.7
112,113,Shabazz Muhammad,MIN,82,20.5,10.5,3.9,8.3,46.5,0.5,1.9,28.9,2.3,3.0,76.4,1.2,2.0,3.3,0.6,0.3,0.1,0.9,8.8
113,114,Ersan Ilyasova,ORL,74,25.4,10.4,3.8,8.9,42.4,1.3,3.5,37.1,1.5,2.1,72.1,1.9,3.5,5.4,0.9,0.7,0.4,1.0,11.2
114,115,Myles Turner,IND,60,22.8,10.3,4.4,8.8,49.8,0.1,0.2,21.4,1.5,2.0,72.7,1.1,4.4,5.5,0.7,0.4,1.4,1.1,12.3
115,116,Jared Sullinger,BOS,81,23.6,10.3,4.3,10.0,43.5,0.4,1.3,28.2,1.3,2.0,64.0,2.4,5.9,8.3,2.3,0.9,0.6,1.3,14.8
116,117,Mario Chalmers,MIA,61,22.5,10.3,3.0,7.3,41.0,0.8,2.4,30.9,3.6,4.3,83.2,0.4,2.2,2.6,3.8,1.4,0.2,1.8,11.5
117,118,Allen Crabbe,POR,81,26.0,10.3,3.8,8.4,45.9,1.4,3.5,39.3,1.2,1.4,86.7,0.3,2.3,2.7,1.2,0.8,0.2,0.8,9.6
118,119,Robin Lopez,NYK,82,27.1,10.3,4.4,8.1,53.9,0.0,0.0,0.0,1.6,2.0,79.5,3.3,4.1,7.3,1.4,0.2,1.6,1.6,15.0
119,120,Marco Belinelli,SAC,68,24.6,10.2,3.6,9.3,38.6,1.3,4.4,30.6,1.7,2.0,83.3,0.1,1.6,1.7,1.9,0.5,0.0,1.2,7.1
120,121,Al-Farouq Aminu,POR,82,28.5,10.2,3.6,8.8,41.6,1.5,4.3,36.1,1.4,1.9,73.7,1.2,4.9,6.1,1.7,0.9,0.6,1.5,12.4
121,122,Gorgui Dieng,MIN,82,27.1,10.1,3.8,7.1,53.2,0.1,0.2,30.0,2.5,3.0,82.7,1.9,5.2,7.1,1.7,1.1,1.2,1.7,15.7
122,123,Ricky Rubio,MIN,76,30.6,10.1,2.9,7.7,37.4,0.8,2.5,32.6,3.5,4.1,84.7,0.5,3.8,4.3,8.7,2.1,0.1,2.5,17.3
123,124,Matt Barnes,MEM,76,28.8,10.0,3.5,9.1,38.1,1.6,4.9,32.2,1.5,1.8,80.4,1.1,4.4,5.5,2.1,1.0,0.8,1.6,11.8
124,125,Kelly Olynyk,BOS,69,20.2,10.0,3.7,8.1,45.5,1.2,3.0,40.5,1.4,1.9,75.0,1.0,3.0,4.1,1.5,0.8,0.5,1.1,10.9
125,126,Nikola Jokic,DEN,80,21.7,10.0,3.8,7.5,51.2,0.4,1.1,33.3,1.9,2.4,81.1,2.3,4.7,7.0,2.4,1.0,0.6,1.3,15.5
126,127,Ramon Sessions,WAS,82,20.3,9.9,3.4,7.2,47.3,0.4,1.4,32.4,2.6,3.5,75.6,0.3,2.2,2.5,2.9,0.6,0.1,1.4,9.8
127,128,Terrence Ross,TOR,73,23.9,9.9,3.7,8.6,43.1,1.8,4.6,38.6,0.7,0.8,79.0,0.3,2.2,2.5,0.8,0.7,0.3,0.6,8.6
128,129,Patrick Beverley,HOU,71,28.7,9.9,3.6,8.4,43.4,1.7,4.4,40.0,0.8,1.2,68.2,1.0,2.5,3.5,3.4,1.3,0.4,1.3,12.0
129,130,Hollis Thompson,PHI,77,28.0,9.8,3.5,8.8,39.7,1.9,5.1,38.0,0.9,1.2,71.9,0.7,2.8,3.5,1.3,0.5,0.3,1.0,8.8
130,131,Dion Waiters,OKC,78,27.6,9.8,3.6,9.1,39.9,1.1,3.1,35.8,1.4,2.0,71.3,0.5,2.1,2.6,2.0,1.0,0.2,1.5,8.0
131,132,Jerami Grant,PHI,77,26.8,9.7,3.3,7.8,41.9,0.5,1.9,24.0,2.8,4.2,65.8,1.3,3.4,4.7,1.8,0.7,1.6,1.4,11.1
132,133,Marcus Thornton,WAS,61,18.2,9.7,3.5,8.9,39.9,1.5,4.4,33.7,1.1,1.3,84.8,0.6,1.8,2.5,1.4,0.8,0.1,0.8,8.0
133,134,Courtney Lee,CHA,79,29.5,9.6,3.7,8.1,45.4,1.0,2.7,37.8,1.3,1.5,83.9,0.4,2.2,2.6,1.7,1.1,0.4,0.9,9.8
134,135,Manu Ginobili,SAS,58,19.6,9.6,3.4,7.5,45.3,1.2,3.1,39.1,1.6,1.9,81.3,0.4,2.1,2.5,3.1,1.1,0.2,1.7,10.3
135,136,Raymond Felton,DAL,80,27.4,9.5,3.5,8.5,40.6,0.8,2.7,28.2,1.9,2.2,84.7,0.5,2.8,3.2,3.6,0.9,0.2,1.5,10.4
136,137,Doug McDermott,CHI,81,23.0,9.4,3.6,8.0,45.2,1.4,3.2,42.5,0.9,1.0,85.7,0.5,2.0,2.4,0.7,0.2,0.1,0.7,7.7
137,138,Derrick Williams,NYK,80,17.9,9.3,3.2,7.1,45.0,0.6,1.9,29.3,2.4,3.2,75.8,0.6,3.1,3.7,0.9,0.4,0.1,0.8,9.0
138,139,Ian Mahinmi,IND,71,25.6,9.3,3.7,6.3,58.9,0.0,0.0,0.0,1.9,3.2,58.7,1.9,5.2,7.1,1.5,0.9,1.1,1.4,14.6
139,140,Kyle Korver,ATL,80,30.0,9.2,3.4,7.7,43.4,2.0,5.0,39.8,0.6,0.7,83.3,0.2,3.1,3.3,2.1,0.8,0.4,1.2,10.0
140,141,Aaron Gordon,ORL,78,23.9,9.2,3.5,7.4,47.3,0.5,1.8,29.6,1.7,2.5,66.8,2.0,4.5,6.5,1.6,0.8,0.7,0.8,13.2
141,142,Marcus Smart,BOS,61,27.3,9.1,3.0,8.7,34.8,1.0,4.0,25.3,2.1,2.7,77.7,1.2,2.9,4.2,3.0,1.5,0.3,1.3,10.6
142,143,Mason Plumlee,POR,82,25.4,9.1,3.3,6.3,51.6,0.0,0.0,0.0,2.6,4.1,64.2,2.5,5.2,7.7,2.8,0.8,1.0,1.9,15.0
143,144,Rudy Gobert,UTA,61,31.7,9.1,3.2,5.8,55.9,0.0,0.0,0.0,2.6,4.6,56.9,3.4,7.5,11.0,1.5,0.7,2.2,1.9,18.1
144,145,Alex Len,PHX,78,23.3,9.0,3.4,8.0,42.3,0.0,0.1,14.3,2.2,3.1,72.8,2.3,5.3,7.6,1.2,0.5,0.8,1.9,11.8
145,146,Gerald Green,MIA,69,22.6,8.9,3.3,8.5,39.2,1.2,3.8,32.3,1.0,1.3,78.3,0.4,2.0,2.4,0.8,0.6,0.3,0.7,6.8
