,#,PLAYER,TEAM,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,EFF
146,147,Jarron Collins,UTA,81,21.4,6.0,1.8,3.6,49.8,0.0,0.0,0.0,2.3,3.2,71.8,1.4,2.5,3.9,1.0,0.3,0.2,1.0,7.6
147,148,Marcus Banks,BOS,81,17.1,5.9,2.2,5.5,40.0,0.3,1.1,31.4,1.2,1.6,75.6,0.4,1.3,1.6,2.2,1.1,0.2,1.5,5.8
148,149,Jason Collins,NJN,78,28.5,5.9,2.1,4.9,42.4,0.0,0.0,0.0,1.7,2.4,73.9,1.8,3.3,5.1,2.0,0.9,0.7,1.2,9.9
149,150,Steve Blake,WAS,75,18.5,5.9,2.1,5.4,38.6,1.0,2.7,37.1,0.7,0.9,82.1,0.2,1.3,1.6,2.8,0.8,0.1,1.7,5.9
150,151,John Salmons,PHI,77,20.8,5.8,2.1,5.4,38.7,0.6,1.9,34.0,0.9,1.2,77.2,0.5,2.1,2.5,1.7,0.8,0.2,1.0,6.5
151,152,Anthony Peeler,SAC,75,18.5,5.7,2.1,4.6,44.8,0.9,1.9,48.2,0.7,0.8,83.6,0.4,1.6,2.0,1.6,0.7,0.1,1.0,6.5
152,153,Jared Jeffries,WAS,82,23.4,5.7,2.2,5.7,37.7,0.1,0.4,16.7,1.3,2.1,61.4,2.2,3.0,5.2,1.1,0.6,0.3,1.3,7.2
153,154,Earl Watson,MEM,81,20.6,5.7,2.1,5.7,37.1,0.3,1.3,24.5,1.1,1.7,65.2,0.6,1.6,2.2,5.0,1.1,0.2,1.8,8.2
154,155,Dan Gadzuric,MIL,75,16.8,5.7,2.4,4.7,52.4,0.0,0.0,0.0,0.8,1.6,49.2,1.7,2.9,4.6,0.4,0.7,1.4,0.6,9.1
155,156,Tony Battie,CLE,73,20.2,5.6,2.3,5.3,44.3,0.0,0.1,22.2,0.9,1.2,74.2,1.6,3.3,4.9,0.8,0.4,0.9,0.9,8.5
156,157,Robert Traylor,NOH,71,13.3,5.1,2.0,4.0,50.5,0.0,0.1,40.0,1.0,1.8,54.7,1.5,2.2,3.7,0.6,0.5,0.5,0.9,6.8
157,158,Steven Smith,NOH,71,13.1,5.0,1.7,4.1,40.6,0.6,1.5,40.2,1.1,1.2,92.8,0.4,0.8,1.1,0.8,0.2,0.1,0.6,4.1
158,159,Austin Croshere,IND,77,13.7,5.0,1.5,4.0,38.8,0.7,1.9,38.9,1.2,1.4,89.4,0.8,2.4,3.2,0.7,0.3,0.2,0.7,6.1
159,160,Trenton Hassell,MIN,81,28.0,5.0,2.2,4.7,46.5,0.0,0.2,30.8,0.6,0.8,78.7,0.8,2.3,3.2,1.6,0.4,0.7,0.6,7.7
160,161,Fred Jones,IND,81,18.6,4.9,1.5,3.8,39.5,0.3,1.1,30.3,1.5,1.8,83.2,0.3,1.2,1.6,2.1,0.8,0.2,0.9,6.1
161,162,Calvin Booth,SEA,71,17.0,4.9,1.9,4.1,46.6,0.0,0.0,0.0,1.1,1.3,79.8,1.2,2.7,3.9,0.4,0.2,1.4,0.6,7.8
162,163,Robert Horry,SAS,81,15.9,4.8,1.7,4.3,40.5,0.5,1.3,38.0,0.9,1.3,64.5,1.3,2.0,3.4,1.2,0.6,0.6,0.7,6.9
163,164,Sasha Pavlovic,UTA,79,14.5,4.8,1.9,4.8,39.6,0.2,0.9,27.1,0.8,1.1,77.4,0.6,1.5,2.0,0.8,0.5,0.2,0.8,4.4
164,165,George Lynch,NOH,78,21.8,4.8,1.9,4.8,39.7,0.6,1.8,30.9,0.4,0.7,66.7,1.2,2.8,4.0,1.5,0.6,0.2,0.8,7.2
165,166,Bo Outlaw,MEM,82,19.6,4.6,1.9,3.8,51.0,0.0,0.0,0.0,0.7,1.4,52.6,1.5,2.6,4.2,1.1,0.9,0.9,0.8,8.3
166,167,Darius Songaila,SAC,73,13.4,4.6,1.8,3.7,48.7,0.0,0.0,0.0,1.0,1.2,80.7,1.2,1.8,3.1,0.7,0.6,0.2,0.6,6.4
167,168,Michael Doleac,DEN,72,14.2,4.5,1.9,4.5,43.5,0.0,0.0,0.0,0.6,0.7,86.5,1.2,2.5,3.7,0.6,0.3,0.5,0.7,6.3
168,169,Boris Diaw,ATL,76,25.3,4.5,1.8,4.1,44.7,0.1,0.3,23.1,0.7,1.2,60.2,1.5,3.0,4.5,2.4,0.8,0.5,1.7,8.2
169,170,Kyle Korver,PHI,74,11.9,4.5,1.6,4.4,35.2,1.1,2.8,39.1,0.3,0.3,79.2,0.4,1.1,1.5,0.5,0.3,0.1,0.6,3.5
170,171,Dale Davis,POR,76,22.1,4.4,1.8,3.7,47.3,0.0,0.0,0.0,0.9,1.4,61.3,2.1,3.2,5.2,0.9,0.6,0.8,0.5,8.9
171,172,Kevin Ollie,CLE,82,17.1,4.2,1.2,3.1,37.0,0.0,0.1,44.4,1.8,2.1,83.5,0.3,1.8,2.1,2.9,0.6,0.1,1.0,6.5
172,173,Bryon Russell,LAL,72,13.1,4.0,1.4,3.4,40.2,0.6,1.6,38.4,0.7,0.9,76.9,0.4,1.6,2.0,1.0,0.4,0.2,0.5,4.9
173,174,David West,NOH,71,13.1,3.8,1.5,3.2,47.4,0.0,0.0,0.0,0.8,1.1,71.3,1.6,2.5,4.2,0.8,0.4,0.4,0.7,7.0
174,175,Jacque Vaughn,ATL,71,18.0,3.8,1.5,3.9,38.6,0.0,0.3,15.0,0.7,1.0,77.9,0.2,1.5,1.6,2.7,0.6,0.0,1.2,5.0
175,176,Mark Madsen,MIN,72,17.3,3.6,1.4,2.8,49.5,0.0,0.1,0.0,0.8,1.6,48.3,1.9,1.9,3.8,0.4,0.5,0.3,0.7,5.5
176,177,Chris Andersen,DEN,71,14.5,3.4,1.3,2.9,44.3,0.0,0.0,0.0,0.9,1.5,58.9,1.3,2.9,4.2,0.5,0.5,1.6,0.7,7.3
177,178,Andrew DeClercq,ORL,71,17.0,3.2,1.3,2.7,47.7,0.0,0.0,0.0,0.6,0.8,81.5,1.8,2.6,4.5,0.6,0.7,0.5,0.8,7.1
178,179,Michael Curry,TOR,70,17.5,2.9,1.1,2.8,38.8,0.0,0.2,20.0,0.7,0.8,84.5,0.3,0.9,1.2,0.8,0.3,0.1,0.7,2.8
179,180,Reggie Evans,SEA,75,17.1,2.9,0.9,2.2,40.6,0.0,0.0,0.0,1.1,2.0,56.1,2.1,3.4,5.4,0.4,0.7,0.1,0.9,6.6
180,181,Luke Walton,LAL,72,10.1,2.4,0.9,2.1,42.5,0.2,0.5,33.3,0.4,0.6,70.5,0.5,1.2,1.8,1.6,0.4,0.1,0.6,4.2
