,#,PLAYER,TEAM,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,EFF
89,90,Jason Thompson,SAC,82,27.9,10.9,4.6,9.1,50.2,0.0,0.0,0.0,1.7,2.5,69.4,2.1,4.6,6.7,1.0,0.6,0.7,1.2,13.4
90,91,Carl Landry,GSW,81,23.2,10.8,4.0,7.4,54.0,0.0,0.0,33.3,2.8,3.4,81.7,2.2,3.7,6.0,0.8,0.4,0.4,1.4,12.9
91,92,Randy Foye,UTA,82,27.4,10.8,3.6,9.0,39.7,2.2,5.3,41.0,1.4,1.8,81.9,0.2,1.3,1.5,2.0,0.8,0.3,1.1,8.6
92,93,Danny Green,SAS,80,27.5,10.5,3.7,8.3,44.8,2.2,5.2,42.9,0.8,1.0,84.8,0.5,2.6,3.1,1.8,1.2,0.7,1.2,11.2
93,94,Mike Dunleavy,MIL,75,25.9,10.5,3.7,8.3,44.2,1.7,4.0,42.8,1.4,1.7,82.0,0.4,3.5,3.9,1.9,0.5,0.5,1.2,11.1
94,95,Caron Butler,LAC,78,24.1,10.4,3.9,9.2,42.4,1.6,4.2,38.8,1.0,1.2,83.3,0.5,2.3,2.9,1.0,0.7,0.1,0.9,8.6
95,96,Tayshaun Prince,MEM,82,32.1,10.4,4.4,10.0,43.8,0.5,1.1,40.4,1.2,1.6,73.8,0.9,3.6,4.4,2.4,0.6,0.3,1.1,11.0
96,97,Patrick Patterson,SAC,71,25.0,10.4,4.5,8.8,51.2,0.7,1.9,38.6,0.7,0.9,76.2,1.6,3.2,4.7,1.1,0.4,0.6,0.9,11.9
97,98,Tiago Splitter,SAS,81,24.7,10.3,3.9,7.0,56.0,0.0,0.0,0.0,2.6,3.5,73.0,1.8,4.6,6.4,1.6,0.8,0.8,1.2,14.6
98,99,Andray Blatche,BKN,82,19.0,10.3,4.2,8.2,51.2,0.0,0.3,13.6,1.8,2.6,68.5,2.0,3.1,5.1,1.0,1.0,0.7,1.5,11.8
99,100,Matt Barnes,LAC,80,25.7,10.3,3.9,8.4,46.2,1.4,4.1,34.2,1.1,1.5,74.4,1.4,3.2,4.6,1.5,1.0,0.8,1.1,12.2
100,101,Alonzo Gee,CLE,82,31.0,10.3,3.7,9.1,41.0,0.8,2.7,31.5,2.0,2.5,79.5,0.9,3.0,3.9,1.6,1.3,0.4,1.6,10.0
101,102,Omer Asik,HOU,82,30.0,10.1,4.0,7.5,54.1,0.0,0.0,0.0,2.0,3.6,56.2,3.4,8.3,11.7,0.9,0.6,1.1,2.1,17.2
102,103,Michael Beasley,PHX,75,20.7,10.1,4.1,10.2,40.5,0.6,1.9,31.3,1.3,1.7,74.6,0.7,3.1,3.8,1.5,0.4,0.5,1.9,7.8
103,104,Jason Terry,BOS,79,26.9,10.1,3.6,8.2,43.4,1.6,4.2,37.2,1.4,1.7,87.0,0.2,1.8,2.0,2.5,0.8,0.1,1.3,9.5
104,105,Amir Johnson,TOR,81,28.7,10.0,4.1,7.5,55.4,0.1,0.2,38.5,1.7,2.3,72.7,2.8,4.7,7.5,1.5,1.0,1.4,1.4,16.0
105,106,Larry Sanders,MIL,71,27.3,9.8,4.3,8.5,50.6,0.0,0.0,0.0,1.2,1.9,61.8,3.2,6.3,9.5,1.2,0.7,2.8,1.2,17.8
106,107,Emeka Okafor,WAS,79,26.0,9.7,4.2,8.7,47.7,0.0,0.0,0.0,1.4,2.4,57.1,2.5,6.2,8.8,1.2,0.6,1.0,1.4,14.2
107,108,Marco Belinelli,CHI,73,25.8,9.6,3.3,8.4,39.5,1.1,3.0,35.7,1.9,2.3,83.9,0.2,1.7,1.9,2.0,0.6,0.1,1.1,7.7
108,109,Andre Miller,DEN,82,26.2,9.6,3.7,7.7,47.9,0.2,0.8,26.6,2.0,2.4,84.0,0.7,2.2,2.9,5.9,0.9,0.1,2.1,12.9
109,110,Derrick Favors,UTA,77,23.2,9.4,3.6,7.4,48.2,0.0,0.1,0.0,2.3,3.4,68.8,2.4,4.7,7.1,1.0,0.9,1.7,1.7,13.5
110,111,Antawn Jamison,LAL,76,21.5,9.4,3.5,7.6,46.4,1.1,3.1,36.1,1.2,1.8,69.1,1.4,3.3,4.8,0.7,0.4,0.3,0.7,10.2
111,112,Harrison Barnes,GSW,81,25.4,9.2,3.4,7.8,43.9,0.6,1.8,35.9,1.8,2.3,75.8,0.7,3.5,4.1,1.2,0.6,0.2,1.2,9.2
112,113,Dorell Wright,PHI,79,22.6,9.2,3.0,7.6,39.6,1.7,4.6,37.4,1.5,1.8,85.1,0.5,3.3,3.8,1.9,0.8,0.4,0.8,10.5
113,114,Kevin Seraphin,WAS,79,21.8,9.1,4.2,9.1,46.1,0.0,0.0,0.0,0.8,1.1,69.3,1.4,3.0,4.4,0.7,0.3,0.7,1.6,8.4
114,115,JaVale McGee,DEN,79,18.1,9.1,3.8,6.7,57.5,0.0,0.0,100,1.4,2.4,59.1,2.0,2.8,4.8,0.3,0.4,2.0,1.1,11.6
115,116,Michael Kidd-Gilchrist,CHA,78,26.0,9.0,3.6,7.9,45.8,0.0,0.1,22.2,1.8,2.4,74.9,1.7,4.2,5.8,1.5,0.7,0.9,1.3,11.8
116,117,Tony Allen,MEM,79,26.7,8.9,3.6,8.1,44.5,0.0,0.3,12.5,1.7,2.4,71.7,1.5,3.1,4.6,1.2,1.5,0.6,1.2,10.5
117,118,John Salmons,SAC,76,30.0,8.8,3.2,8.1,39.9,1.3,3.5,37.1,1.1,1.4,77.3,0.4,2.3,2.7,3.0,0.7,0.3,1.1,9.3
118,119,DeAndre Jordan,LAC,82,24.5,8.8,3.8,6.0,64.3,0.0,0.0,0.0,1.2,3.0,38.6,2.6,4.7,7.2,0.3,0.6,1.4,1.2,13.2
119,120,Lance Stephenson,IND,78,29.2,8.8,3.5,7.7,46.0,0.8,2.4,33.0,1.0,1.5,65.2,0.6,3.3,3.9,2.9,1.0,0.2,1.4,10.8
120,121,Kyle Singler,DET,82,28.0,8.8,3.4,7.8,42.8,0.9,2.4,35.0,1.2,1.5,80.6,1.3,2.7,4.0,0.9,0.7,0.5,1.2,8.9
121,122,Dante Cunningham,MIN,80,25.1,8.7,3.9,8.4,46.8,0.0,0.1,0.0,0.8,1.3,65.0,1.8,3.3,5.1,0.8,1.1,0.5,0.7,10.5
122,123,Jerryd Bayless,MEM,80,22.1,8.7,3.3,7.8,41.9,0.9,2.5,35.3,1.3,1.5,83.6,0.3,1.9,2.2,3.3,0.7,0.2,1.5,8.9
123,124,Brandon Bass,BOS,81,27.6,8.7,3.5,7.3,48.6,0.0,0.0,0.0,1.6,1.9,86.0,1.6,3.7,5.2,1.0,0.5,0.8,1.0,11.3
124,125,Mario Chalmers,MIA,77,26.9,8.6,2.9,6.9,42.9,1.6,3.9,40.9,1.2,1.5,79.5,0.2,2.0,2.2,3.5,1.5,0.2,1.5,10.3
125,126,Alexey Shved,MIN,77,23.9,8.6,3.1,8.2,37.2,1.1,3.7,29.5,1.4,1.9,72.0,0.5,1.7,2.3,3.7,0.7,0.4,1.9,8.0
126,127,Jimmy Butler,CHI,82,26.0,8.6,2.9,6.2,46.7,0.5,1.3,38.1,2.3,2.8,80.3,1.7,2.3,4.0,1.4,1.0,0.4,0.8,10.7
127,128,Eric Bledsoe,LAC,76,20.4,8.5,3.3,7.5,44.5,0.4,1.0,39.7,1.4,1.8,79.1,1.0,1.9,3.0,3.1,1.4,0.7,1.8,10.3
128,129,Marreese Speights,CLE,79,16.5,8.3,3.3,7.4,44.5,0.0,0.1,30.0,1.7,2.2,77.1,1.8,3.0,4.9,0.6,0.3,0.7,1.0,9.2
129,130,Maurice Harkless,ORL,76,26.0,8.2,3.4,7.4,46.1,0.4,1.5,27.4,1.0,1.7,57.0,1.6,2.8,4.4,0.7,1.2,0.8,0.9,9.6
130,131,Markieff Morris,PHX,82,22.4,8.2,3.2,8.0,40.7,0.5,1.6,33.6,1.1,1.5,73.2,1.6,3.2,4.8,1.3,0.9,0.8,1.3,9.6
131,132,Kosta Koufos,DEN,81,22.4,8.0,3.6,6.3,58.1,0.0,0.0,0.0,0.7,1.3,55.8,2.6,4.3,6.9,0.4,0.5,1.3,0.7,13.3
132,133,Jodie Meeks,LAL,78,21.3,7.9,2.6,6.8,38.7,1.6,4.4,35.7,1.1,1.2,89.6,0.5,1.7,2.2,0.9,0.7,0.1,0.7,6.8
133,134,Tyler Zeller,CLE,77,26.4,7.9,3.2,7.3,43.8,0.0,0.1,0.0,1.6,2.0,76.4,2.1,3.6,5.7,1.2,0.5,0.9,1.2,10.4
134,135,Wayne Ellington,CLE,78,21.3,7.9,2.9,6.8,42.7,1.2,3.1,39.2,0.9,1.0,90.7,0.3,1.8,2.1,1.3,0.6,0.0,0.7,7.2
135,136,Courtney Lee,BOS,78,24.9,7.8,3.2,6.8,46.4,0.7,2.0,37.2,0.8,0.9,86.1,0.4,2.0,2.4,1.8,1.1,0.3,1.1,8.7
136,137,E'Twaun Moore,ORL,75,22.4,7.8,3.2,8.0,39.6,0.9,2.6,34.0,0.6,0.8,79.7,0.6,1.6,2.2,2.7,0.7,0.3,1.4,7.4
137,138,Andrew Nicholson,ORL,75,16.7,7.8,3.4,6.5,52.7,0.0,0.0,0.0,1.0,1.3,79.8,0.9,2.5,3.4,0.6,0.3,0.4,1.1,8.2
138,139,Marcus Morris Sr.,PHX,77,19.8,7.7,2.9,6.8,42.2,1.1,3.0,36.9,0.9,1.5,56.4,1.0,2.6,3.6,0.8,0.6,0.3,1.0,7.4
139,140,Ed Davis,MEM,81,20.1,7.7,3.2,6.0,53.9,0.0,0.0,0.0,1.3,2.1,61.7,1.9,3.8,5.7,0.8,0.5,1.0,0.8,11.4
140,141,Thabo Sefolosha,OKC,81,27.5,7.6,2.8,5.8,48.1,1.3,3.2,41.9,0.7,0.9,82.6,0.7,3.2,3.9,1.5,1.3,0.5,0.8,10.9
141,142,Toney Douglas,SAC,71,18.1,7.5,2.6,6.6,40.3,1.2,3.0,38.0,1.1,1.2,90.5,0.5,1.5,1.9,2.1,1.0,0.0,1.1,7.5
142,143,Al-Farouq Aminu,NOH,76,27.2,7.3,3.0,6.2,47.5,0.1,0.3,21.1,1.3,1.8,73.7,1.8,5.9,7.7,1.4,1.2,0.7,1.5,13.0
143,144,Marvin Williams,UTA,73,23.7,7.2,2.7,6.4,42.3,0.7,2.3,32.5,1.1,1.4,77.8,0.8,2.8,3.6,1.1,0.5,0.5,0.8,8.1
144,145,Enes Freedom,UTA,70,15.4,7.2,2.9,5.4,54.4,0.0,0.0,100,1.3,1.7,79.5,1.9,2.4,4.3,0.4,0.4,0.5,1.4,8.6
145,146,Elton Brand,DAL,72,21.2,7.2,3.1,6.6,47.3,0.0,0.0,0.0,0.9,1.3,71.0,1.8,4.2,6.0,1.0,0.7,1.3,0.8,11.4
