,#,PLAYER,TEAM,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,EFF
146,147,Brian Roberts,NOH,78,17.0,7.1,2.7,6.6,41.7,0.8,2.0,38.6,0.9,1.0,90.9,0.2,1.0,1.2,2.8,0.5,0.0,0.9,6.9
147,148,Tyler Hansbrough,IND,81,16.9,7.0,2.2,5.0,43.2,0.0,0.0,0.0,2.7,3.7,72.0,2.0,2.6,4.6,0.4,0.4,0.2,1.0,7.8
148,149,Jason Maxiell,DET,72,24.8,6.9,2.8,6.3,44.6,0.0,0.0,0.0,1.3,2.0,62.1,1.9,3.8,5.7,0.8,0.4,1.3,1.1,9.7
149,150,C.J. Watson,BKN,80,19.0,6.8,2.4,5.7,41.8,1.1,2.7,41.1,0.9,1.1,78.0,0.5,1.3,1.8,2.0,0.8,0.2,0.9,7.1
150,151,Steve Novak,NYK,81,20.3,6.6,2.2,5.3,41.4,1.8,4.3,42.5,0.4,0.4,90.9,0.2,1.7,1.9,0.4,0.3,0.1,0.1,6.1
151,152,Shane Battier,MIA,72,24.8,6.6,2.1,5.0,42.0,1.9,4.4,43.0,0.4,0.5,84.2,0.5,1.8,2.3,1.0,0.6,0.8,0.5,7.7
152,153,P.J. Tucker,PHX,79,24.2,6.4,2.7,5.6,47.3,0.3,0.9,31.4,0.8,1.1,74.4,1.7,2.8,4.4,1.4,0.8,0.2,0.8,9.2
153,154,Terrence Ross,TOR,73,17.0,6.4,2.5,6.3,40.7,0.9,2.7,33.2,0.4,0.6,71.4,0.5,1.5,2.0,0.7,0.6,0.2,0.7,5.3
154,155,Willie Green,LAC,72,16.5,6.3,2.5,5.4,46.1,1.0,2.3,42.8,0.3,0.4,71.9,0.2,1.1,1.3,0.8,0.4,0.2,0.4,5.5
155,156,Jeffery Taylor,CHA,77,19.6,6.1,2.2,5.2,43.1,0.7,2.0,34.4,1.0,1.3,72.8,0.7,1.3,1.9,0.8,0.6,0.2,0.6,5.8
156,157,Jason Kidd,NYK,76,26.9,6.0,2.0,5.4,37.2,1.5,4.3,35.1,0.5,0.6,83.3,0.7,3.6,4.3,3.3,1.6,0.3,1.0,11.0
157,158,Greg Smith,HOU,70,15.9,6.0,2.4,3.9,62.0,0.0,0.0,0.0,1.2,1.9,62.3,1.6,3.0,4.6,0.4,0.3,0.6,0.6,9.0
158,159,Boris Diaw,SAS,75,22.8,5.8,2.4,4.4,53.9,0.4,1.0,38.5,0.6,0.9,72.3,0.9,2.5,3.4,2.4,0.7,0.4,1.1,9.2
159,160,Lavoy Allen,PHI,79,21.1,5.8,2.6,5.7,45.4,0.0,0.0,0.0,0.5,0.8,71.7,2.0,3.0,5.0,0.9,0.3,0.7,0.7,8.6
160,161,Norris Cole,MIA,80,19.9,5.6,2.2,5.3,42.1,0.4,1.2,35.7,0.7,1.0,65.0,0.2,1.4,1.6,2.1,0.7,0.1,1.3,5.3
161,162,MarShon Brooks,BKN,73,12.5,5.4,2.1,4.6,46.3,0.2,0.8,27.3,0.9,1.3,73.4,0.4,1.0,1.4,1.0,0.5,0.2,0.9,4.8
162,163,Reggie Jackson,OKC,70,14.2,5.3,2.1,4.6,45.8,0.3,1.5,23.1,0.7,0.9,83.9,0.3,2.1,2.4,1.7,0.4,0.2,0.8,6.6
163,164,Nick Collison,OKC,81,19.5,5.1,2.2,3.7,59.5,0.0,0.0,0.0,0.7,1.0,76.9,1.5,2.6,4.1,1.5,0.6,0.4,0.9,9.1
164,165,Jae Crowder,DAL,78,17.3,5.0,1.8,4.7,38.4,0.8,2.5,32.8,0.6,0.9,64.4,0.4,1.9,2.4,1.2,0.8,0.2,0.6,5.8
165,166,Ian Mahinmi,IND,80,16.5,5.0,1.9,4.1,45.3,0.0,0.0,0.0,1.3,2.1,60.8,1.4,2.5,3.9,0.3,0.5,0.8,1.2,6.3
166,167,Bismack Biyombo,CHA,80,27.3,4.8,2.0,4.3,45.1,0.0,0.0,0.0,0.9,1.8,52.1,2.4,4.9,7.3,0.4,0.4,1.8,1.0,10.4
167,168,Thomas Robinson,HOU,70,15.1,4.8,2.0,4.6,43.0,0.0,0.0,0.0,0.8,1.6,52.3,1.7,2.8,4.5,0.7,0.6,0.4,1.3,6.3
168,169,D.J. Augustin,IND,76,16.1,4.7,1.4,3.9,35.0,0.9,2.5,35.3,1.1,1.3,83.8,0.3,0.9,1.2,2.2,0.4,0.0,0.9,5.0
169,170,Reggie Evans,BKN,80,24.6,4.5,1.6,3.3,47.9,0.0,0.0,0.0,1.4,2.8,50.9,3.3,7.9,11.1,0.5,0.9,0.2,1.4,12.8
170,171,Ekpe Udoh,MIL,76,17.3,4.3,1.5,3.5,43.5,0.0,0.0,0.0,1.2,1.6,74.8,1.5,1.8,3.3,0.6,0.5,1.1,0.6,6.8
171,172,Kendrick Perkins,OKC,78,25.1,4.2,1.8,4.0,45.7,0.0,0.0,0.0,0.6,0.9,61.1,1.4,4.6,6.0,1.4,0.6,1.1,1.4,9.3
172,173,Keith Bogans,BKN,74,19.0,4.2,1.5,3.8,38.0,1.1,3.3,34.3,0.1,0.2,64.7,0.2,1.4,1.6,1.0,0.4,0.1,0.7,4.2
173,174,Will Barton,POR,73,12.2,4.0,1.6,4.2,38.2,0.1,0.9,13.8,0.7,0.9,76.9,0.5,1.5,2.0,0.8,0.5,0.1,0.8,3.8
174,175,Greg Stiemsma,MIN,76,15.9,4.0,1.7,3.7,45.7,0.0,0.0,0.0,0.7,0.9,76.8,0.8,2.6,3.4,0.4,0.6,1.2,0.8,6.7
175,176,Lamar Odom,LAC,82,19.7,4.0,1.8,4.5,39.9,0.2,1.1,20.0,0.2,0.5,47.6,1.4,4.4,5.9,1.7,0.8,0.7,1.0,9.2
176,177,Udonis Haslem,MIA,75,18.9,3.9,1.7,3.3,51.4,0.0,0.0,0.0,0.4,0.6,71.1,1.3,4.1,5.4,0.5,0.4,0.2,0.6,8.0
177,178,Nando De Colo,SAS,72,12.8,3.8,1.5,3.3,43.6,0.4,1.1,37.8,0.5,0.6,79.5,0.3,1.6,1.9,1.9,0.6,0.1,1.1,5.2
178,179,Pablo Prigioni,NYK,78,16.2,3.5,1.3,2.8,45.5,0.7,1.7,39.6,0.3,0.3,88.0,0.5,1.3,1.8,3.0,0.9,0.0,1.1,6.6
179,180,Dahntay Jones,ATL,78,13.0,3.4,1.1,2.8,36.9,0.1,0.6,22.4,1.1,1.4,77.0,0.3,1.0,1.3,0.6,0.3,0.1,0.5,3.0
180,181,Draymond Green,GSW,79,13.4,2.9,1.1,3.3,32.7,0.2,0.8,20.9,0.6,0.7,81.8,0.7,2.6,3.3,0.7,0.5,0.3,0.6,4.7
181,182,Chuck Hayes,SAC,74,16.3,2.7,1.1,2.6,44.2,0.0,0.0,0.0,0.4,0.6,62.5,1.5,2.5,4.0,1.5,0.4,0.2,0.6,6.6
182,183,Festus Ezeli,GSW,78,14.4,2.4,0.9,2.2,43.8,0.0,0.0,0.0,0.6,1.0,53.1,1.8,2.2,4.0,0.3,0.3,0.9,0.8,5.5
