,#,PLAYER,TEAM,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,EFF
38,39,Jim Jackson,ATL,79,35.0,16.7,6.4,15.6,41.1,1.5,3.8,38.6,2.4,2.7,87.7,1.3,3.7,5.0,2.9,0.7,0.1,2.3,13.5
39,40,Vin Baker,SEA,79,36.1,16.6,6.5,14.3,45.5,0.0,0.1,25.0,3.6,5.2,68.2,2.9,4.8,7.7,1.9,0.6,0.8,2.7,15.4
40,41,Lamar Odom,LAC,76,36.4,16.6,5.9,13.5,43.8,0.8,2.2,36.0,4.0,5.5,71.9,2.1,5.7,7.8,4.2,1.2,1.3,3.4,18.5
41,42,Rasheed Wallace,POR,81,35.1,16.4,6.7,12.9,51.9,0.1,0.6,16.0,2.9,4.1,70.4,1.6,5.4,7.0,1.8,1.1,1.3,1.9,18.1
42,43,Darrell Armstrong,ORL,82,31.6,16.2,5.9,13.6,43.3,1.7,4.9,34.0,2.7,3.0,91.1,0.8,2.5,3.3,6.1,2.1,0.1,3.0,16.8
43,44,Nick Van Exel,DEN,79,37.3,16.1,6.0,15.4,39.0,1.7,5.1,33.2,2.5,3.0,81.7,0.4,3.5,3.9,9.0,0.9,0.1,2.8,17.4
44,45,Glen Rice,LAL,80,31.6,15.9,5.3,12.3,43.0,1.1,2.9,36.7,4.3,5.0,87.4,0.7,3.4,4.1,2.2,0.6,0.2,1.4,13.9
45,46,Lamond Murray,CLE,74,32.0,15.9,6.2,13.8,45.1,0.7,1.9,36.7,2.8,3.6,76.1,1.7,4.0,5.7,1.8,1.4,0.5,2.5,14.4
46,47,Cuttino Mobley,HOU,81,30.8,15.8,5.4,12.5,43.0,1.3,3.6,35.6,3.7,4.4,84.7,0.7,2.8,3.6,2.6,1.1,0.4,2.3,13.2
47,48,Tracy McGrady,TOR,79,31.2,15.4,5.8,12.9,45.1,0.2,0.8,27.7,3.5,5.0,70.7,2.4,4.0,6.3,3.3,1.1,1.9,2.0,17.5
48,49,Larry Hughes,GSW,82,28.3,15.0,5.6,14.0,40.0,0.4,1.5,23.2,3.4,4.6,74.0,1.4,2.9,4.3,2.5,1.4,0.3,2.4,11.5
49,50,Steven Smith,POR,82,32.8,14.9,5.1,11.0,46.7,1.2,2.9,39.8,3.5,4.1,85.0,1.5,2.3,3.8,2.5,0.9,0.4,1.4,14.6
50,51,Juwan Howard,WAS,82,35.5,14.9,6.2,13.5,45.9,0.0,0.1,0.0,2.5,3.4,73.5,1.6,4.1,5.7,3.0,0.8,0.3,2.7,13.8
51,52,Mike Bibby,VAN,82,38.5,14.5,5.6,12.6,44.5,0.9,2.6,36.3,2.4,3.0,78.0,0.9,2.8,3.7,8.1,1.6,0.2,3.0,17.5
52,53,Bryon Russell,UTA,82,35.4,14.1,5.0,11.1,44.6,1.3,3.3,39.6,2.9,3.9,75.0,1.2,4.0,5.2,1.9,1.6,0.3,1.2,14.7
53,54,Kenny Anderson,BOS,82,31.6,14.0,5.3,12.0,44.0,1.0,2.7,38.6,2.4,3.1,77.5,0.7,2.1,2.7,5.1,1.7,0.1,1.6,14.7
54,55,Bob Sura,CLE,73,30.4,13.8,4.9,11.2,43.7,1.7,4.5,36.7,2.4,3.4,69.7,0.7,3.3,3.9,3.9,1.2,0.3,2.0,13.8
55,56,Rodney Rogers,PHX,82,27.9,13.8,5.2,10.7,48.6,1.4,3.2,43.9,1.9,3.0,63.9,1.7,3.8,5.5,2.1,1.1,0.6,2.0,14.4
56,57,David Wesley,CHH,82,33.7,13.6,5.0,11.6,42.6,1.1,3.0,35.5,2.6,3.4,77.8,0.5,2.3,2.7,5.6,1.3,0.1,1.9,14.1
57,58,Tyrone Nesby,LAC,73,31.7,13.3,5.0,12.5,39.8,1.3,3.8,33.5,2.1,2.6,79.1,1.1,2.6,3.8,1.7,1.0,0.4,1.4,10.7
58,59,Alan Henderson,ATL,82,33.8,13.2,5.2,11.3,46.1,0.0,0.1,10.0,2.7,4.1,67.1,3.2,3.7,7.0,0.9,1.0,0.7,1.7,13.6
59,60,Othella Harrington,VAN,82,32.6,13.1,5.1,10.1,50.6,0.0,0.0,0.0,2.9,3.6,79.2,2.4,4.5,6.9,1.2,0.4,0.7,2.6,13.9
60,61,Kendall Gill,NJN,76,31.0,13.1,5.2,12.6,41.4,0.3,1.0,25.6,2.4,3.4,71.0,1.1,2.6,3.7,2.8,1.8,0.5,1.2,12.4
61,62,Rik Smits,IND,79,23.4,12.9,5.5,11.3,48.4,0.0,0.0,0.0,2.0,2.7,73.9,1.2,3.9,5.1,1.1,0.3,1.3,1.4,12.7
62,63,Lindsey Hunter,DET,82,35.6,12.7,4.6,10.9,42.5,2.0,4.7,43.2,1.4,1.9,76.0,0.4,2.6,3.0,4.0,1.6,0.3,1.8,13.1
63,64,Elden Campbell,CHH,78,32.5,12.7,4.7,10.6,44.6,0.0,0.1,0.0,3.2,4.6,69.0,2.2,5.4,7.6,1.7,0.7,1.9,1.6,15.6
64,65,Damon Stoudamire,POR,78,30.4,12.5,4.9,11.5,43.2,1.0,2.7,37.7,1.6,1.9,84.1,0.8,2.3,3.1,5.2,1.0,0.0,1.9,13.1
65,66,Scottie Pippen,POR,82,33.5,12.5,4.7,10.5,45.1,1.0,3.2,32.7,2.0,2.7,71.7,1.4,4.9,6.3,5.0,1.4,0.5,2.5,16.5
66,67,Raef LaFrentz,DEN,81,30.1,12.4,4.8,10.9,44.6,0.7,2.3,32.8,2.0,2.9,68.6,2.1,5.8,7.9,1.2,0.5,2.2,1.2,16.2
67,68,Jeff Hornacek,UTA,77,27.7,12.4,4.6,9.5,49.2,0.9,1.8,47.8,2.2,2.3,95.0,0.6,1.7,2.4,2.6,0.9,0.2,1.5,12.0
68,69,Doug Christie,TOR,73,31.0,12.4,4.3,10.5,40.7,1.4,3.8,36.0,2.5,3.0,84.3,0.9,3.0,3.9,4.4,1.4,0.6,2.0,14.0
69,70,Jason Williams,SAC,81,34.1,12.3,4.5,12.0,37.3,1.8,6.2,28.7,1.6,2.1,75.3,0.3,2.6,2.8,7.3,1.4,0.1,3.7,12.3
70,71,Shandon Anderson,HOU,82,32.9,12.3,4.5,9.5,47.3,1.0,2.7,35.1,2.4,3.1,76.7,1.1,3.6,4.7,2.9,1.2,0.4,2.4,13.4
71,72,Vlade Divac,SAC,82,29.0,12.3,4.7,9.3,50.3,0.1,0.3,26.9,2.8,4.1,69.1,2.1,5.9,8.0,3.0,1.3,1.3,2.3,17.5
72,73,Christian Laettner,DET,82,29.8,12.2,4.6,9.8,47.3,0.1,0.3,29.2,2.9,3.6,81.2,2.1,4.6,6.7,2.3,1.0,0.5,2.3,14.7
73,74,John Stockton,UTA,82,29.7,12.1,4.4,8.8,50.1,0.5,1.5,35.5,2.7,3.1,86.0,0.5,2.1,2.6,8.6,1.7,0.2,2.2,18.2
74,75,Metta World Peace,CHI,72,31.1,12.0,4.3,10.5,40.7,0.8,2.7,31.4,2.6,3.9,67.4,0.9,3.4,4.3,2.8,1.7,0.5,2.3,11.5
75,76,Jason Caffey,GSW,71,30.4,12.0,4.5,9.5,47.9,0.0,0.0,0.0,2.9,4.9,59.7,2.7,4.1,6.8,1.7,0.9,0.3,2.4,12.3
76,77,Chris Gatling,DEN,85,21.3,11.9,4.3,9.4,45.5,0.2,0.8,25.7,3.1,4.4,71.3,1.8,4.1,5.9,0.8,1.0,0.3,2.0,11.5
77,78,Peja Stojakovic,SAC,74,23.6,11.9,4.3,9.7,44.8,1.4,3.6,37.5,1.8,2.1,88.2,1.0,2.7,3.7,1.4,0.7,0.1,1.2,11.0
78,79,Brent Barry,SEA,80,34.1,11.8,4.1,8.8,46.3,2.1,5.0,41.1,1.6,2.0,80.9,0.6,4.0,4.7,3.6,1.3,0.4,1.8,14.9
79,79,Tim Thomas,MIL,80,26.2,11.8,4.3,9.4,46.1,0.8,2.3,34.6,2.4,3.0,77.4,1.3,2.9,4.2,1.4,0.7,0.4,1.6,11.1
80,81,Ruben Patterson,SEA,81,25.9,11.6,4.4,8.2,53.6,0.1,0.3,44.4,2.7,4.0,69.2,2.7,2.7,5.4,1.6,1.2,0.5,1.8,13.4
81,82,Wally Szczerbiak,MIN,73,29.7,11.6,4.7,9.2,51.1,0.4,1.1,35.9,1.8,2.2,82.6,1.2,2.5,3.7,2.8,0.8,0.3,1.1,13.2
82,83,Anthony Mason,CHH,82,38.2,11.6,3.9,8.1,48.0,0.0,0.0,0.0,3.8,5.1,74.6,1.8,6.8,8.5,4.5,0.9,0.4,2.0,18.4
83,84,Antonio Davis,TOR,79,31.4,11.5,4.0,9.0,44.0,0.0,0.0,0.0,3.6,4.7,76.5,3.0,5.8,8.8,1.3,0.5,1.3,1.5,15.7
84,85,Dikembe Mutombo,ATL,82,36.4,11.5,3.9,7.0,56.2,0.0,0.0,0.0,3.6,5.1,70.8,3.7,10.4,14.1,1.3,0.3,3.3,2.1,23.8
85,86,Malik Sealy,MIN,82,29.2,11.3,4.5,9.5,47.6,0.1,0.4,28.6,2.2,2.7,81.2,1.5,2.8,4.3,2.4,0.9,0.2,1.3,12.4
86,87,Mookie Blaylock,GSW,73,33.7,11.3,4.5,11.5,39.1,1.4,4.1,33.6,0.9,1.3,70.5,0.8,2.9,3.7,6.7,2.0,0.3,2.0,14.6
87,88,Avery Johnson,SAS,82,31.4,11.2,4.9,10.4,47.3,0.0,0.1,11.1,1.4,1.9,73.5,0.4,1.5,1.9,6.0,0.9,0.2,1.7,12.6
88,89,Andre Miller,CLE,82,25.5,11.1,4.1,9.2,44.9,0.1,0.6,20.4,2.8,3.6,77.4,1.0,2.4,3.4,5.8,1.0,0.2,2.0,13.7
89,90,Walt Williams,HOU,76,24.5,10.9,4.1,9.0,45.8,1.3,3.4,39.1,1.3,1.6,82.1,0.9,3.1,4.0,2.1,0.6,0.6,1.5,11.6
90,91,Nick Anderson,SAC,72,29.1,10.8,4.3,10.9,39.1,1.8,5.5,33.2,0.5,1.1,48.7,1.2,3.6,4.7,1.7,1.3,0.2,1.3,10.3
91,92,Larry Johnson,NYK,70,32.6,10.7,4.0,9.3,43.3,0.8,2.5,33.3,1.8,2.4,76.6,1.2,4.2,5.4,2.5,0.6,0.1,1.3,12.2
92,93,John Amaechi,ORL,80,21.1,10.5,3.8,8.8,43.7,0.0,0.1,16.7,2.8,3.6,76.6,0.8,2.6,3.3,1.2,0.4,0.5,1.7,8.4
93,94,Corliss Williamson,SAC,76,22.5,10.3,4.1,8.2,50.0,0.0,0.0,0.0,2.1,2.8,76.9,1.6,2.2,3.8,1.1,0.5,0.3,1.4,9.8
94,95,Austin Croshere,IND,81,23.3,10.3,3.6,8.1,44.1,0.8,2.1,36.2,2.4,2.9,84.8,1.7,4.7,6.4,1.1,0.5,0.7,1.5,12.6
95,96,Tracy Murray,WAS,80,22.9,10.2,3.6,8.4,43.3,1.4,3.3,43.0,1.5,1.8,85.1,0.8,2.6,3.4,0.9,0.6,0.3,1.1,9.3
96,97,George McCloud,DEN,78,27.2,10.1,3.4,8.2,41.7,1.4,3.6,37.8,1.9,2.3,81.8,0.9,2.7,3.7,3.2,0.6,0.3,1.7,10.9
97,98,Dale Davis,IND,74,28.7,10.0,4.1,8.1,50.2,0.0,0.0,0.0,1.9,2.7,68.5,3.5,6.4,9.9,0.9,0.7,1.3,1.2,16.6
98,99,Johnny Newman,NJN,82,21.5,10.0,3.4,7.6,44.6,0.9,2.3,37.9,2.3,2.8,83.8,0.5,1.4,1.9,0.8,0.6,0.1,1.1,7.7
99,100,Joe Smith,MIN,78,25.3,9.9,3.7,8.0,46.4,0.0,0.0,100,2.5,3.3,75.6,2.4,3.8,6.2,1.1,0.6,1.1,1.5,12.3
100,101,Anthony Peeler,MIN,82,25.3,9.8,3.9,8.8,43.6,1.0,3.1,33.3,1.1,1.3,79.8,0.7,2.1,2.8,2.4,0.8,0.1,1.0,9.6
101,102,Michael Olowokandi,LAC,80,31.2,9.8,4.1,9.5,43.7,0.0,0.0,0.0,1.5,2.4,65.1,2.4,5.8,8.2,0.5,0.4,1.8,2.2,12.3
102,103,George Lynch,PHI,75,32.2,9.6,4.0,8.6,46.1,0.2,0.5,41.7,1.5,2.4,61.7,2.9,4.9,7.8,1.8,1.6,0.5,1.6,14.1
103,104,P.J. Brown,MIA,80,28.8,9.6,4.0,8.4,48.0,0.0,0.0,0.0,1.5,2.0,75.5,2.7,4.8,7.5,1.8,0.8,0.8,1.3,14.3
104,105,Chucky Atkins,ORL,82,19.8,9.5,3.8,9.0,42.4,0.7,2.0,35.0,1.2,1.6,72.9,0.2,1.3,1.5,3.7,0.6,0.0,1.7,8.1
105,106,Vonteego Cummings,GSW,75,23.9,9.4,3.5,8.7,40.5,0.7,2.0,32.5,1.7,2.3,75.1,0.8,1.7,2.5,3.3,1.2,0.2,1.8,9.0
106,107,Wesley Person,CLE,79,26.0,9.2,3.5,8.3,42.8,1.3,3.2,42.4,0.8,1.0,79.2,0.6,2.8,3.4,1.8,0.5,0.2,0.8,9.5
107,108,Vitaly Potapenko,BOS,79,22.7,9.2,3.9,7.8,49.9,0.0,0.0,0.0,1.4,2.0,68.1,2.3,4.0,6.3,1.0,0.5,0.4,1.8,10.9
108,109,Richard Hamilton,WAS,71,19.3,9.0,3.6,8.5,42.0,0.4,1.1,36.4,1.5,1.9,77.4,0.5,1.3,1.8,1.5,0.4,0.1,1.2,6.3
109,110,Travis Best,IND,82,20.6,8.9,3.3,6.8,48.3,0.4,1.1,37.6,1.9,2.3,82.1,0.2,1.5,1.7,3.3,0.9,0.1,1.3,9.7
110,111,Eric Piatkowski,LAC,75,22.8,8.7,3.2,7.6,41.5,1.2,3.2,38.3,1.1,1.3,85.0,1.0,2.0,3.0,1.1,0.6,0.2,0.8,8.1
111,112,Monty Williams,ORL,75,20.0,8.7,3.5,7.2,48.9,0.0,0.1,40.0,1.6,2.2,74.1,1.3,2.1,3.3,1.4,0.6,0.2,1.5,8.6
112,113,Howard Eisley,UTA,82,25.6,8.6,3.4,8.2,41.8,0.7,2.0,36.8,1.0,1.2,82.4,0.3,1.8,2.1,4.2,0.7,0.1,1.6,9.1
113,114,Keon Clark,DEN,81,22.8,8.6,3.5,6.5,54.2,0.0,0.1,12.5,1.5,2.2,68.8,2.0,4.2,6.2,0.9,0.6,1.4,1.5,12.4
114,115,Shawn Bradley,DAL,77,24.7,8.4,3.5,7.2,47.9,0.0,0.1,20.0,1.5,1.9,76.5,2.1,4.4,6.5,0.8,0.9,2.5,1.0,13.9
115,116,Jerome Williams,DET,82,25.6,8.4,3.1,5.6,56.4,0.0,0.0,0.0,2.1,3.5,61.6,3.4,6.2,9.6,0.8,1.2,0.3,1.3,15.2
116,117,Corey Maggette,ORL,77,17.8,8.4,2.9,6.1,47.8,0.0,0.1,18.2,2.5,3.4,75.1,1.6,2.3,3.9,0.8,0.3,0.3,1.8,7.9
117,118,Kenny Thomas,HOU,72,25.0,8.3,2.9,7.4,39.9,0.4,1.7,26.2,1.9,2.9,66.0,2.0,4.0,6.1,1.6,0.8,0.3,1.6,10.0
118,119,Pat Garrity,ORL,82,18.0,8.2,3.1,7.1,44.1,1.0,2.4,40.1,1.0,1.4,72.1,0.5,2.0,2.6,0.7,0.4,0.2,1.0,6.7
119,120,Rashard Lewis,SEA,82,19.2,8.2,3.4,6.9,48.6,0.5,1.5,33.3,1.0,1.5,68.3,1.5,2.5,4.1,0.9,0.8,0.4,1.0,9.4
120,121,James Posey,DEN,81,25.3,8.2,2.8,6.6,42.9,1.0,2.7,37.3,1.5,1.9,80.0,1.0,2.9,3.9,1.8,1.2,0.4,1.2,10.2
121,122,Mark Jackson,IND,81,27.0,8.1,3.0,7.0,43.2,1.1,2.7,40.3,1.0,1.2,80.6,0.8,2.9,3.7,8.0,0.9,0.1,2.1,14.5
122,123,Jason Terry,ATL,81,23.3,8.1,3.1,7.4,41.5,0.6,1.9,29.3,1.4,1.7,80.7,0.3,1.8,2.0,4.3,1.1,0.1,1.9,9.1
123,124,Bimbo Coles,ATL,80,24.1,8.1,3.5,7.6,45.5,0.1,0.5,20.5,1.1,1.3,81.7,0.4,1.8,2.2,3.6,0.7,0.1,1.3,9.0
124,125,Horace Grant,SEA,76,35.4,8.1,3.5,7.9,44.4,0.0,0.1,0.0,1.1,1.5,72.1,2.2,5.6,7.8,2.5,0.7,0.8,0.8,14.2
125,126,Kurt Thomas,NYK,80,24.6,8.0,3.4,6.7,50.5,0.0,0.0,33.3,1.3,1.6,78.1,1.8,4.5,6.3,1.0,0.6,0.5,1.3,11.5
126,127,Aaron McKie,PHI,82,23.8,8.0,3.0,7.2,41.1,0.5,1.5,36.4,1.5,1.8,82.9,0.6,2.4,3.0,2.9,1.3,0.2,1.4,9.5
127,128,Eric Snow,PHI,82,35.0,7.9,3.1,7.3,43.0,0.1,0.5,24.4,1.5,2.2,71.2,0.5,2.7,3.2,7.6,1.7,0.1,2.0,13.8
128,129,Chris Whitney,WAS,82,19.8,7.8,2.6,6.4,41.7,1.2,3.1,37.6,1.4,1.6,84.8,0.2,1.4,1.6,3.8,0.7,0.1,1.3,8.8
129,130,Kevin Willis,TOR,79,21.3,7.6,3.0,7.2,41.5,0.0,0.0,33.3,1.7,2.1,79.9,2.5,3.6,6.1,0.6,0.5,0.6,1.2,9.6
130,131,Aaron Williams,WAS,81,19.1,7.6,2.9,5.6,52.2,0.0,0.0,0.0,1.8,2.5,72.6,2.0,3.1,5.0,0.7,0.5,1.1,1.0,10.7
131,132,Mario Elie,SAS,79,28.1,7.5,2.5,5.8,42.7,0.9,2.4,39.8,1.6,1.9,84.6,0.6,2.5,3.2,2.4,0.9,0.1,1.6,8.8
132,133,Detlef Schrempf,POR,77,21.6,7.5,2.4,5.6,43.2,0.3,0.7,40.4,2.3,2.8,83.3,1.0,3.3,4.3,2.6,0.5,0.2,1.3,10.1
133,134,Hubert Davis,DAL,79,23.0,7.4,2.7,5.9,46.8,1.0,2.1,49.1,0.8,1.0,87.0,0.2,1.5,1.7,1.8,0.3,0.0,0.9,7.1
134,135,Charlie Ward,NYK,72,27.6,7.3,2.6,6.2,42.3,1.4,3.7,38.6,0.7,0.8,82.8,0.3,2.9,3.2,4.2,1.3,0.2,1.4,11.1
135,136,Clar. Weatherspoon,MIA,78,20.7,7.2,2.8,5.4,51.3,0.0,0.0,0.0,1.7,2.3,73.8,1.6,4.1,5.8,1.2,0.7,0.6,1.3,11.0
136,137,Dana Barros,BOS,72,15.8,7.2,2.7,6.0,45.1,0.8,2.0,41.0,0.9,1.1,86.8,0.2,1.2,1.4,1.8,0.4,0.1,0.9,6.5
137,138,Jahidi White,WAS,80,19.2,7.1,2.9,5.6,50.7,0.0,0.0,0.0,1.4,2.6,53.6,2.5,4.4,6.9,0.2,0.4,1.0,1.2,10.5
138,139,Michael Doleac,ORL,81,16.5,7.0,3.0,6.6,45.2,0.0,0.0,50.0,1.0,1.2,84.2,1.1,3.0,4.1,0.8,0.4,0.4,0.8,8.0
139,140,Ron Harper,LAL,80,25.5,7.0,2.7,6.6,39.9,0.4,1.3,31.1,1.3,1.8,68.0,1.2,3.0,4.2,3.4,1.1,0.5,1.7,9.9
140,141,Charles Oakley,TOR,80,30.4,6.9,2.9,7.0,41.8,0.2,0.5,34.1,0.8,1.1,77.6,1.5,5.3,6.8,3.2,1.3,0.6,1.9,12.4
141,142,Adrian Griffin,BOS,72,26.8,6.7,2.4,5.7,42.4,0.2,0.8,28.1,1.7,2.2,75.3,1.8,3.4,5.2,2.5,1.6,0.2,1.3,11.0
142,143,Malik Rose,SAS,74,18.1,6.7,2.4,5.2,45.7,0.0,0.0,33.3,1.9,2.7,72.2,1.8,2.7,4.5,0.6,0.5,0.7,1.3,8.1
143,144,Terry Mills,DET,82,22.5,6.7,2.6,6.0,43.9,1.2,3.0,39.3,0.3,0.4,73.5,0.6,4.1,4.8,1.0,0.5,0.3,0.6,9.2
144,145,Lucious Harris,NJN,77,19.6,6.7,2.6,6.0,42.8,0.5,1.5,33.0,1.0,1.3,79.8,0.7,1.7,2.4,1.3,0.8,0.1,0.5,7.1
145,146,Andrew DeClercq,CLE,82,22.3,6.6,2.7,5.4,50.8,0.0,0.0,0.0,1.1,2.0,58.8,1.9,3.5,5.4,0.7,0.8,0.8,1.3,9.5
