,#,PLAYER,TEAM,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,EFF
146,147,Rajon Rondo,BOS,78,23.5,6.4,2.4,5.8,41.8,0.1,0.4,20.7,1.5,2.4,64.7,0.9,2.8,3.7,3.8,1.6,0.1,1.8,9.8
147,148,Ben Wallace,CHI,77,35.0,6.4,2.5,5.5,45.3,0.0,0.1,20.0,1.4,3.5,40.8,3.9,6.7,10.7,2.4,1.4,2.0,1.3,16.6
148,149,James Jones,PHX,76,18.1,6.4,2.1,5.8,36.8,1.2,3.1,37.8,0.9,1.1,87.7,0.4,1.9,2.3,0.6,0.4,0.6,0.4,6.1
149,150,Joey Graham,TOR,79,16.7,6.4,2.4,4.9,49.5,0.1,0.4,29.0,1.4,1.7,84.0,0.7,2.4,3.1,0.6,0.4,0.1,0.6,7.1
150,151,Bruce Bowen,SAS,82,30.0,6.2,2.3,5.7,40.5,1.1,2.8,38.4,0.5,0.9,58.9,0.3,2.4,2.7,1.4,0.8,0.3,0.8,6.9
151,152,Johan Petro,SEA,81,18.6,6.2,2.8,5.4,51.6,0.0,0.0,0.0,0.6,1.0,64.9,1.1,3.0,4.1,0.6,0.5,0.6,1.0,8.0
152,153,Rasho Nesterovic,TOR,80,21.0,6.2,2.9,5.3,54.6,0.0,0.0,0.0,0.4,0.6,68.0,1.4,3.1,4.5,0.9,0.5,1.1,0.7,9.8
153,154,Sebastian Telfair,BOS,78,20.2,6.1,2.3,6.1,37.1,0.5,1.6,28.9,1.2,1.4,81.8,0.2,1.2,1.4,2.8,0.6,0.1,1.3,5.7
154,155,P.J. Brown,CHI,72,20.2,6.1,2.4,5.8,40.7,0.0,0.0,0.0,1.3,1.7,78.7,1.8,3.0,4.8,0.7,0.3,0.7,1.2,7.6
155,156,Francisco Garcia,SAC,79,17.8,6.0,2.1,4.8,42.9,0.7,1.9,35.6,1.2,1.4,83.3,0.7,1.9,2.6,1.1,0.6,0.5,0.9,6.9
156,157,Darrell Armstrong,IND,81,15.7,5.6,1.9,4.7,41.4,0.9,2.6,33.6,0.9,1.1,78.5,0.4,1.2,1.7,2.4,0.9,0.1,0.9,6.7
157,158,Chuck Hayes,HOU,78,22.0,5.6,2.5,4.3,57.3,0.0,0.0,0.0,0.7,1.1,61.8,2.6,4.1,6.7,0.6,0.9,0.2,0.8,10.9
158,159,Shelden Williams,ATL,81,18.7,5.5,2.0,4.5,45.5,0.0,0.0,50.0,1.4,1.8,76.4,1.6,3.8,5.4,0.5,0.6,0.5,1.2,8.5
159,160,Ronny Turiaf,LAL,72,15.1,5.3,2.0,3.7,54.9,0.0,0.0,0.0,1.2,1.9,66.4,1.2,2.4,3.6,0.9,0.2,1.1,0.7,8.1
160,161,Marko Jaric,MIN,70,22.2,5.3,1.9,4.6,41.8,0.5,1.2,37.6,1.0,1.3,76.1,0.8,1.9,2.6,2.1,1.1,0.2,1.3,7.0
161,162,Quinton Ross,LAC,81,21.0,5.2,2.2,4.7,46.7,0.0,0.1,20.0,0.8,1.1,78.2,0.7,1.6,2.3,1.1,0.9,0.4,0.4,6.8
162,163,Carlos Delfino,DET,82,16.7,5.2,1.9,4.6,41.5,0.6,1.7,33.3,0.9,1.1,78.7,0.8,2.4,3.2,1.1,0.6,0.1,0.7,6.5
163,164,Tyrus Thomas,CHI,72,13.4,5.2,1.9,3.9,47.5,0.0,0.0,0.0,1.5,2.4,60.6,1.2,2.5,3.7,0.6,0.6,1.1,1.3,6.9
164,165,Francisco Elson,SAS,70,19.0,5.0,2.1,4.0,51.1,0.0,0.0,0.0,0.9,1.1,77.5,1.2,3.6,4.8,0.8,0.4,0.8,1.2,8.4
165,166,Beno Udrih,SAS,73,13.0,4.7,1.7,4.7,36.9,0.5,1.6,28.7,0.7,0.8,88.3,0.2,1.0,1.1,1.7,0.4,0.0,0.8,4.0
166,167,Mickael Gelabale,SEA,70,17.7,4.6,1.7,3.8,46.2,0.2,0.7,23.4,0.9,1.2,80.5,0.8,1.6,2.5,0.8,0.3,0.3,0.7,5.6
167,168,Kendrick Perkins,BOS,72,21.9,4.5,1.8,3.7,49.1,0.0,0.0,0.0,0.8,1.4,60.0,1.6,3.6,5.2,1.3,0.3,1.3,1.6,8.6
168,169,Jordan Farmar,LAL,72,15.1,4.4,1.7,4.1,42.2,0.6,1.9,32.8,0.4,0.5,71.1,0.3,1.3,1.7,1.9,0.6,0.1,1.0,5.2
169,170,Fabricio Oberto,SAS,79,17.3,4.4,2.0,3.6,56.2,0.0,0.0,0.0,0.4,0.6,64.7,1.7,3.0,4.7,0.9,0.3,0.3,0.9,7.9
170,171,Jake Voskuhl,CHA,73,14.3,4.4,1.7,3.5,47.5,0.0,0.0,0.0,1.1,1.5,68.1,1.2,2.4,3.5,0.6,0.4,0.3,0.8,6.1
171,172,Jeff Foster,IND,75,23.2,4.3,1.6,3.5,46.9,0.0,0.0,0.0,1.0,1.6,63.9,3.4,4.7,8.1,0.8,0.8,0.5,0.9,11.1
172,173,Sasha Vujacic,LAL,73,12.8,4.3,1.4,3.7,39.2,0.8,2.2,37.3,0.6,0.7,87.8,0.4,1.1,1.5,0.9,0.6,0.0,0.4,4.5
173,174,Eric Snow,CLE,82,23.5,4.2,1.6,4.0,41.7,0.0,0.0,0.0,0.9,1.4,63.7,0.4,1.9,2.3,4.0,0.7,0.2,1.4,7.2
174,175,Greg Buckner,DAL,76,18.1,4.0,1.6,3.9,41.1,0.4,1.4,31.1,0.4,0.4,79.4,0.5,1.6,2.1,0.9,0.6,0.1,0.5,4.8
175,176,Thabo Sefolosha,CHI,71,12.2,3.6,1.5,3.6,42.6,0.2,0.6,35.7,0.3,0.6,51.1,0.5,1.7,2.2,0.8,0.5,0.2,0.8,4.0
176,177,Dikembe Mutombo,HOU,75,17.2,3.1,1.1,2.0,55.6,0.0,0.0,0.0,0.8,1.2,69.0,2.2,4.3,6.5,0.2,0.3,1.0,0.5,9.3
177,178,Jarron Collins,UTA,82,11.1,2.5,0.9,2.1,44.1,0.0,0.0,0.0,0.7,1.0,65.1,0.9,1.2,2.1,0.7,0.2,0.1,0.5,3.6
178,179,DeSagana Diop,DAL,81,18.3,2.3,0.9,1.9,47.0,0.0,0.0,0.0,0.6,1.1,55.8,2.0,3.4,5.4,0.4,0.5,1.4,0.8,7.8
179,180,Jason Collins,NJN,80,23.1,2.1,0.7,1.9,36.4,0.0,0.0,0.0,0.7,1.6,46.5,1.1,2.8,4.0,0.6,0.5,0.5,0.9,4.7
