,#,PLAYER,TEAM,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,EFF
71,72,CJ Miles,UTA,78,25.2,12.8,4.7,11.5,40.7,1.4,4.3,32.2,2.0,2.5,81.1,0.7,2.6,3.3,1.7,0.9,0.5,1.2,10.8
72,73,Marcus Thornton,SAC,73,24.3,12.8,4.8,11.1,43.4,1.2,3.3,36.7,2.0,2.5,78.8,0.8,2.7,3.5,1.8,0.9,0.1,1.3,11.1
73,74,Thaddeus Young,PHI,82,26.0,12.7,5.6,10.3,54.1,0.1,0.3,27.3,1.5,2.1,70.7,1.9,3.4,5.3,1.0,1.1,0.3,1.2,13.9
74,75,Andre Miller,POR,81,32.7,12.7,4.8,10.4,46.0,0.0,0.5,10.8,3.1,3.6,85.3,1.2,2.5,3.7,7.0,1.4,0.1,2.4,16.4
75,76,Channing Frye,PHX,77,33.0,12.7,4.6,10.8,43.2,2.2,5.7,39.0,1.2,1.4,83.2,0.8,5.8,6.7,1.2,0.6,1.0,0.9,14.9
76,77,Roy Hibbert,IND,81,27.7,12.7,5.1,11.0,46.1,0.0,0.0,0.0,2.5,3.4,74.5,2.2,5.3,7.5,2.0,0.4,1.8,2.3,15.3
77,78,Shawn Marion,DAL,80,28.2,12.5,5.4,10.4,52.0,0.1,0.4,15.2,1.6,2.1,76.8,2.1,4.8,6.9,1.4,0.9,0.6,1.6,15.1
78,79,Nicolas Batum,POR,80,31.5,12.4,4.6,10.1,45.5,1.5,4.3,34.5,1.7,2.1,84.1,1.4,3.2,4.5,1.5,0.9,0.6,1.0,13.0
79,80,JR Smith,DEN,79,24.9,12.3,4.3,9.9,43.5,1.6,4.0,39.0,2.1,2.8,73.8,0.6,3.5,4.1,2.2,1.2,0.2,1.3,12.3
80,81,James Harden,OKC,82,26.7,12.2,3.6,8.3,43.6,1.4,4.0,34.9,3.5,4.2,84.3,0.5,2.6,3.1,2.1,1.1,0.3,1.3,12.2
81,82,Carl Landry,NOH,76,26.4,11.9,4.5,9.0,50.2,0.0,0.1,0.0,2.8,3.8,74.0,2.2,2.4,4.6,0.8,0.5,0.4,1.4,11.3
82,83,Luke Ridnour,MIN,71,30.4,11.8,4.5,9.6,46.8,1.1,2.6,44.0,1.7,1.9,88.3,0.5,2.3,2.8,5.4,1.3,0.1,2.2,13.9
83,84,Marc Gasol,MEM,81,31.9,11.7,4.5,8.5,52.7,0.0,0.1,42.9,2.7,3.6,74.8,1.9,5.1,7.0,2.5,0.9,1.7,1.8,17.1
84,85,Glen Davis,BOS,78,29.5,11.7,4.6,10.3,44.8,0.0,0.2,13.3,2.5,3.4,73.6,1.3,4.2,5.4,1.2,1.0,0.4,1.1,12.1
85,86,Ty Lawson,DEN,80,26.3,11.7,4.3,8.6,50.3,0.9,2.1,40.4,2.2,2.8,76.4,0.8,1.8,2.6,4.7,1.0,0.1,1.7,13.4
86,87,George Hill,SAS,76,28.3,11.6,3.8,8.3,45.3,1.0,2.7,37.7,3.1,3.6,86.3,0.3,2.3,2.6,2.5,0.9,0.3,1.3,11.6
87,88,O.J. Mayo,MEM,71,26.3,11.3,4.3,10.5,40.7,1.4,3.7,36.4,1.4,1.8,75.6,0.5,1.9,2.4,2.0,1.0,0.4,1.4,9.1
88,89,Boris Diaw,CHA,82,33.9,11.3,4.6,9.4,49.2,1.0,2.8,34.5,1.0,1.5,68.3,1.3,3.8,5.0,4.1,0.9,0.6,2.0,14.6
89,90,Brandon Bass,ORL,76,26.1,11.2,4.4,8.5,51.5,0.0,0.0,0.0,2.5,3.1,81.5,1.8,3.8,5.6,0.8,0.4,0.7,1.3,12.6
90,91,Ben Gordon,DET,82,26.0,11.2,4.1,9.4,44.0,1.3,3.2,40.2,1.7,2.0,85.0,0.5,1.9,2.4,2.1,0.6,0.2,1.7,9.2
91,92,Charlie Villanueva,DET,76,21.9,11.1,4.1,9.3,44.2,1.6,4.3,38.7,1.2,1.5,76.7,0.7,3.2,3.9,0.6,0.6,0.6,0.9,10.3
92,93,Trevor Ariza,NOH,75,34.7,11.0,4.0,10.2,39.8,1.1,3.6,30.3,1.8,2.6,70.1,0.8,4.6,5.4,2.2,1.6,0.4,1.6,12.1
93,94,Richard Jefferson,SAS,81,30.4,11.0,3.8,7.9,47.4,1.7,3.8,44.0,1.8,2.4,75.9,0.7,3.2,3.8,1.3,0.5,0.4,1.1,11.1
94,95,Tyler Hansbrough,IND,70,21.9,11.0,4.1,8.8,46.5,0.0,0.0,0.0,2.8,3.6,77.9,2.1,3.2,5.2,0.6,0.5,0.2,1.1,10.9
95,96,Hedo Turkoglu,ORL,81,31.4,10.8,4.0,8.9,44.6,1.6,3.8,41.0,1.3,1.9,67.9,0.6,3.8,4.4,4.2,0.9,0.4,1.6,13.6
96,97,Gilbert Arenas,ORL,70,25.7,10.8,3.8,10.5,36.6,1.4,4.7,29.7,1.7,2.2,78.4,0.3,2.4,2.7,3.9,1.1,0.3,2.5,9.1
97,98,Jared Dudley,PHX,82,26.1,10.6,3.7,7.7,47.7,1.3,3.1,41.5,2.0,2.7,74.3,1.4,2.5,3.9,1.3,1.1,0.2,0.9,11.4
98,99,Toney Douglas,NYK,81,24.3,10.6,3.9,9.3,41.6,1.8,4.7,37.3,1.0,1.3,79.4,0.8,2.2,3.0,3.0,1.1,0.0,1.1,10.9
99,100,Al Harrington,DEN,73,22.8,10.5,3.8,9.2,41.6,1.6,4.5,35.7,1.2,1.6,73.5,1.0,3.5,4.5,1.4,0.5,0.1,1.5,9.8
100,101,Jodie Meeks,PHI,74,27.9,10.5,3.3,7.7,42.5,1.9,4.7,39.7,2.1,2.3,89.4,0.3,2.0,2.3,1.1,0.9,0.1,0.8,9.2
101,102,Marco Belinelli,NOH,80,24.5,10.5,3.8,8.6,43.7,1.7,4.1,41.4,1.2,1.6,78.4,0.2,1.7,1.9,1.2,0.5,0.1,1.0,7.9
102,103,Emeka Okafor,NOH,72,31.8,10.3,4.2,7.3,57.3,0.0,0.0,0.0,2.0,3.6,56.2,3.2,6.3,9.5,0.6,0.6,1.8,1.7,16.4
103,104,Kirk Hinrich,ATL,72,30.0,10.2,3.9,8.7,44.6,1.0,2.6,39.9,1.5,1.8,84.1,0.3,2.2,2.5,4.0,1.0,0.2,1.7,11.3
104,105,Marcin Gortat,PHX,80,25.4,10.2,4.2,7.5,56.1,0.0,0.1,25.0,1.8,2.4,72.5,1.9,6.0,7.9,0.9,0.5,1.1,1.0,15.6
105,106,Tyson Chandler,DAL,74,27.8,10.1,3.6,5.5,65.4,0.0,0.0,0.0,2.9,4.0,73.2,2.8,6.6,9.4,0.4,0.5,1.1,1.2,17.3
106,107,JaVale McGee,WAS,79,27.8,10.1,4.2,7.6,55.0,0.0,0.0,0.0,1.7,2.9,58.3,2.8,5.2,8.0,0.5,0.5,2.4,1.3,15.6
107,108,Kris Humphries,NJN,74,27.9,10.0,4.1,7.9,52.7,0.0,0.0,0.0,1.7,2.6,66.5,3.0,7.4,10.4,1.1,0.4,1.1,1.4,17.1
108,109,Serge Ibaka,OKC,82,27.0,9.9,4.1,7.5,54.3,0.0,0.0,0.0,1.7,2.2,75.0,2.6,5.0,7.6,0.3,0.4,2.4,0.9,15.6
109,110,Chase Budinger,HOU,78,22.3,9.8,3.6,8.4,42.5,1.1,3.5,32.5,1.5,1.8,85.5,0.7,2.9,3.6,1.6,0.5,0.2,0.9,9.8
110,111,Gary Neal,SAS,80,21.1,9.8,3.6,7.9,45.1,1.6,3.9,41.9,1.1,1.3,80.8,0.3,2.2,2.5,1.2,0.3,0.1,1.0,8.3
111,112,Landry Fields,NYK,82,31.0,9.7,3.6,7.3,49.7,1.0,2.7,39.3,1.4,1.8,76.9,1.3,5.1,6.4,1.9,1.0,0.2,1.3,13.7
112,113,Jordan Farmar,NJN,73,24.6,9.6,3.5,8.9,39.2,1.5,4.2,35.9,1.1,1.4,82.0,0.3,2.0,2.4,5.0,0.8,0.1,1.9,10.4
113,114,Amir Johnson,TOR,72,25.7,9.6,3.9,6.9,56.8,0.0,0.0,0.0,1.8,2.2,78.8,2.6,3.8,6.4,1.1,0.7,1.2,1.0,14.6
114,115,J.J. Barea,DAL,81,20.6,9.5,3.5,8.0,43.9,0.8,2.3,34.9,1.6,1.9,84.7,0.4,1.6,2.0,3.9,0.4,0.0,1.7,9.3
115,116,Greg Monroe,DET,80,27.8,9.4,3.8,6.9,55.1,0.0,0.0,0.0,1.8,2.9,62.2,3.1,4.4,7.5,1.3,1.2,0.6,1.0,14.7
116,117,Reggie Williams,GSW,80,20.3,9.2,3.4,7.2,46.9,1.3,3.0,42.3,1.3,1.7,74.6,0.6,2.1,2.7,1.5,0.4,0.0,0.7,8.9
117,118,Travis Outlaw,NJN,82,28.8,9.2,3.3,8.9,37.5,0.9,3.1,30.2,1.6,2.1,77.2,0.7,3.3,4.0,1.0,0.4,0.4,0.9,8.1
118,119,Jerryd Bayless,TOR,71,21.1,9.2,3.1,7.3,42.2,0.7,2.1,33.6,2.3,2.9,80.6,0.4,2.0,2.3,3.7,0.5,0.1,1.8,9.3
