,#,PLAYER,TEAM,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,EFF
15,16,Brandon Jennings,MIL,66,35.3,19.1,7.1,17.0,41.8,2.0,5.9,33.2,2.9,3.6,80.8,0.7,2.7,3.4,5.5,1.6,0.3,2.2,17.2
16,17,Rudy Gay,MEM,65,37.3,19.0,7.5,16.4,45.5,0.8,2.7,31.2,3.2,4.0,79.1,2.0,4.4,6.4,2.3,1.5,0.8,2.5,17.7
17,18,Joe Johnson,ATL,60,35.5,18.8,7.1,15.5,45.4,2.1,5.4,38.8,2.6,3.1,84.9,0.9,2.8,3.7,3.9,0.8,0.2,1.9,16.5
18,19,Josh Smith,ATL,66,35.3,18.8,7.6,16.7,45.8,0.4,1.7,25.7,3.1,4.9,63.0,2.1,7.5,9.6,3.9,1.4,1.7,2.5,22.1
19,20,Andrew Bynum,LAL,60,35.2,18.7,7.4,13.3,55.8,0.0,0.1,20.0,3.9,5.6,69.2,3.2,8.6,11.8,1.4,0.5,1.9,2.5,24.2
20,21,Danny Granger,IND,62,33.3,18.7,6.3,15.2,41.6,2.0,5.2,38.1,4.1,4.7,87.3,1.3,3.7,5.0,1.8,1.0,0.6,1.8,15.8
21,22,Tony Parker,SAS,60,32.1,18.3,7.1,14.8,48.0,0.2,1.0,23.0,3.8,4.7,79.9,0.4,2.5,2.9,7.7,1.0,0.1,2.6,18.6
22,23,DeMarcus Cousins,SAC,64,30.5,18.1,7.0,15.6,44.8,0.0,0.2,14.3,4.1,5.8,70.2,4.1,6.8,11.0,1.6,1.5,1.2,2.7,20.3
23,24,Chris Bosh,MIA,57,35.2,18.0,6.9,14.2,48.7,0.2,0.6,28.6,4.0,4.9,82.1,1.6,6.3,7.9,1.8,0.9,0.8,2.1,19.2
24,25,Pau Gasol,LAL,65,37.4,17.4,7.1,14.1,50.1,0.1,0.4,25.9,3.1,4.0,78.2,2.8,7.6,10.4,3.6,0.6,1.4,2.2,23.3
25,26,Antawn Jamison,CLE,65,33.1,17.2,6.5,16.1,40.3,1.4,4.1,34.1,2.8,4.2,68.3,1.9,4.4,6.3,2.0,0.8,0.7,1.4,14.6
26,27,James Harden,OKC,62,31.4,16.8,5.0,10.1,49.1,1.8,4.7,39.0,5.0,6.0,84.6,0.5,3.6,4.1,3.7,1.0,0.2,2.2,17.5
27,28,DeMar DeRozan,TOR,63,35.0,16.7,6.0,14.3,42.2,0.4,1.5,26.1,4.3,5.3,81.0,0.6,2.7,3.3,2.0,0.8,0.3,2.0,11.9
28,29,Paul Millsap,UTA,64,32.8,16.6,6.7,13.5,49.5,0.1,0.5,22.6,3.2,4.0,79.2,2.8,6.0,8.8,2.3,1.8,0.8,1.8,21.0
29,30,Tyreke Evans,SAC,63,34.3,16.5,6.5,14.3,45.3,0.3,1.6,20.2,3.2,4.1,77.9,1.0,3.6,4.6,4.5,1.3,0.5,2.7,15.9
30,31,Ty Lawson,DEN,61,34.8,16.4,6.1,12.6,48.8,1.2,3.3,36.5,2.9,3.5,82.4,0.9,2.8,3.7,6.6,1.3,0.1,2.4,18.6
31,32,John Wall,WAS,66,36.2,16.3,5.7,13.5,42.3,0.0,0.6,7.1,4.8,6.1,78.9,0.7,3.8,4.5,8.0,1.4,0.9,3.9,18.2
32,33,Ryan Anderson,ORL,61,32.2,16.1,5.4,12.4,43.9,2.7,6.9,39.3,2.5,2.8,87.7,3.7,4.0,7.7,0.9,0.8,0.4,0.9,17.7
33,34,Kevin Garnett,BOS,60,31.1,15.8,6.5,13.0,50.3,0.1,0.2,33.3,2.7,3.2,85.7,1.1,7.1,8.2,2.9,0.9,1.0,1.8,20.2
34,35,Luis Scola,HOU,66,31.3,15.5,6.6,13.5,49.1,0.0,0.0,0.0,2.3,3.0,77.3,1.8,4.6,6.5,2.1,0.5,0.4,2.3,15.2
35,36,Tim Duncan,SAS,58,28.2,15.4,6.2,12.6,49.2,0.0,0.1,0.0,3.0,4.3,69.5,1.9,7.1,9.0,2.3,0.7,1.5,1.7,19.4
36,37,Marcin Gortat,PHX,66,32.0,15.4,6.5,11.7,55.5,0.0,0.0,0.0,2.5,3.8,64.9,2.8,7.2,10.0,0.9,0.7,1.5,1.4,20.6
37,38,Greg Monroe,DET,66,31.5,15.4,6.2,11.8,52.1,0.0,0.0,0.0,3.0,4.1,73.9,3.6,6.0,9.7,2.3,1.3,0.7,2.4,20.1
38,39,Arron Afflalo,DEN,62,33.6,15.2,5.3,11.3,47.1,1.4,3.6,39.8,3.2,4.0,79.8,0.6,2.5,3.2,2.4,0.6,0.2,1.4,13.4
39,40,Jason Terry,DAL,63,31.7,15.1,5.7,13.2,43.0,2.2,5.8,37.8,1.6,1.8,88.3,0.3,2.1,2.4,3.6,1.2,0.2,2.0,12.6
40,41,Carlos Boozer,CHI,66,29.5,15.0,6.8,12.8,53.2,0.0,0.0,0.0,1.4,2.1,69.3,1.7,6.8,8.5,1.9,1.0,0.4,1.7,18.4
41,42,Lou Williams,PHI,64,26.3,14.9,5.0,12.2,40.7,1.3,3.6,36.2,3.7,4.6,81.2,0.5,2.0,2.4,3.5,0.8,0.3,1.1,12.7
42,43,Jordan Crawford,WAS,64,27.4,14.7,5.5,13.6,40.0,1.2,4.3,28.9,2.5,3.2,79.3,0.7,1.9,2.6,3.0,0.9,0.1,2.2,10.2
43,44,Marc Gasol,MEM,65,36.5,14.6,5.5,11.4,48.2,0.0,0.2,8.3,3.6,4.9,74.8,1.8,7.1,8.9,3.1,1.0,1.9,1.9,20.5
44,45,Al Harrington,DEN,64,27.5,14.2,5.4,12.1,44.6,1.6,4.7,33.3,1.9,2.8,67.6,1.1,5.0,6.1,1.4,0.9,0.2,1.8,13.5
45,46,Nick Young,LAC,62,27.9,14.2,5.1,12.6,40.3,1.7,4.5,36.5,2.3,2.7,85.2,0.5,1.6,2.1,0.9,0.7,0.3,1.3,8.9
46,47,Jamal Crawford,POR,60,26.9,14.0,4.7,12.3,38.4,1.3,4.3,30.8,3.2,3.4,92.7,0.3,1.7,2.0,3.2,0.9,0.2,1.9,10.6
47,48,Nicolas Batum,POR,59,30.4,13.9,4.9,10.9,45.1,1.8,4.6,39.1,2.3,2.7,83.6,1.4,3.2,4.6,1.4,1.0,1.0,1.5,13.9
48,49,Gerald Wallace,NJN,58,35.8,13.8,4.9,10.9,45.4,0.8,2.6,30.7,3.1,3.9,80.0,1.5,5.2,6.7,2.8,1.5,0.6,1.9,16.7
49,50,Kris Humphries,NJN,62,34.9,13.8,5.2,10.8,48.1,0.0,0.0,0.0,3.4,4.5,75.2,3.8,7.2,11.0,1.5,0.8,1.2,1.9,19.6
50,51,Wesley Matthews,POR,66,33.8,13.7,4.8,11.6,41.2,2.0,5.1,38.3,2.2,2.6,86.0,0.8,2.5,3.4,1.7,1.5,0.2,1.1,12.2
51,52,Jrue Holiday,PHI,65,33.8,13.5,5.5,12.8,43.2,1.0,2.6,38.0,1.4,1.8,78.3,0.9,2.4,3.3,4.5,1.6,0.3,2.1,13.3
52,53,Ersan Ilyasova,MIL,60,27.6,13.0,4.9,10.0,49.2,0.9,1.9,45.5,2.4,3.1,78.1,3.3,5.6,8.8,1.2,0.7,0.7,1.3,17.5
53,54,Brandon Knight,DET,66,32.3,12.8,4.8,11.7,41.5,1.6,4.2,38.0,1.6,2.1,75.9,0.5,2.7,3.2,3.8,0.7,0.2,2.6,10.8
54,55,Roy Hibbert,IND,65,29.8,12.8,5.1,10.3,49.7,0.0,0.0,0.0,2.6,3.7,71.1,3.3,5.5,8.8,1.7,0.5,2.0,2.0,17.6
55,56,Thaddeus Young,PHI,63,27.9,12.8,5.5,10.9,50.7,0.0,0.1,25.0,1.8,2.3,77.1,2.2,3.0,5.2,1.2,1.0,0.7,0.9,14.0
56,57,David West,IND,66,29.2,12.8,5.3,10.8,48.7,0.0,0.1,22.2,2.2,2.7,80.7,1.8,4.8,6.6,2.1,0.8,0.7,1.4,15.4
57,58,Mike Conley,MEM,62,35.1,12.7,4.8,11.0,43.3,1.0,2.6,37.7,2.2,2.5,86.1,0.4,2.2,2.5,6.5,2.2,0.2,2.0,15.5
58,59,Tayshaun Prince,DET,63,33.1,12.7,5.3,12.7,42.1,0.6,1.7,35.6,1.4,1.8,77.4,1.1,3.3,4.5,2.4,0.4,0.5,1.2,11.6
59,60,Jared Dudley,PHX,65,31.1,12.7,4.8,9.9,48.5,1.2,3.2,38.3,1.8,2.5,72.6,1.5,3.2,4.6,1.7,0.8,0.3,1.1,13.2
60,61,O.J. Mayo,MEM,66,26.8,12.6,4.5,11.2,40.8,1.5,4.2,36.4,2.0,2.6,77.3,0.5,2.7,3.2,2.6,1.1,0.3,1.9,10.7
61,62,Jeff Teague,ATL,66,33.1,12.6,4.8,10.2,47.6,0.8,2.3,34.2,2.1,2.8,75.7,0.3,2.1,2.4,4.9,1.6,0.6,2.0,14.0
62,63,Klay Thompson,GSW,66,24.4,12.5,4.8,10.9,44.3,1.7,4.1,41.4,1.2,1.4,86.8,0.4,2.1,2.4,2.0,0.7,0.3,1.6,10.2
63,64,Brandon Bass,BOS,59,31.7,12.5,5.1,10.7,47.9,0.0,0.0,0.0,2.2,2.8,81.0,1.6,4.6,6.2,0.9,0.6,0.9,1.1,13.9
64,65,Steve Nash,PHX,62,31.6,12.5,4.8,9.0,53.2,0.9,2.3,39.0,2.0,2.3,89.4,0.4,2.6,3.0,10.7,0.6,0.1,3.7,18.8
65,66,Andre Iguodala,PHI,62,35.6,12.4,4.6,10.2,45.4,1.2,3.1,39.4,2.0,3.2,61.7,0.9,5.2,6.1,5.5,1.7,0.5,1.9,17.6
66,67,Kemba Walker,CHA,66,27.2,12.1,4.3,11.6,36.6,1.0,3.4,30.5,2.5,3.2,78.9,0.5,3.1,3.5,4.4,0.9,0.3,1.8,11.4
67,68,Paul George,IND,66,29.7,12.1,4.3,9.7,44.0,1.4,3.5,38.5,2.2,2.8,80.2,0.8,4.8,5.6,2.4,1.6,0.6,1.8,14.6
68,69,Anthony Morrow,NJN,62,26.4,12.0,4.4,10.6,41.3,1.7,4.6,37.1,1.6,1.7,93.3,0.5,1.5,2.0,1.0,0.7,0.1,1.1,8.5
69,70,Caron Butler,LAC,63,29.7,12.0,4.6,11.2,40.7,1.5,4.1,35.8,1.4,1.7,81.3,0.7,3.0,3.7,1.2,0.8,0.1,1.2,9.6
70,71,Jameer Nelson,ORL,57,29.9,11.9,4.5,10.6,42.7,1.5,4.1,37.7,1.2,1.5,80.7,0.5,2.7,3.2,5.7,0.7,0.1,2.4,12.7
71,72,Gordon Hayward,UTA,66,30.5,11.8,4.0,8.9,45.6,0.8,2.4,34.6,2.9,3.5,83.2,0.9,2.6,3.5,3.1,0.8,0.6,1.7,12.8
72,73,Marco Belinelli,NOH,66,29.8,11.8,4.3,10.4,41.7,1.6,4.3,37.7,1.5,2.0,78.3,0.3,2.3,2.6,1.5,0.7,0.1,1.0,9.2
73,74,Goran Dragic,HOU,66,26.5,11.7,4.2,9.1,46.2,1.0,3.1,33.7,2.3,2.9,80.5,0.8,1.7,2.5,5.3,1.3,0.2,2.4,13.2
74,75,JJ Redick,ORL,65,27.2,11.6,3.8,9.0,42.5,1.7,4.1,41.8,2.2,2.4,91.1,0.3,2.0,2.3,2.5,0.4,0.1,1.0,10.5
75,76,Isaiah Thomas,SAC,65,25.5,11.5,3.9,8.8,44.8,1.3,3.4,37.9,2.4,2.8,83.2,0.7,1.8,2.6,4.1,0.8,0.1,1.6,12.2
76,77,Raymond Felton,POR,60,31.8,11.4,4.4,10.7,40.7,1.0,3.4,30.5,1.7,2.1,80.6,0.5,2.0,2.5,6.5,1.3,0.2,2.8,12.3
77,78,Courtney Lee,HOU,58,30.3,11.4,4.3,10.0,43.3,1.5,3.7,40.1,1.2,1.5,82.6,0.4,2.3,2.7,1.5,1.2,0.4,1.1,10.2
78,79,Devin Harris,UTA,63,27.6,11.3,3.8,8.6,44.5,1.2,3.4,36.2,2.5,3.3,74.6,0.2,1.6,1.8,5.0,1.0,0.2,1.9,11.8
79,80,JaVale McGee,DEN,61,25.2,11.3,5.0,9.0,55.6,0.0,0.0,0.0,1.3,2.7,46.1,2.7,5.1,7.8,0.5,0.6,2.2,1.4,15.5
80,81,Tyson Chandler,NYK,62,33.2,11.3,3.9,5.7,67.9,0.0,0.0,0.0,3.5,5.1,68.9,3.4,6.5,9.9,0.9,0.9,1.4,1.6,19.3
81,82,Ramon Sessions,LAL,64,26.7,11.3,3.8,8.8,42.8,0.7,1.5,44.3,3.0,3.9,78.2,0.5,2.8,3.3,5.5,0.7,0.0,2.2,12.8
82,83,Leandro Barbosa,IND,64,21.6,11.1,4.2,10.0,42.5,1.0,2.7,38.2,1.6,1.9,81.5,0.5,1.5,2.0,1.5,0.9,0.1,1.5,8.0
83,84,Shannon Brown,PHX,59,23.7,11.0,4.3,10.1,42.0,1.2,3.2,36.2,1.4,1.7,80.8,0.6,2.0,2.7,1.2,0.7,0.3,1.1,8.6
84,85,Elton Brand,PHI,60,28.9,11.0,4.8,9.7,49.4,0.0,0.0,0.0,1.4,1.9,73.3,2.4,4.7,7.2,1.6,1.0,1.6,1.1,15.8
85,86,Randy Foye,LAC,65,25.9,11.0,3.9,9.9,39.8,2.0,5.1,38.6,1.1,1.3,85.9,0.4,1.7,2.1,2.2,0.7,0.4,1.1,9.1
86,87,Shawn Marion,DAL,63,30.5,10.6,4.6,10.3,44.6,0.3,1.1,29.4,1.2,1.5,79.6,2.3,5.1,7.4,2.1,1.1,0.6,1.6,14.2
87,88,Alonzo Gee,CLE,63,29.0,10.6,3.6,8.7,41.2,0.7,2.2,32.1,2.7,3.4,78.8,1.6,3.5,5.1,1.8,1.3,0.3,1.8,11.4
88,89,Channing Frye,PHX,64,26.1,10.5,4.0,9.6,41.6,1.4,4.1,34.6,1.1,1.3,89.0,1.1,4.8,5.9,1.4,0.7,1.1,1.0,12.9
89,90,Darren Collison,IND,60,31.3,10.4,3.8,8.7,44.0,0.6,1.6,36.2,2.1,2.6,83.0,0.5,2.6,3.1,4.8,0.8,0.2,1.9,12.1
90,91,Dorell Wright,GSW,61,27.0,10.3,3.6,8.6,42.2,1.7,4.8,36.0,1.3,1.6,81.6,1.0,3.6,4.6,1.5,1.0,0.4,0.8,11.7
91,92,Joakim Noah,CHI,64,30.4,10.2,3.9,7.7,50.8,0.0,0.0,0.0,2.4,3.2,74.8,3.8,6.0,9.8,2.5,0.6,1.4,1.4,18.6
92,93,Marvin Williams,ATL,57,26.3,10.2,3.6,8.2,43.2,1.0,2.6,38.9,2.0,2.6,78.8,1.3,3.8,5.2,1.2,0.8,0.3,0.7,11.8
93,94,Vince Carter,DAL,61,25.3,10.1,3.7,8.9,41.1,1.2,3.4,36.1,1.6,1.9,82.6,0.5,2.8,3.4,2.3,0.9,0.4,1.4,10.1
94,95,Mario Chalmers,MIA,64,28.5,9.8,3.5,7.8,44.8,1.6,4.1,38.8,1.3,1.6,79.2,0.3,2.4,2.7,3.5,1.5,0.2,2.2,10.8
95,96,Tony Allen,MEM,58,26.3,9.8,3.6,7.7,46.9,0.1,0.4,30.8,2.4,3.0,80.0,1.7,2.3,4.0,1.4,1.8,0.6,1.6,11.2
96,97,Brandon Rush,GSW,65,26.4,9.8,3.6,7.2,50.1,1.5,3.4,45.2,1.0,1.3,79.3,0.5,3.4,3.9,1.4,0.5,0.9,1.0,11.5
97,98,Andre Miller,DEN,66,27.4,9.7,3.7,8.4,43.8,0.3,1.3,21.7,2.1,2.6,81.1,0.8,2.5,3.3,6.7,1.0,0.1,2.7,12.9
98,99,Chase Budinger,HOU,58,22.4,9.6,3.6,8.1,44.2,1.5,3.8,40.2,0.9,1.2,77.1,0.7,3.1,3.7,1.3,0.5,0.1,0.9,9.5
99,100,DeJuan Blair,SAS,64,21.3,9.5,4.2,7.9,53.4,0.0,0.0,0.0,1.1,1.9,61.3,2.4,3.1,5.5,1.2,0.9,0.2,1.4,11.5
100,101,Iman Shumpert,NYK,59,28.9,9.5,3.6,9.1,40.1,0.8,2.7,30.6,1.5,1.8,79.8,0.7,2.4,3.2,2.8,1.7,0.1,1.9,9.6
101,102,Chandler Parsons,HOU,63,28.6,9.5,3.9,8.7,45.2,1.0,2.8,33.7,0.7,1.2,55.1,1.4,3.3,4.8,2.1,1.2,0.5,1.3,11.4
102,103,Evan Turner,PHI,65,26.4,9.4,4.0,9.1,44.6,0.2,0.8,22.4,1.1,1.7,67.6,0.4,5.4,5.8,2.8,0.6,0.3,1.6,11.7
103,104,Byron Mullens,CHA,65,22.5,9.3,3.9,9.1,42.5,0.2,0.8,23.5,1.4,1.7,82.1,1.5,3.6,5.0,0.9,0.3,0.8,1.1,9.7
104,105,Tiago Splitter,SAS,59,19.0,9.3,3.6,5.8,61.8,0.0,0.0,0.0,2.1,3.1,69.1,1.6,3.6,5.2,1.1,0.4,0.8,1.5,12.1
105,106,Tyler Hansbrough,IND,66,21.8,9.3,2.9,7.3,40.5,0.0,0.0,0.0,3.4,4.2,81.3,1.7,2.7,4.4,0.5,0.8,0.1,1.0,9.0
106,107,Glen Davis,ORL,61,23.4,9.3,3.7,8.8,42.1,0.0,0.2,14.3,1.9,2.7,68.3,1.8,3.7,5.4,0.8,0.7,0.3,1.2,9.3
107,108,Richard Jefferson,GSW,63,27.7,9.2,3.2,7.7,41.6,1.8,4.3,42.0,0.9,1.3,69.4,0.4,3.1,3.5,1.4,0.6,0.3,0.8,9.2
108,109,Danny Green,SAS,66,23.1,9.1,3.2,7.2,44.2,1.5,3.5,43.6,1.2,1.5,79.0,0.8,2.6,3.5,1.3,0.9,0.7,1.0,10.1
109,109,Serge Ibaka,OKC,66,27.2,9.1,4.0,7.4,53.5,0.0,0.0,33.3,1.2,1.8,66.1,2.9,4.6,7.5,0.4,0.5,3.7,1.2,16.0
110,111,James Johnson,TOR,62,25.2,9.1,3.8,8.4,45.0,0.3,1.0,31.7,1.3,1.9,70.4,1.2,3.5,4.7,2.0,1.1,1.4,1.6,11.5
111,112,Jason Thompson,SAC,64,25.9,9.1,3.7,6.9,53.5,0.0,0.0,0.0,1.7,2.8,60.2,2.6,4.3,6.9,1.2,0.7,0.7,1.1,13.2
112,113,Greivis Vasquez,NOH,66,25.8,8.9,3.4,7.9,43.0,0.7,2.0,31.9,1.5,1.8,82.1,0.3,2.3,2.6,5.4,0.9,0.1,2.2,10.9
113,114,Corey Brewer,DEN,59,21.8,8.9,3.4,7.8,43.4,0.6,2.2,26.0,1.5,2.2,69.2,0.7,1.8,2.5,1.5,1.2,0.3,0.9,8.4
114,115,Derrick Williams,MIN,66,21.5,8.8,3.1,7.5,41.2,0.6,2.1,26.8,2.1,3.0,69.7,1.2,3.5,4.7,0.6,0.5,0.5,1.2,8.5
115,116,Landry Fields,NYK,66,28.7,8.8,3.6,7.8,46.0,0.5,1.8,25.6,1.2,2.1,56.2,0.9,3.3,4.2,2.6,1.2,0.3,1.5,10.4
116,117,Derrick Favors,UTA,65,21.2,8.8,3.4,6.8,49.9,0.0,0.0,0.0,1.9,3.0,64.9,2.4,4.1,6.5,0.7,0.6,1.0,1.6,11.5
117,118,Marreese Speights,MEM,60,22.4,8.8,3.7,8.1,45.3,0.0,0.1,0.0,1.4,1.8,77.1,2.2,4.0,6.2,0.8,0.4,0.5,1.2,10.5
118,119,Jonas Jerebko,DET,64,22.9,8.7,3.3,7.1,46.8,0.5,1.7,30.2,1.6,1.9,80.6,1.5,3.3,4.8,0.7,0.6,0.3,1.0,10.0
119,120,Jodie Meeks,PHI,66,24.9,8.4,2.9,7.1,40.9,1.5,4.0,36.5,1.2,1.3,90.6,0.3,2.2,2.4,0.8,0.6,0.0,0.4,7.6
120,121,Tristan Thompson,CLE,60,23.7,8.2,3.2,7.4,43.9,0.0,0.0,0.0,1.8,3.2,55.2,3.1,3.4,6.5,0.5,0.5,1.0,1.4,9.7
121,122,Kyle Korver,CHI,65,22.6,8.1,2.7,6.3,43.2,1.8,4.2,43.5,0.8,1.0,83.3,0.4,2.0,2.4,1.7,0.6,0.2,0.8,8.5
122,123,Derrick Brown,CHA,65,22.2,8.1,3.3,6.3,51.8,0.1,0.4,25.0,1.4,2.2,66.7,1.5,2.2,3.6,1.0,0.7,0.2,0.8,9.0
123,124,Kevin Seraphin,WAS,57,20.6,7.9,3.6,6.7,53.1,0.0,0.0,0.0,0.8,1.2,67.1,1.8,3.1,4.9,0.6,0.3,1.3,1.2,10.4
124,125,Kawhi Leonard,SAS,64,24.0,7.9,3.1,6.3,49.3,0.6,1.7,37.6,1.1,1.4,77.3,1.6,3.5,5.1,1.1,1.3,0.4,0.7,11.6
125,126,Zaza Pachulia,ATL,58,28.3,7.8,2.9,5.8,49.9,0.0,0.0,0.0,2.0,2.7,74.1,2.7,5.2,7.9,1.4,0.9,0.5,1.4,13.5
126,127,Matt Barnes,LAL,63,22.9,7.8,2.8,6.1,45.2,0.7,2.2,33.3,1.5,2.0,74.2,1.5,3.9,5.5,2.0,0.6,0.8,1.2,11.5
127,128,Metta World Peace,LAL,64,26.9,7.7,2.9,7.3,39.4,0.9,3.0,29.6,1.1,1.8,61.7,1.1,2.3,3.4,2.2,1.1,0.4,1.1,8.6
128,129,Taj Gibson,CHI,63,20.4,7.7,3.2,6.4,49.5,0.0,0.0,0.0,1.3,2.1,62.2,2.1,3.1,5.3,0.7,0.4,1.3,1.0,10.4
129,130,Patrick Patterson,HOU,64,23.2,7.7,3.5,8.0,44.0,0.0,0.0,0.0,0.6,0.9,70.2,1.8,2.7,4.5,0.8,0.4,0.6,0.8,8.4
130,131,Jimmer Fredette,SAC,61,18.6,7.6,2.8,7.3,38.6,1.3,3.5,36.1,0.7,0.8,83.3,0.3,0.9,1.2,1.8,0.5,0.0,1.1,5.4
131,132,Avery Bradley,BOS,64,21.4,7.6,3.1,6.3,49.8,0.3,0.8,40.7,1.0,1.2,79.5,0.5,1.3,1.8,1.4,0.7,0.2,1.2,7.0
132,133,Samuel Dalembert,HOU,65,22.2,7.5,3.1,6.1,50.6,0.0,0.0,0.0,1.4,1.7,79.6,2.4,4.6,7.0,0.5,0.6,1.7,1.3,12.7
133,134,Markieff Morris,PHX,63,19.5,7.4,2.8,6.9,39.9,0.7,2.0,34.7,1.2,1.7,71.7,1.1,3.3,4.4,1.0,0.7,0.7,1.1,8.4
134,135,DeAndre Jordan,LAC,66,27.2,7.4,3.1,4.9,63.2,0.0,0.0,0.0,1.1,2.1,52.5,3.1,5.2,8.3,0.3,0.5,2.0,1.1,14.4
135,136,Alec Burks,UTA,59,15.9,7.2,2.6,6.1,42.9,0.3,0.8,33.3,1.8,2.4,72.7,1.0,1.3,2.2,0.9,0.5,0.1,0.9,5.9
136,137,Amir Johnson,TOR,64,24.3,7.1,3.1,5.3,57.6,0.0,0.1,40.0,0.9,1.3,69.0,2.3,4.0,6.4,1.2,0.5,1.1,1.5,12.1
137,138,Omri Casspi,CLE,65,20.6,7.1,2.6,6.3,40.3,0.8,2.6,31.5,1.1,1.7,68.5,1.0,2.5,3.5,1.0,0.6,0.3,1.0,7.2
138,139,Ronnie Brewer,CHI,66,24.8,6.9,2.9,6.7,42.7,0.3,1.0,27.5,0.8,1.5,56.0,1.1,2.4,3.5,2.1,1.1,0.3,0.9,8.5
139,140,Norris Cole,MIA,65,19.4,6.8,2.7,6.9,39.3,0.3,1.2,27.6,1.0,1.3,77.6,0.3,1.1,1.4,2.0,0.7,0.0,1.6,4.8
140,141,DJ White,CHA,58,18.9,6.8,3.0,6.1,49.3,0.0,0.0,100,0.7,1.1,70.5,0.9,2.7,3.6,0.8,0.3,0.4,0.7,7.7
141,142,Matt Bonner,SAS,65,20.4,6.6,2.4,5.4,44.0,1.6,3.8,42.0,0.2,0.3,76.2,0.4,2.8,3.3,0.9,0.2,0.3,0.2,8.1
142,143,Jason Maxiell,DET,65,22.6,6.5,2.8,5.9,47.8,0.0,0.0,0.0,0.9,1.6,54.7,1.9,3.2,5.1,0.6,0.5,0.8,1.1,8.6
143,144,Boris Diaw,SAS,57,25.0,6.4,2.7,6.2,44.4,0.5,1.7,31.3,0.4,0.6,62.9,1.2,3.7,4.9,3.6,0.6,0.4,2.0,10.3
144,145,Ed Davis,TOR,66,23.2,6.3,2.6,5.1,51.3,0.0,0.0,0.0,1.1,1.6,67.0,2.0,4.6,6.6,0.9,0.6,1.0,1.0,11.4
145,146,Sebastian Telfair,PHX,60,14.9,6.1,2.4,5.7,41.2,0.6,1.8,31.4,0.9,1.1,79.1,0.3,1.2,1.5,2.3,0.7,0.2,1.1,6.1
