,#,PLAYER,TEAM,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,EFF
145,146,Georges Niang,PHI,35,20.3,9.5,3.3,7.3,44.5,2.3,5.7,41.4,0.6,0.7,91.7,0.2,2.1,2.4,1.1,0.5,0.3,0.8,8.8
146,147,Kevin Love,CLE,31,21.0,9.5,3.0,7.3,41.2,2.0,5.2,37.7,1.5,1.7,87.0,0.9,6.4,7.3,2.0,0.2,0.2,1.3,13.5
147,148,Al Horford,BOS,29,30.4,9.4,3.6,7.3,48.8,2.1,4.7,44.1,0.2,0.3,62.5,1.0,5.1,6.1,2.5,0.4,1.1,0.6,15.1
148,149,Royce O'Neale,BKN,35,35.1,9.3,3.3,8.1,40.0,2.3,5.5,41.5,0.5,0.7,64.0,0.7,4.1,4.8,4.2,0.9,0.7,1.7,13.1
149,150,Zach Collins,SAS,27,20.6,9.2,3.6,6.3,56.1,0.6,1.6,38.6,1.5,2.1,69.0,1.9,3.6,5.5,2.4,0.4,0.9,2.1,12.9
150,151,Onyeka Okongwu,ATL,37,23.5,9.2,3.8,6.1,62.1,0.0,0.1,0.0,1.7,2.3,74.1,2.7,4.5,7.2,0.9,0.6,1.1,1.0,15.0
151,152,Killian Hayes,DET,38,25.7,9.1,3.6,9.6,37.6,1.1,3.4,32.0,0.8,1.0,81.6,0.4,2.5,2.9,5.5,1.1,0.4,1.7,11.1
152,153,Naji Marshall,NOP,36,23.2,9.0,3.1,7.2,42.7,1.1,3.2,32.8,1.8,2.2,83.3,0.8,2.7,3.5,2.3,0.7,0.2,1.1,10.2
153,154,Tre Mann,OKC,33,20.6,8.9,3.5,8.9,38.8,1.5,4.8,30.8,0.5,0.8,68.0,0.5,2.1,2.5,1.7,0.8,0.2,1.0,7.5
154,155,Jose Alvarado,NOP,37,20.5,8.8,3.2,7.7,41.8,1.4,4.1,33.8,1.0,1.4,74.5,0.5,1.8,2.3,3.0,1.3,0.1,1.3,9.4
155,156,Aleksej Pokusevski,OKC,31,21.8,8.8,3.5,7.8,44.0,1.2,3.3,37.6,0.7,1.1,63.6,1.5,3.6,5.1,2.0,0.6,1.3,1.3,11.7
156,157,Grant Williams,BOS,37,27.5,8.8,3.0,5.8,51.4,1.6,3.6,43.6,1.2,1.4,84.9,1.1,3.6,4.7,1.6,0.8,0.3,1.0,12.2
157,158,Nick Richards,CHA,35,18.0,8.6,3.3,5.3,62.0,0.0,0.0,0.0,2.1,2.9,73.3,2.8,3.3,6.1,0.6,0.2,0.8,0.8,12.7
158,159,Jeremy Sochan,SAS,32,25.2,8.6,3.6,7.8,46.2,0.4,2.0,20.6,1.0,1.6,59.6,1.5,3.1,4.6,2.4,0.8,0.5,1.6,10.5
159,160,Larry Nance Jr.,NOP,29,22.8,8.6,3.7,5.8,64.1,0.3,0.9,40.0,0.8,1.1,72.7,1.7,3.9,5.6,1.8,1.0,0.8,0.9,14.5
160,161,Deni Avdija,WAS,37,26.1,8.4,3.1,7.1,43.1,0.9,3.1,29.2,1.4,1.8,80.0,1.0,4.7,5.7,2.7,0.8,0.6,1.5,12.4
161,162,Dorian Finney-Smith,DAL,31,31.6,8.4,3.0,7.5,40.1,1.9,5.4,34.5,0.5,0.8,64.0,1.4,2.6,4.0,1.2,1.0,0.5,0.9,9.4
162,163,Jarred Vanderbilt,UTA,38,24.8,8.4,3.5,6.1,56.9,0.4,1.1,35.7,1.0,1.5,68.4,2.6,5.4,8.0,2.8,1.2,0.3,1.4,16.0
163,164,Damion Lee,PHX,39,21.7,8.4,2.8,6.0,46.8,1.8,3.7,48.6,0.9,1.0,92.5,0.6,2.7,3.3,1.2,0.4,0.1,1.0,9.2
164,165,Joe Harris,BKN,31,25.1,8.3,3.0,7.1,42.5,1.8,4.8,37.8,0.4,0.6,68.4,0.4,2.4,2.7,1.6,0.6,0.3,0.5,8.7
165,166,Terrence Ross,ORL,34,23.0,8.3,3.2,7.6,42.1,1.4,4.0,35.6,0.4,0.6,75.0,0.3,1.8,2.1,1.3,0.6,0.2,1.0,6.9
166,167,Torrey Craig,PHX,36,24.9,8.2,3.1,6.7,47.1,1.4,3.5,38.9,0.6,0.7,80.0,2.0,3.4,5.4,1.5,0.7,0.6,0.7,12.1
167,168,Tari Eason,HOU,38,18.8,8.2,3.1,7.2,42.5,0.8,2.1,37.2,1.2,1.6,79.7,2.0,3.4,5.4,0.8,1.1,0.5,1.0,10.5
168,169,Mo Bamba,ORL,31,18.9,8.1,3.0,5.9,50.8,1.1,2.8,38.6,1.0,1.5,68.1,1.3,4.0,5.2,1.1,0.3,1.0,0.6,11.7
169,170,Andrew Nembhard,IND,34,26.7,8.1,3.2,6.9,46.6,1.3,3.4,37.7,0.4,0.5,88.2,0.5,2.6,3.1,3.7,0.9,0.2,1.6,10.8
170,170,Steven Adams,MEM,34,26.7,8.1,3.6,6.2,57.8,0.0,0.0,0.0,0.9,2.8,33.7,5.1,6.2,11.3,2.2,0.9,1.2,1.9,17.4
171,172,Ben Simmons,BKN,28,26.9,7.9,3.6,6.0,59.8,0.0,0.0,0.0,0.7,1.6,41.3,1.0,5.6,6.7,5.8,1.4,0.5,2.2,16.7
172,173,Terance Mann,LAC,38,20.8,7.9,3.1,5.8,52.7,0.7,2.0,35.1,1.0,1.3,74.5,1.0,2.7,3.7,1.8,0.6,0.3,1.0,10.1
173,174,Coby White,CHI,30,20.1,7.9,2.7,6.5,42.1,1.5,4.3,35.7,0.9,1.1,81.3,0.2,2.1,2.3,1.8,0.7,0.1,0.8,8.0
174,175,Shaedon Sharpe,POR,36,19.7,7.9,3.2,6.8,47.7,0.9,2.5,34.8,0.6,0.9,62.5,0.8,1.7,2.5,0.4,0.4,0.2,0.6,6.9
175,176,Draymond Green,GSW,35,31.2,7.8,3.2,6.2,50.9,0.6,1.8,32.8,0.9,1.2,72.1,0.8,6.0,6.8,6.7,0.7,0.9,2.4,17.2
176,177,Kyle Anderson,MIN,29,25.0,7.8,2.8,5.8,47.3,0.5,1.3,40.5,1.8,2.2,81.0,0.6,3.6,4.1,3.6,1.1,0.7,1.3,12.5
177,178,Goran Dragic,CHI,35,16.9,7.7,3.0,6.8,43.9,1.1,2.8,38.8,0.7,1.0,63.9,0.3,1.2,1.5,2.9,0.2,0.1,1.2,7.1
178,179,Jalen Duren,DET,38,24.3,7.6,3.2,5.1,63.4,0.0,0.0,0.0,1.1,1.9,56.8,3.4,5.1,8.5,1.0,0.5,0.7,1.2,14.4
179,180,Mitchell Robinson,NYK,31,25.9,7.5,3.3,4.5,71.6,0.0,0.0,0.0,1.0,1.9,54.2,4.2,4.5,8.7,1.0,0.7,1.7,0.5,17.1
180,181,Jonathan Kuminga,GSW,33,18.6,7.5,2.8,6.0,47.2,0.5,1.9,25.8,1.4,2.0,67.2,1.0,2.2,3.2,1.7,0.5,0.5,1.5,8.1
181,182,Keita Bates-Diop,SAS,28,17.8,7.5,2.9,5.6,52.2,0.5,1.3,35.1,1.2,1.5,81.0,1.2,1.7,2.9,0.8,0.6,0.1,0.8,8.3
182,183,Will Barton,WAS,34,20.6,7.5,2.7,7.4,36.8,1.3,3.6,36.4,0.8,1.0,80.0,0.2,2.6,2.8,2.5,0.5,0.3,1.1,7.6
183,184,Daniel Gafford,WAS,39,16.4,7.4,3.1,4.2,74.1,0.0,0.0,0.0,1.3,2.1,61.3,1.9,2.8,4.7,0.6,0.4,1.2,0.9,11.5
184,185,John Konchar,MEM,35,25.5,7.4,2.8,6.1,46.2,1.3,3.4,36.7,0.5,0.6,85.7,1.1,4.4,5.5,1.6,1.2,0.3,0.6,11.9
185,186,Jevon Carter,MIL,38,25.4,7.4,2.8,6.8,40.7,1.3,3.4,38.2,0.5,0.6,87.0,0.6,2.3,2.9,3.1,1.2,0.5,1.3,9.6
186,187,Kenrich Williams,OKC,30,21.4,7.3,3.0,5.7,53.2,0.8,2.0,40.0,0.4,0.8,50.0,1.9,2.7,4.6,1.5,0.7,0.2,0.5,10.7
187,188,Donte DiVincenzo,GSW,29,23.7,7.2,2.4,6.2,39.4,1.6,4.3,37.1,0.7,0.8,83.3,1.0,3.6,4.6,3.0,1.3,0.1,1.4,10.7
188,189,Isaiah Joe,OKC,31,13.0,7.1,2.3,4.8,48.0,1.7,3.8,44.9,0.8,1.0,78.1,0.2,1.6,1.9,1.1,0.5,0.1,0.5,7.5
189,190,Hamidou Diallo,DET,33,15.0,7.0,2.7,5.2,52.4,0.2,0.5,27.8,1.5,2.5,59.3,1.0,2.1,3.1,0.9,0.7,0.3,0.9,7.6
190,191,Jordan Goodwin,WAS,30,19.0,6.9,2.7,5.7,47.6,0.7,1.7,39.2,0.9,1.2,74.3,1.1,2.7,3.8,2.8,1.0,0.5,0.9,10.9
191,192,Duncan Robinson,MIA,28,17.9,6.9,2.3,6.2,36.8,1.6,5.0,33.1,0.7,0.8,90.9,0.3,1.7,1.9,1.2,0.3,0.0,0.7,5.6
192,193,Walker Kessler,UTA,37,18.8,6.8,2.9,4.0,72.8,0.0,0.0,0.0,1.1,1.9,55.7,2.4,4.1,6.5,0.6,0.3,1.8,0.7,13.4
193,194,Isaiah Jackson,IND,29,15.6,6.8,2.5,4.6,55.3,0.0,0.2,16.7,1.7,2.5,69.4,1.4,2.7,4.1,1.0,0.5,1.1,0.9,9.8
194,195,Edmond Sumner,BKN,33,14.4,6.8,2.3,5.1,45.6,0.5,1.7,28.1,1.6,1.8,93.1,0.3,1.1,1.4,1.4,0.8,0.2,0.9,6.8
195,196,Justise Winslow,POR,29,26.8,6.8,2.8,6.8,40.9,0.5,1.6,31.1,0.7,1.0,71.4,1.7,3.3,5.0,3.4,1.0,0.4,1.5,10.8
196,197,Kevon Looney,GSW,39,23.3,6.7,2.8,4.5,62.3,0.0,0.0,0.0,1.1,1.7,63.2,2.9,5.4,8.4,2.9,0.4,0.6,0.4,16.2
197,198,Talen Horton-Tucker,UTA,32,15.6,6.7,2.5,6.6,38.2,0.6,2.7,23.3,1.0,1.3,74.4,0.5,2.0,2.5,2.3,0.8,0.3,1.2,6.9
198,199,Anthony Lamb,GSW,31,19.3,6.6,2.5,4.8,51.0,1.3,3.2,39.4,0.5,0.6,70.0,0.7,2.4,3.2,1.6,0.6,0.3,1.0,8.7
199,200,Aaron Wiggins,OKC,29,19.0,6.6,2.4,5.0,49.0,0.7,1.8,39.2,1.0,1.2,80.0,1.0,2.6,3.6,1.5,0.5,0.1,0.9,8.6
200,200,Terence Davis,SAC,29,12.7,6.6,2.4,5.4,43.7,1.3,3.6,36.2,0.5,0.6,82.4,0.4,2.0,2.4,1.2,0.7,0.3,0.8,7.1
201,202,Troy Brown Jr.,LAL,35,22.4,6.5,2.5,5.6,43.9,1.1,3.0,35.8,0.5,0.5,100,0.8,3.1,3.9,0.7,0.7,0.1,0.8,8.1
202,203,Jock Landale,PHX,32,14.2,6.5,2.3,4.6,51.4,0.3,1.4,20.5,1.5,1.9,81.7,1.6,2.3,3.9,0.8,0.2,0.6,0.8,8.6
203,204,David Roddy,MEM,35,18.7,6.4,2.4,6.1,40.1,0.9,3.3,26.3,0.7,1.2,61.0,0.6,2.1,2.7,0.7,0.4,0.3,0.8,5.7
204,205,Cam Thomas,BKN,27,13.6,6.4,2.1,5.1,41.3,0.4,1.1,38.7,1.7,2.2,78.3,0.1,1.2,1.3,1.4,0.3,0.1,0.7,5.3
205,206,Nicolas Batum,LAC,38,21.2,6.3,2.2,4.9,44.3,1.6,3.8,41.4,0.4,0.7,61.5,0.9,3.5,4.4,1.3,0.6,0.8,0.7,9.7
206,207,MarJon Beauchamp,MIL,27,15.3,6.3,2.3,5.5,41.6,1.1,3.2,34.9,0.6,0.9,69.6,1.0,1.6,2.6,0.6,0.5,0.1,1.1,5.5
207,208,Andre Drummond,CHI,30,13.9,6.2,2.6,4.5,58.1,0.0,0.1,0.0,1.0,1.6,60.4,2.2,4.8,7.0,0.7,0.7,0.4,1.1,11.4
208,209,Sam Hauser,BOS,38,15.7,6.1,2.1,4.8,44.8,1.7,4.1,40.8,0.2,0.3,63.6,0.4,2.1,2.5,0.7,0.3,0.2,0.4,6.8
209,210,Jordan Nwora,MIL,28,16.1,6.1,2.0,5.4,37.3,1.0,2.7,36.8,1.1,1.3,85.7,0.7,2.2,2.9,1.0,0.3,0.1,0.9,6.0
210,211,Davion Mitchell,SAC,36,19.5,6.1,2.5,5.5,45.5,0.7,2.4,30.2,0.3,0.5,70.6,0.2,1.3,1.5,2.4,0.6,0.2,1.0,6.6
211,212,Patrick Beverley,LAL,31,27.1,6.0,2.1,5.3,38.8,1.1,3.4,32.7,0.8,1.0,80.6,0.6,3.0,3.6,2.6,0.9,0.6,1.0,9.4
212,213,Drew Eubanks,POR,35,18.7,5.9,2.5,3.3,74.4,0.1,0.1,66.7,0.9,1.3,68.1,1.5,2.9,4.4,1.0,0.6,1.1,0.8,10.9
213,214,Dwight Powell,DAL,33,17.5,5.9,2.2,3.1,72.3,0.0,0.1,0.0,1.5,2.2,69.4,1.9,1.7,3.6,0.6,0.5,0.4,0.8,8.8
214,215,Oshae Brissett,IND,34,15.6,5.9,1.8,4.3,42.1,0.9,2.4,36.3,1.5,2.2,66.7,0.7,2.3,3.0,0.5,0.6,0.2,0.5,6.5
215,216,Javonte Green,CHI,28,16.0,5.9,2.2,3.7,58.7,0.5,1.2,38.2,1.0,1.5,67.4,0.9,2.0,2.9,0.8,0.8,0.7,0.7,8.4
216,217,Wenyen Gabriel,LAL,29,14.4,5.8,2.3,3.8,60.9,0.2,0.6,41.2,1.0,1.3,71.8,1.5,2.4,3.9,0.5,0.4,0.6,0.7,8.6
217,218,JaMychal Green,GSW,28,14.9,5.8,2.3,4.5,51.2,0.5,1.8,26.5,0.8,1.1,73.3,1.4,2.6,4.0,0.8,0.5,0.4,1.1,7.8
218,219,Trey Lyles,SAC,31,14.5,5.8,2.1,4.9,42.1,1.0,3.1,32.3,0.7,0.9,72.4,1.0,2.5,3.5,0.8,0.3,0.4,0.9,6.8
219,220,Mike Muscala,OKC,28,13.8,5.8,1.9,4.4,42.7,1.1,3.1,37.2,0.8,1.0,82.1,0.4,2.6,3.0,0.9,0.3,0.5,0.3,7.4
220,221,T.J. McConnell,IND,36,17.2,5.6,2.4,5.2,46.8,0.2,0.6,30.0,0.6,0.7,88.5,0.5,1.7,2.3,4.3,1.0,0.1,1.5,8.9
221,222,Derrick Jones Jr.,CHI,27,14.1,5.6,2.0,3.8,52.4,0.4,1.2,33.3,1.2,1.4,82.1,0.9,1.5,2.4,0.6,0.5,0.7,0.5,7.2
222,223,Kevin Knox II,DET,32,13.9,5.6,1.9,4.3,44.9,1.0,2.8,35.6,0.7,0.8,81.5,0.4,2.0,2.4,0.4,0.4,0.3,0.7,5.8
223,224,Theo Maledon,CHA,35,16.1,5.5,1.8,4.3,40.8,0.6,1.8,32.3,1.4,1.6,87.5,0.3,2.1,2.4,2.5,0.8,0.2,1.0,7.5
224,225,Isaiah Hartenstein,NYK,39,19.4,5.5,2.3,4.5,50.6,0.2,0.8,25.0,0.7,0.9,75.7,2.7,3.6,6.3,0.8,0.6,0.7,0.8,10.7
225,226,Austin Rivers,MIN,29,20.4,5.5,1.8,4.0,45.7,1.0,2.4,40.6,0.9,1.0,86.2,0.1,1.6,1.7,1.5,0.6,0.0,0.6,6.3
226,227,Moses Moody,GSW,34,15.4,5.4,1.9,4.1,45.7,0.9,2.5,37.2,0.7,1.0,72.7,0.4,1.3,1.7,0.9,0.4,0.1,0.7,5.2
227,228,Reggie Bullock,DAL,36,28.7,5.4,1.8,5.2,34.9,1.4,4.3,31.6,0.4,0.6,71.4,0.4,3.0,3.4,1.1,0.7,0.2,0.4,6.8
228,229,Kendrick Nunn,LAL,30,11.6,5.4,2.1,5.6,36.9,0.8,2.7,30.9,0.4,0.4,92.3,0.1,1.0,1.1,0.8,0.2,0.0,0.9,3.1
229,230,Trendon Watford,POR,27,17.1,5.3,1.9,3.4,56.0,0.3,0.8,36.4,1.3,1.6,77.3,0.7,3.1,3.9,1.7,0.5,0.1,1.0,8.6
230,231,Montrezl Harrell,PHI,33,12.0,5.3,2.0,3.5,56.0,0.0,0.1,0.0,1.4,1.9,71.4,1.1,1.7,2.7,0.7,0.3,0.6,0.6,6.9
231,232,Alex Caruso,CHI,34,24.1,5.2,1.8,4.0,44.1,0.8,2.1,39.4,0.9,1.2,75.0,0.4,2.3,2.7,3.4,1.6,0.6,1.3,9.7
232,233,Devonte' Graham,NOP,38,15.0,5.1,1.5,4.3,35.2,1.2,3.5,33.8,0.9,1.1,81.0,0.3,1.2,1.6,2.1,0.4,0.2,0.5,5.8
233,234,Isaac Okoro,CLE,39,18.9,5.1,1.8,4.1,44.0,0.5,1.9,26.0,1.0,1.2,80.9,0.5,1.8,2.3,0.8,0.6,0.4,0.5,6.1
234,235,George Hill,MIL,30,20.0,5.0,1.7,3.9,42.7,0.6,2.1,29.7,1.1,1.5,72.7,0.4,1.7,2.1,2.6,0.5,0.1,0.9,6.8
235,236,Thaddeus Young,TOR,33,17.2,5.0,2.2,4.1,54.8,0.1,0.7,18.2,0.4,0.6,73.7,1.7,2.0,3.6,1.7,1.1,0.1,0.8,8.8
236,237,Jalen Johnson,ATL,36,15.4,5.0,2.0,4.4,44.9,0.3,1.6,21.4,0.8,1.1,71.1,0.7,2.9,3.6,1.0,0.5,0.5,0.5,7.4
237,238,Danuel House Jr.,PHI,29,17.4,5.0,1.7,3.6,48.5,0.7,2.0,33.9,0.9,1.2,73.5,0.2,1.8,2.1,0.8,0.2,0.2,0.5,5.7
238,239,Vlatko Cancar,DEN,26,12.6,4.9,1.8,3.4,53.4,1.0,2.0,51.0,0.3,0.3,88.9,0.3,1.3,1.6,1.1,0.3,0.2,0.7,5.8
239,240,Chimezie Metu,SAC,26,10.7,4.9,2.0,3.5,58.9,0.2,0.8,23.8,0.6,0.8,80.0,0.6,2.4,3.0,0.6,0.3,0.2,0.7,6.8
240,241,Aaron Holiday,ATL,34,16.7,4.9,1.8,4.2,43.7,0.7,1.6,43.4,0.6,0.7,82.6,0.5,1.0,1.5,1.5,0.7,0.2,0.6,5.6
241,242,DeAndre Jordan,DEN,27,14.3,4.7,2.0,2.7,75.3,0.0,0.0,100,0.6,1.3,47.2,1.3,3.9,5.2,0.8,0.2,0.6,1.1,9.1
242,243,Garrison Mathews,HOU,31,13.1,4.6,1.2,3.5,35.2,1.1,3.3,34.3,1.0,1.1,93.9,0.2,1.0,1.2,0.5,0.5,0.1,0.3,4.4
243,244,Dyson Daniels,NOP,29,18.9,4.6,1.7,3.8,45.9,0.6,1.5,39.5,0.5,0.9,60.0,0.7,2.7,3.3,2.1,0.8,0.2,0.9,7.9
244,245,Cory Joseph,DET,33,15.5,4.5,1.7,4.2,39.9,0.6,1.7,33.3,0.6,0.8,75.0,0.2,1.1,1.3,3.1,0.4,0.1,0.7,5.9
245,246,Justin Holiday,ATL,27,15.0,4.5,1.7,4.5,37.7,1.1,3.1,34.1,0.0,0.0,0.0,0.1,0.8,0.9,0.9,0.2,0.4,0.4,3.5
246,247,Josh Okogie,PHX,33,11.6,4.4,1.5,3.6,40.7,0.4,1.5,24.0,1.1,1.5,70.6,1.4,1.5,2.9,1.1,0.6,0.4,0.7,6.0
247,248,Isaiah Roby,SAS,29,11.2,4.0,1.6,3.6,44.7,0.5,1.5,31.8,0.4,0.9,40.7,0.4,2.0,2.5,1.1,0.4,0.2,0.6,5.1
248,249,Zeke Nnaji,DEN,27,10.7,3.9,1.6,2.7,58.1,0.1,0.6,17.6,0.6,0.7,75.0,1.0,0.6,1.6,0.2,0.2,0.2,0.5,4.1
249,250,Amir Coffey,LAC,29,13.9,3.8,1.2,3.0,39.1,0.3,0.9,34.6,1.1,1.4,80.5,0.4,0.8,1.1,1.2,0.2,0.1,0.4,3.8
250,251,Luke Kornet,BOS,32,12.1,3.8,1.6,2.4,67.5,0.1,0.2,33.3,0.5,0.6,83.3,1.3,1.9,3.2,0.7,0.2,0.8,0.4,7.4
251,252,Christian Koloko,TOR,35,16.1,3.7,1.4,2.9,47.5,0.0,0.2,12.5,1.0,1.5,66.7,1.6,1.7,3.3,0.5,0.3,1.2,0.5,6.6
252,253,Jericho Sims,NYK,31,12.6,3.7,1.7,2.2,77.9,0.0,0.0,0.0,0.3,0.3,80.0,1.8,2.5,4.3,0.4,0.2,0.6,0.4,8.2
253,254,Daishen Nix,HOU,32,14.1,3.5,1.2,3.3,35.6,0.7,2.2,32.9,0.5,0.7,69.6,0.3,1.3,1.6,2.5,0.7,0.1,1.4,4.8
254,255,Bismack Biyombo,PHX,31,13.6,3.5,1.5,2.7,57.8,0.0,0.0,0.0,0.4,1.3,32.5,1.1,2.6,3.7,0.8,0.3,1.3,1.0,6.7
255,256,Christian Braun,DEN,34,14.5,3.5,1.4,3.0,47.1,0.4,1.0,34.3,0.3,0.6,52.4,0.6,1.4,2.0,0.5,0.3,0.2,0.4,4.2
256,257,P.J. Tucker,PHI,36,27.7,3.4,1.2,2.9,41.5,0.6,1.7,38.3,0.3,0.3,83.3,1.3,3.0,4.3,0.8,0.6,0.3,0.9,6.8
257,257,Usman Garuba,HOU,36,14.6,3.4,1.3,2.6,51.1,0.3,0.6,42.9,0.5,0.9,54.5,2.0,3.1,5.1,1.0,0.8,0.6,0.8,8.3
258,259,Paul Reed,PHI,30,9.5,2.7,1.2,2.3,53.6,0.0,0.1,0.0,0.3,0.4,66.7,1.1,2.0,3.1,0.4,0.7,0.6,0.6,5.8
259,260,Anthony Gill,WAS,31,9.7,2.6,1.1,1.8,58.9,0.1,0.5,14.3,0.5,0.5,82.4,0.5,0.8,1.3,0.5,0.2,0.2,0.2,3.7
260,261,Matisse Thybulle,PHI,33,11.7,2.5,1.0,2.2,43.2,0.5,1.3,34.9,0.1,0.2,50.0,0.3,0.9,1.2,0.4,0.7,0.3,0.2,3.5
