,#,PLAYER,TEAM,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,EFF
16,17,Nikola Jokic,DEN,34,33.6,25.6,9.6,15.7,61.5,0.9,2.4,35.4,5.5,6.7,81.2,2.0,8.8,10.8,9.5,1.4,0.6,3.4,37.3
17,18,Paul George,LAC,29,34.6,24.4,8.3,18.3,45.7,3.1,8.1,38.9,4.6,5.2,88.7,0.7,5.4,6.1,5.3,1.6,0.4,3.6,23.7
18,19,Anthony Edwards,MIN,39,36.9,24.2,8.7,18.8,46.1,2.6,7.2,36.3,4.2,5.6,74.5,0.7,5.6,6.3,4.4,1.7,0.5,3.2,22.3
19,20,Julius Randle,NYK,39,35.1,24.2,8.1,17.5,46.3,2.6,7.6,34.2,5.4,7.2,75.4,2.0,8.0,10.0,3.8,0.8,0.4,2.6,25.4
20,21,De'Aaron Fox,SAC,34,33.0,23.9,8.9,17.6,50.4,1.7,5.0,33.7,4.5,5.6,79.7,0.4,4.3,4.6,5.9,0.9,0.4,2.6,23.2
21,22,Lauri Markkanen,UTA,37,34.1,23.9,8.2,15.6,52.8,3.0,7.1,42.1,4.5,5.1,86.8,1.9,6.6,8.5,1.9,0.6,0.6,1.9,25.4
22,23,Jerami Grant,POR,35,35.8,22.5,7.5,15.3,49.3,2.7,6.0,45.2,4.7,5.9,79.3,1.0,3.3,4.3,2.7,0.8,0.7,1.9,20.3
23,24,Zach LaVine,CHI,34,35.1,22.4,8.0,17.6,45.7,2.8,7.3,37.8,3.6,4.3,83.7,0.5,3.8,4.3,4.3,1.0,0.1,2.4,19.5
24,25,Anfernee Simons,POR,35,35.7,22.4,8.0,18.0,44.3,3.8,10.0,38.0,2.7,3.0,89.5,0.3,2.7,3.0,4.0,0.8,0.2,2.2,17.9
25,26,Kristaps Porzingis,WAS,35,32.9,22.2,7.4,15.5,48.0,1.8,5.4,33.2,5.5,6.8,80.8,2.0,7.0,8.9,2.5,1.1,1.6,2.2,24.7
26,27,Bam Adebayo,MIA,35,35.3,21.8,8.6,15.9,54.1,0.0,0.3,10.0,4.6,5.5,83.0,2.8,7.1,9.9,3.2,1.1,0.8,3.0,25.5
27,28,Keldon Johnson,SAS,34,32.5,21.6,7.6,17.8,42.6,2.6,7.3,35.2,3.9,5.1,75.3,0.9,4.1,4.9,2.7,0.7,0.2,2.3,16.4
28,29,Darius Garland,CLE,30,35.9,21.4,7.4,16.4,45.0,2.5,6.2,40.0,4.2,4.8,86.8,0.4,2.2,2.6,7.8,1.3,0.2,3.2,20.5
29,30,Kyle Kuzma,WAS,38,35.2,21.3,8.2,17.9,46.0,2.4,7.3,33.6,2.4,3.4,69.5,0.9,6.6,7.5,3.8,0.5,0.4,2.8,20.1
30,31,Jalen Green,HOU,38,34.3,21.3,7.1,17.3,41.2,2.3,7.2,32.5,4.7,5.9,78.8,0.6,3.7,4.3,3.6,0.8,0.2,2.9,15.9
31,32,Tyler Herro,MIA,31,35.3,21.1,7.5,16.7,44.8,3.3,8.4,39.2,2.8,3.1,91.6,0.5,5.5,6.0,4.5,1.0,0.4,2.6,20.9
32,33,Bojan Bogdanovic,DET,40,31.1,21.1,7.0,14.3,48.8,2.5,5.8,42.2,4.7,5.3,89.5,0.6,3.1,3.6,2.7,0.6,0.1,2.3,17.9
33,34,Paolo Banchero,ORL,31,34.2,21.0,6.9,15.8,43.6,1.2,3.9,31.1,6.0,7.9,75.6,1.1,5.6,6.7,4.0,0.9,0.5,3.0,19.3
34,35,Jalen Brunson,NYK,36,32.9,20.8,7.6,16.2,46.7,1.6,4.2,37.5,4.1,4.9,84.1,0.4,2.9,3.3,6.5,1.0,0.1,2.1,20.3
35,36,Dejounte Murray,ATL,33,36.5,20.6,8.2,18.2,44.9,1.9,5.6,34.6,2.4,2.8,84.9,0.7,4.8,5.5,6.2,1.8,0.4,2.5,21.6
36,37,Jordan Poole,GSW,39,29.9,20.6,7.1,16.4,42.9,2.5,8.1,30.9,4.0,4.7,86.3,0.4,2.1,2.4,4.4,0.7,0.2,3.5,14.8
37,38,Tyrese Haliburton,IND,37,33.5,20.6,7.4,15.3,48.5,3.0,7.4,40.7,2.7,3.1,87.7,0.7,3.2,4.0,10.2,1.8,0.4,2.6,26.0
38,39,Jordan Clarkson,UTA,39,32.6,20.6,7.4,16.6,44.6,2.7,7.6,35.8,3.1,3.8,80.7,1.1,2.8,3.9,4.4,0.5,0.3,2.8,16.9
39,40,Klay Thompson,GSW,31,32.2,20.6,7.5,18.0,41.5,4.0,10.4,38.3,1.7,1.9,89.8,0.6,3.3,3.9,2.5,0.6,0.5,1.7,15.7
40,41,CJ McCollum,NOP,34,35.2,20.2,7.6,18.0,42.4,2.9,7.3,39.5,2.1,2.6,81.6,0.9,3.9,4.7,6.0,1.0,0.6,2.6,19.1
41,42,Kelly Oubre Jr.,CHA,35,32.6,20.2,7.5,17.8,42.1,2.3,7.4,30.8,2.9,4.0,71.4,1.5,3.6,5.1,1.2,1.6,0.4,1.3,15.7
42,43,Terry Rozier,CHA,29,35.5,20.1,7.6,19.1,39.5,2.4,7.6,31.4,2.6,3.1,84.3,1.1,3.2,4.3,5.3,0.7,0.2,2.4,16.0
43,44,Franz Wagner,ORL,37,33.3,19.9,7.2,15.0,48.0,1.5,4.4,34.4,3.9,4.5,87.4,0.9,3.1,4.0,3.5,0.8,0.2,2.2,17.9
44,45,RJ Barrett,NYK,35,34.1,19.7,6.9,16.1,42.7,1.8,5.3,33.2,4.2,5.5,76.2,0.9,4.6,5.5,3.0,0.5,0.2,2.4,15.9
45,46,Devin Vassell,SAS,29,31.3,19.4,7.1,16.0,44.5,2.8,7.0,40.4,2.4,3.0,79.3,0.2,3.8,4.0,3.6,1.2,0.4,1.6,17.6
46,47,Kevin Porter Jr.,HOU,37,34.4,19.3,6.8,15.5,43.6,2.1,6.2,33.5,3.7,4.8,77.0,1.4,4.1,5.5,5.8,1.4,0.4,3.7,18.9
47,48,Domantas Sabonis,SAC,36,34.1,18.7,6.9,11.1,62.3,0.5,1.2,41.9,4.4,5.9,74.9,3.0,9.4,12.4,6.7,0.8,0.5,2.5,31.0
48,49,O.G. Anunoby,TOR,34,37.1,18.5,6.9,14.8,46.6,1.8,5.2,34.8,2.9,3.4,83.8,1.5,4.4,5.9,2.1,2.2,0.8,2.4,18.6
49,50,Fred VanVleet,TOR,30,37.0,18.5,5.9,15.8,37.4,2.8,8.7,32.4,3.8,4.3,88.5,0.5,3.4,3.9,6.2,1.6,0.6,1.8,18.6
50,51,Jrue Holiday,MIL,27,32.6,18.4,6.9,15.3,44.9,2.2,6.0,36.8,2.5,2.8,89.3,1.2,3.9,5.1,7.2,1.5,0.4,3.3,20.6
51,52,Gary Trent Jr.,TOR,31,31.9,18.1,6.3,14.3,44.3,2.5,7.0,35.8,2.9,3.6,80.4,0.5,1.8,2.3,1.5,1.6,0.2,1.1,14.0
52,53,Buddy Hield,IND,39,31.9,18.1,6.5,14.2,46.0,3.9,9.1,42.9,1.1,1.3,86.3,0.9,4.0,4.9,2.7,0.9,0.3,1.8,17.3
53,54,Jamal Murray,DEN,30,32.0,18.0,6.6,15.0,44.0,1.9,5.4,35.8,2.9,3.6,79.8,0.5,3.3,3.8,5.6,0.9,0.2,2.1,17.4
54,55,Christian Wood,DAL,35,27.8,17.8,6.6,12.1,54.4,1.8,4.5,40.3,2.8,3.9,70.8,1.2,6.7,7.9,1.6,0.5,1.1,2.1,20.1
55,56,Deandre Ayton,PHX,35,29.4,17.4,7.6,12.6,60.4,0.2,0.6,35.0,2.0,2.7,72.6,2.9,6.8,9.7,1.9,0.5,0.7,2.1,22.4
56,57,Bennedict Mathurin,IND,39,28.2,17.4,5.4,12.9,42.0,1.6,4.8,34.0,4.9,6.0,81.5,1.1,2.8,3.9,1.4,0.6,0.1,1.8,13.0
57,58,Dillon Brooks,MEM,34,30.6,17.3,6.4,15.5,41.4,2.2,6.3,34.6,2.3,2.8,80.2,0.7,2.7,3.4,2.7,0.8,0.2,1.8,12.9
58,59,Aaron Gordon,DEN,32,30.4,17.1,6.6,11.3,58.3,1.0,2.6,37.3,3.0,4.7,65.1,2.6,4.3,6.9,2.4,1.0,0.8,1.6,20.2
59,60,Nikola Vucevic,CHI,38,33.2,16.8,6.7,13.0,51.2,1.7,4.5,36.8,1.8,2.1,85.2,2.0,8.5,10.5,2.9,0.6,0.9,1.8,23.2
60,61,D'Angelo Russell,MIN,36,32.6,16.8,6.0,13.2,45.5,2.3,6.5,34.8,2.5,3.0,83.5,0.6,2.6,3.2,6.5,1.1,0.5,2.7,17.6
61,62,Myles Turner,IND,33,29.7,16.7,6.0,10.7,55.6,1.5,3.7,39.8,3.2,4.2,78.1,1.4,6.5,7.9,1.5,0.6,2.2,1.7,21.5
62,63,Tobias Harris,PHI,34,34.5,16.5,6.4,13.0,49.4,2.0,5.2,38.6,1.6,1.8,87.1,1.1,5.2,6.3,2.7,1.1,0.5,1.3,19.0
63,64,Spencer Dinwiddie,DAL,37,32.9,16.1,5.6,12.3,46.0,2.6,6.4,40.9,2.2,2.6,83.7,0.4,2.8,3.2,5.1,0.9,0.2,1.5,17.0
64,65,Kevin Huerter,SAC,36,31.4,15.9,5.6,11.6,48.4,2.9,7.0,42.1,1.6,2.3,72.8,0.5,2.7,3.3,2.9,1.1,0.3,1.6,15.2
65,66,Mikal Bridges,PHX,39,36.2,15.4,5.7,12.6,45.4,1.8,4.6,39.4,2.2,2.5,88.5,1.0,3.5,4.5,3.1,1.1,0.9,1.2,16.7
66,67,Josh Giddey,OKC,33,30.6,15.3,6.5,13.8,47.1,1.1,3.2,33.7,1.2,1.5,78.0,1.8,6.2,8.0,5.3,0.7,0.5,3.1,19.0
67,68,De'Andre Hunter,ATL,30,31.1,15.3,5.5,12.2,45.2,1.5,4.2,34.9,2.8,3.4,81.6,0.6,3.6,4.2,1.2,0.5,0.3,1.3,12.9
68,69,Norman Powell,LAC,29,25.0,15.0,5.1,10.9,46.8,1.6,4.2,38.0,3.2,4.1,78.3,0.3,2.5,2.8,1.7,0.8,0.4,1.9,12.2
69,70,P.J. Washington,CHA,38,32.0,14.9,5.6,13.1,42.7,1.9,5.5,34.0,1.9,2.4,78.9,1.1,3.6,4.7,2.3,0.8,1.1,1.5,14.3
70,71,Jaden Ivey,DET,37,29.8,14.9,5.1,12.5,40.7,1.3,4.1,31.4,3.4,4.8,71.8,1.0,3.0,4.1,4.0,1.0,0.2,2.7,12.7
71,72,Scottie Barnes,TOR,35,34.1,14.9,6.0,13.4,45.0,0.9,3.3,28.9,1.9,2.5,75.0,2.1,4.8,6.9,4.7,0.9,0.7,2.2,17.9
72,73,Lonnie Walker IV,LAL,32,29.8,14.7,5.3,11.7,45.5,2.1,5.4,38.4,2.0,2.3,87.5,0.3,2.0,2.3,1.4,0.8,0.3,1.0,11.9
73,74,Brook Lopez,MIL,37,30.6,14.6,5.5,10.9,50.6,1.9,4.9,38.5,1.6,2.1,79.2,2.0,4.5,6.5,1.2,0.5,2.6,1.4,18.3
74,75,Russell Westbrook,LAL,35,27.9,14.5,5.4,13.2,40.6,1.1,3.9,27.5,2.6,3.9,67.2,1.1,5.2,6.3,7.7,1.0,0.5,3.6,17.1
75,76,Alperen Sengun,HOU,34,26.2,14.3,5.5,10.0,55.1,0.1,0.7,20.0,3.1,3.9,79.7,3.2,5.3,8.5,2.6,0.7,0.9,2.0,19.7
76,77,Evan Mobley,CLE,37,33.9,14.3,5.8,10.5,54.9,0.2,1.1,22.0,2.5,3.6,71.2,2.5,6.4,8.9,2.7,0.8,1.2,2.1,20.1
77,78,Jusuf Nurkic,POR,32,28.3,14.3,5.3,9.9,53.5,0.8,1.9,43.3,2.8,4.2,66.7,2.4,7.1,9.6,2.9,0.8,1.0,2.5,20.0
78,79,Malik Beasley,UTA,40,26.9,14.2,5.1,12.5,41.1,3.2,8.6,37.4,0.8,0.9,83.3,0.6,3.2,3.7,1.6,0.9,0.2,1.0,12.0
79,80,Collin Sexton,UTA,32,24.1,14.1,4.8,9.8,48.7,1.0,2.6,38.6,3.6,4.2,84.4,0.8,1.4,2.2,2.9,0.6,0.1,1.7,12.5
80,81,Luguentz Dort,OKC,37,30.3,14.1,4.8,11.8,40.6,1.8,5.3,33.7,2.7,3.5,76.7,1.4,2.7,4.1,2.3,1.1,0.3,1.6,12.5
81,81,Malik Monk,SAC,37,23.0,14.1,4.9,11.2,44.1,1.8,5.6,32.4,2.4,2.7,90.9,0.4,1.9,2.3,3.9,0.6,0.1,2.0,12.6
82,83,Bobby Portis,MIL,38,26.6,14.1,5.9,12.1,49.1,1.1,3.6,31.2,1.1,1.4,80.8,2.7,7.6,10.3,1.8,0.4,0.3,1.2,19.2
83,84,Harrison Barnes,SAC,37,31.7,14.0,4.4,9.4,46.4,1.3,4.1,31.4,4.0,4.9,81.8,1.0,4.4,5.3,1.8,0.9,0.1,1.3,14.9
84,85,Saddiq Bey,DET,37,28.1,13.8,4.4,11.1,39.8,1.8,5.4,32.7,3.3,3.9,84.0,0.9,3.2,4.2,1.5,0.9,0.2,1.1,12.2
85,86,Tim Hardaway Jr.,DAL,36,28.3,13.8,4.5,11.8,38.4,2.8,7.9,35.7,1.9,2.4,78.4,0.3,2.8,3.1,1.6,0.9,0.1,0.9,10.8
86,87,Jarrett Allen,CLE,32,33.7,13.6,5.5,8.8,62.3,0.0,0.2,0.0,2.7,3.8,71.1,3.0,7.1,10.1,1.4,0.8,1.2,1.5,21.3
87,88,Rudy Gobert,MIN,33,31.3,13.5,5.2,7.7,67.2,0.0,0.1,0.0,3.2,4.8,67.3,3.4,8.2,11.7,0.9,0.8,1.4,1.6,22.6
88,89,Jonas Valanciunas,NOP,38,24.6,13.5,5.3,10.3,51.3,0.7,1.9,35.2,2.3,2.8,84.0,2.8,6.7,9.6,1.8,0.4,0.6,1.9,18.4
89,90,Kyle Lowry,MIA,34,35.1,13.4,4.2,10.4,40.8,2.3,6.5,35.1,2.7,3.1,85.8,0.8,3.7,4.5,5.7,1.1,0.5,2.1,16.5
90,91,Marcus Morris Sr.,LAC,36,29.9,13.4,4.9,11.1,44.3,2.1,5.5,38.9,1.4,1.8,80.0,0.5,4.6,5.1,1.8,0.7,0.5,1.0,13.9
91,92,Bones Hyland,DEN,29,20.9,13.4,4.6,11.2,40.8,2.5,6.1,41.0,1.7,2.0,83.1,0.3,1.9,2.3,3.4,0.7,0.3,1.9,11.2
92,93,John Collins,ATL,30,31.0,13.2,5.1,10.1,50.2,0.8,3.2,23.7,2.3,2.8,81.2,1.2,6.9,8.1,1.3,0.8,1.3,1.3,17.8
93,94,Malcolm Brogdon,BOS,32,23.4,13.1,4.5,9.7,46.6,1.7,3.9,42.1,2.5,2.8,87.8,0.8,3.3,4.2,3.8,0.6,0.3,1.7,14.7
94,95,Max Strus,MIA,37,30.2,12.9,4.6,11.4,40.4,2.7,7.9,33.8,1.0,1.2,84.1,0.6,2.9,3.5,1.9,0.8,0.2,0.9,11.4
95,96,Tre Jones,SAS,37,29.8,12.8,4.9,11.1,43.8,0.7,2.6,27.6,2.3,2.6,87.6,0.8,2.9,3.6,6.5,1.4,0.2,1.9,16.0
96,97,Trey Murphy III,NOP,35,28.5,12.7,4.3,8.9,47.8,2.3,5.6,41.6,1.9,2.1,91.7,0.9,3.2,4.1,1.3,1.0,0.5,0.7,14.1
97,98,Kelly Olynyk,UTA,36,28.7,12.4,4.1,8.1,50.7,1.5,3.5,42.1,2.8,3.3,83.3,1.2,3.8,4.9,3.2,1.1,0.6,2.3,15.5
98,99,Caris LeVert,CLE,35,31.1,12.4,4.4,11.0,40.1,1.6,4.4,35.7,2.0,2.7,75.3,0.7,3.5,4.2,3.7,0.8,0.2,1.7,12.3
99,100,De'Anthony Melton,PHI,34,30.4,12.2,4.5,10.4,43.2,2.5,6.2,40.6,0.6,0.9,71.0,1.1,3.6,4.8,3.1,2.0,0.5,1.5,14.8
100,101,Cameron Payne,PHX,28,24.0,12.1,4.5,11.0,41.2,1.7,4.5,37.8,1.4,1.8,77.6,0.3,2.0,2.3,5.3,0.9,0.2,2.0,12.0
101,102,Reggie Jackson,LAC,36,28.7,12.1,4.5,10.6,42.6,1.6,4.4,35.8,1.5,1.6,91.5,0.4,2.1,2.6,3.8,0.7,0.1,2.1,10.9
102,103,Jabari Smith Jr.,HOU,37,30.0,12.1,4.2,10.9,38.7,1.9,5.8,33.0,1.8,2.2,81.5,1.2,5.9,7.1,0.9,0.5,1.0,1.3,13.2
103,104,Clint Capela,ATL,27,27.5,12.0,5.4,8.6,63.6,0.0,0.0,0.0,1.1,1.9,60.0,4.3,7.6,11.9,0.7,0.6,1.3,1.0,21.8
104,105,Bol Bol,ORL,37,26.1,12.0,4.9,8.4,58.8,0.7,1.8,38.8,1.4,1.9,73.9,1.3,5.8,7.1,0.9,0.5,1.6,1.9,16.2
105,106,Nic Claxton,BKN,35,28.1,11.9,5.3,7.3,73.3,0.0,0.0,0.0,1.2,2.7,46.2,2.4,5.8,8.2,1.4,0.8,2.5,1.2,20.3
106,107,Jakob Poeltl,SAS,30,26.2,11.9,5.2,8.1,64.0,0.0,0.0,0.0,1.6,2.8,56.6,3.5,5.8,9.3,2.9,0.8,1.1,2.1,19.8
107,108,Immanuel Quickley,NYK,39,26.3,11.9,4.1,10.1,40.8,1.6,4.8,33.3,2.0,2.4,84.8,0.7,3.4,4.1,3.4,1.0,0.1,1.3,12.8
108,109,Isaiah Stewart,DET,34,28.3,11.6,4.0,8.8,45.8,1.5,4.2,35.0,2.1,2.8,74.7,2.1,5.7,7.8,1.1,0.4,0.7,1.4,14.9
109,110,Jaylen Nowell,MIN,39,20.5,11.5,4.6,10.6,43.5,1.2,4.0,29.5,1.1,1.4,78.6,0.7,2.1,2.8,2.2,0.7,0.1,1.0,10.0
110,111,John Wall,LAC,30,22.1,11.5,4.1,9.8,41.4,1.0,3.3,30.3,2.4,3.5,67.9,0.4,2.2,2.6,5.2,0.8,0.3,2.4,11.3
111,112,Eric Gordon,HOU,32,29.7,11.5,4.0,9.6,41.5,1.9,5.3,35.5,1.7,2.1,82.1,0.3,1.7,2.0,2.3,0.6,0.3,1.7,9.1
112,113,Keegan Murray,SAC,35,28.8,11.5,4.2,9.8,42.4,2.2,5.7,38.8,0.9,1.2,76.7,1.0,2.9,3.9,0.8,0.8,0.6,1.0,10.7
113,114,Jalen Williams,OKC,34,27.6,11.5,4.6,9.1,51.0,0.7,2.6,28.4,1.5,2.0,73.9,0.7,2.9,3.6,2.8,0.9,0.4,1.6,12.6
114,115,Kentavious Caldwell-Pope,DEN,36,31.6,11.4,4.1,8.6,47.2,2.1,4.4,47.5,1.2,1.4,82.7,0.5,2.6,3.1,2.2,1.1,0.3,1.2,12.2
115,116,Jaden McDaniels,MIN,36,30.4,11.4,4.5,8.6,52.6,1.1,2.9,37.7,1.3,1.6,76.3,1.3,2.3,3.6,1.8,1.1,1.1,1.5,13.0
116,117,Marcus Smart,BOS,34,32.9,11.1,4.0,9.5,42.4,1.7,5.2,33.3,1.3,1.7,76.3,0.7,2.7,3.4,7.4,1.3,0.4,2.2,15.4
117,118,Bruce Brown,DEN,36,29.2,11.1,4.4,8.8,49.7,1.3,3.2,40.5,1.0,1.2,79.5,0.8,3.3,4.1,3.9,0.9,0.6,1.6,14.3
118,119,Austin Reaves,LAL,36,28.9,10.8,3.4,7.1,48.8,1.3,3.5,36.0,2.6,2.9,89.6,0.6,2.4,3.1,2.2,0.6,0.4,1.4,11.8
119,120,Jalen McDaniels,CHA,39,26.1,10.7,3.9,8.6,45.8,1.2,3.5,34.8,1.7,1.9,87.8,0.8,3.9,4.7,2.1,1.1,0.6,1.3,13.0
120,121,Josh Richardson,SAS,28,22.9,10.6,3.8,9.0,42.3,1.6,4.6,35.4,1.4,1.6,86.4,0.6,1.9,2.5,3.0,0.8,0.1,1.6,10.0
121,122,Mason Plumlee,CHA,39,27.6,10.6,4.1,6.4,63.9,0.0,0.0,0.0,2.5,4.2,58.9,3.3,6.0,9.3,3.7,0.7,0.8,1.6,19.5
122,123,Naz Reid,MIN,31,18.1,10.6,4.2,7.7,54.6,1.0,2.8,36.0,1.1,1.8,63.6,0.9,3.9,4.8,1.0,0.5,1.0,1.2,12.5
123,124,Shake Milton,PHI,33,24.0,10.6,4.1,8.0,51.3,0.8,2.3,37.3,1.5,1.8,83.6,0.5,2.5,3.0,3.3,0.4,0.2,1.5,11.8
124,125,Kenyon Martin Jr.,HOU,38,24.0,10.5,4.2,7.5,55.4,0.8,2.7,31.7,1.4,2.1,64.2,1.3,3.4,4.8,1.4,0.5,0.3,1.1,12.2
125,126,Caleb Martin,MIA,34,31.4,10.4,4.0,8.6,45.9,1.4,3.7,38.9,1.0,1.3,77.3,1.5,3.3,4.8,1.9,1.0,0.4,1.1,12.3
126,127,Doug McDermott,SAS,33,20.2,10.3,3.8,8.1,47.0,1.9,4.7,41.3,0.7,0.9,74.2,0.3,1.9,2.2,1.5,0.1,0.2,1.0,8.7
127,128,Grayson Allen,MIL,35,27.6,10.2,3.3,7.7,42.6,1.8,4.7,37.3,1.9,2.1,90.4,1.0,2.7,3.7,2.7,0.7,0.2,1.1,11.7
128,129,Quentin Grimes,NYK,28,28.4,10.2,3.6,7.7,46.8,1.9,5.0,37.4,1.1,1.5,78.0,0.8,2.5,3.3,2.1,0.8,0.5,1.1,11.3
129,130,Ivica Zubac,LAC,37,29.9,10.2,4.0,6.4,62.4,0.0,0.0,0.0,2.2,3.2,68.1,3.5,7.4,10.8,1.0,0.4,1.4,2.1,18.3
130,131,Jalen Smith,IND,38,20.3,10.2,3.8,8.3,45.9,1.0,3.4,28.2,1.6,2.0,77.9,1.8,4.4,6.3,1.0,0.4,0.9,1.2,12.6
131,132,Mike Conley,UTA,29,29.3,10.1,3.4,8.8,38.6,1.8,5.0,35.9,1.6,2.1,75.4,0.4,1.8,2.2,7.5,1.1,0.2,1.7,13.6
132,133,Tyus Jones,MEM,37,23.3,10.1,3.8,8.6,44.2,1.5,3.9,39.3,1.0,1.4,76.0,0.4,1.9,2.3,4.6,0.8,0.1,0.9,11.8
133,134,AJ Griffin,ATL,34,21.5,10.1,4.0,8.7,46.1,1.6,4.5,36.4,0.4,0.5,87.5,0.6,1.6,2.2,1.1,1.0,0.1,0.8,9.0
134,135,Brandon Clarke,MEM,35,19.5,10.1,4.1,6.3,65.2,0.0,0.2,16.7,1.9,2.5,75.6,1.4,4.1,5.5,1.1,0.5,0.7,1.1,14.0
135,136,Derrick White,BOS,38,26.2,10.0,3.4,7.6,44.6,1.5,4.1,36.8,1.8,2.1,85.9,0.6,2.4,3.1,3.2,0.8,0.9,1.0,12.4
136,137,Ayo Dosunmu,CHI,36,27.3,9.9,4.0,7.9,50.5,0.9,2.8,33.3,1.0,1.3,77.8,0.7,2.6,3.3,2.7,0.8,0.4,1.4,11.5
137,138,Cedi Osman,CLE,37,23.6,9.9,3.6,7.9,46.4,1.5,4.3,34.0,1.1,1.7,66.7,0.3,2.4,2.7,1.6,0.5,0.1,0.9,9.1
138,139,Chris Boucher,TOR,33,21.6,9.8,3.4,7.6,45.2,0.7,2.7,26.7,2.2,3.0,75.5,2.1,3.7,5.8,0.5,0.7,0.7,0.6,12.1
139,140,Patrick Williams,CHI,38,28.7,9.8,3.7,8.0,46.2,1.4,3.4,41.1,1.0,1.1,92.9,0.9,3.2,4.1,1.3,0.7,0.9,1.4,11.0
140,141,Monte Morris,WAS,34,28.6,9.8,3.7,8.2,45.4,1.3,3.4,37.4,1.0,1.3,77.8,0.4,3.1,3.5,5.4,0.8,0.2,0.9,13.9
141,142,Josh Hart,POR,35,34.5,9.6,3.6,7.1,50.2,0.7,1.9,34.3,1.8,2.4,73.8,2.0,6.3,8.3,4.1,1.2,0.2,1.7,17.4
142,143,Corey Kispert,WAS,31,28.0,9.5,3.4,6.9,48.8,1.7,4.3,40.9,1.0,1.3,80.0,0.5,2.1,2.6,1.4,0.6,0.1,0.7,9.8
143,144,Aaron Nesmith,IND,34,23.1,9.5,3.3,7.8,42.8,1.5,4.2,36.6,1.4,1.5,90.2,0.8,2.9,3.7,1.3,0.6,0.5,0.9,10.2
144,144,Santi Aldama,MEM,34,23.2,9.5,3.4,7.1,47.5,1.3,3.5,37.0,1.5,2.0,72.5,1.2,3.9,5.1,1.3,0.7,0.9,0.6,12.7
