,#,PLAYER,TEAM,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,EFF
59,60,Raef LaFrentz,DAL,78,31.5,13.5,5.4,11.8,45.8,1.3,3.4,38.8,1.3,1.9,69.5,2.3,5.2,7.4,1.1,0.7,2.7,1.2,17.3
60,61,John Stockton,UTA,82,31.3,13.4,4.9,9.5,51.7,0.3,1.0,32.1,3.4,3.9,85.7,0.7,2.5,3.2,8.2,1.9,0.3,2.5,19.4
61,61,Kerry Kittles,NJN,82,31.7,13.4,5.3,11.5,46.6,1.2,3.0,40.5,1.6,2.1,74.4,0.8,2.5,3.4,2.6,1.6,0.4,1.3,13.4
62,63,Quentin Richardson,LAC,81,26.6,13.3,4.9,11.4,43.2,1.6,4.3,38.1,1.8,2.3,76.5,1.4,2.7,4.1,1.6,1.0,0.3,1.3,11.9
63,64,Chauncey Billups,MIN,82,28.7,12.5,4.2,10.0,42.3,1.5,3.8,39.4,2.5,2.9,88.5,0.4,2.3,2.8,5.5,0.8,0.2,1.7,14.0
64,65,Desmond Mason,SEA,75,32.2,12.4,4.8,10.3,46.4,0.2,0.8,27.1,2.7,3.2,84.8,1.2,3.5,4.7,1.4,0.9,0.4,1.4,12.4
65,66,Darrell Armstrong,ORL,82,33.3,12.4,4.2,10.1,41.9,1.7,4.9,34.9,2.2,2.5,88.8,1.0,2.9,3.9,5.5,1.9,0.1,2.1,15.5
66,67,Marcus Fizer,CHI,76,25.9,12.3,4.9,11.2,43.8,0.1,0.5,17.1,2.5,3.7,66.8,1.7,3.9,5.6,1.6,0.6,0.3,1.7,11.3
67,68,Larry Hughes,GSW,73,28.0,12.3,4.7,11.1,42.3,0.2,1.3,19.4,2.6,3.5,73.7,1.1,2.2,3.4,4.3,1.5,0.3,2.3,12.1
68,69,David Robinson,SAS,78,29.6,12.2,4.4,8.6,50.7,0.0,0.0,0.0,3.4,5.1,68.1,2.4,5.8,8.3,1.2,1.1,1.8,1.3,17.4
69,70,Chucky Atkins,DET,79,28.9,12.1,4.7,10.0,46.6,1.7,4.3,41.1,1.1,1.5,69.2,0.4,1.6,2.0,3.3,0.9,0.1,1.6,11.1
70,71,Doug Christie,SAC,81,34.5,12.0,4.2,9.1,46.0,1.1,3.2,35.2,2.5,3.0,85.1,0.9,3.7,4.6,4.2,2.0,0.3,2.0,15.7
71,72,Anfernee Hardaway,PHX,80,30.8,12.0,4.9,11.6,41.8,0.3,1.0,27.7,2.0,2.4,81.0,1.2,3.2,4.4,4.1,1.5,0.4,2.4,12.7
72,73,Rodney Rogers,BOS,77,24.4,11.9,4.6,9.8,47.1,1.1,3.1,37.4,1.5,1.9,78.5,1.7,2.8,4.5,1.5,0.9,0.4,1.4,12.1
73,74,Alvin Williams,TOR,82,35.7,11.8,4.9,11.8,41.5,0.8,2.4,32.1,1.3,1.7,73.6,0.7,2.7,3.4,5.7,1.6,0.3,1.8,13.7
74,75,Matt Harpring,PHI,81,31.4,11.8,4.8,10.3,46.1,0.3,0.9,30.4,2.0,2.7,74.3,2.5,4.6,7.1,1.3,0.9,0.1,1.6,13.3
75,76,Tim Thomas,MIL,74,26.9,11.7,4.3,10.2,42.0,1.3,3.9,32.6,1.9,2.4,79.3,0.9,3.2,4.1,1.4,0.9,0.4,1.7,10.4
76,77,Troy Hudson,ORL,81,22.9,11.7,4.4,10.1,43.4,0.8,2.3,35.3,2.2,2.5,87.6,0.4,1.4,1.8,3.1,0.7,0.1,2.0,9.4
77,78,Ricky Davis,CLE,82,23.8,11.7,4.6,9.5,48.1,0.1,0.4,31.4,2.4,3.0,79.0,0.8,2.2,3.0,2.2,0.8,0.3,1.8,10.6
78,79,Steven Smith,SAS,77,28.7,11.6,4.0,8.9,45.5,1.5,3.2,47.2,2.1,2.4,87.8,0.6,1.9,2.5,2.0,0.7,0.2,1.4,10.5
79,80,Dikembe Mutombo,PHI,80,36.3,11.5,4.0,8.0,50.1,0.0,0.0,0.0,3.5,4.6,76.4,3.2,7.6,10.8,1.0,0.4,2.4,2.0,19.0
80,81,Voshon Lenard,DEN,71,23.3,11.5,4.4,10.8,41.0,1.3,3.4,37.1,1.3,1.7,78.3,0.5,2.0,2.6,1.8,0.8,0.4,1.3,9.0
81,82,Keon Clark,TOR,81,27.0,11.3,4.7,9.6,49.0,0.0,0.1,0.0,1.9,2.8,67.4,2.2,5.2,7.4,1.1,0.7,1.5,1.7,14.5
82,83,Derek Fisher,LAL,70,28.2,11.2,3.9,9.5,41.1,2.1,5.0,41.3,1.3,1.6,84.7,0.2,1.9,2.1,2.6,0.9,0.1,0.9,10.2
83,84,Danny Fortson,GSW,77,28.8,11.2,4.0,9.4,42.8,0.0,0.1,25.0,3.2,4.0,79.5,3.8,7.9,11.7,1.6,0.6,0.2,2.1,17.1
84,85,Ruben Patterson,POR,75,23.5,11.2,4.3,8.3,51.5,0.1,0.5,25.0,2.6,3.7,70.1,2.1,1.9,4.0,1.4,1.1,0.5,1.5,11.5
85,86,Vlade Divac,SAC,80,30.3,11.1,4.2,9.0,47.2,0.0,0.2,23.1,2.6,4.3,61.5,2.6,5.8,8.4,3.7,1.0,1.2,2.0,17.0
86,87,Michael Olowokandi,LAC,80,32.1,11.1,4.8,11.1,43.3,0.0,0.0,0.0,1.5,2.4,62.2,2.1,6.8,8.9,1.1,0.7,1.8,2.2,14.2
87,88,Bobby Jackson,SAC,81,21.6,11.1,4.1,9.3,44.3,1.0,2.7,36.1,1.8,2.3,81.0,1.0,2.1,3.1,2.0,0.9,0.1,1.1,10.5
88,89,Pat Garrity,ORL,80,30.0,11.1,4.1,9.6,42.6,2.1,5.0,42.7,0.8,0.9,83.6,1.0,3.3,4.2,1.2,0.8,0.4,0.9,11.1
89,90,Derek Anderson,POR,70,26.5,10.8,3.5,8.7,40.4,1.2,3.3,37.3,2.5,3.0,85.6,0.7,2.0,2.7,3.1,1.0,0.1,1.2,10.8
90,91,Lee Nailon,CHH,79,24.2,10.8,4.7,9.7,48.3,0.0,0.0,50.0,1.4,1.9,74.7,1.3,2.4,3.7,1.2,0.7,0.2,1.2,9.9
91,92,Andrei Kirilenko,UTA,82,26.3,10.7,3.5,7.7,45.0,0.3,1.2,25.0,3.5,4.5,76.8,1.8,3.1,4.9,1.1,1.4,1.9,1.3,13.5
92,93,James Posey,DEN,73,30.7,10.7,3.8,10.1,37.6,0.9,3.2,28.3,2.2,2.8,79.3,1.5,4.4,5.9,2.5,1.6,0.5,1.7,12.5
93,94,Joe Smith,MIN,72,26.7,10.7,4.1,8.1,51.1,0.0,0.0,66.7,2.4,2.9,83.0,2.1,4.2,6.3,1.1,0.5,0.8,1.2,13.8
94,95,Rod Strickland,MIA,76,30.1,10.4,4.2,9.4,44.3,0.1,0.3,30.8,2.0,2.6,76.6,0.6,2.4,3.1,6.1,1.1,0.1,2.1,12.9
95,96,Chris Whitney,WAS,82,26.5,10.2,3.3,8.0,41.8,1.6,3.9,40.6,1.9,2.1,88.0,0.1,1.7,1.9,3.8,0.9,0.1,1.0,10.8
96,97,Hedo Turkoglu,SAC,80,24.6,10.1,3.6,8.6,42.2,0.8,2.1,36.8,2.1,2.9,72.6,0.8,3.8,4.5,2.0,0.7,0.4,1.0,11.0
97,98,Bob Sura,GSW,78,22.9,10.0,3.2,7.6,42.4,0.5,1.7,31.6,3.0,4.2,72.0,1.1,2.1,3.3,3.5,1.1,0.2,1.7,10.9
98,99,Nazr Mohammed,ATL,82,26.4,9.7,4.0,8.7,46.1,0.0,0.0,0.0,1.7,2.7,61.7,3.0,5.0,7.9,0.4,0.8,0.7,1.4,12.4
99,100,Kenny Anderson,BOS,76,31.9,9.6,4.1,9.4,43.6,0.1,0.4,27.3,1.3,1.7,74.2,0.8,2.9,3.6,5.3,1.9,0.1,1.6,13.2
100,101,Anthony Mason,MIL,82,38.3,9.6,3.9,7.6,50.5,0.0,0.0,100,1.9,2.7,69.7,1.5,6.4,7.9,4.2,0.7,0.3,1.6,16.5
101,102,Dale Davis,POR,78,31.4,9.5,3.8,7.4,51.0,0.0,0.0,0.0,1.9,2.7,70.8,3.4,5.5,8.8,1.2,0.8,1.1,0.8,16.2
102,103,Darius Miles,LAC,82,27.1,9.5,3.8,7.8,48.1,0.0,0.2,15.8,1.9,3.1,62.0,1.3,4.2,5.5,2.2,0.9,1.3,2.0,12.2
103,104,Malik Rose,SAS,82,21.1,9.4,3.6,7.7,46.3,0.0,0.1,8.3,2.3,3.1,72.0,2.1,3.9,6.0,0.7,0.9,0.5,1.7,10.8
104,105,Richard Jefferson,NJN,79,24.3,9.4,3.4,7.5,45.7,0.2,0.7,23.2,2.4,3.4,71.3,1.1,2.6,3.7,1.8,0.8,0.6,1.4,9.9
105,106,Jamaal Tinsley,IND,80,30.5,9.4,3.6,9.5,38.0,0.5,2.2,24.0,1.6,2.3,70.4,1.0,2.8,3.7,8.1,1.7,0.5,3.4,13.5
106,107,Brian Grant,MIA,72,31.3,9.3,4.0,8.5,46.9,0.0,0.0,0.0,1.4,1.7,84.9,2.3,5.7,8.0,1.9,0.7,0.4,1.7,13.9
107,108,Antonio Daniels,SAS,82,26.5,9.2,3.3,7.5,44.0,0.7,2.4,29.1,1.9,2.6,75.2,0.3,1.9,2.1,2.8,0.6,0.1,0.9,9.2
108,109,Tony Parker,SAS,77,29.4,9.2,3.5,8.3,41.9,0.8,2.5,32.3,1.4,2.1,67.5,0.4,2.1,2.6,4.3,1.2,0.1,2.0,9.8
109,110,Lucious Harris,NJN,74,21.0,9.1,3.4,7.3,46.4,0.6,1.6,37.3,1.8,2.1,84.2,0.7,2.1,2.8,1.6,0.7,0.1,0.8,9.2
110,111,Jon Barry,DET,82,24.2,9.0,3.1,6.4,48.9,1.5,3.1,46.9,1.3,1.4,93.1,0.5,2.3,2.9,3.3,1.1,0.2,1.4,11.9
111,112,Anthony Peeler,MIN,82,25.1,9.0,3.5,8.3,42.1,1.4,3.5,39.2,0.6,0.7,86.2,0.5,2.1,2.5,2.2,0.7,0.1,0.9,8.7
112,113,Eric Piatkowski,LAC,71,24.2,8.8,2.9,6.6,43.9,1.6,3.4,46.6,1.4,1.6,89.4,0.6,2.0,2.6,1.6,0.6,0.2,0.9,8.9
113,114,Eddie Griffin,HOU,73,26.0,8.8,3.3,9.1,36.6,1.2,3.7,33.0,0.9,1.2,74.4,1.6,4.1,5.7,0.7,0.2,1.8,0.6,10.6
114,115,Trenton Hassell,CHI,78,28.7,8.7,3.4,8.1,42.5,0.8,2.1,36.4,1.1,1.5,76.3,0.8,2.4,3.3,2.2,0.7,0.6,1.3,9.2
115,116,Jamaal Magloire,CHH,82,18.9,8.5,2.8,5.0,55.1,0.0,0.0,0.0,3.0,4.1,73.0,1.9,3.8,5.6,0.4,0.3,1.0,1.4,11.1
116,117,Rasho Nesterovic,MIN,82,27.0,8.4,4.0,8.0,49.3,0.0,0.0,0.0,0.5,0.9,54.9,2.4,4.1,6.5,0.9,0.5,1.3,1.1,12.1
117,118,Mark Jackson,NYK,82,28.9,8.4,3.2,7.2,43.9,1.0,2.4,40.5,1.1,1.3,79.1,0.7,3.1,3.8,7.4,0.9,0.0,1.8,14.3
118,119,P.J. Brown,CHH,80,32.0,8.4,3.1,6.6,47.4,0.0,0.0,0.0,2.1,2.5,85.8,3.4,6.4,9.8,1.3,0.7,1.0,1.1,16.4
119,120,DerMarr Johnson,ATL,72,24.0,8.4,3.0,7.5,39.6,1.2,3.4,36.0,1.2,1.5,81.0,0.8,2.6,3.4,1.1,0.9,0.8,1.4,8.3
120,121,Jumaine Jones,CLE,81,26.5,8.3,3.5,7.9,44.8,0.6,2.1,31.0,0.6,0.8,66.2,1.5,4.5,6.0,1.4,0.9,0.6,1.0,11.6
121,122,Moochie Norris,HOU,82,27.4,8.1,3.1,7.7,39.8,0.4,1.6,26.9,1.5,2.1,75.1,0.9,2.1,3.0,4.9,1.0,0.0,1.9,10.0
122,123,Horace Grant,ORL,76,29.1,8.0,3.5,6.8,51.3,0.0,0.0,0.0,1.1,1.5,72.1,2.1,4.2,6.3,1.4,0.8,0.6,0.7,12.7
123,124,Rick Fox,LAL,82,27.9,7.9,3.1,7.4,42.1,0.8,2.5,31.3,0.9,1.0,82.4,1.1,3.6,4.7,3.5,0.8,0.3,1.6,11.1
124,125,Travis Best,CHI,74,23.6,7.9,3.1,7.0,44.0,0.3,0.8,35.6,1.4,1.6,89.7,0.3,1.8,2.0,4.4,1.2,0.1,1.3,10.1
125,126,Tyronn Lue,WAS,71,20.6,7.8,3.1,7.3,42.7,0.9,2.0,44.7,0.7,0.9,76.2,0.2,1.5,1.7,3.5,0.7,0.0,1.4,7.9
126,127,Othella Harrington,NYK,77,20.3,7.7,3.1,5.8,52.7,0.0,0.0,0.0,1.6,2.2,70.9,1.6,2.9,4.5,0.5,0.4,0.5,1.2,9.0
127,128,Chris Mihm,CLE,74,22.4,7.7,3.0,7.1,42.0,0.0,0.1,42.9,1.7,2.4,69.3,1.8,3.5,5.3,0.3,0.2,1.2,1.3,8.6
128,129,Erick Strickland,BOS,79,20.8,7.7,2.4,6.2,38.9,1.2,3.1,38.5,1.7,2.0,84.5,0.3,2.4,2.7,2.3,0.7,0.0,1.2,8.2
129,130,Ben Wallace,DET,80,36.5,7.6,3.2,6.0,53.1,0.0,0.0,0.0,1.2,2.9,42.3,4.0,9.0,13.0,1.4,1.7,3.5,0.9,21.9
130,131,Erick Dampier,GSW,73,23.8,7.6,2.9,6.6,43.5,0.0,0.0,0.0,1.9,2.9,64.5,2.3,3.0,5.3,1.2,0.2,2.3,2.1,9.7
131,132,Joe Johnson,PHX,77,24.9,7.5,3.3,7.6,43.0,0.5,1.7,29.2,0.5,0.7,77.4,1.0,2.4,3.3,2.3,0.8,0.3,0.9,8.8
132,133,Jonathan Bender,IND,78,21.1,7.4,2.5,5.9,43.0,0.6,1.6,36.0,1.8,2.3,77.3,0.8,2.3,3.1,0.8,0.2,0.6,1.2,7.1
133,134,Aaron Williams,NJN,82,18.9,7.2,2.8,5.4,52.6,0.0,0.0,0.0,1.6,2.3,69.9,1.4,2.7,4.1,0.9,0.4,0.9,1.0,9.4
134,135,Devean George,LAL,82,21.5,7.1,2.6,6.4,41.1,0.8,2.2,37.1,1.0,1.5,67.5,1.0,2.7,3.7,1.4,0.9,0.5,0.8,8.5
135,136,Popeye Jones,WAS,79,24.3,7.0,2.8,6.4,43.7,0.1,0.1,36.4,1.3,1.6,81.5,2.9,4.4,7.3,1.6,0.6,0.2,1.1,11.8
136,137,Zeljko Rebraca,DET,74,15.9,6.9,2.6,5.1,50.5,0.0,0.0,0.0,1.8,2.4,77.1,1.1,2.8,3.9,0.5,0.4,1.0,1.1,8.6
137,138,Tony Battie,BOS,74,24.6,6.9,2.9,5.3,54.1,0.0,0.0,0.0,1.2,1.8,67.7,2.5,4.0,6.5,0.5,0.8,0.9,0.7,11.9
138,139,Robert Horry,LAL,81,26.4,6.8,2.3,5.7,39.8,0.9,2.5,37.4,1.3,1.7,78.3,1.6,4.3,5.9,2.9,1.0,1.1,1.1,12.7
139,140,Austin Croshere,IND,76,16.9,6.8,2.4,5.9,41.3,0.6,1.9,33.8,1.3,1.5,85.1,1.0,2.9,3.9,1.0,0.3,0.4,0.9,7.8
140,141,Eddy Curry,CHI,72,16.0,6.7,2.6,5.2,50.1,0.0,0.0,0.0,1.5,2.2,65.6,1.5,2.2,3.8,0.3,0.2,0.7,1.0,7.5
141,142,Scott Padgett,UTA,75,17.2,6.7,2.5,5.3,47.6,0.7,1.5,43.4,1.0,1.4,73.5,1.5,2.3,3.8,1.1,0.6,0.2,0.9,8.3
142,143,Jacque Vaughn,ATL,82,22.6,6.6,2.5,5.3,47.0,0.3,0.7,44.4,1.3,1.5,82.5,0.2,1.8,2.0,4.3,0.8,0.0,1.4,9.2
143,144,Kelvin Cato,HOU,75,25.6,6.6,2.5,4.3,58.3,0.0,0.0,0.0,1.5,2.6,58.2,2.3,4.7,7.0,0.4,0.5,1.3,0.7,12.2
144,145,Jarron Collins,UTA,70,20.6,6.4,2.3,4.9,46.1,0.0,0.0,0.0,1.9,2.6,74.0,2.0,2.3,4.2,0.8,0.4,0.3,0.8,8.1
145,146,Eric Williams,BOS,74,23.6,6.4,1.9,5.2,37.4,0.3,1.2,27.9,2.2,3.0,73.1,0.8,2.2,3.0,1.5,1.0,0.1,1.3,6.6
