,#,PLAYER,TEAM,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,EFF
146,147,Arvydas Sabonis,POR,78,15.5,6.1,2.2,4.6,47.6,0.0,0.1,50.0,1.7,2.1,78.7,1.1,3.2,4.3,1.8,0.8,0.6,1.0,9.8
147,148,Walter McCarty,BOS,82,23.8,6.1,2.1,5.1,41.4,1.1,3.0,36.7,0.7,1.2,62.2,0.8,2.7,3.5,1.3,1.0,0.3,0.8,7.9
148,149,Greg Buckner,PHI,75,20.2,6.0,2.5,5.3,46.5,0.2,0.7,27.3,0.9,1.1,80.2,1.0,1.9,2.9,1.3,1.0,0.2,0.8,7.5
149,150,Brian Skinner,PHI,77,17.9,6.0,2.4,4.3,55.0,0.0,0.0,0.0,1.3,2.1,60.2,1.8,3.0,4.8,0.2,0.6,0.7,0.8,8.7
150,151,Gary Trent,MIN,80,15.3,6.0,2.6,4.9,53.5,0.0,0.0,0.0,0.8,1.3,59.4,1.3,2.3,3.6,1.0,0.4,0.3,0.7,7.7
151,152,Jacque Vaughn,ORL,80,21.1,5.9,2.3,5.1,44.8,0.1,0.4,23.5,1.2,1.6,77.6,0.3,1.2,1.5,2.9,0.8,0.0,1.2,6.7
152,153,Jeff McInnis,POR,75,17.5,5.8,2.5,5.6,44.4,0.1,0.5,17.1,0.7,0.9,74.6,0.3,1.0,1.3,2.3,0.3,0.0,1.0,5.3
153,154,Mike Dunleavy,GSW,82,15.9,5.7,2.0,5.1,40.3,0.6,1.8,34.7,1.0,1.2,78.0,0.8,1.8,2.6,1.3,0.6,0.2,1.0,6.1
154,154,Scott Padgett,UTA,82,16.1,5.7,2.1,5.2,40.2,0.5,1.6,33.8,1.0,1.3,75.7,1.0,2.3,3.3,1.0,0.5,0.3,0.9,6.6
155,156,Jason Collins,NJN,81,23.5,5.7,1.7,4.2,41.4,0.0,0.0,0.0,2.2,2.9,76.3,1.7,2.9,4.5,1.1,0.6,0.5,1.0,8.2
156,157,Vladimir Stepania,MIA,79,20.2,5.6,2.3,5.4,43.3,0.0,0.0,0.0,0.9,1.7,53.0,2.7,4.3,7.0,0.3,0.6,0.5,0.9,9.2
157,158,Earl Watson,MEM,79,17.3,5.5,2.2,4.9,43.5,0.4,1.2,34.1,0.8,1.1,72.1,0.6,1.5,2.1,2.8,1.1,0.2,1.1,7.5
158,159,Marc Jackson,MIN,77,13.5,5.5,2.0,4.5,43.8,0.0,0.0,100,1.5,1.9,76.5,1.1,1.8,2.9,0.5,0.3,0.4,0.8,5.8
159,160,Greg Ostertag,UTA,81,23.8,5.4,2.1,4.0,51.8,0.0,0.0,0.0,1.2,2.4,51.0,2.2,4.0,6.2,0.7,0.2,1.8,1.3,10.0
160,161,Adonal Foyle,GSW,82,21.8,5.4,2.3,4.2,53.6,0.0,0.0,0.0,0.9,1.3,67.3,2.1,3.8,6.0,0.5,0.5,2.5,0.9,11.5
161,162,Casey Jacobsen,PHX,72,15.9,5.1,1.7,4.5,37.3,0.7,2.3,31.5,1.0,1.5,68.6,0.4,0.8,1.2,1.0,0.5,0.1,0.8,3.8
162,163,Junior Harrington,DEN,82,24.4,5.1,2.1,5.7,36.2,0.1,0.3,25.0,0.9,1.4,65.2,0.5,2.5,3.0,3.4,1.0,0.2,1.9,6.7
163,164,Milt Palacio,CLE,80,24.7,5.0,2.0,4.9,41.8,0.1,0.5,21.6,0.8,1.1,74.7,0.6,2.3,2.9,3.2,0.9,0.2,1.6,7.5
164,165,Mark Blount,BOS,81,17.3,5.0,1.9,4.3,43.2,0.0,0.0,0.0,1.2,1.7,72.7,1.4,2.4,3.8,0.7,0.5,0.8,1.3,6.6
165,166,Alan Henderson,ATL,82,18.2,4.8,1.9,4.0,46.8,0.0,0.0,0.0,1.1,1.7,63.8,1.9,3.0,4.9,0.5,0.4,0.4,0.7,7.5
166,167,Andrew DeClercq,ORL,77,17.2,4.7,1.9,3.6,53.4,0.0,0.0,0.0,0.9,1.4,64.4,1.8,2.6,4.4,0.7,0.5,0.5,1.1,7.5
167,168,Bo Outlaw,PHX,80,22.5,4.7,1.9,3.5,55.0,0.0,0.0,0.0,0.9,1.5,62.1,1.7,2.9,4.6,1.4,0.6,0.9,1.0,9.2
168,169,Mark Jackson,UTA,82,17.9,4.7,1.8,4.5,39.8,0.3,1.2,28.4,0.7,1.0,76.3,0.4,1.7,2.1,4.6,0.6,0.0,1.9,7.2
169,170,Kelvin Cato,HOU,73,17.1,4.5,1.8,3.5,52.0,0.0,0.1,0.0,0.9,1.7,53.2,1.8,4.1,5.9,0.3,0.5,1.2,0.8,9.1
170,171,Bryon Russell,WAS,70,19.8,4.5,1.5,4.4,35.3,0.7,2.0,32.9,0.8,1.0,76.8,0.6,2.4,3.0,1.0,1.0,0.1,0.8,5.8
171,172,George Lynch,NOH,81,18.5,4.5,1.8,4.4,40.9,0.3,1.0,35.4,0.5,0.9,55.4,1.7,2.6,4.4,1.3,0.8,0.2,0.6,7.5
172,173,Adrian Griffin,DAL,74,18.6,4.4,2.0,4.6,43.3,0.1,0.3,25.0,0.4,0.4,84.4,1.2,2.4,3.6,1.4,1.0,0.1,0.6,7.2
173,174,Michael Doleac,NYK,75,13.9,4.4,1.9,4.6,42.6,0.0,0.0,0.0,0.5,0.6,78.3,0.9,2.1,2.9,0.6,0.2,0.2,0.7,4.9
174,175,Moochie Norris,HOU,82,16.8,4.4,1.6,4.0,40.6,0.1,0.5,24.4,1.0,1.4,68.4,0.5,1.5,1.9,2.4,0.7,0.0,1.0,5.5
175,176,Sean Rooks,LAC,70,19.2,4.2,1.8,4.2,42.1,0.0,0.0,0.0,0.7,0.8,81.0,0.8,2.3,3.1,1.0,0.5,0.6,0.9,5.9
176,177,Kevin Willis,SAS,71,11.8,4.2,1.7,3.6,47.9,0.0,0.0,0.0,0.7,1.2,61.4,1.2,2.0,3.2,0.3,0.3,0.3,0.8,5.1
177,178,Trenton Hassell,CHI,82,24.4,4.2,1.8,4.8,36.7,0.2,0.5,32.5,0.5,0.7,74.5,0.5,2.7,3.1,1.8,0.5,0.7,1.0,6.2
178,179,Steve Kerr,SAS,75,12.7,4.0,1.5,3.4,43.0,0.7,1.7,39.5,0.4,0.5,88.2,0.2,0.6,0.8,0.9,0.4,0.0,0.5,3.7
179,180,Nikoloz Tskitishvili,DEN,81,16.3,3.9,1.4,4.9,29.3,0.5,1.9,24.3,0.6,0.8,73.8,0.8,1.4,2.2,1.1,0.4,0.4,1.0,3.3
180,181,Brian Shaw,LAL,72,12.5,3.5,1.4,3.6,38.7,0.5,1.5,34.9,0.1,0.2,66.7,0.3,1.4,1.7,1.4,0.4,0.2,0.8,4.1
181,182,Raja Bell,DAL,75,15.6,3.1,1.2,2.8,44.1,0.3,0.7,41.2,0.3,0.5,67.6,0.6,1.3,1.9,0.8,0.7,0.1,0.6,4.3
182,183,Stacey Augmon,NOH,70,12.3,3.0,1.1,2.7,41.1,0.0,0.1,0.0,0.8,1.0,75.0,0.4,1.3,1.7,1.0,0.4,0.1,0.6,3.8
183,184,Michael Curry,DET,78,19.9,3.0,1.2,2.9,40.2,0.2,0.7,29.6,0.5,0.6,80.0,0.2,1.4,1.6,1.3,0.6,0.1,0.6,4.2
184,185,Kareem Rush,LAL,76,11.5,3.0,1.3,3.2,39.3,0.3,0.9,27.9,0.2,0.3,69.6,0.3,0.9,1.2,0.9,0.1,0.1,0.8,2.5
185,186,Jeryl Sasser,ORL,75,13.7,2.6,0.9,2.8,30.9,0.2,0.6,29.5,0.7,1.0,67.9,0.9,1.6,2.5,0.9,0.6,0.2,0.5,3.9
186,187,Darvin Ham,ATL,75,12.3,2.4,0.9,2.1,44.7,0.0,0.0,0.0,0.5,1.1,48.1,1.0,1.1,2.0,0.5,0.2,0.3,0.9,2.8
187,188,Jeff Foster,IND,77,10.4,2.1,0.8,2.3,36.0,0.0,0.0,0.0,0.4,0.8,54.0,1.5,2.1,3.6,0.7,0.4,0.3,0.4,4.7
188,189,DeSagana Diop,CLE,80,11.8,1.5,0.7,1.9,35.1,0.0,0.0,0.0,0.1,0.4,36.7,0.8,1.9,2.7,0.5,0.4,1.0,0.7,4.0
