,#,PLAYER,TEAM,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,EFF
10,11,Allan Houston,NYK,82,37.9,22.5,8.0,17.9,44.5,2.2,5.5,39.6,4.4,4.8,91.9,0.3,2.5,2.8,2.7,0.7,0.1,2.2,16.3
11,12,Stephon Marbury,PHX,81,40.0,22.3,8.3,18.9,43.9,1.1,3.7,30.1,4.6,5.8,80.3,0.7,2.6,3.2,8.1,1.3,0.2,3.2,20.2
12,13,Antawn Jamison,GSW,82,39.3,22.2,8.4,17.9,47.0,0.8,2.5,31.1,4.6,5.8,78.9,2.4,4.7,7.0,1.9,0.9,0.5,2.2,19.8
13,14,Jalen Rose,CHI,82,40.9,22.1,7.8,19.3,40.6,1.6,4.4,37.0,4.9,5.7,85.4,0.8,3.5,4.3,4.8,0.9,0.3,3.5,16.6
14,15,Jamal Mashburn,NOH,82,40.5,21.6,8.2,19.3,42.2,1.5,3.7,38.9,3.8,4.5,84.8,0.8,5.3,6.1,5.6,1.0,0.2,2.8,19.9
15,16,Jerry Stackhouse,WAS,70,39.2,21.5,7.0,17.2,40.9,1.0,3.5,29.0,6.5,7.4,87.8,0.9,2.8,3.7,4.5,0.9,0.4,2.8,17.3
16,17,Shawn Marion,PHX,81,41.6,21.2,8.2,18.1,45.2,1.7,4.5,38.7,3.1,3.6,85.1,2.5,7.1,9.5,2.4,2.3,1.2,1.9,24.2
17,18,Steve Francis,HOU,81,41.0,21.0,7.0,16.2,43.5,1.0,3.0,35.4,5.9,7.3,80.0,2.0,4.2,6.2,6.2,1.7,0.5,3.7,21.3
18,19,Glenn Robinson,ATL,69,37.6,20.8,7.8,18.1,43.2,1.3,3.8,34.2,3.9,4.4,87.6,1.2,5.4,6.6,3.0,1.3,0.4,3.6,17.7
19,20,Jermaine O'Neal,IND,77,37.2,20.8,7.9,16.4,48.4,0.1,0.3,33.3,4.8,6.6,73.1,2.6,7.7,10.3,2.0,0.9,2.3,2.3,23.7
20,21,Ricky Davis,CLE,79,39.6,20.6,7.6,18.6,41.0,0.9,2.6,36.3,4.4,5.9,74.8,1.2,3.7,4.9,5.5,1.6,0.5,3.5,17.1
21,22,Karl Malone,UTA,81,36.2,20.6,7.3,15.9,46.2,0.0,0.2,21.4,5.9,7.7,76.3,1.4,6.4,7.8,4.7,1.7,0.4,2.6,22.1
22,23,Gary Payton,MIL,80,40.1,20.4,8.3,18.3,45.4,0.7,2.3,29.7,3.1,4.4,71.0,1.0,3.2,4.2,8.3,1.7,0.3,2.3,21.2
23,24,Antoine Walker,BOS,78,41.5,20.1,7.7,19.9,38.8,2.4,7.5,32.3,2.3,3.7,61.5,1.3,5.9,7.2,4.8,1.5,0.4,3.3,17.1
24,25,Michael Jordan,WAS,82,37.0,20.0,8.3,18.6,44.5,0.2,0.7,29.1,3.2,4.0,82.1,0.9,5.2,6.1,3.8,1.5,0.5,2.1,18.7
25,26,Shareef Abdur-Rahim,ATL,81,38.1,19.9,7.0,14.6,47.8,0.3,0.7,35.0,5.6,6.7,84.1,2.2,6.2,8.4,3.0,1.1,0.5,2.6,21.4
26,27,Sam Cassell,MIL,78,34.6,19.7,7.0,14.9,47.0,0.8,2.1,36.2,4.9,5.7,86.1,0.7,3.7,4.4,5.8,1.1,0.2,2.3,20.2
27,28,Richard Hamilton,DET,82,32.2,19.7,7.0,15.7,44.3,0.4,1.5,26.9,5.4,6.4,83.3,1.1,2.8,3.9,2.5,0.8,0.2,2.4,14.8
28,29,Peja Stojakovic,SAC,72,34.0,19.2,6.9,14.4,48.1,2.2,5.6,38.2,3.2,3.7,87.5,0.8,4.7,5.5,2.0,1.0,0.1,1.4,18.4
29,30,Pau Gasol,MEM,82,36.0,19.0,6.9,13.6,51.0,0.0,0.1,10.0,5.1,6.9,73.6,2.3,6.4,8.8,2.8,0.4,1.8,2.6,21.7
30,31,Jason Kidd,NJN,80,37.4,18.7,6.4,15.6,41.4,1.6,4.6,34.1,4.2,5.0,84.1,1.4,4.9,6.3,8.9,2.2,0.3,3.7,22.8
31,32,Juwan Howard,DEN,77,35.5,18.4,7.4,16.4,45.0,0.0,0.1,50.0,3.7,4.6,80.3,2.4,5.2,7.6,3.0,1.0,0.4,2.5,18.0
32,33,Gilbert Arenas,GSW,82,35.0,18.3,6.2,14.4,43.1,1.3,3.8,34.8,4.5,5.7,79.1,1.2,3.5,4.7,6.3,1.5,0.2,3.5,18.0
33,34,Rashard Lewis,SEA,77,39.5,18.1,6.7,14.9,45.2,1.0,2.8,34.6,3.7,4.5,82.0,2.0,4.6,6.5,1.7,1.3,0.5,1.9,17.3
34,35,Rasheed Wallace,POR,74,36.3,18.1,7.0,14.8,47.1,1.5,4.1,35.8,2.7,3.7,73.5,1.5,5.9,7.4,2.1,0.9,1.0,1.9,18.9
35,36,Steve Nash,DAL,82,33.1,17.7,6.3,13.6,46.5,1.4,3.3,41.3,3.8,4.1,90.9,0.8,2.1,2.9,7.3,1.0,0.1,2.3,19.0
36,37,Matt Harpring,UTA,78,32.8,17.6,6.7,13.1,51.1,0.8,2.1,41.3,3.4,4.2,79.2,2.4,4.2,6.6,1.7,0.9,0.2,2.1,17.7
37,38,Cuttino Mobley,HOU,73,41.7,17.5,6.3,14.6,43.4,1.5,4.4,35.2,3.3,3.9,85.8,1.0,3.2,4.2,2.8,1.3,0.5,2.3,15.2
38,39,Jason Terry,ATL,81,38.0,17.2,6.0,14.1,42.8,2.0,5.3,37.1,3.2,3.6,88.7,0.5,3.0,3.4,7.4,1.6,0.2,3.1,18.3
39,40,Zydrunas Ilgauskas,CLE,81,30.0,17.2,6.1,13.9,44.1,0.0,0.1,0.0,4.9,6.3,78.1,3.0,4.6,7.5,1.6,0.7,1.9,2.6,17.1
40,41,David Wesley,NOH,73,37.1,16.7,6.2,14.2,43.3,1.8,4.3,42.4,2.5,3.2,78.1,0.5,1.9,2.4,3.4,1.5,0.1,1.8,13.5
41,42,Kenyon Martin,NJN,77,34.1,16.7,6.6,14.1,47.0,0.1,0.6,20.9,3.3,5.1,65.3,2.1,6.2,8.3,2.4,1.3,0.9,2.5,17.9
42,43,Latrell Sprewell,NYK,74,38.6,16.4,6.1,15.2,40.3,1.8,4.9,37.2,2.3,2.9,79.4,0.6,3.2,3.9,4.5,1.4,0.3,2.3,14.4
43,44,Chauncey Billups,DET,74,31.4,16.2,4.9,11.8,42.1,2.0,5.1,39.2,4.3,4.9,87.8,0.5,3.2,3.7,3.9,0.9,0.2,1.8,15.6
44,45,Keith Van Horn,PHI,74,31.6,15.9,6.2,12.9,48.2,0.9,2.4,36.9,2.6,3.2,80.4,2.1,4.9,7.1,1.3,0.9,0.4,2.0,16.2
45,46,Jason Richardson,GSW,82,32.9,15.6,5.8,14.2,41.0,1.5,4.1,36.8,2.5,3.3,76.4,1.4,3.3,4.6,3.0,1.1,0.3,2.2,13.3
46,47,Richard Jefferson,NJN,80,36.0,15.5,5.7,11.4,50.1,0.1,0.3,25.0,4.1,5.5,74.3,1.9,4.6,6.4,2.5,1.0,0.6,2.0,17.0
47,48,Tony Parker,SAS,82,33.8,15.5,5.9,12.7,46.4,1.0,3.0,33.7,2.7,3.5,75.5,0.4,2.2,2.6,5.3,0.9,0.0,2.4,14.2
48,49,Caron Butler,MIA,78,36.6,15.4,5.5,13.2,41.6,0.4,1.4,31.8,4.0,4.8,82.4,1.7,3.4,5.1,2.7,1.8,0.4,2.5,14.3
49,50,Bonzi Wells,POR,75,31.9,15.2,5.8,13.2,44.1,0.5,1.7,29.2,3.0,4.2,72.2,1.3,3.9,5.3,3.3,1.6,0.2,2.9,14.2
50,51,Michael Redd,MIL,82,28.2,15.1,5.5,11.8,46.9,2.2,5.1,43.8,1.8,2.3,80.5,1.2,3.3,4.5,1.4,1.2,0.2,0.9,14.8
51,52,Desmond Mason,MIL,80,34.5,14.3,5.7,12.7,44.9,0.3,0.9,29.2,2.7,3.5,74.9,1.9,4.6,6.5,2.0,0.8,0.4,1.4,14.8
52,53,Troy Hudson,MIN,79,32.9,14.2,5.2,12.1,42.8,1.2,3.4,36.5,2.6,2.9,90.0,0.5,1.8,2.3,5.7,0.8,0.1,2.3,13.6
53,54,Morris Peterson,TOR,82,36.0,14.1,5.1,13.1,39.2,1.4,4.2,33.7,2.4,3.0,78.9,1.2,3.2,4.4,2.3,1.1,0.4,1.6,12.1
54,55,Kurt Thomas,NYK,81,31.8,14.0,6.1,12.7,48.3,0.0,0.0,66.7,1.7,2.3,75.0,2.0,5.9,7.9,2.0,1.0,1.2,1.7,17.2
55,56,Derek Anderson,POR,76,33.6,13.9,4.7,10.9,42.7,1.5,4.4,35.0,3.0,3.5,85.9,0.7,2.8,3.5,4.3,1.2,0.2,1.7,14.6
56,57,Andre Miller,LAC,80,36.4,13.6,4.7,11.6,40.6,0.3,1.4,21.3,3.9,4.9,79.5,1.1,2.9,4.0,6.7,1.2,0.1,2.6,15.2
57,58,Amar'e Stoudemire,PHX,82,31.3,13.5,4.8,10.1,47.2,0.0,0.1,20.0,3.9,5.9,66.1,3.0,5.7,8.8,1.0,0.8,1.1,2.3,15.4
58,59,Yao Ming,HOU,82,29.0,13.5,4.9,9.8,49.8,0.0,0.0,50.0,3.7,4.5,81.1,2.4,5.8,8.2,1.7,0.4,1.8,2.1,17.6
59,60,Donyell Marshall,CHI,78,30.5,13.4,5.4,11.8,45.9,0.4,1.1,37.9,2.1,2.8,75.6,3.0,6.0,9.0,1.8,1.2,1.1,1.7,17.6
60,61,Tim Thomas,MIL,80,29.5,13.3,5.2,11.6,44.3,1.2,3.3,36.6,1.8,2.3,78.0,1.2,3.7,4.9,1.3,0.9,0.6,1.7,12.3
61,62,Alvin Williams,TOR,78,33.8,13.2,5.1,11.6,43.8,0.6,1.9,32.9,2.4,3.1,78.2,0.7,2.4,3.1,5.3,1.4,0.3,1.6,14.5
62,63,Brad Miller,IND,73,31.1,13.1,4.5,9.1,49.3,0.1,0.2,31.3,4.0,4.9,81.8,2.5,5.7,8.3,2.6,0.9,0.6,1.6,18.3
63,64,Eric Snow,PHI,82,37.9,12.9,4.4,9.7,45.2,0.1,0.4,21.9,4.0,4.6,85.8,0.9,2.8,3.7,6.6,1.6,0.1,2.4,16.5
64,65,Reggie Miller,IND,70,30.2,12.6,4.0,9.1,44.1,1.6,4.5,35.5,3.0,3.3,90.0,0.3,2.2,2.5,2.4,0.9,0.1,0.9,12.1
65,66,Drew Gooden,ORL,70,26.8,12.5,5.1,11.1,45.7,0.2,0.7,29.2,2.2,3.0,71.2,2.3,4.2,6.5,1.2,0.8,0.5,2.1,12.4
66,67,Nick Van Exel,DAL,73,27.8,12.5,4.7,11.4,41.2,1.6,4.3,37.8,1.5,2.0,76.4,0.5,2.4,2.8,4.3,0.6,0.1,1.7,11.4
67,68,Gordan Giricek,ORL,76,28.3,12.3,4.6,10.6,43.6,1.1,3.3,34.1,2.0,2.4,82.0,0.5,2.7,3.1,1.8,0.7,0.1,1.9,9.7
68,69,Clifford Robinson,DET,81,34.9,12.2,4.6,11.5,39.8,1.1,3.2,33.6,2.0,2.9,67.6,1.0,2.9,3.9,3.3,1.1,1.1,2.0,11.8
69,70,Al Harrington,IND,82,30.1,12.2,4.7,10.9,43.4,0.2,0.6,28.3,2.6,3.3,77.0,1.9,4.3,6.2,1.5,0.9,0.4,2.0,12.3
70,71,Jason Williams,MEM,76,31.7,12.1,4.4,11.3,38.8,1.9,5.3,35.4,1.4,1.7,84.0,0.3,2.5,2.8,8.3,1.2,0.1,2.2,15.1
71,72,Andrei Kirilenko,UTA,80,27.7,12.0,3.9,8.0,49.1,0.5,1.4,32.5,3.7,4.6,80.0,1.8,3.4,5.3,1.7,1.5,2.2,1.7,16.0
72,73,Corliss Williamson,DET,82,25.1,12.0,4.6,10.1,45.3,0.0,0.1,18.2,2.9,3.7,79.0,1.8,2.6,4.4,1.3,0.5,0.3,1.5,10.7
73,74,Stephen Jackson,SAS,80,28.2,11.8,4.5,10.2,43.5,1.2,3.7,32.0,1.7,2.3,76.0,0.8,2.8,3.6,2.3,1.6,0.4,2.2,11.1
74,75,Troy Murphy,GSW,79,31.8,11.7,4.3,9.5,45.1,0.0,0.2,21.4,3.1,3.7,84.1,2.9,7.3,10.2,1.3,0.8,0.4,1.4,17.2
75,76,Lorenzen Wright,MEM,70,28.3,11.4,4.6,10.2,45.4,0.0,0.1,0.0,2.1,3.2,65.9,2.4,5.1,7.5,1.1,0.7,0.8,1.6,13.3
76,77,Rasho Nesterovic,MIN,77,30.4,11.2,5.2,9.9,52.5,0.0,0.0,0.0,0.8,1.2,64.2,1.9,4.6,6.5,1.5,0.5,1.5,1.3,14.8
77,78,John Stockton,UTA,82,27.7,10.8,3.8,7.8,48.3,0.4,1.0,36.3,2.9,3.5,82.6,0.6,1.8,2.5,7.7,1.7,0.2,2.2,15.9
78,79,James Posey,HOU,83,30.3,10.8,3.7,9.1,41.1,0.8,2.8,30.6,2.5,3.0,83.3,1.1,4.0,5.1,2.2,1.3,0.2,1.7,12.0
79,80,Jamal Crawford,CHI,80,24.9,10.7,4.2,10.1,41.3,1.1,3.0,35.5,1.3,1.6,80.6,0.3,2.1,2.3,4.2,1.0,0.3,1.7,10.6
80,81,Pat Garrity,ORL,81,31.9,10.7,3.9,9.2,41.9,2.0,5.0,39.6,1.0,1.2,83.0,0.9,2.9,3.8,1.5,0.8,0.2,1.0,10.5
81,82,P.J. Brown,NOH,78,33.4,10.7,4.1,7.7,53.1,0.0,0.0,0.0,2.5,3.0,83.6,3.1,5.9,9.0,1.9,0.9,1.0,1.3,18.1
82,83,Derek Fisher,LAL,82,34.5,10.5,4.1,9.5,43.7,1.0,2.6,40.1,1.2,1.5,80.0,0.5,2.4,2.9,3.6,1.1,0.2,1.1,11.6
83,84,Nene,DEN,80,28.2,10.5,4.0,7.7,51.9,0.0,0.0,0.0,2.5,4.3,57.8,2.6,3.5,6.1,1.9,1.6,0.8,2.3,13.1
84,85,Eddy Curry,CHI,81,19.4,10.5,4.1,7.1,58.5,0.0,0.0,0.0,2.2,3.5,62.4,1.4,2.9,4.4,0.5,0.2,0.8,1.7,10.3
85,86,Malik Rose,SAS,79,24.5,10.4,3.7,8.0,45.9,0.0,0.1,40.0,3.1,3.9,79.1,1.9,4.5,6.4,1.6,0.7,0.5,2.2,12.3
86,87,Lucious Harris,NJN,77,25.6,10.3,3.9,9.4,41.3,0.6,1.8,34.6,2.0,2.5,80.4,0.8,2.2,3.0,2.0,0.7,0.1,0.9,9.2
87,88,Brent Barry,SEA,75,33.1,10.3,3.5,7.7,45.8,1.6,3.9,40.3,1.7,2.1,79.5,0.6,3.4,4.0,5.1,1.5,0.2,1.9,14.7
88,89,Brian Grant,MIA,82,32.2,10.3,4.2,8.2,50.9,0.0,0.0,0.0,1.9,2.5,77.1,2.9,7.3,10.2,1.3,0.8,0.6,1.6,16.9
89,90,Jamaal Magloire,NOH,82,29.8,10.3,3.7,7.7,48.0,0.0,0.0,0.0,2.8,3.9,71.7,3.2,5.7,8.8,1.1,0.6,1.4,1.9,15.0
90,91,Vladimir Radmanovic,SEA,72,26.5,10.1,3.8,9.3,41.0,1.4,4.1,35.5,1.0,1.4,70.6,1.1,3.4,4.5,1.3,0.9,0.3,1.4,9.8
91,92,Carlos Boozer,CLE,81,25.3,10.0,4.1,7.6,53.6,0.0,0.0,0.0,1.8,2.4,77.1,2.5,5.0,7.5,1.3,0.7,0.6,1.3,14.8
92,93,Vlade Divac,SAC,80,29.8,9.9,3.8,8.2,46.6,0.1,0.3,24.0,2.2,3.1,71.3,2.0,5.2,7.2,3.4,1.0,1.3,1.9,15.7
93,94,Jumaine Jones,CLE,80,27.6,9.8,3.9,8.9,43.4,1.4,3.9,35.4,0.7,1.0,68.7,1.3,3.7,5.1,1.4,0.8,0.3,1.3,10.7
94,95,Joe Johnson,PHX,82,27.5,9.8,3.9,9.7,39.7,0.9,2.5,36.6,1.2,1.5,77.4,0.7,2.5,3.2,2.6,0.8,0.2,1.3,9.0
95,96,Jerome Williams,TOR,71,33.0,9.7,3.8,7.5,49.9,0.0,0.1,16.7,2.2,4.0,55.5,3.3,5.9,9.2,1.3,1.6,0.4,1.4,15.3
96,97,Dion Glover,ATL,76,24.9,9.7,3.6,8.5,42.7,0.7,2.1,35.4,1.7,2.1,78.4,0.8,2.9,3.7,1.9,0.9,0.2,1.4,9.6
97,98,Shane Battier,MEM,78,30.6,9.7,3.5,7.3,48.3,1.1,2.8,39.8,1.5,1.9,82.8,1.6,2.8,4.4,1.3,1.3,1.1,0.9,12.9
98,99,Malik Allen,MIA,80,29.0,9.6,4.2,9.9,42.4,0.0,0.1,0.0,1.2,1.5,80.2,1.7,3.6,5.3,0.7,0.5,1.0,1.6,9.4
99,100,Jay Williams,CHI,75,26.1,9.5,3.6,9.1,39.9,0.9,2.7,32.2,1.4,2.1,64.0,0.4,2.2,2.6,4.7,1.1,0.2,2.3,9.6
100,101,Predrag Drobnjak,SEA,82,24.2,9.4,4.0,9.6,41.2,0.4,1.0,35.3,1.1,1.4,79.1,1.4,2.5,3.9,1.0,0.6,0.5,0.8,8.7
101,102,Darrell Armstrong,ORL,82,28.7,9.4,3.2,7.8,40.9,1.0,2.8,33.6,2.0,2.3,87.8,1.1,2.5,3.6,3.9,1.6,0.2,2.0,11.9
102,103,Doug Christie,SAC,80,33.9,9.4,3.3,7.0,47.9,0.9,2.3,39.5,1.8,2.2,81.0,0.8,3.5,4.3,4.7,2.3,0.5,1.8,15.2
103,104,Tyson Chandler,CHI,75,24.4,9.2,3.4,6.5,53.1,0.0,0.0,0.0,2.4,3.9,60.8,2.3,4.6,6.9,1.0,0.5,1.4,1.8,12.6
104,105,Eric Williams,BOS,82,28.7,9.1,3.1,7.0,44.2,0.5,1.3,33.6,2.5,3.3,75.0,1.7,2.9,4.7,1.7,1.0,0.2,1.2,10.8
105,106,Howard Eisley,NYK,82,27.4,9.1,3.2,7.7,41.7,1.6,4.1,38.9,1.1,1.3,84.8,0.3,2.0,2.3,5.4,0.9,0.1,1.8,11.3
106,107,Rodney White,DEN,72,21.7,9.0,3.6,8.9,40.8,0.4,1.9,23.9,1.4,1.7,78.4,0.6,2.4,3.0,1.7,0.6,0.4,2.2,6.9
107,108,Aaron McKie,PHI,80,29.7,9.0,3.6,8.3,42.9,0.5,1.4,33.0,1.4,1.7,83.6,0.8,3.6,4.4,3.5,1.6,0.1,1.4,12.2
108,109,Rick Fox,LAL,76,28.7,9.0,3.4,8.2,42.2,1.4,3.7,37.5,0.7,0.9,75.4,0.8,3.4,4.3,3.3,0.9,0.2,1.6,11.1
109,110,Theo Ratliff,ATL,81,31.1,8.7,3.4,7.3,46.4,0.0,0.0,0.0,1.9,2.6,72.0,1.9,5.6,7.5,0.9,0.7,3.2,1.7,14.7
110,111,Kendall Gill,MIN,82,25.2,8.7,3.5,8.3,42.2,0.2,0.7,32.2,1.5,2.0,76.4,0.6,2.4,3.0,1.9,1.0,0.2,1.3,8.2
111,112,Calbert Cheaney,UTA,81,29.0,8.6,4.0,8.0,49.9,0.1,0.3,40.0,0.5,0.9,58.0,0.9,2.6,3.5,2.0,0.8,0.2,1.3,9.4
112,113,Tyronn Lue,WAS,75,26.5,8.6,3.3,7.6,43.3,0.8,2.3,34.1,1.2,1.4,87.5,0.3,1.7,2.0,3.5,0.6,0.0,1.0,9.2
113,114,Eddie Griffin,HOU,77,24.5,8.6,3.5,8.8,40.0,0.8,2.5,33.3,0.8,1.2,61.7,1.8,4.2,6.0,1.1,0.7,1.4,1.0,11.1
114,115,Zach Randolph,POR,77,16.9,8.4,3.4,6.7,51.3,0.0,0.1,0.0,1.6,2.1,75.8,1.8,2.6,4.5,0.5,0.5,0.2,0.8,9.6
115,116,Shandon Anderson,NYK,82,21.1,8.4,3.0,6.5,46.2,0.6,1.7,37.1,1.7,2.3,73.2,0.8,2.3,3.1,1.1,0.9,0.2,1.4,8.1
116,117,Travis Best,MIA,72,25.1,8.4,3.2,8.1,39.6,0.5,1.5,33.0,1.5,1.7,85.4,0.4,1.7,2.0,3.5,0.6,0.1,1.5,8.1
117,118,Ruben Patterson,POR,78,21.2,8.3,3.3,6.6,49.2,0.0,0.3,15.0,1.8,2.8,62.7,1.5,1.8,3.4,1.3,0.9,0.4,1.5,8.4
118,119,Christian Laettner,WAS,76,29.1,8.3,3.4,6.8,49.4,0.0,0.2,12.5,1.6,1.9,83.3,1.5,5.1,6.6,3.1,1.1,0.5,1.1,14.7
119,120,Erick Dampier,GSW,82,24.1,8.2,3.2,6.4,49.6,0.0,0.0,0.0,1.9,2.7,69.8,3.0,3.6,6.6,0.7,0.3,1.9,1.4,12.4
120,121,Shammond Williams,DEN,78,24.1,8.0,2.9,7.4,39.4,1.2,3.3,35.6,1.0,1.3,76.5,0.3,1.9,2.2,3.4,1.0,0.1,1.5,8.4
121,122,Donnell Harvey,DEN,77,20.9,7.9,3.2,7.2,44.6,0.0,0.1,14.3,1.5,2.3,67.0,1.6,3.7,5.3,1.3,0.6,0.4,1.6,9.2
122,123,Mike James,MIA,78,22.1,7.8,2.8,7.5,37.3,0.9,2.9,29.4,1.3,1.8,73.2,0.3,1.6,1.9,3.2,0.8,0.1,1.4,7.2
123,124,Jamaal Tinsley,IND,73,30.6,7.8,3.0,7.6,39.6,0.6,2.3,27.7,1.1,1.5,71.4,0.8,2.8,3.6,7.5,1.7,0.2,2.6,13.1
124,125,Othella Harrington,NYK,74,25.0,7.7,3.0,6.0,50.8,0.0,0.0,0.0,1.7,2.0,82.0,2.2,4.2,6.4,0.8,0.2,0.3,1.2,11.0
125,126,Ira Newble,ATL,73,26.5,7.7,3.2,6.4,49.5,0.4,1.2,38.1,1.0,1.2,77.8,1.2,2.5,3.7,1.4,0.7,0.4,0.9,9.4
126,127,Ron Mercer,IND,72,23.2,7.7,3.4,8.3,40.9,0.0,0.2,18.8,0.9,1.1,80.2,0.4,1.7,2.1,1.6,0.7,0.2,0.8,6.4
127,128,Anthony Peeler,MIN,82,27.4,7.7,3.1,7.4,41.4,1.1,2.6,41.0,0.5,0.6,78.0,0.5,2.5,2.9,3.0,0.9,0.2,1.0,9.1
128,129,Rasual Butler,MIA,72,21.0,7.5,2.9,7.9,36.2,0.7,2.4,29.2,1.1,1.4,73.1,0.4,2.2,2.6,1.3,0.3,0.6,1.1,5.7
129,130,Dale Davis,POR,78,29.3,7.4,3.0,5.6,54.1,0.0,0.0,0.0,1.3,2.1,63.3,3.0,4.2,7.2,1.2,0.7,0.9,0.9,13.1
130,131,Kwame Brown,WAS,80,22.2,7.4,2.8,6.3,44.6,0.0,0.0,0.0,1.8,2.7,66.8,1.6,3.7,5.3,0.7,0.6,1.0,1.4,9.3
131,132,Bruce Bowen,SAS,82,31.3,7.1,2.7,5.8,46.6,1.2,2.8,44.1,0.4,1.1,40.4,0.7,2.2,2.9,1.4,0.8,0.5,0.9,8.1
132,133,Jon Barry,DET,80,18.4,6.9,2.4,5.3,45.0,1.1,2.7,40.7,1.1,1.3,86.0,0.4,1.8,2.3,2.6,0.8,0.2,1.0,8.6
133,134,Ben Wallace,DET,73,39.4,6.9,2.9,6.0,48.1,0.0,0.1,16.7,1.2,2.6,45.0,4.0,11.4,15.4,1.6,1.4,3.2,1.2,22.8
134,135,Devean George,LAL,71,22.7,6.9,2.5,6.5,39.0,0.7,1.9,37.1,1.2,1.5,79.0,1.3,2.7,4.0,1.3,0.8,0.5,0.9,8.4
135,136,Mehmet Okur,DET,72,19.0,6.9,2.5,5.9,42.6,0.5,1.6,33.9,1.3,1.8,73.3,1.6,3.0,4.7,1.0,0.3,0.5,0.9,8.6
136,137,Shawn Kemp,ORL,79,20.7,6.8,2.7,6.4,41.8,0.0,0.0,0.0,1.5,2.0,74.2,1.9,3.8,5.7,0.7,0.8,0.4,1.3,8.9
137,138,Shawn Bradley,DAL,81,21.4,6.7,2.5,4.6,53.6,0.0,0.0,0.0,1.7,2.2,80.6,1.9,4.0,5.9,0.7,0.8,2.1,0.8,12.8
138,139,Keon Clark,SAC,80,22.3,6.7,2.8,5.6,50.1,0.0,0.1,0.0,1.1,1.6,65.6,1.7,3.9,5.6,1.0,0.5,1.9,1.2,11.2
139,140,Clar. Weatherspoon,NYK,79,25.6,6.6,2.4,5.2,44.9,0.0,0.0,0.0,1.9,2.5,76.8,2.7,4.9,7.6,0.9,0.9,0.5,0.8,12.1
140,141,Robert Horry,LAL,80,29.3,6.5,2.3,6.0,38.7,0.6,2.2,28.8,1.3,1.7,76.9,2.3,4.2,6.4,2.9,1.2,0.8,1.4,12.4
141,142,Kevin Ollie,SEA,82,23.1,6.5,2.4,5.4,45.1,0.0,0.1,33.3,1.6,2.2,75.3,0.3,1.9,2.2,3.5,0.8,0.1,0.9,8.8
142,143,Erick Strickland,IND,71,18.0,6.5,2.3,5.4,42.9,0.9,2.3,38.8,1.0,1.2,80.5,0.3,1.7,2.0,2.9,0.5,0.1,1.4,7.4
143,144,Mike Batiste,MEM,75,16.6,6.4,2.6,6.2,42.2,0.2,1.1,22.2,0.9,1.2,78.4,1.1,2.3,3.4,0.7,0.6,0.2,0.9,6.5
144,145,Brendan Haywood,WAS,81,23.8,6.2,2.1,4.2,51.0,0.0,0.0,0.0,1.9,3.0,63.3,2.4,2.6,5.0,0.4,0.4,1.5,0.8,9.4
145,146,Aaron Williams,NJN,81,19.7,6.2,2.5,5.4,45.3,0.0,0.0,0.0,1.3,1.6,78.5,1.7,2.4,4.1,1.1,0.3,0.7,1.0,8.0
