,#,player,team,age,gp,w,l,min,"pts
off to","2nd
pts",fbps,pitp,"opp pts
off to","opp
2nd pts","opp
fbps","opp
pitp",blk,blka,pf,pfd,season
6822,29,James Harden,HOU,25,81,56,25,36.8,5.0,2.7,5.7,8.3,13.9,10.7,11.6,33.3,0.7,1.3,2.6,6.7,'14-15
6823,29,Jason Thompson,SAC,28,81,29,52,24.6,0.7,1.5,0.3,3.5,8.9,6.5,8.6,21.8,0.7,0.4,3.0,1.6,'14-15
6824,29,Kosta Koufos,MEM,26,81,55,26,16.6,0.9,1.1,0.4,4.1,4.5,4.0,4.0,12.3,0.8,0.3,1.8,1.1,'14-15
6825,29,Luis Scola,IND,35,81,37,44,20.5,1.4,1.9,0.9,4.8,6.8,4.5,5.7,17.1,0.2,0.6,2.4,2.7,'14-15
6826,29,Marc Gasol,MEM,30,81,55,26,33.2,2.6,2.0,0.9,8.5,9.7,7.6,9.5,27.1,1.6,0.6,2.6,5.0,'14-15
6827,29,Marcus Morris Sr.,PHX,25,81,39,42,25.2,1.3,1.3,1.4,2.8,8.9,7.3,7.9,23.7,0.2,0.3,2.3,1.4,'14-15
6828,29,Patrick Patterson,TOR,26,81,49,32,26.6,1.6,1.5,0.4,2.4,7.3,7.7,6.1,23.7,0.5,0.2,1.8,1.0,'14-15
6829,29,Steve Blake,POR,35,81,51,30,18.9,0.5,0.4,0.3,0.4,5.6,5.5,4.5,16.1,0.1,0.1,1.5,1.0,'14-15
6830,29,Timofey Mozgov,CLE,28,81,49,32,25.3,1.2,2.1,0.8,6.8,8.6,6.4,7.3,21.5,1.2,0.7,2.8,2.4,'14-15
6831,43,Corey Brewer,HOU,29,80,42,38,26.1,2.8,1.3,4.1,6.1,9.6,7.9,8.5,25.0,0.2,0.7,2.2,2.4,'14-15
6832,43,Dion Waiters,OKC,23,80,46,34,27.6,2.0,0.8,2.4,4.7,9.7,7.4,7.1,25.0,0.3,0.7,1.9,1.8,'14-15
6833,43,Gerald Henderson,CHA,27,80,32,48,28.9,1.9,1.0,1.8,3.8,7.2,7.0,6.6,22.4,0.3,0.4,1.7,2.8,'14-15
6834,43,Jarrett Jack,BKN,31,80,36,44,28.0,1.4,0.5,1.4,4.6,9.8,8.3,8.4,25.5,0.2,0.4,1.8,2.4,'14-15
6835,43,Joe Johnson,BKN,34,80,38,42,34.9,2.1,0.9,0.9,5.6,10.6,9.6,9.8,31.1,0.2,0.3,1.5,2.2,'14-15
6836,43,Jonas Valanciunas,TOR,23,80,47,33,26.2,1.5,3.6,0.4,8.6,8.5,7.8,7.3,23.5,1.2,0.8,2.8,2.9,'14-15
6837,43,Kyle Singler,OKC,27,80,36,44,21.8,0.9,0.8,0.9,1.3,7.4,6.2,5.2,20.3,0.3,0.3,1.9,0.8,'14-15
6838,43,Lou Williams,TOR,28,80,48,32,25.2,2.4,0.9,2.9,2.9,7.2,7.2,6.2,22.9,0.1,0.6,1.3,3.2,'14-15
6839,43,Mario Chalmers,MIA,29,80,36,44,29.6,2.1,1.2,1.2,4.0,10.9,8.1,6.9,24.7,0.1,0.5,3.1,3.5,'14-15
6840,43,Monta Ellis,DAL,29,80,50,30,33.7,4.0,1.6,3.1,7.6,11.2,10.3,11.6,29.6,0.3,0.5,2.5,3.6,'14-15
6841,43,Stephen Curry,GSW,27,80,67,13,32.7,4.4,1.7,6.1,6.3,10.3,9.4,9.0,28.1,0.2,0.5,2.0,3.7,'14-15
6842,54,Beno Udrih,MEM,32,79,55,24,18.9,1.2,0.5,0.9,2.7,5.6,4.7,5.5,15.2,0.1,0.3,1.1,1.2,'14-15
6843,54,Cory Joseph,SAS,23,79,53,26,18.3,0.9,0.5,1.1,3.5,6.2,4.6,5.3,15.5,0.2,0.4,1.3,1.8,'14-15
6844,54,Draymond Green,GSW,25,79,64,15,31.5,1.9,1.2,2.1,5.1,9.7,9.2,8.4,26.7,1.3,0.4,3.2,2.6,'14-15
6845,54,Ed Davis,LAL,26,79,20,59,23.3,1.1,2.7,0.7,7.0,8.2,6.0,7.5,21.5,1.2,0.6,2.6,1.8,'14-15
6846,54,Joe Ingles,UTA,27,79,36,43,21.2,1.1,0.5,0.6,1.0,8.2,5.5,5.4,17.2,0.1,0.1,1.6,0.8,'14-15
6847,54,John Wall,WAS,24,79,45,34,35.9,3.4,1.1,5.0,6.6,11.4,9.3,8.8,28.7,0.6,0.6,2.3,3.6,'14-15
6848,54,Kevin Seraphin,WAS,25,79,45,34,15.6,0.7,1.0,0.3,3.9,5.1,4.3,3.3,11.5,0.7,0.2,2.5,1.1,'14-15
6849,54,Khris Middleton,MIL,23,79,40,39,30.1,2.9,1.1,2.1,3.7,9.4,7.7,6.4,23.4,0.1,0.4,2.3,1.7,'14-15
6850,54,Trevor Booker,UTA,27,79,37,42,19.8,1.2,1.8,0.9,4.0,6.9,5.2,4.7,15.6,0.5,0.3,1.8,1.5,'14-15
6851,54,Tyreke Evans,NOP,25,79,43,36,34.0,2.9,2.0,3.5,10.0,10.2,9.0,9.6,32.4,0.5,1.4,2.5,3.0,'14-15
6852,64,Arron Afflalo,POR,29,78,35,43,32.1,1.9,1.2,1.3,3.3,10.5,8.9,9.3,29.5,0.1,0.8,2.1,1.9,'14-15
6853,64,Bojan Bogdanovic,BKN,26,78,36,42,23.8,1.8,1.0,1.5,3.6,8.1,7.4,6.8,22.2,0.1,0.5,1.3,1.2,'14-15
6854,64,Caron Butler,DET,35,78,30,48,20.8,1.0,0.7,0.5,0.5,6.3,5.4,5.0,18.0,0.1,0.1,1.5,0.6,'14-15
6855,64,Goran Dragic,MIA,29,78,41,37,33.8,3.8,1.1,5.1,8.8,12.3,10.5,9.8,32.4,0.2,0.6,2.5,2.9,'14-15
6856,64,JJ Redick,LAC,31,78,55,23,30.9,2.4,1.5,2.2,2.1,9.6,8.1,7.6,24.7,0.1,0.3,1.7,2.1,'14-15
6857,64,Jeff Green,MEM,28,78,41,37,31.5,2.6,1.5,2.3,6.5,10.9,8.4,8.3,27.5,0.4,0.8,1.9,2.8,'14-15
6858,64,Marvin Williams,CHA,29,78,32,46,26.1,0.9,1.4,0.6,1.8,6.6,6.4,6.0,21.7,0.5,0.2,1.9,1.0,'14-15
6859,64,P.J. Tucker,PHX,30,78,36,42,30.6,1.6,1.4,1.8,3.4,10.9,8.6,9.7,27.7,0.3,0.4,2.3,2.1,'14-15
6860,64,Pau Gasol,CHI,34,78,48,30,34.4,2.1,3.5,0.8,9.2,10.5,9.9,9.5,29.6,1.9,0.8,1.9,4.2,'14-15
6861,64,Shaun Livingston,GSW,29,78,64,14,18.8,0.8,0.5,0.5,3.2,6.3,5.8,5.9,16.6,0.3,0.2,1.4,1.2,'14-15
6862,64,Wilson Chandler,DEN,28,78,28,50,31.7,2.1,1.8,2.3,6.2,10.7,8.9,9.4,28.9,0.4,0.6,3.0,1.6,'14-15
6863,75,Andre Iguodala,GSW,31,77,64,13,26.9,2.0,0.4,2.3,3.2,8.3,8.1,7.4,23.3,0.3,0.1,1.3,1.7,'14-15
6864,75,Avery Bradley,BOS,24,77,37,40,31.5,2.5,1.1,2.3,3.3,10.6,8.1,7.5,29.7,0.2,0.6,2.3,1.2,'14-15
6865,75,Courtney Lee,MEM,29,77,51,26,30.6,2.3,0.8,1.7,2.4,9.5,7.8,9.5,26.1,0.2,0.2,1.7,0.9,'14-15
6866,75,Dennis Schroder,ATL,21,77,57,20,19.7,1.6,0.8,0.7,4.6,6.8,6.1,4.5,15.3,0.1,1.0,1.6,2.2,'14-15
6867,75,Dirk Nowitzki,DAL,37,77,47,30,29.6,3.2,1.7,1.3,2.6,8.4,8.2,9.4,24.2,0.4,0.3,2.1,3.9,'14-15
6868,75,J.J. Barea,DAL,31,77,49,28,17.7,1.4,0.6,1.0,3.5,4.7,4.6,5.9,14.7,0.0,0.4,1.4,1.5,'14-15
6869,75,Jason Terry,HOU,37,77,53,24,21.3,1.0,0.9,1.2,0.9,8.0,6.6,7.2,19.7,0.2,0.1,1.5,0.4,'14-15
6870,75,Jerryd Bayless,MIL,26,77,39,38,22.3,1.7,0.4,1.5,2.7,7.4,6.4,4.1,18.2,0.2,0.4,2.1,1.6,'14-15
6871,75,Klay Thompson,GSW,25,77,64,13,31.9,3.2,1.4,4.1,5.9,10.0,9.1,8.9,27.0,0.8,0.7,1.6,2.5,'14-15
6872,75,Reggie Jackson,DET,25,77,37,40,29.5,2.1,1.4,1.6,7.0,9.6,8.1,6.7,25.1,0.1,0.9,2.2,2.7,'14-15
6873,75,Tim Duncan,SAS,39,77,53,24,28.9,1.8,2.0,0.6,8.4,8.3,7.2,8.5,25.0,2.0,0.9,2.1,3.1,'14-15
6874,75,Zach LaVine,MIN,20,77,15,62,24.7,2.0,0.5,2.9,3.8,9.8,8.2,8.2,25.4,0.1,0.5,2.1,1.8,'14-15
6875,87,Al Horford,ATL,29,76,56,20,30.5,1.9,1.8,1.3,7.9,9.9,9.2,7.0,25.8,1.3,0.5,1.6,1.7,'14-15
6876,87,Anthony Tolliver,DET,30,76,36,40,18.9,1.3,0.7,0.6,1.2,6.7,5.4,5.1,17.4,0.2,0.2,1.8,1.1,'14-15
6877,87,Austin Rivers,LAC,22,76,46,30,20.6,1.5,0.6,1.0,3.5,7.0,5.7,6.4,18.8,0.2,0.3,1.9,1.4,'14-15
6878,87,Devin Harris,DAL,32,76,45,31,22.2,1.5,0.6,2.3,2.6,6.4,6.9,6.6,18.3,0.2,0.3,1.9,2.5,'14-15
6879,87,Gordon Hayward,UTA,25,76,35,41,34.4,3.3,1.8,3.6,6.1,11.9,8.9,9.1,28.6,0.4,0.8,1.7,4.9,'14-15
6880,87,Marreese Speights,GSW,27,76,62,14,15.9,1.8,2.0,1.2,4.6,5.1,5.0,4.8,15.8,0.4,0.3,2.5,2.2,'14-15
6881,87,Matt Barnes,LAC,35,76,51,25,29.9,1.8,0.8,2.5,3.4,9.2,7.9,7.4,24.2,0.7,0.4,3.2,1.2,'14-15
6882,87,Omer Asik,NOP,28,76,43,33,26.1,0.8,2.6,0.2,5.6,8.0,6.1,7.8,23.9,0.7,1.2,1.9,2.4,'14-15
6883,87,Roy Hibbert,IND,28,76,34,42,25.3,1.0,1.8,0.3,5.4,7.9,6.8,7.1,20.0,1.6,0.6,2.8,3.2,'14-15
6884,87,Shane Larkin,NYK,22,76,16,60,24.5,0.9,0.6,0.8,2.6,9.2,6.3,5.5,21.1,0.1,0.4,2.0,1.2,'14-15
6885,87,Thaddeus Young,BKN,27,76,25,51,32.0,2.8,2.1,1.9,9.2,10.9,9.4,8.8,31.2,0.3,0.9,2.3,2.0,'14-15
6886,87,Trey Burke,UTA,22,76,35,41,30.1,1.9,0.7,1.4,3.3,10.5,8.1,8.4,25.8,0.2,0.7,1.6,1.5,'14-15
6887,87,Wesley Johnson,LAL,27,76,20,56,29.5,1.6,1.4,1.4,2.6,10.2,7.7,9.5,28.8,0.6,0.2,2.1,1.2,'14-15
6888,100,Amir Johnson,TOR,28,75,44,31,26.4,1.1,2.2,0.8,7.1,8.7,8.0,7.2,24.3,0.8,0.7,3.0,1.7,'14-15
6889,100,Brandan Wright,PHX,27,75,37,38,19.3,1.2,1.5,0.9,6.0,6.3,5.5,6.1,17.3,1.3,0.3,1.4,1.3,'14-15
6890,100,Channing Frye,ORL,32,75,23,52,24.9,1.0,0.7,0.3,0.6,8.8,5.9,6.9,22.4,0.5,0.1,2.5,1.1,'14-15
6891,100,Enes Freedom,OKC,23,75,32,43,28.5,2.1,4.4,1.2,10.0,10.7,7.5,8.5,27.5,0.4,1.0,2.5,2.6,'14-15
6892,100,Jonas Jerebko,BOS,28,75,37,38,16.4,0.8,0.8,0.5,2.3,5.0,4.0,3.3,13.2,0.2,0.2,1.8,0.8,'14-15
6893,100,Kenneth Faried,DEN,25,75,30,45,27.8,2.1,3.2,1.9,9.4,8.6,7.1,7.9,25.3,0.8,0.9,2.8,3.9,'14-15
6894,100,Kent Bazemore,ATL,25,75,53,22,17.6,0.9,0.5,1.4,2.2,6.3,5.8,4.8,14.4,0.4,0.3,1.7,1.2,'14-15
6895,100,Kevin Love,CLE,26,75,50,25,33.8,2.4,2.2,0.7,4.9,10.5,8.5,8.7,30.6,0.5,0.7,1.9,3.7,'14-15
6896,100,Kyle Korver,ATL,34,75,58,17,32.2,2.0,0.9,1.7,0.6,10.3,9.3,7.1,27.0,0.6,0.2,1.9,1.6,'14-15
6897,100,Kyrie Irving,CLE,23,75,52,23,36.4,2.9,1.8,2.4,7.4,11.5,9.1,9.5,33.2,0.3,0.8,1.9,3.8,'14-15
6898,100,Nerlens Noel,PHI,21,75,18,57,30.8,1.8,2.2,0.9,7.0,12.8,8.9,9.0,26.2,1.9,0.5,2.8,3.0,'14-15
6899,100,Norris Cole,NOP,26,75,37,38,24.4,1.4,0.3,1.1,2.7,7.1,7.0,5.7,21.5,0.2,0.4,1.7,1.2,'14-15
6900,100,Quincy Pondexter,NOP,27,75,48,27,23.9,1.1,0.7,1.1,2.1,7.5,6.3,7.2,22.9,0.3,0.3,2.0,1.2,'14-15
6901,100,Rasual Butler,WAS,36,75,39,36,20.1,0.8,1.0,1.1,1.7,6.9,5.7,5.2,16.5,0.3,0.2,1.3,0.7,'14-15
6902,100,Ty Lawson,DEN,27,75,29,46,35.5,2.6,1.0,2.8,5.5,11.8,10.1,10.2,32.9,0.1,0.8,1.7,3.8,'14-15
6903,100,Tyson Chandler,DAL,32,75,47,28,30.5,1.6,2.9,1.3,7.3,10.0,8.1,10.4,25.5,1.2,0.4,2.3,3.3,'14-15
6904,116,Al-Farouq Aminu,DAL,24,74,45,29,18.5,1.5,0.9,1.2,2.8,6.0,5.3,5.5,14.5,0.8,0.3,1.9,1.3,'14-15
6905,116,Alan Anderson,BKN,32,74,35,39,23.6,1.0,0.7,0.6,2.5,7.3,6.7,6.6,21.1,0.1,0.4,2.0,1.7,'14-15
6906,116,Anthony Morrow,OKC,29,74,42,32,24.4,1.7,1.7,1.8,2.1,7.7,6.3,6.2,21.2,0.1,0.2,1.8,1.1,'14-15
6907,116,Chris Kaman,POR,33,74,47,27,18.9,1.2,1.9,0.2,5.4,6.0,5.2,4.8,16.7,0.7,0.5,1.9,1.3,'14-15
6908,116,Derrick Favors,UTA,23,74,33,41,30.8,2.3,3.0,0.8,10.3,10.8,8.1,8.0,25.3,1.7,0.9,2.8,3.3,'14-15
6909,116,Derrick Williams,SAC,24,74,27,47,19.8,0.9,1.1,1.8,3.7,8.1,6.5,7.6,18.7,0.1,0.5,0.9,1.6,'14-15
6910,116,Gerald Green,PHX,29,74,34,40,19.5,1.7,1.3,2.0,2.6,6.8,5.9,6.0,18.2,0.2,0.2,2.0,1.5,'14-15
6911,116,Glen Davis,LAC,29,74,52,22,12.2,0.7,0.5,0.2,2.7,4.0,3.2,3.8,9.6,0.3,0.4,1.8,1.1,'14-15
6912,116,JaKarr Sampson,PHI,22,74,17,57,15.3,1.3,0.6,1.1,2.9,7.0,4.7,5.5,14.0,0.4,0.4,1.8,1.1,'14-15
6913,116,Jeremy Lin,LAL,26,74,19,55,25.8,1.9,0.7,1.8,4.1,8.7,6.3,8.5,23.8,0.4,0.7,2.6,3.7,'14-15
6914,116,Nikola Vucevic,ORL,24,74,21,53,34.2,2.4,3.9,0.7,11.2,12.1,7.9,9.2,29.9,0.7,0.6,3.0,2.9,'14-15
6915,116,Otto Porter Jr.,WAS,22,74,41,33,19.4,1.1,0.8,1.3,2.4,6.2,5.6,4.2,15.2,0.4,0.2,1.3,1.0,'14-15
6916,116,Richard Jefferson,DAL,35,74,46,28,16.8,1.0,0.7,1.2,1.8,5.0,5.1,5.4,14.2,0.1,0.3,1.6,1.3,'14-15
6917,116,Tyler Hansbrough,TOR,29,74,45,29,14.3,0.7,1.0,0.3,2.2,4.5,3.7,3.1,13.2,0.2,0.2,1.9,1.8,'14-15
6918,130,Gorgui Dieng,MIN,25,73,16,57,30.0,1.2,2.3,0.4,4.9,10.7,9.1,8.7,29.2,1.7,0.8,2.6,2.7,'14-15
6919,130,Henry Sims,PHI,25,73,14,59,19.2,1.2,1.9,0.7,3.7,8.5,5.5,6.6,17.3,0.4,0.4,1.8,1.5,'14-15
6920,130,JJ Hickson,DEN,26,73,26,47,19.3,1.4,1.7,0.9,5.7,7.7,6.0,5.2,17.0,0.5,0.8,1.9,1.9,'14-15
6921,130,Jeff Teague,ATL,27,73,53,20,30.5,2.9,1.0,3.0,7.9,9.8,9.1,7.4,26.5,0.4,0.9,1.9,4.0,'14-15
6922,130,Miles Plumlee,MIL,26,73,34,39,16.4,0.6,1.0,0.5,3.5,5.6,5.3,4.4,16.1,0.9,0.3,1.5,0.7,'14-15
6923,130,Nik Stauskas,SAC,21,73,26,47,15.4,0.7,0.3,0.5,1.0,5.8,4.3,5.7,14.0,0.2,0.3,1.3,0.7,'14-15
6924,130,Paul Millsap,ATL,30,73,55,18,32.7,3.3,2.4,1.5,8.5,10.5,10.1,7.6,28.0,0.9,0.9,2.8,4.0,'14-15
6925,130,Paul Pierce,WAS,37,73,40,33,26.2,1.7,1.1,1.3,2.8,8.7,6.5,6.7,20.9,0.3,0.4,2.2,2.3,'14-15
6926,130,Spencer Hawes,LAC,27,73,52,21,17.5,0.7,0.5,0.4,2.1,5.6,5.1,4.6,13.1,0.7,0.4,2.4,1.0,'14-15
6927,130,Zaza Pachulia,MIL,31,73,34,39,23.7,1.5,1.8,0.6,4.4,8.0,5.8,5.3,18.7,0.3,0.5,2.3,2.2,'14-15
6928,140,Brian Roberts,CHA,29,72,30,42,18.5,0.8,0.6,0.6,1.2,5.3,5.4,4.4,14.9,0.1,0.2,1.0,1.4,'14-15
6929,140,Brook Lopez,BKN,27,72,34,38,29.2,2.3,3.5,0.4,10.3,8.4,7.9,8.3,26.3,1.8,0.7,2.9,3.3,'14-15
6930,140,Jared Dudley,MIL,29,72,39,33,23.8,1.2,0.7,1.0,1.7,8.3,6.3,4.8,18.6,0.2,0.2,1.6,1.2,'14-15
6931,140,Luol Deng,MIA,30,72,33,39,33.6,2.3,1.7,1.7,5.6,11.7,9.3,7.8,29.4,0.3,0.6,1.5,2.7,'14-15
6932,140,Matt Bonner,SAS,35,72,49,23,13.0,0.7,0.2,0.2,1.0,4.0,3.4,4.1,11.4,0.2,0.1,0.9,0.3,'14-15
6933,140,Tony Snell,CHI,23,72,43,29,19.6,1.1,0.6,0.5,1.9,6.2,5.3,5.4,16.0,0.2,0.3,1.2,0.6,'14-15
6934,140,Victor Oladipo,ORL,23,72,22,50,35.7,3.3,1.6,3.1,8.4,12.3,8.0,9.7,30.5,0.3,1.3,2.6,3.6,'14-15
6935,147,Carlos Boozer,LAL,33,71,18,53,23.8,1.5,2.3,1.1,7.0,8.1,5.9,8.5,23.0,0.2,0.9,2.6,1.5,'14-15
6936,147,Donatas Motiejunas,HOU,24,71,48,23,28.7,1.6,2.0,0.9,8.3,10.9,8.0,8.4,25.7,0.5,0.6,2.9,3.2,'14-15
6937,147,Hollis Thompson,PHI,24,71,13,58,25.0,1.7,1.1,1.3,2.2,11.0,7.5,7.8,22.1,0.4,0.4,2.0,1.0,'14-15
6938,147,LaMarcus Aldridge,POR,29,71,48,23,35.4,2.8,4.2,0.9,8.3,11.0,10.3,10.1,32.0,1.0,0.5,1.8,4.1,'14-15
6939,147,Nicolas Batum,POR,26,71,43,28,33.5,1.3,1.0,1.5,2.4,11.1,10.2,9.9,31.0,0.6,0.2,1.5,1.4,'14-15
6940,147,O.J. Mayo,MIL,27,71,39,32,23.9,2.2,1.0,1.7,3.5,8.5,7.2,5.4,20.7,0.3,0.4,2.3,1.7,'14-15
6941,147,Rodney Stuckey,IND,29,71,34,37,26.4,1.7,1.2,2.3,4.9,8.5,6.8,7.2,21.3,0.1,0.7,1.8,2.7,'14-15
6942,147,Zach Randolph,MEM,33,71,51,20,32.4,2.3,3.8,0.9,9.8,9.7,7.8,9.5,26.0,0.2,1.2,2.5,4.1,'14-15
6943,155,Aron Baynes,SAS,28,70,49,21,16.0,1.1,1.3,0.3,4.6,5.4,3.5,4.4,13.8,0.3,0.5,2.3,1.6,'14-15
6944,155,CJ Miles,IND,28,70,31,39,26.3,2.2,1.0,1.8,2.9,7.9,6.2,7.2,20.2,0.4,0.4,1.9,1.8,'14-15
6945,155,Carl Landry,SAC,31,70,26,44,17.0,0.6,1.5,0.4,3.5,6.9,5.1,5.8,15.5,0.2,0.6,1.9,1.6,'14-15
6946,155,DeMarre Carroll,ATL,28,70,53,17,31.3,3.0,1.6,2.4,4.9,10.5,10.0,7.4,27.9,0.2,0.6,2.2,2.2,'14-15
6947,155,JR Smith,CLE,29,70,38,32,29.7,2.3,1.4,1.1,1.8,9.2,8.2,7.7,25.6,0.3,0.2,2.3,1.1,'14-15
6948,155,James Johnson,TOR,28,70,40,30,19.6,1.4,1.0,1.1,6.1,6.4,6.5,4.5,16.5,1.0,0.3,2.2,1.1,'14-15
6949,155,Jordan Hill,LAL,27,70,19,51,26.8,1.2,2.9,0.6,6.1,9.0,7.2,8.8,26.5,0.7,0.4,2.3,1.9,'14-15
6950,155,Kyle Lowry,TOR,29,70,43,27,34.5,2.6,1.7,2.7,5.6,10.8,10.0,8.9,30.1,0.2,0.8,3.0,4.2,'14-15
6951,155,Manu Ginobili,SAS,37,70,47,23,22.7,1.6,1.5,1.1,3.9,7.6,5.6,6.5,19.1,0.3,0.5,2.0,3.2,'14-15
6952,155,Mike Conley,MEM,27,70,47,23,31.8,2.4,1.0,1.9,6.5,8.8,7.6,8.5,26.1,0.2,0.7,2.0,3.3,'14-15
6953,155,Robert Covington,PHI,24,70,18,52,27.9,2.3,1.6,3.1,3.3,11.2,7.7,7.8,23.2,0.4,0.5,2.7,2.3,'14-15
6954,155,Steven Adams,OKC,21,70,37,33,25.3,0.8,2.1,0.5,6.1,9.2,6.4,6.1,22.0,1.2,0.4,3.2,2.7,'14-15
6955,155,Tim Hardaway Jr.,NYK,23,70,16,54,24.0,1.9,1.0,2.3,3.0,9.0,6.8,6.3,19.9,0.2,0.6,1.7,2.0,'14-15
6956,168,Alex Len,PHX,22,69,35,34,22.0,0.9,1.8,0.4,4.3,8.5,6.6,7.5,20.3,1.5,0.4,3.1,1.5,'14-15
6957,168,Greg Monroe,DET,25,69,25,44,31.0,2.3,3.7,1.3,11.4,10.0,7.8,7.6,28.9,0.5,1.2,2.1,4.0,'14-15
6958,168,Joey Dorsey,HOU,31,69,48,21,12.4,0.5,0.8,0.3,2.3,4.6,3.3,4.1,11.3,0.4,0.4,2.3,0.9,'14-15
6959,168,LeBron James,CLE,30,69,50,19,36.1,4.9,2.4,4.9,10.9,11.7,8.8,8.7,32.2,0.7,0.7,2.0,6.0,'14-15
6960,172,Alexis Ajinca,NOP,27,68,41,27,14.1,0.6,1.5,0.1,3.9,4.7,4.3,3.8,13.2,0.8,0.3,2.2,1.3,'14-15
6961,172,Anthony Davis,NOP,22,68,39,29,36.1,3.6,3.6,2.6,12.0,10.6,9.2,9.7,34.7,2.9,0.8,2.1,5.5,'14-15
6962,172,Damjan Rudez,IND,29,68,28,40,15.4,0.7,0.4,0.5,0.6,5.1,3.6,3.6,11.9,0.1,0.1,1.2,0.4,'14-15
6963,172,Deron Williams,BKN,31,68,34,34,31.1,1.4,0.7,1.4,3.9,8.9,8.6,8.5,27.8,0.3,0.5,2.3,3.1,'14-15
6964,172,Kendrick Perkins,CLE,30,68,38,30,16.9,0.6,0.9,0.1,2.8,5.7,4.6,4.3,14.3,0.6,0.4,2.4,1.2,'14-15
6965,172,Mike Scott,ATL,26,68,52,16,16.5,1.2,0.6,0.7,2.6,5.3,4.6,3.6,12.7,0.0,0.2,1.2,1.0,'14-15
6966,172,Mo Williams,CHA,32,68,20,48,29.1,1.6,1.4,1.6,1.7,8.4,7.6,7.4,25.6,0.2,0.3,2.4,2.1,'14-15
6967,172,Quincy Acy,NYK,24,68,12,56,18.9,0.9,0.9,0.6,2.4,7.0,4.7,4.4,15.2,0.3,0.1,2.2,1.6,'14-15
6968,172,Rajon Rondo,DAL,29,68,34,34,29.7,1.4,0.9,1.6,5.0,11.2,8.5,9.1,27.4,0.1,0.5,2.3,1.6,'14-15
6969,172,Ray McCallum,SAC,24,68,22,46,21.1,1.6,0.9,1.5,3.7,7.9,6.2,7.8,19.9,0.2,0.5,1.4,1.2,'14-15
6970,172,Rudy Gay,SAC,28,68,25,43,35.4,3.5,2.5,2.4,8.1,13.4,9.8,12.2,32.5,0.6,0.9,2.3,3.9,'14-15
6971,172,Tobias Harris,ORL,22,68,20,48,34.8,3.1,2.0,2.0,7.9,12.3,8.6,8.8,29.6,0.5,1.0,2.0,2.8,'14-15
6972,172,Tony Parker,SAS,33,68,48,20,28.7,2.0,0.7,1.8,6.7,8.2,6.9,8.4,26.4,0.0,0.7,1.6,2.2,'14-15
6973,185,Andre Roberson,OKC,23,67,41,26,19.2,0.8,0.5,0.9,2.1,6.7,4.4,4.8,16.1,0.4,0.3,2.1,0.5,'14-15
6974,185,Andrew Bogut,GSW,30,67,58,9,23.6,0.9,1.8,0.2,5.9,7.1,6.4,5.4,17.0,1.7,0.3,2.8,1.1,'14-15
6975,185,Blake Griffin,LAC,26,67,47,20,35.2,3.3,2.7,3.1,10.6,10.3,9.0,8.1,29.3,0.5,0.7,2.9,5.9,'14-15
6976,185,Chase Budinger,MIN,27,67,8,59,19.2,1.4,0.5,0.8,2.6,6.9,6.0,5.7,18.6,0.1,0.4,1.1,0.9,'14-15
6977,185,Isaiah Thomas,BOS,26,67,40,27,25.8,2.8,1.4,3.3,4.7,7.8,8.1,6.4,23.6,0.1,0.8,2.2,4.1,'14-15
6978,185,Joakim Noah,CHI,30,67,39,28,30.6,1.0,2.3,0.4,4.8,10.1,8.0,8.8,25.7,1.1,0.7,3.0,2.5,'14-15
6979,185,John Henson,MIL,24,67,35,32,18.3,1.0,1.3,0.4,5.7,6.5,5.3,3.7,15.2,2.0,0.3,2.3,1.7,'14-15
6980,185,Luc Mbah a Moute,PHI,28,67,16,51,28.6,1.7,1.5,1.0,3.6,12.0,8.3,8.0,24.4,0.3,0.8,1.6,1.9,'14-15
6981,185,Marcus Smart,BOS,21,67,35,32,27.0,1.1,1.0,1.1,1.9,9.0,7.3,6.0,23.9,0.3,0.3,2.6,2.3,'14-15
6982,185,Matthew Dellavedova,CLE,24,67,43,24,20.6,0.7,0.3,0.1,0.7,7.4,5.2,4.1,16.9,0.0,0.3,2.3,1.0,'14-15
6983,185,Nene,WAS,32,67,37,30,25.3,1.6,1.0,1.1,6.3,8.5,5.5,6.4,20.1,0.3,0.6,2.7,3.3,'14-15
6984,185,Omri Casspi,SAC,27,67,23,44,21.1,1.7,1.3,2.4,5.0,8.8,5.8,7.7,20.8,0.1,0.5,1.6,2.1,'14-15
6985,185,Pablo Prigioni,HOU,38,67,25,42,17.9,0.9,0.3,0.5,0.7,6.1,4.5,4.3,14.9,0.0,0.1,1.3,0.9,'14-15
6986,185,Robert Sacre,LAL,26,67,19,48,16.9,0.6,1.0,0.1,1.8,5.2,4.4,4.3,14.8,0.6,0.2,1.8,1.1,'14-15
6987,185,Russell Westbrook,OKC,26,67,40,27,34.4,4.4,2.5,8.2,11.3,12.3,9.5,9.3,31.7,0.2,1.3,2.7,6.6,'14-15
6988,200,Chandler Parsons,DAL,26,66,41,25,33.1,3.3,1.6,3.3,6.4,10.5,9.6,11.0,28.7,0.3,0.6,2.1,2.8,'14-15
6989,200,Dante Cunningham,NOP,28,66,37,29,25.0,0.7,0.7,0.7,2.0,7.5,6.9,6.9,24.7,0.6,0.4,1.5,0.6,'14-15
6990,200,David West,IND,34,66,32,34,28.7,1.5,1.7,0.3,4.0,8.7,7.7,8.1,22.4,0.7,0.4,2.4,2.3,'14-15
