,#,player,team,age,gp,w,l,min,"pts
off to","2nd
pts",fbps,pitp,"opp pts
off to","opp
2nd pts","opp
fbps","opp
pitp",blk,blka,pf,pfd,season
0,1,Chris Gatling,DEN,32,85,34,51,21.3,2.1,2.5,0.9,6.2,8.5,6.5,6.7,17.6,0.3,0.7,2.9,0.5,'99-00
1,2,A.C. Green,LAL,36,82,67,15,23.5,0.9,1.5,0.5,2.3,6.4,6.3,6.0,17.5,0.2,0.3,1.5,0.2,'99-00
2,2,Aaron McKie,PHI,27,82,49,33,23.8,1.2,0.9,1.1,1.6,7.5,6.2,5.8,17.7,0.2,0.5,2.4,0.1,'99-00
3,2,Alan Henderson,ATL,27,82,28,54,33.9,2.0,3.5,1.7,7.8,12.5,9.5,12.2,30.2,0.7,1.1,2.8,0.2,'99-00
4,2,Allan Houston,NYK,29,82,50,32,38.6,2.8,1.3,1.4,3.3,12.4,9.7,8.7,25.8,0.2,0.5,2.7,0.4,'99-00
5,2,Andre Miller,CLE,24,82,32,50,25.6,2.2,1.0,2.3,6.1,9.8,7.6,6.9,19.3,0.2,1.1,2.4,0.4,'99-00
6,2,Andrew DeClercq,CLE,27,82,32,50,22.2,1.1,1.5,0.9,5.0,9.2,7.0,5.5,17.4,0.8,0.7,3.4,0.5,'99-00
7,2,Anthony Mason,CHH,33,82,49,33,38.2,1.7,1.6,0.5,5.9,12.2,10.0,10.9,31.3,0.4,0.9,2.7,0.3,'99-00
8,2,Anthony Peeler,MIN,30,82,50,32,25.3,1.5,1.2,2.1,2.2,7.7,7.4,7.1,20.4,0.1,0.4,2.1,0.1,'99-00
9,2,Antoine Walker,BOS,23,82,35,47,36.6,4.0,2.7,2.7,12.8,12.5,9.6,10.6,30.2,0.4,1.7,3.2,0.1,'99-00
10,2,Avery Johnson,SAS,35,82,53,29,31.4,2.1,0.6,2.5,6.1,10.2,8.8,7.7,23.2,0.2,0.7,1.8,0.1,'99-00
11,2,Baron Davis,CHH,21,82,49,33,18.6,1.5,0.6,1.8,3.0,6.1,6.0,4.5,15.5,0.2,0.3,2.5,0.1,'99-00
12,2,Bo Outlaw,ORL,29,82,41,41,28.4,1.2,1.7,1.1,4.7,10.5,8.6,7.4,22.3,1.8,0.3,2.5,0.4,'99-00
13,2,Bryon Russell,UTA,29,82,55,27,35.3,3.0,1.5,2.2,4.9,10.8,8.8,7.0,24.3,0.3,0.6,3.1,0.6,'99-00
14,2,Chris Whitney,WAS,28,82,29,53,19.8,1.4,0.9,0.7,1.3,6.8,4.9,5.2,14.8,0.1,0.2,2.0,0.5,'99-00
15,2,Christian Laettner,DET,30,82,42,40,29.8,1.8,2.2,1.2,5.5,11.3,8.4,8.4,24.1,0.5,0.7,4.0,0.2,'99-00
16,2,Chucky Atkins,ORL,25,82,41,41,19.9,1.6,0.7,2.1,2.9,7.6,5.6,5.6,15.8,0.0,0.4,1.7,0.2,'99-00
17,2,Darrell Armstrong,ORL,32,82,41,41,31.6,4.3,1.7,5.3,4.0,12.0,9.9,10.0,26.4,0.1,0.8,1.7,0.4,'99-00
18,2,David Wesley,CHH,29,82,49,33,33.6,2.6,1.0,2.7,2.5,11.4,9.2,10.4,27.8,0.1,0.6,2.3,0.3,'99-00
19,2,Dikembe Mutombo,ATL,34,82,28,54,36.4,1.2,3.7,0.3,6.9,13.0,10.0,12.2,29.0,3.3,0.5,3.0,0.3,'99-00
20,2,Dirk Nowitzki,DAL,22,82,40,42,35.9,3.0,1.8,3.1,3.9,11.1,12.3,11.7,31.7,0.8,0.7,3.1,0.6,'99-00
21,2,Eric Snow,PHI,27,82,49,33,34.9,1.6,0.5,1.5,3.2,10.6,9.4,9.1,27.3,0.1,0.5,3.0,0.6,'99-00
22,2,Gary Payton,SEA,31,82,45,37,41.8,4.6,2.5,4.0,10.2,12.3,12.7,11.5,35.2,0.2,0.8,2.2,0.4,'99-00
23,2,Greg Anthony,POR,32,82,59,23,18.9,1.0,0.7,1.1,0.9,6.0,5.7,4.5,13.7,0.1,0.1,1.7,0.2,'99-00
24,2,Howard Eisley,UTA,27,82,55,27,25.5,1.0,0.8,0.6,1.8,8.9,6.9,5.6,16.9,0.1,0.4,2.7,0.2,'99-00
25,2,Jerome Williams,DET,27,82,42,40,25.7,1.9,2.5,1.7,6.0,9.1,8.0,6.4,18.6,0.3,0.5,2.4,0.6,'99-00
26,2,Jerry Stackhouse,DET,25,82,42,40,38.4,4.4,2.2,5.2,8.4,14.2,11.4,10.4,30.8,0.4,1.3,2.3,0.2,'99-00
27,2,John Stockton,UTA,38,82,55,27,29.7,2.0,1.1,1.4,3.7,8.7,7.3,5.8,20.5,0.2,0.5,2.3,0.5,'99-00
28,2,Johnny Newman,NJN,36,82,31,51,21.4,2.2,1.0,0.7,3.0,7.0,6.4,6.2,17.2,0.1,0.7,2.5,0.2,'99-00
29,2,Juwan Howard,WAS,27,82,29,53,35.5,2.7,1.9,1.5,7.0,13.2,9.7,11.2,30.1,0.3,1.1,3.6,0.1,'99-00
30,2,Karl Malone,UTA,36,82,55,27,35.9,4.4,2.9,3.1,9.6,11.0,9.0,7.5,25.5,0.9,1.0,2.8,0.3,'99-00
31,2,Kenny Anderson,BOS,29,82,35,47,31.6,2.5,1.5,3.0,4.7,10.5,8.3,9.3,25.6,0.1,0.7,2.8,0.1,'99-00
32,2,Larry Hughes,GSW,21,82,33,49,28.4,3.2,1.9,3.2,5.9,10.0,8.3,9.3,23.4,0.3,1.1,2.3,0.1,'99-00
33,2,Latrell Sprewell,NYK,29,82,50,32,40.0,3.8,1.1,2.8,5.8,13.0,10.6,8.5,27.1,0.3,1.1,2.2,0.2,'99-00
34,2,Lindsey Hunter,DET,29,82,42,40,35.6,2.3,1.0,2.0,2.6,12.4,10.4,9.5,27.8,0.3,0.4,2.6,0.8,'99-00
35,2,Malik Sealy,MIN,30,82,50,32,29.1,2.0,2.0,2.5,3.7,8.8,7.5,7.9,22.4,0.2,0.7,2.4,0.2,'99-00
36,2,Michael Curry,DET,31,82,42,40,19.7,1.2,0.4,0.7,2.0,7.5,5.9,5.0,14.1,0.1,0.2,2.5,0.4,'99-00
37,2,Michael Dickerson,VAN,25,82,22,60,37.9,3.3,1.5,3.2,6.5,15.1,11.2,13.5,34.5,0.5,1.1,2.8,0.1,'99-00
38,2,Michael Finley,DAL,27,82,40,42,42.3,4.2,2.5,4.0,8.0,13.7,15.0,12.8,37.4,0.4,0.9,2.1,0.5,'99-00
39,2,Mike Bibby,VAN,22,82,22,60,38.5,2.4,1.3,2.4,3.9,15.1,11.5,13.7,36.1,0.2,0.5,2.1,0.3,'99-00
40,2,Olden Polynice,UTA,35,82,55,27,22.2,1.3,1.5,0.6,4.4,6.5,5.4,5.2,16.3,1.0,0.3,3.2,0.2,'99-00
41,2,Othella Harrington,VAN,26,82,22,60,32.6,2.0,2.6,1.0,8.0,12.9,9.5,11.5,30.8,0.7,0.9,3.5,0.4,'99-00
42,2,Pat Garrity,ORL,23,82,41,41,18.1,1.6,1.1,1.0,1.6,6.5,5.1,5.1,14.3,0.2,0.2,2.4,0.3,'99-00
43,2,Rashard Lewis,SEA,20,82,45,37,19.2,1.2,1.9,1.7,4.4,6.1,6.0,4.8,15.7,0.4,0.4,2.0,0.1,'99-00
44,2,Rasho Nesterovic,MIN,24,82,50,32,21.1,0.8,1.3,0.5,4.2,5.7,5.0,5.7,16.4,1.0,0.3,3.2,0.1,'99-00
45,2,Ray Allen,MIL,24,82,42,40,37.5,4.1,2.1,4.5,6.4,13.0,11.1,10.5,28.5,0.2,0.7,2.3,0.1,'99-00
46,2,Rick Fox,LAL,30,82,67,15,18.0,1.3,1.0,0.9,2.0,5.3,4.4,4.3,12.1,0.3,0.3,2.5,0.1,'99-00
47,2,Rodney Rogers,PHX,29,82,53,29,27.9,2.5,2.1,2.0,6.2,10.0,8.1,6.3,19.8,0.6,0.9,3.5,0.3,'99-00
48,2,Scottie Pippen,POR,34,82,59,23,33.5,2.0,1.6,2.5,4.6,9.9,9.3,8.6,24.5,0.5,0.4,2.5,0.3,'99-00
49,2,Shandon Anderson,HOU,26,82,34,48,33.0,1.9,1.4,2.7,5.8,13.5,10.0,10.4,29.3,0.4,0.8,2.2,0.2,'99-00
50,2,Shareef Abdur-Rahim,VAN,23,82,22,60,39.3,3.3,3.6,2.7,9.9,15.1,11.1,13.5,36.1,1.1,1.7,3.0,0.2,'99-00
51,2,Shawn Kemp,CLE,30,82,32,50,30.4,2.8,3.5,1.3,8.1,12.2,8.5,9.4,24.2,1.2,1.7,4.5,0.2,'99-00
52,2,Steven Smith,POR,31,82,59,23,32.8,2.0,1.8,2.0,4.7,9.9,9.3,8.7,24.7,0.4,0.5,2.6,0.1,'99-00
53,2,Terry Mills,DET,32,82,42,40,22.5,0.7,0.6,0.3,0.8,7.3,6.7,5.8,18.6,0.3,0.1,3.0,0.2,'99-00
54,2,Tony Battie,BOS,24,82,35,47,18.3,1.3,2.0,0.7,3.4,6.9,4.9,4.9,14.2,0.9,0.3,3.0,0.1,'99-00
55,2,Travis Best,IND,27,82,56,26,20.6,1.4,0.7,1.2,2.6,6.1,5.1,5.2,16.0,0.1,0.3,2.5,0.2,'99-00
56,2,Vince Carter,TOR,23,82,45,37,38.1,3.9,3.1,4.0,8.4,11.3,10.8,13.9,31.2,1.1,0.9,3.2,0.4,'99-00
57,2,Vlade Divac,SAC,32,82,44,38,29.0,2.0,2.1,0.9,7.2,11.3,8.4,10.8,25.1,1.3,0.8,3.1,0.7,'99-00
58,59,Aaron Williams,WAS,28,81,29,52,19.1,1.1,1.8,0.4,5.2,6.7,5.1,5.3,14.1,1.1,0.6,2.9,0.2,'99-00
59,59,Antonio McDyess,DEN,25,81,34,47,33.3,2.8,2.6,1.8,9.9,12.4,9.8,10.3,29.8,1.7,1.0,3.9,0.3,'99-00
60,59,Austin Croshere,IND,25,81,55,26,23.3,1.3,1.4,1.0,3.6,7.3,6.0,6.2,19.9,0.7,0.6,2.5,0.2,'99-00
61,59,Ben Wallace,ORL,25,81,40,41,24.2,1.0,1.8,0.8,4.0,9.3,7.4,7.7,20.3,1.6,0.4,2.0,0.2,'99-00
62,59,Cuttino Mobley,HOU,24,81,34,47,30.8,2.5,1.3,2.8,5.8,11.9,9.7,8.6,27.1,0.4,0.6,2.1,0.2,'99-00
63,59,Elton Brand,CHI,21,81,17,64,37.0,2.8,3.9,1.2,12.3,15.9,9.9,10.7,30.9,1.6,1.5,3.2,0.3,'99-00
64,59,Glenn Robinson,MIL,27,81,42,39,36.0,3.3,1.6,2.0,5.1,12.6,10.7,10.8,28.1,0.5,0.8,2.6,0.2,'99-00
65,59,Greg Ostertag,UTA,27,81,54,27,19.8,0.5,1.8,0.1,2.9,7.2,5.3,3.5,11.3,2.1,0.5,2.4,0.2,'99-00
66,59,James Posey,DEN,23,81,34,47,25.3,1.6,1.2,2.2,2.6,9.4,6.7,7.8,22.7,0.4,0.5,2.6,0.4,'99-00
67,59,Jamie Feick,NJN,25,81,30,51,27.7,1.0,2.0,0.3,2.1,8.2,8.9,9.2,26.6,0.5,0.3,2.5,0.2,'99-00
68,59,Jaren Jackson,SAS,32,81,53,28,20.9,0.9,0.7,1.3,0.5,6.7,5.4,5.4,15.9,0.1,0.1,1.9,0.1,'99-00
69,59,Jason Terry,ATL,22,81,28,53,23.3,1.2,0.3,1.7,2.2,8.4,7.0,7.8,21.1,0.1,0.4,1.6,0.1,'99-00
70,59,Jason Williams,SAC,24,81,43,38,34.0,2.5,0.4,3.7,3.5,13.6,10.2,12.5,30.1,0.1,0.2,1.7,0.2,'99-00
71,59,Keon Clark,DEN,25,81,35,46,22.9,1.1,1.8,0.9,6.0,8.6,6.3,7.1,19.2,1.4,0.4,2.9,0.2,'99-00
72,59,Kevin Garnett,MIN,24,81,50,31,40.0,3.8,3.3,2.0,9.6,12.1,10.7,10.7,32.1,1.6,0.5,2.5,0.2,'99-00
73,59,Mark Jackson,IND,35,81,55,26,27.0,1.1,0.8,0.6,3.2,8.6,8.0,9.2,25.4,0.1,0.4,1.4,0.1,'99-00
74,59,Michael Doleac,ORL,23,81,40,41,16.5,1.1,1.3,0.7,2.1,5.7,4.1,5.3,12.5,0.4,0.5,2.8,0.2,'99-00
75,59,Raef LaFrentz,DEN,24,81,34,47,30.0,2.1,2.9,1.4,5.8,10.7,8.6,9.5,26.8,2.2,1.0,3.6,0.5,'99-00
76,59,Rasheed Wallace,POR,25,81,58,23,35.1,2.6,2.2,1.7,8.3,10.3,9.3,8.8,24.9,1.3,0.6,2.7,0.2,'99-00
77,59,Reggie Miller,IND,34,81,55,26,36.9,3.3,1.9,3.4,2.9,11.4,10.8,11.2,33.4,0.3,0.4,1.6,0.6,'99-00
78,59,Ruben Patterson,SEA,24,81,45,36,25.9,2.5,2.6,3.0,7.6,8.0,8.4,7.9,22.9,0.5,1.2,2.3,0.2,'99-00
79,59,Sam Cassell,MIL,30,81,42,39,35.8,3.5,1.8,4.0,4.8,12.2,10.8,10.5,27.0,0.1,0.6,3.1,0.5,'99-00
80,59,Sam Perkins,IND,39,81,55,26,20.0,1.0,0.7,0.5,1.5,5.6,4.9,4.7,15.7,0.4,0.1,1.7,0.1,'99-00
81,82,Bimbo Coles,ATL,32,80,28,52,24.1,1.4,0.6,1.8,2.5,8.8,6.8,8.7,20.3,0.1,0.4,2.2,0.3,'99-00
82,82,Brent Barry,SEA,28,80,44,36,34.2,2.0,1.1,2.5,3.0,10.7,10.6,9.8,28.8,0.4,0.2,2.9,0.5,'99-00
83,82,Charles Oakley,TOR,36,80,45,35,30.4,0.9,0.8,0.7,0.5,9.0,8.5,11.5,25.3,0.6,0.3,3.7,0.5,'99-00
84,82,Clifford Robinson,PHX,33,80,51,29,35.5,3.1,2.4,2.0,6.7,12.6,10.7,8.8,27.1,0.8,0.7,3.0,0.5,'99-00
85,82,David Robinson,SAS,34,80,51,29,32.0,2.5,2.7,1.2,8.5,9.8,8.9,7.3,22.6,2.3,0.8,3.1,0.5,'99-00
86,82,Ervin Johnson,MIL,32,80,41,39,26.7,1.1,2.0,0.5,3.4,9.3,7.7,7.8,19.7,1.6,0.4,3.7,0.2,'99-00
87,82,Glen Rice,LAL,33,80,65,15,31.6,2.4,1.4,1.9,3.5,9.3,9.2,8.3,23.5,0.2,0.7,2.2,0.3,'99-00
88,82,Jahidi White,WAS,24,80,28,52,19.2,1.0,2.2,0.6,5.6,7.5,5.2,6.1,16.2,1.0,0.9,2.9,0.2,'99-00
89,82,Jalen Rose,IND,27,80,54,26,37.2,2.6,1.4,3.8,5.7,11.6,10.9,11.7,33.1,0.6,0.5,2.9,0.3,'99-00
90,82,John Amaechi,ORL,29,80,39,41,21.1,1.6,0.8,0.9,4.4,8.4,7.3,6.1,18.2,0.5,1.0,2.0,0.3,'99-00
91,82,Keith Van Horn,NJN,24,80,30,50,34.9,3.1,3.1,1.6,8.8,11.2,11.8,11.8,32.8,0.8,1.3,3.2,0.3,'99-00
92,82,Kurt Thomas,NYK,27,80,49,31,24.6,1.6,1.7,0.6,4.2,8.3,6.2,4.6,15.2,0.5,0.5,3.5,0.6,'99-00
93,82,Michael Olowokandi,LAC,25,80,14,66,31.2,1.3,2.0,0.4,6.0,11.7,9.3,9.9,30.6,1.8,0.7,3.8,0.1,'99-00
94,82,Muggsy Bogues,TOR,35,80,45,35,21.6,0.7,0.6,1.0,0.8,6.4,6.1,7.6,17.0,0.1,0.3,1.5,0.1,'99-00
95,82,P.J. Brown,MIA,30,80,52,28,28.8,1.5,1.6,1.4,4.1,9.4,7.5,7.3,21.0,0.8,0.5,3.3,0.4,'99-00
96,82,Ron Harper,LAL,36,80,66,14,25.5,1.4,0.7,1.5,3.7,6.9,7.0,6.9,18.6,0.5,0.6,2.1,0.1,'99-00
97,82,Tim Thomas,MIL,23,80,42,38,26.2,2.0,1.8,1.3,5.0,9.6,8.4,7.4,19.8,0.4,0.6,2.8,0.2,'99-00
98,82,Tracy Murray,WAS,28,80,28,52,22.9,1.6,1.3,1.2,1.6,8.1,6.2,6.0,18.2,0.3,0.4,2.3,0.2,'99-00
99,100,Alonzo Mourning,MIA,30,79,50,29,34.7,3.1,3.4,1.5,10.8,11.4,9.5,8.7,24.5,3.7,0.9,3.9,0.4,'99-00
100,100,Anthony Carter,MIA,25,79,50,29,23.6,1.4,0.7,1.3,3.1,7.9,6.0,5.7,16.4,0.1,0.4,2.1,0.2,'99-00
101,100,Antonio Davis,TOR,31,79,43,36,31.4,1.5,2.4,1.8,6.1,10.2,8.4,12.2,25.9,1.3,1.1,3.4,0.5,'99-00
102,100,Hubert Davis,DAL,30,79,39,40,23.0,1.1,0.7,0.6,1.5,7.8,8.1,7.8,21.8,0.0,0.1,1.4,0.2,'99-00
103,100,Jim Jackson,ATL,29,79,27,52,35.0,2.2,1.9,2.1,3.3,12.8,9.4,12.4,30.3,0.1,0.6,2.1,0.1,'99-00
104,100,Kevin Willis,TOR,37,79,45,34,21.3,1.3,2.2,1.7,4.1,6.5,6.2,8.1,17.9,0.6,0.5,3.2,0.1,'99-00
105,100,Mario Elie,SAS,36,79,51,28,28.1,1.4,0.7,1.4,2.0,9.5,7.9,7.1,21.1,0.1,0.4,2.0,0.1,'99-00
106,100,Nick Van Exel,DEN,28,79,35,44,37.3,2.2,1.1,3.5,4.7,13.5,10.7,11.8,32.9,0.1,0.6,1.9,0.2,'99-00
107,100,Randy Livingston,PHX,25,79,52,27,13.6,0.7,0.6,0.5,2.2,5.1,3.5,3.4,9.8,0.2,0.3,1.6,0.1,'99-00
108,100,Rik Smits,IND,33,79,54,25,23.5,1.6,1.2,0.6,6.3,7.3,6.8,8.5,22.4,1.3,0.5,3.2,0.3,'99-00
109,100,Shaquille O'Neal,LAL,28,79,66,13,40.1,4.3,6.3,1.8,22.5,10.7,11.3,9.8,28.0,3.0,0.7,3.2,0.2,'99-00
110,100,Tracy McGrady,TOR,21,79,44,35,31.1,2.7,2.4,3.4,6.5,9.5,8.8,11.6,26.1,1.9,1.0,2.5,0.1,'99-00
111,100,Vin Baker,SEA,28,79,43,36,36.0,2.3,3.6,0.6,8.5,11.1,10.8,10.0,30.8,0.8,1.3,3.6,0.3,'99-00
112,100,Vitaly Potapenko,BOS,25,79,35,44,22.7,1.4,1.8,0.9,4.8,7.6,5.9,6.4,19.2,0.4,0.6,3.0,0.2,'99-00
113,100,Wesley Person,CLE,29,79,29,50,26.0,1.8,1.3,1.7,1.8,10.1,7.8,7.2,20.0,0.2,0.3,1.5,0.1,'99-00
114,115,Clar. Weatherspoon,MIA,29,78,49,29,20.7,1.2,1.3,0.6,4.2,6.9,5.2,4.2,13.4,0.6,0.7,2.1,0.2,'99-00
115,115,Damon Stoudamire,POR,26,78,57,21,30.4,2.6,0.8,2.7,3.5,9.3,8.4,8.0,22.1,0.0,0.6,2.2,0.2,'99-00
116,115,Derek Fisher,LAL,25,78,65,13,23.1,1.1,0.5,0.9,1.0,6.3,5.9,5.9,16.0,0.0,0.2,1.9,0.9,'99-00
117,115,Elden Campbell,CHH,31,78,45,33,32.5,1.5,2.3,0.4,6.9,10.5,8.6,9.6,25.8,1.9,0.7,3.4,0.1,'99-00
118,115,George McCloud,DEN,33,78,33,45,27.2,1.3,1.7,1.6,1.9,10.2,8.3,8.3,23.9,0.3,0.4,2.3,0.1,'99-00
119,115,Jacque Vaughn,UTA,25,78,51,27,11.3,0.5,0.4,0.4,1.0,4.2,2.9,2.6,6.9,0.0,0.2,1.2,0.2,'99-00
120,115,Joe Smith,MIN,24,78,49,29,25.3,1.2,2.3,0.4,4.2,7.8,7.3,6.9,19.1,1.1,0.6,3.9,0.8,'99-00
121,122,Corey Maggette,ORL,20,77,37,40,17.8,1.8,2.0,2.2,4.2,6.9,5.7,4.9,15.4,0.3,0.6,2.2,0.1,'99-00
122,122,Detlef Schrempf,POR,37,77,55,22,21.6,1.1,1.3,0.9,2.7,7.0,6.6,4.9,15.6,0.2,0.3,2.4,0.2,'99-00
123,122,Jeff Hornacek,UTA,37,77,52,25,27.7,2.0,1.4,1.4,3.5,8.6,7.0,6.4,20.0,0.2,0.4,1.9,0.5,'99-00
124,122,Lucious Harris,NJN,29,77,29,48,19.5,1.5,0.9,0.9,1.8,5.4,6.2,5.8,16.2,0.1,0.2,1.3,0.2,'99-00
125,122,Shawn Bradley,DAL,28,77,38,39,24.7,1.3,2.0,0.1,5.0,7.5,8.5,6.9,18.3,2.5,0.4,3.4,0.5,'99-00
126,122,Steve Francis,HOU,23,77,31,46,36.0,3.2,1.8,4.0,7.3,14.8,10.8,11.0,31.8,0.4,0.9,3.0,0.2,'99-00
127,128,Adonal Foyle,GSW,25,76,16,60,21.7,0.7,1.6,0.8,4.8,6.9,7.4,7.0,20.1,1.8,0.4,2.9,0.2,'99-00
128,128,Corliss Williamson,SAC,26,76,41,35,22.5,1.8,1.8,1.9,7.0,9.4,6.6,8.6,19.6,0.3,0.7,2.5,0.2,'99-00
129,128,Horace Grant,SEA,34,76,43,33,35.3,0.9,1.8,0.5,2.3,10.8,10.7,10.0,30.0,0.8,0.2,2.5,0.4,'99-00
130,128,Jamal Mashburn,MIA,27,76,47,29,37.2,2.7,1.7,2.8,5.2,12.1,9.7,9.2,27.5,0.2,0.8,2.8,0.1,'99-00
131,128,Kendall Gill,NJN,32,76,30,46,31.0,2.7,1.4,1.8,4.9,9.0,9.9,10.8,29.1,0.5,1.0,2.8,0.2,'99-00
132,128,Lamar Odom,LAC,20,76,15,61,36.4,2.5,2.7,2.1,8.4,13.7,10.9,11.2,35.3,1.3,1.0,3.8,0.2,'99-00
133,128,Robert Horry,LAL,29,76,62,14,22.2,0.8,1.1,0.7,2.2,6.7,6.0,5.6,15.7,1.1,0.2,2.5,0.5,'99-00
134,128,Scot Pollard,SAC,25,76,40,36,17.5,1.0,1.8,0.6,3.7,6.3,4.8,5.4,14.3,0.8,0.4,2.8,0.3,'99-00
135,128,Walt Williams,HOU,30,76,34,42,24.5,1.7,1.5,1.7,3.1,9.3,6.5,7.5,20.6,0.6,0.4,2.5,0.2,'99-00
136,137,Chris Webber,SAC,27,75,41,34,38.4,4.2,3.8,2.8,11.4,14.4,11.8,13.4,33.6,1.7,0.7,3.5,0.1,'99-00
137,137,Eric Piatkowski,LAC,29,75,13,62,22.8,1.6,1.2,1.4,2.5,8.8,7.6,8.2,23.7,0.2,0.3,1.9,0.1,'99-00
138,137,George Lynch,PHI,29,75,45,30,32.2,2.3,2.6,2.3,5.2,9.7,8.4,8.5,25.4,0.5,0.8,3.1,0.4,'99-00
139,137,Lawrence Funderburke,SAC,29,75,44,31,13.7,1.3,1.3,1.0,3.8,5.0,3.8,5.2,12.9,0.3,0.4,1.2,0.2,'99-00
140,137,Lorenzen Wright,ATL,24,75,27,48,16.0,0.8,1.7,0.5,3.7,6.2,4.8,6.1,15.2,0.5,0.3,2.7,0.1,'99-00
141,137,Mark Bryant,CLE,35,75,29,46,22.7,0.8,1.2,0.4,3.5,8.5,6.1,6.4,17.6,0.4,0.2,3.3,0.3,'99-00
142,137,Monty Williams,ORL,28,75,39,36,20.0,1.7,1.7,1.5,4.9,8.4,5.4,7.1,17.6,0.2,0.7,2.5,0.1,'99-00
143,137,Vonteego Cummings,GSW,24,75,19,56,23.9,2.3,0.9,2.3,2.9,8.8,7.8,7.5,21.3,0.2,0.6,2.3,0.2,'99-00
144,145,Brian Shaw,LAL,34,74,62,12,16.9,0.4,0.6,0.4,1.9,6.2,4.8,4.2,12.3,0.2,0.2,1.4,0.0,'99-00
145,145,Dale Davis,IND,31,74,51,23,28.8,1.4,2.3,1.3,6.9,9.0,9.0,9.3,25.5,1.3,0.5,2.7,0.1,'99-00
146,145,Derrick Coleman,CHH,33,74,43,31,31.8,2.4,2.2,1.3,6.4,10.7,8.8,9.1,25.9,1.8,1.0,2.6,0.1,'99-00
147,145,Grant Hill,DET,27,74,40,34,37.5,4.4,1.9,4.5,10.4,12.9,11.5,9.5,29.0,0.6,1.0,2.6,0.6,'99-00
148,145,Lamond Murray,CLE,27,74,27,47,32.0,3.1,2.2,3.6,6.1,12.6,9.5,9.0,24.8,0.5,0.7,2.8,0.2,'99-00
149,145,Malik Rose,SAS,25,74,48,26,18.1,0.8,1.4,0.6,4.2,6.3,4.9,4.7,12.9,0.7,0.7,3.1,0.3,'99-00
150,145,Mitch Richmond,WAS,35,74,27,47,32.4,2.9,1.7,2.3,3.9,11.8,8.8,9.1,27.4,0.2,0.8,2.6,0.5,'99-00
151,145,Peja Stojakovic,SAC,23,74,41,33,23.6,2.0,1.3,1.6,3.3,8.4,7.1,7.6,21.4,0.1,0.5,1.3,0.1,'99-00
152,145,Quincy Lewis,UTA,23,74,50,24,12.1,0.8,0.6,0.5,1.4,4.5,3.4,2.9,7.2,0.2,0.4,2.1,0.1,'99-00
153,145,Scott Burrell,NJN,29,74,31,43,18.0,1.1,0.7,0.6,1.0,4.8,5.2,4.8,14.6,0.6,0.2,2.3,0.3,'99-00
154,145,Stephon Marbury,NJN,23,74,31,43,38.9,4.1,1.7,3.7,8.6,12.1,12.5,12.9,35.5,0.2,1.1,2.6,0.2,'99-00
155,145,Tim Duncan,SAS,24,74,48,26,38.9,3.5,4.0,1.4,11.0,12.6,10.2,9.4,28.0,2.2,1.3,2.8,0.3,'99-00
156,145,Tony Farmer,GSW,30,74,17,57,16.2,1.2,1.8,0.7,2.5,5.9,4.9,5.1,14.3,0.2,0.4,2.3,0.4,'99-00
157,158,Bob Sura,CLE,27,73,30,43,30.4,3.2,1.4,4.4,5.4,12.8,9.6,8.4,24.3,0.3,0.7,2.8,0.5,'99-00
158,158,Bobby Jackson,MIN,27,73,43,30,14.2,0.9,0.5,1.3,1.4,4.2,4.2,3.9,11.5,0.1,0.2,1.6,0.0,'99-00
159,158,Chris Anstey,CHI,25,73,13,60,13.8,1.0,1.2,0.5,2.4,6.0,3.9,3.5,10.0,0.3,0.3,2.5,0.4,'99-00
160,158,Doug Christie,TOR,30,73,40,33,31.0,2.7,1.3,2.5,3.2,10.2,8.5,12.3,26.9,0.6,0.8,2.3,0.1,'99-00
161,158,Mookie Blaylock,GSW,33,73,18,55,33.6,1.9,0.7,2.1,2.3,11.0,11.0,10.8,30.7,0.3,0.3,1.7,0.2,'99-00
162,158,Paul Pierce,BOS,22,73,34,39,35.4,4.1,2.6,2.6,6.2,12.0,9.3,9.5,27.9,0.8,0.9,3.2,0.4,'99-00
163,158,Tyrone Nesby,LAC,24,73,14,59,31.8,1.9,1.6,1.8,4.7,11.6,9.9,10.1,32.4,0.4,0.5,2.8,0.1,'99-00
164,158,Wally Szczerbiak,MIN,23,73,45,28,29.7,2.0,1.2,3.2,4.7,8.8,7.5,8.0,24.2,0.3,0.6,2.4,0.2,'99-00
165,166,Adrian Griffin,BOS,25,72,29,43,26.8,1.3,1.1,0.7,3.2,9.7,6.7,8.4,22.8,0.2,0.5,3.1,0.2,'99-00
166,166,Bryce Drew,HOU,25,72,28,44,17.9,0.7,0.4,0.9,1.5,6.3,5.3,5.1,15.9,0.0,0.1,1.1,0.1,'99-00
167,166,Charlie Ward,NYK,29,72,45,27,27.6,1.1,0.4,0.7,1.7,9.0,7.6,6.2,20.3,0.2,0.2,2.4,0.6,'99-00
168,166,Dana Barros,BOS,33,72,30,42,15.8,1.3,0.7,0.9,1.1,6.3,4.2,4.5,13.2,0.1,0.1,1.1,0.2,'99-00
169,166,Danny Manning,MIL,34,72,36,36,16.9,0.8,0.5,0.4,2.5,5.6,5.3,4.9,14.1,0.4,0.2,2.5,0.2,'99-00
170,166,Eddie Jones,CHH,28,72,47,25,38.9,4.1,1.9,4.2,5.4,12.1,9.9,11.3,31.5,0.7,0.7,2.4,0.8,'99-00
