,offrtg,defrtg,netrtg,ast/to,oreb%,dreb%,to_ratio,ts%,pace,pie,poss,dreb,stl%,%blk,def_ws,fbps,pitp,blk,pf,pfd,%fga_2pt,%pts_2pt_mr,%pts_3pt,%pts_fbps,%pts_ft,%pts_offto,2fgm_%uast,3fgm_%uast,fg%,3p%,ft%,%3pm,%fta,%reb,%ast,%tov,%pf,%pfd,%pts,weight,height,age,obbs,+/-
blk,0.16465539232008342,-0.01701007851410838,0.14201294678209256,-0.2421405062843285,0.45339684870471453,0.48494821274951594,0.06586692964898543,0.22025923227122418,-0.11092342391667698,0.22457059370888396,0.3173217561720871,0.6458690930601575,-0.0972948462900756,0.7402974403992671,0.3230587469241821,0.023232094686331358,0.5266995379236653,1.0,0.5198704570118338,0.2702567333016794,0.363136487850989,-0.09445254476644124,-0.34060649954307115,-0.22098416962384054,0.06826214674905465,-0.10798347741985166,-0.21230795709219777,-0.15197073592190055,0.3722321855918227,-0.23477138717524096,-0.05626093220966062,-0.3317948265089057,0.2896271293647175,0.5207511417466051,-0.24920457719619174,0.037832168135801696,0.13605548528216002,0.14616124860757268,0.14693559698862843,0.4521372544533437,0.5054983806190787,-0.028381681538456754,0.043846374973959566,0.16275433220458574
%3pm,0.14702044228583785,0.06118546766969534,0.07262273207755929,0.30152161043938097,-0.6224114116365664,-0.4485531313267241,-0.30423172021016937,0.12187369267489544,-0.011860241882780112,0.05600344378601772,0.20896678350862127,-0.1396140408655436,0.11983627012580512,-0.49409376898223006,0.12295396856727384,0.3552937522721625,-0.15543487600068379,-0.3317948265089057,-0.108025547442718,0.03224527892949736,-0.7514349237560607,-0.005018709658282511,0.8041630834001022,0.2084035119698632,-0.2720554009954979,0.0656177123611347,0.2678412143592289,0.25183980033363673,-0.2651679348379654,0.679547986343704,0.3254088910623546,1.0,-0.16853784196640603,-0.5738340065708674,0.24747784840650605,0.0003354458895618136,-0.4285776385223159,-0.12457567605263865,0.30020773133490875,-0.4760210360096338,-0.4563486877335827,0.04787694814466878,0.02628736826564506,0.0707050301396533
defrtg,0.11268711732562382,1.0,-0.6205043773196784,0.06082892813957326,-0.06336930037656473,-0.06660181824090382,-0.057721427729181006,0.114367974047733,0.1116323521089585,0.01717804687388494,0.07522603258988853,0.07164456892570849,-0.031400157395441504,-0.036811614812538127,-0.39707025029034865,0.0916289883450779,0.13078360392243538,-0.01701007851410838,0.07938350635977615,0.18125186336446808,-0.15350768157578934,-0.13443273225681326,0.13077119360950515,-0.027400147561463323,-0.06479705970383028,-0.14260001789556395,0.07365754771566267,0.06625603942349036,0.057632173399293676,0.11663737489439012,0.09095183049350873,0.06118546766969534,0.038928879135479565,-0.0559646927864229,0.017949016380837787,0.03610862702896313,-0.03846260945122031,0.169625723047515,0.09073011976449286,-0.04614005829650708,-0.04026084127541512,-0.0904953240298211,-0.14464407752047578,-0.40596828800337875
3fgm_%uast,0.11061481530466234,0.06625603942349036,0.04031985204217962,0.3207152173927556,-0.3236830543129797,-0.2565222916869877,-0.05090580360144012,0.025262802067775342,0.0008335567571293557,0.13827056703794002,0.18917474132635048,-0.0006434443514323619,0.19903797627007228,-0.2866938728593612,0.12036219271449165,0.3459815359558748,0.158587698897121,-0.15197073592190055,0.002195452694932094,0.2505887868593934,-0.14762051587844127,0.08421134980529316,0.14665363664840114,0.15409907857553934,0.014679853156283897,0.02561688171803664,0.48975426933787924,1.0,-0.09216250456893843,0.29985745952386134,0.2001653229024724,0.25183980033363673,0.17062552144034776,-0.3174761888032201,0.5367624472717004,0.3427599903649258,-0.2716199947320015,0.14183272856421578,0.2893799690692476,-0.3860871109166408,-0.448653738452889,-0.011415206407871982,0.014374642538935065,0.06180274253157015
2fgm_%uast,0.11020819370074689,0.07365754771566267,0.03468288801655372,0.37592692106357606,-0.3156857166985339,-0.3081099876370181,0.0004204965296992291,-0.010140435281991465,-0.04449493980392156,0.13818781293501725,0.18536866448575556,-0.053546831470310016,0.25388630570318504,-0.33456046657663485,0.10665530299947447,0.3065283681254529,0.13472761692313023,-0.21230795709219777,-0.009198299753682866,0.2480149766257852,-0.138653266314651,-0.005765261423984576,0.14943132156006717,0.14336289462635496,-0.04175993527573167,0.04690773987030789,1.0,0.48975426933787924,-0.13016577690487438,0.23964910300841388,0.21361784141669293,0.2678412143592289,0.13998802610141442,-0.3577663276105491,0.6552189104591901,0.40863402823195005,-0.2888165140513363,0.15255206624886972,0.2580281132709894,-0.4594174395452331,-0.5430627695272907,-0.05443884447743032,-0.051223774024264535,0.016538381582172704
%fta,0.10352263101349955,0.038928879135479565,0.05409442263965576,-0.15644422638817584,0.2307518900177431,0.2498929571693117,0.024163401274441665,0.24854791605788873,-0.052587751816741385,0.31027606078707715,0.26313371890108384,0.39981911418579213,0.01657690902147615,0.19889373447137154,0.19218636294610258,0.34698675022975733,0.5851092132683685,0.2896271293647175,0.29004277554107694,0.571189169055601,0.3550622485654881,-0.08880419896223489,-0.37690534365533895,-0.016235389219244504,0.4835449098740162,-0.022497555098116892,0.13998802610141442,0.17062552144034776,0.2521663842918712,-0.10306529602041627,0.19267032488245786,-0.16853784196640603,1.0,0.26110024654990716,0.0820968535075537,0.39503833737267835,0.021583446535128916,0.6197055683622849,0.6325488741165274,0.19998431617198612,0.1551128010873695,-0.11957290574314096,0.013268041722013965,0.09458292346312708
stl%,0.0911621915417517,-0.031400157395441504,0.09420717137458041,0.24977075531354836,-0.1701826278498554,-0.14121712845430576,-0.030649852735010124,-0.012482863715892531,-0.02445003193539557,0.12286371149099827,0.10810798557766951,-0.006603417920737419,1.0,-0.1737334803730397,0.12798581736881426,0.2190599772415488,0.03887214702694566,-0.0972948462900756,0.03428360596742681,0.08269041107110114,-0.09154086540229285,-0.0027266006325343535,0.08843576744746894,0.2489479216405896,-0.02045473265486461,0.1995612233807592,0.25388630570318504,0.19903797627007228,-0.07208962124524299,0.14872082373439083,0.0991547808276491,0.11983627012580512,0.01657690902147615,-0.18065601418488597,0.33363862319388254,0.1457711205551251,-0.1354262169761999,0.021013843373024598,0.024008445844549597,-0.30115646950846237,-0.3135203144987871,-0.032768388457680105,-0.02511666507716209,0.0665924815579517
%ast,0.08525974310986464,0.017949016380837787,0.05450636959399548,0.6444122307770772,-0.4617108473107459,-0.3434611585488657,-0.013709692802320646,-0.06087440265761904,-0.045642423899159415,0.18375459871496247,0.22968847033992174,-0.030435425895988834,0.33363862319388254,-0.41802449722628454,0.18165068067646464,0.35407896847558396,0.1277172048588037,-0.24920457719619174,-0.016518718032159593,0.23848675850189593,-0.15019173935594327,0.1408694748277479,0.1382262607159946,0.19642992404181014,0.026436721903138186,0.04444552146934182,0.6552189104591901,0.5367624472717004,-0.17867161914751245,0.27529364889946645,0.21024297794790844,0.24747784840650605,0.0820968535075537,-0.43320752963532233,1.0,0.4953227670152936,-0.352876002404639,0.09821048907638473,0.18251668484164488,-0.5519011897128548,-0.6428507495114635,0.06915693674889274,-0.0006095743274892492,0.07504411276529355
age,0.06679673039214838,-0.0904953240298211,0.1169512898197281,0.15955219002027748,-0.07373319102680669,0.0036014068306564426,-0.026472549641475857,0.021708128233385904,-0.14777537490789558,0.023958654704548266,0.04351517469387301,0.04747297017289382,-0.032768388457680105,-0.052646518703286356,0.13280700964825057,-0.09597258916485113,-0.10284560944897206,-0.028381681538456754,0.02597807634693115,-0.04784371761273306,-0.06235812468104182,0.15949240162554976,0.08608707607087031,-0.17493030226456666,-0.044276001794844505,-0.0931608219130168,-0.05443884447743032,-0.011415206407871982,-0.02183167037514112,0.024600268933178935,0.08604515622348088,0.04787694814466878,-0.11957290574314096,-0.025506605611201418,0.06915693674889274,-0.05864461291017875,-0.03429698216884129,-0.11129970070518069,-0.10896399029694477,0.06639423893298779,-0.015614570394925848,1.0,0.16505958452212188,0.1633117204100787
dreb%,0.03358421368295219,-0.06660181824090382,0.07381919060860617,-0.35138893283113815,0.6258513694967814,1.0,0.14473845470337884,0.13397253032325987,0.02328464626930535,0.2524659696933633,0.02044732692820638,0.612562059930389,-0.14121712845430576,0.5526594504767746,0.06308085055418343,-0.2025078388679019,0.3100374499459955,0.48494821274951594,0.26697322262195905,0.1612167926267997,0.404523791639611,-0.14630431813325534,-0.39829999429835633,-0.3418849973869366,0.09887779283301151,-0.1484035687345614,-0.3081099876370181,-0.2565222916869877,0.3316201955175262,-0.3352437177245373,-0.1758793496597953,-0.4485531313267241,0.2498929571693117,0.9311694940549754,-0.3434611585488657,0.015454379658489729,0.3010765226910924,0.2107927813935283,0.03701331446163268,0.6226102383749671,0.6369866205247738,0.0036014068306564426,0.0013511997194514042,0.06509211286154191
%pts_fbps,0.033453348944291895,-0.027400147561463323,0.04587212905370476,0.16573389913143705,-0.2881132786855792,-0.3418849973869366,-0.0827150695895924,0.008431448557410433,0.0380953650777611,0.008254157212687761,0.09100317412454938,-0.1513219394299572,0.2489479216405896,-0.31966641123446254,0.07257058607953941,0.5163331963743454,-0.0036250648140275453,-0.22098416962384054,-0.11151967797888496,-0.0050454709621844404,-0.1523727617802755,-0.05650382297932308,0.12856586521139146,1.0,-0.05622126772437659,0.3847655555841515,0.14336289462635496,0.15409907857553934,-0.0788619489054543,0.19994473205099372,0.1094748593484749,0.2084035119698632,-0.016235389219244504,-0.3577152242066842,0.19642992404181014,0.040480707068515615,-0.27305199265037194,-0.04848943382345411,0.05345365539217928,-0.4134284266490277,-0.37168944465730547,-0.17493030226456666,0.0021808901704845423,0.025143431670691642
%tov,0.03070634089929074,0.03610862702896313,-0.0013677941114027229,0.0037869979348839097,-0.03843620794115496,0.015454379658489729,0.5591685499253497,0.01093578188989527,-0.037737987158719725,0.15139544137192257,0.17044991416717165,0.18032120172126026,0.1457711205551251,-0.05221625710215277,0.1365520465824351,0.28814048517490737,0.3528622654236076,0.037832168135801696,0.17309448616497078,0.3487621147426656,0.16341133477415215,0.026541720415562298,-0.16301043891603462,0.040480707068515615,0.1544661634297378,0.016533012850394158,0.40863402823195005,0.3427599903649258,0.020823842389560965,0.02989634015403299,0.08626305052496108,0.0003354458895618136,0.39503833737267835,-0.014808363948112592,0.4953227670152936,1.0,0.010147308144587386,0.2876921036877579,0.3908872239974246,-0.09303497817603872,-0.17035610648353217,-0.05864461291017875,-0.005447636471287982,0.06517250603276148
