,offrtg,defrtg,netrtg,ast/to,oreb%,dreb%,to_ratio,ts%,pace,pie,poss,dreb,stl%,%blk,def_ws,fbps,pitp,blk,pf,pfd,%fga_2pt,%pts_2pt_mr,%pts_3pt,%pts_fbps,%pts_ft,%pts_offto,2fgm_%uast,3fgm_%uast,fg%,3p%,ft%,%3pm,%fta,%reb,%ast,%tov,%pf,%pfd,%pts,weight,height,age,obbs,+/-
pace,0.01332737748239155,0.1116323521089585,-0.06868101074242558,-0.00917652029629867,-0.08134253625224008,0.02328464626930535,-0.05419154346843806,0.004034884602601661,1.0,-0.13929985314401055,-0.21659151206190172,-0.12648128067969724,-0.02445003193539557,-0.026389862064256236,-0.19535933623759275,-0.042686034947111165,-0.07654000333897114,-0.11092342391667698,-0.24116498379284146,-0.015200132162378956,-0.23764327344655242,-0.28738133323091897,0.14946880450001718,0.0380953650777611,0.04207687707935405,-0.07099365210779277,-0.04449493980392156,0.0008335567571293557,-0.04043753795260687,0.05154265139251815,-0.12792435569970856,-0.011860241882780112,-0.052587751816741385,0.012340187958320661,-0.045642423899159415,-0.037737987158719725,-0.006659102250248893,0.1156515939493121,-0.043025800014811044,-0.06993551150992901,-0.03635951730124983,-0.14777537490789558,-0.004035933875347538,-0.05743492410680196
oreb%,-0.010201328199239655,-0.06336930037656473,0.036892745065612256,-0.4621853930276379,1.0,0.6258513694967814,0.24714554534109837,0.12690929325011968,-0.08134253625224008,0.11012073275402082,-0.10836208596142057,0.2996360732011174,-0.1701826278498554,0.6289481773066784,-0.08539584028633203,-0.3047811012504363,0.22993808539922106,0.45339684870471453,0.23101887174680874,-0.003046966290717695,0.631346152955668,-0.18149324138090248,-0.6041506904163444,-0.2881132786855792,0.11833728631468687,-0.06361234828476589,-0.3156857166985339,-0.3236830543129797,0.4291951983307688,-0.517510075742152,-0.2650283689095945,-0.6224114116365664,0.2307518900177431,0.8285776170996287,-0.4617108473107459,-0.03843620794115496,0.48070600690272425,0.12131768283020057,-0.0674949290942411,0.6479459387284806,0.6367996045617106,-0.07373319102680669,0.0057818611444097525,0.012394703162651868
%reb,-0.013389770330592072,-0.0559646927864229,0.029177206629172846,-0.4433691388794819,0.8285776170996287,0.9311694940549754,0.20529028588063766,0.13576651398314857,0.012340187958320661,0.19990888540936727,-0.04582138595561763,0.5271918506729937,-0.18065601418488597,0.6519911934459558,-0.018190887672576983,-0.2760314973691126,0.29320475210609775,0.5207511417466051,0.27263472616114837,0.09628337810940184,0.5415387248635762,-0.1700579180493563,-0.5286058953578209,-0.3577152242066842,0.12086192695163855,-0.134747310999696,-0.3577663276105491,-0.3174761888032201,0.4014981867182777,-0.452346094359153,-0.24150558531851662,-0.5738340065708674,0.26110024654990716,1.0,-0.43320752963532233,-0.014808363948112592,0.4151549846677178,0.19015185003106908,-0.010735677126286394,0.7027736973573354,0.7090714718892281,-0.025506605611201418,-0.0017168818720968663,0.020992301618183922
%blk,-0.015825716817562084,-0.036811614812538127,0.013656540655678047,-0.3980018521924931,0.6289481773066784,0.5526594504767746,0.2150297815158129,0.12711425845077873,-0.026389862064256236,0.07802953503997569,-0.08166029420306574,0.30242696535453034,-0.1737334803730397,1.0,-0.02037928465445629,-0.2831098913592824,0.1936494059442315,0.7402974403992671,0.25021673980438564,0.028835546608517823,0.4677964401729108,-0.15049323292773403,-0.44209649246476385,-0.31966641123446254,0.07287383127879067,-0.13141383820660377,-0.33456046657663485,-0.2866938728593612,0.3606063459845766,-0.41887858061326605,-0.22185440398864095,-0.49409376898223006,0.19889373447137154,0.6519911934459558,-0.41802449722628454,-0.05221625710215277,0.4351634580433337,0.1301361909345956,-0.06562452379738315,0.5773942068992326,0.6479157071357431,-0.052646518703286356,0.0007489949132960243,0.014103018666521758
%pts_offto,-0.028175244151405373,-0.14260001789556395,0.07890298128234075,0.05170322857977325,-0.06361234828476589,-0.1484035687345614,0.007845886482425278,-0.017862766436927798,-0.07099365210779277,0.015297038377357668,-0.009764223211444819,-0.10648637508063126,0.1995612233807592,-0.13141383820660377,0.06557717796759706,0.14657620959875492,-0.05092785607499008,-0.10798347741985166,-0.05653405582675476,-0.05745777853075955,-0.024454701242313238,-0.008761297427177175,0.045005763243395606,0.3847655555841515,-0.08183660921568484,1.0,0.04690773987030789,0.02561688171803664,-0.041004605121196316,0.06472145473669588,0.03311949935489425,0.0656177123611347,-0.022497555098116892,-0.134747310999696,0.04444552146934182,0.016533012850394158,-0.06703545438352057,-0.06797517999645365,-0.02288847589916415,-0.17288511295039952,-0.150184953182374,-0.0931608219130168,-0.0061478234655734845,0.03418926281536132
weight,-0.03201393413365347,-0.04614005829650708,0.007530603966095314,-0.49730046498939323,0.6479459387284806,0.6226102383749671,0.18513151242458542,0.07859974962875609,-0.06993551150992901,0.03549827437135614,-0.05220573239042076,0.3674998329965053,-0.30115646950846237,0.5773942068992326,-0.025270079115402584,-0.3123430294572529,0.21512742658339795,0.4521372544533437,0.27829686010655713,0.04171034969913908,0.44461651217869647,-0.10303424850731727,-0.4294425039189895,-0.4134284266490277,0.11019580246656453,-0.17288511295039952,-0.4594174395452331,-0.3860871109166408,0.29505308871952424,-0.4148363326448746,-0.2246220712692205,-0.4760210360096338,0.19998431617198612,0.7027736973573354,-0.5519011897128548,-0.09303497817603872,0.432134852610905,0.10346571001622751,-0.03024126527396362,1.0,0.8186233611714018,0.06639423893298779,0.01240235391730336,0.026090716744872816
height,-0.05249194166653561,-0.04026084127541512,-0.012768119492041598,-0.5466008435447485,0.6367996045617106,0.6369866205247738,0.15263974775585934,0.09351571552035969,-0.03635951730124983,0.01651533397194074,-0.07041920588400609,0.35991545971873246,-0.3135203144987871,0.6479157071357431,-0.04490578831615713,-0.31511014636791856,0.16540057928426455,0.5054983806190787,0.23531870930377513,-0.0003062969995714597,0.4134188753464067,-0.09889119456614363,-0.4050374596970858,-0.37168944465730547,0.09094545183367601,-0.150184953182374,-0.5430627695272907,-0.448653738452889,0.3033029020530901,-0.390917539193824,-0.228148303807599,-0.4563486877335827,0.1551128010873695,0.7090714718892281,-0.6428507495114635,-0.17035610648353217,0.4244472352241621,0.07421155847946984,-0.0573176442579729,0.8186233611714018,1.0,-0.015614570394925848,-0.00566409455174145,0.0011799344239631908
%fga_2pt,-0.14749741340172884,-0.15350768157578934,-0.007525189941313259,-0.335936352925241,0.631346152955668,0.404523791639611,0.31385079823842704,0.0029619309153625143,-0.23764327344655242,0.10387148918854229,-0.0028249537822213865,0.23456870088545712,-0.09154086540229285,0.4677964401729108,-0.010623808040018843,-0.11594723645824717,0.32900918247297484,0.363136487850989,0.25094387971277615,0.07517301582729963,1.0,0.24839587508010683,-0.9420843735251004,-0.1523727617802755,0.25119230534671677,-0.024454701242313238,-0.138653266314651,-0.14762051587844127,0.4079039740345498,-0.5765917215217002,-0.19585144178491923,-0.7514349237560607,0.3550622485654881,0.5415387248635762,-0.15019173935594327,0.16341133477415215,0.34841315423677616,0.14151756747528343,0.04401911168398116,0.44461651217869647,0.4134188753464067,-0.06235812468104182,-0.07205214249375877,-0.052742693086134336
%pf,-0.1584235692157872,-0.03846260945122031,-0.09769023791861661,-0.38559564241627736,0.48070600690272425,0.3010765226910924,0.3446369011922953,-0.04458435638730169,-0.006659102250248893,-0.22010323123063683,-0.38614517773340057,-0.1204809126578773,-0.1354262169761999,0.4351634580433337,-0.267709378569762,-0.4390099122238602,-0.1736924760036932,0.13605548528216002,0.17369333279911353,-0.19363642254204122,0.34841315423677616,-0.13246425485609975,-0.3438621193758089,-0.27305199265037194,0.10626367382495465,-0.06703545438352057,-0.2888165140513363,-0.2716199947320015,0.15288223275725726,-0.396356505221295,-0.2799599136263054,-0.4285776385223159,0.021583446535128916,0.4151549846677178,-0.352876002404639,0.010147308144587386,1.0,0.05207377767371675,-0.25588329766810886,0.432134852610905,0.4244472352241621,-0.03429698216884129,0.008311181980743824,-0.08018503928347569
%pts_2pt_mr,-0.1612476124042184,-0.13443273225681326,-0.03198204769678919,0.08205633699739787,-0.18149324138090248,-0.14630431813325534,-0.11359842104189619,-0.18514815110274443,-0.28738133323091897,0.03222163313277078,0.10160066419242506,-0.03340671815112197,-0.0027266006325343535,-0.15049323292773403,0.047765316895849584,0.04319534425660645,-0.09690849730865853,-0.09445254476644124,0.019926226255146156,-0.08475419505523174,0.24839587508010683,1.0,-0.20727938888549277,-0.05650382297932308,-0.10945627077301455,-0.008761297427177175,-0.005765261423984576,0.08421134980529316,-0.10133629549331803,-0.00040285120259552404,0.12036685327441761,-0.005018709658282511,-0.08880419896223489,-0.1700579180493563,0.1408694748277479,0.026541720415562298,-0.13246425485609975,-0.21050423794963485,0.12113366815245741,-0.10303424850731727,-0.09889119456614363,0.15949240162554976,-0.04665330720540301,-0.04653190315775681
%pts_ft,-0.22255914337279017,-0.06479705970383028,-0.12969294887091268,-0.1772732277648195,0.11833728631468687,0.09887779283301151,0.16468405778239087,-0.2371931815083891,0.04207687707935405,-0.12910253902648602,-0.010590404331710157,0.050178455895717636,-0.02045473265486461,0.07287383127879067,-0.015255573793458162,0.036445239664390006,0.097141977721523,0.06826214674905465,0.0497495307858381,0.1868202688397024,0.25119230534671677,-0.10945627077301455,-0.39871652164818794,-0.05622126772437659,1.0,-0.08183660921568484,-0.04175993527573167,0.014679853156283897,-0.22969556009213093,-0.2540795429950925,0.045998776572219374,-0.2720554009954979,0.4835449098740162,0.12086192695163855,0.026436721903138186,0.1544661634297378,0.10626367382495465,0.2574438731025565,-0.002712866843234184,0.11019580246656453,0.09094545183367601,-0.044276001794844505,-0.02713851541109276,-0.018098536865220744
to_ratio,-0.2804252766850132,-0.057721427729181006,-0.1802858291855683,-0.3300033800243119,0.24714554534109837,0.14473845470337884,1.0,-0.0844643581395652,-0.05419154346843806,-0.14043626869982892,-0.20541182187842674,-0.0630051019700249,-0.030649852735010124,0.2150297815158129,-0.13043748249096235,-0.20871333549968352,-0.0870060362069324,0.06586692964898543,0.04073838975878792,-0.08943070841547336,0.31385079823842704,-0.11359842104189619,-0.3053468542777369,-0.0827150695895924,0.16468405778239087,0.007845886482425278,0.0004204965296992291,-0.05090580360144012,0.06820614023939714,-0.2848481620996569,-0.21330407988265723,-0.30423172021016937,0.024163401274441665,0.20529028588063766,-0.013709692802320646,0.5591685499253497,0.3446369011922953,0.014489942684454991,-0.2387147744413983,0.18513151242458542,0.15263974775585934,-0.026472549641475857,-0.04618560073634204,-0.1399671054326986
