,player,team,age,height,weight,college,country,draft year,draft round,draft number,gp,pts,reb,ast,netrtg,oreb%,dreb%,usg%,ts%,ast%,season
291,Keon Johnson,POR,20,190.5,185.0,Tennessee,USA,2021,1,21,25.0,4.4,1.4,1.0,-10.0,2.5,11.0,22.8,46.0,15.1,'22-23
292,Kessler Edwards,SAC,22,200.66,203.0,Pepperdine,USA,2021,2,44,14.0,1.1,1.0,0.1,1.1,7.0,10.8,14.0,30.1,2.9,'22-23
293,Kevin Durant,BKN,34,208.28,240.0,Texas,USA,2007,1,2,39.0,29.7,6.7,5.3,6.1,1.1,16.5,31.1,67.3,23.9,'22-23
294,Kevin Huerter,SAC,24,200.66,198.0,Maryland,USA,2018,1,19,51.0,14.8,3.2,2.9,4.1,2.0,9.3,19.0,60.9,13.2,'22-23
295,Kevin Knox II,DET,23,200.66,215.0,Kentucky,USA,2018,1,9,42.0,5.6,2.6,0.4,-7.0,3.2,14.4,15.6,61.2,3.9,'22-23
296,Kevin Love,CLE,34,203.2,251.0,UCLA,USA,2008,1,5,41.0,8.5,6.8,1.9,4.0,5.2,29.8,18.6,55.5,13.1,'22-23
297,Kevin Porter Jr.,HOU,22,193.04,203.0,Southern California,USA,2019,1,30,40.0,19.2,5.5,5.6,-9.2,3.8,11.7,25.1,55.1,27.0,'22-23
298,Kevon Harris,ORL,25,198.12,216.0,Stephen F. Austin,USA,Undrafted,Undrafted,Undrafted,27.0,3.6,2.0,0.4,2.2,6.6,8.7,12.5,54.6,4.9,'22-23
299,Kevon Looney,GSW,27,205.74,222.0,UCLA,USA,2015,1,30,55.0,6.7,8.5,2.6,3.9,12.5,23.3,10.1,65.5,14.1,'22-23
300,Khem Birch,TOR,30,203.2,233.0,UNLV,Canada,Undrafted,Undrafted,Undrafted,20.0,2.2,1.3,0.4,2.8,5.1,11.8,11.3,62.9,6.3,'22-23
301,Khris Middleton,MIL,31,200.66,222.0,Texas A&M,USA,2012,2,39,15.0,12.9,3.3,4.0,4.9,1.8,11.7,26.6,53.2,27.4,'22-23
302,Killian Hayes,DET,21,195.58,195.0,None,France,2020,1,7,52.0,9.8,2.7,5.8,-9.8,1.2,9.2,19.8,46.1,32.5,'22-23
303,Kira Lewis Jr.,NOP,21,185.42,170.0,Alabama,USA,2020,1,13,11.0,5.5,2.0,1.0,11.1,2.5,13.6,19.7,57.7,12.0,'22-23
304,Klay Thompson,GSW,33,198.12,220.0,Washington State,USA,2011,1,11,43.0,21.5,3.9,2.4,3.3,2.0,9.3,25.9,56.1,10.6,'22-23
305,Kristaps Porzingis,WAS,27,220.98,240.0,None,Latvia,2015,1,4,46.0,22.7,8.6,2.5,1.5,6.0,19.4,27.4,61.3,11.5,'22-23
306,Kyle Anderson,MIN,29,205.74,230.0,UCLA,USA,2014,1,30,45.0,8.2,4.7,4.0,4.5,3.1,14.5,13.6,59.0,19.7,'22-23
307,Kyle Kuzma,WAS,27,205.74,221.0,Utah,USA,2017,1,27,51.0,21.3,7.6,4.0,1.9,2.7,17.7,27.0,54.7,17.5,'22-23
308,Kyle Lowry,MIA,36,182.88,196.0,Villanova,USA,2006,1,24,44.0,12.0,4.3,5.3,-0.7,2.5,11.1,16.6,55.2,22.8,'22-23
309,Kyrie Irving,DAL,30,187.96,195.0,Duke,Australia,2011,1,1,41.0,27.0,5.1,5.3,4.4,2.8,10.6,29.4,60.5,22.4,'22-23
310,LaMelo Ball,CHA,21,200.66,180.0,None,USA,2020,1,3,29.0,23.1,5.9,8.0,-6.3,3.0,13.9,29.1,53.2,33.7,'22-23
311,Lamar Stevens,CLE,25,198.12,230.0,Penn State,USA,Undrafted,Undrafted,Undrafted,40.0,5.4,3.1,0.5,0.9,3.5,13.7,13.5,53.8,3.9,'22-23
312,Landry Shamet,PHX,25,193.04,190.0,Wichita State,USA,2018,1,26,30.0,9.5,1.7,2.2,-0.5,1.2,6.9,19.2,54.6,15.7,'22-23
313,Larry Nance Jr.,NOP,30,203.2,245.0,Wyoming,USA,2015,1,27,46.0,8.0,6.0,1.9,8.2,8.4,18.9,12.8,65.4,11.5,'22-23
314,Lauri Markkanen,UTA,25,213.36,240.0,Arizona,Finland,2017,1,7,51.0,24.7,8.6,1.7,4.1,5.0,19.4,24.6,66.5,8.0,'22-23
315,LeBron James,LAL,38,205.74,250.0,None,USA,2003,1,1,44.0,30.2,8.5,7.0,2.7,3.2,19.4,32.3,59.0,31.6,'22-23
316,Leandro Bolmaro,UTA,22,198.12,200.0,None,Argentina,2020,1,23,14.0,0.4,0.5,0.5,0.7,5.1,4.0,15.5,15.0,12.1,'22-23
317,Lindy Waters III,OKC,25,198.12,210.0,Oklahoma State,USA,Undrafted,Undrafted,Undrafted,20.0,4.4,1.7,0.8,16.1,3.0,10.9,14.0,58.6,8.5,'22-23
318,Lonnie Walker IV,LAL,24,193.04,204.0,Miami,USA,2018,1,18,38.0,13.7,2.2,1.3,-6.9,1.1,6.4,19.1,58.0,6.8,'22-23
319,Luguentz Dort,OKC,23,193.04,220.0,Arizona State,Canada,Undrafted,Undrafted,Undrafted,47.0,14.1,4.2,2.3,1.0,4.4,8.8,19.8,52.9,9.9,'22-23
320,Luka Doncic,DAL,23,200.66,230.0,None,Slovenia,2018,1,3,47.0,33.4,8.9,8.2,3.7,2.6,22.8,37.6,61.3,42.8,'22-23
321,Luka Garza,MIN,24,208.28,243.0,Iowa,USA,2021,2,52,21.0,7.2,2.5,0.7,5.8,12.9,13.3,24.7,64.4,9.2,'22-23
322,Luke Kennard,LAC,26,195.58,206.0,Duke,USA,2017,1,12,35.0,7.8,2.4,1.1,5.7,0.9,10.1,14.8,62.3,7.1,'22-23
323,Luke Kornet,BOS,27,218.44,250.0,Vanderbilt,USA,Undrafted,Undrafted,Undrafted,47.0,4.0,3.0,0.7,5.1,10.4,12.9,10.7,73.8,8.6,'22-23
324,Malachi Flynn,TOR,24,185.42,175.0,San Diego State,USA,2020,1,29,39.0,4.7,1.5,1.5,-5.2,2.3,9.3,16.1,47.6,15.7,'22-23
325,Malaki Branham,SAS,19,193.04,180.0,Ohio State,USA,2022,1,20,41.0,8.1,1.9,1.9,-13.1,1.3,7.9,17.1,51.7,12.4,'22-23
326,Malcolm Brogdon,BOS,30,193.04,229.0,Virginia,USA,2016,2,36,47.0,14.5,4.2,3.7,3.6,2.9,14.0,22.4,61.9,23.0,'22-23
327,Malcolm Hill,CHI,27,198.12,220.0,Illinois,USA,Undrafted,Undrafted,Undrafted,4.0,0.0,0.3,0.0,-57.1,0.0,25.0,0.0,0.0,0.0,'22-23
328,Malik Beasley,UTA,26,193.04,187.0,Florida State,USA,2016,1,19,55.0,13.4,3.6,1.7,-2.2,1.8,11.4,20.9,53.5,9.2,'22-23
329,Malik Monk,SAC,25,190.5,200.0,Kentucky,USA,2017,1,11,53.0,13.5,2.6,3.9,-0.8,2.3,9.2,24.9,57.2,25.5,'22-23
330,Mamadi Diakite,CLE,26,205.74,228.0,Virginia,Guinea,Undrafted,Undrafted,Undrafted,16.0,1.6,0.8,0.1,-4.3,3.5,9.6,15.3,50.0,3.4,'22-23
331,MarJon Beauchamp,MIL,22,200.66,199.0,None,USA,2022,1,24,35.0,5.8,2.4,0.7,-3.9,5.5,9.6,17.8,51.5,6.4,'22-23
332,Marcus Morris Sr.,LAC,33,203.2,218.0,Kansas,USA,2011,1,14,50.0,12.6,4.4,1.8,-0.1,1.7,13.9,18.8,54.7,9.5,'22-23
333,Marcus Smart,BOS,28,193.04,220.0,Oklahoma State,USA,2014,1,6,41.0,11.1,3.4,7.2,7.0,2.3,8.0,16.9,54.3,28.9,'22-23
334,Mark Williams,CHA,21,213.36,240.0,Duke,USA,2022,1,15,25.0,7.0,5.2,0.2,-7.9,10.2,22.4,17.7,67.9,2.9,'22-23
335,Markelle Fultz,ORL,24,193.04,209.0,Washington,USA,2017,1,1,34.0,12.7,3.7,5.5,-6.4,3.9,9.1,20.2,55.8,29.7,'22-23
336,Markieff Morris,DAL,33,205.74,245.0,Kansas,USA,2011,1,13,27.0,3.6,2.2,0.9,5.7,4.7,14.8,14.5,55.6,11.4,'22-23
337,Marko Simonovic,CHI,23,213.36,220.0,None,Montenegro,2020,2,44,2.0,0.0,0.0,0.0,-142.9,0.0,0.0,12.5,0.0,0.0,'22-23
338,Marvin Bagley III,DET,23,208.28,235.0,Duke,USA,2018,1,2,25.0,10.6,5.9,0.6,-12.8,9.5,19.2,19.6,59.2,4.3,'22-23
339,Mason Plumlee,CHA,32,213.36,254.0,Duke,USA,2013,1,22,56.0,12.2,9.7,3.7,-7.6,10.8,23.4,15.4,67.3,18.0,'22-23
340,Matisse Thybulle,PHI,25,195.58,201.0,Washington,USA,2019,1,20,49.0,2.7,1.3,0.5,6.0,3.4,7.4,9.1,53.6,5.1,'22-23
341,Matt Ryan,MIN,25,198.12,215.0,Tennessee-Chattanooga,USA,Undrafted,Undrafted,Undrafted,32.0,3.8,0.8,0.5,2.6,1.4,6.5,16.0,54.3,6.5,'22-23
342,Matthew Dellavedova,SAC,32,190.5,200.0,St. Mary's,Australia,Undrafted,Undrafted,Undrafted,23.0,1.4,0.3,1.4,-7.2,0.7,4.5,12.1,48.2,30.8,'22-23
343,Max Christie,LAL,19,195.58,190.0,Michigan State,USA,2022,2,35,33.0,3.8,2.2,0.5,-7.0,1.3,12.8,10.0,58.4,4.7,'22-23
344,Max Strus,MIA,26,195.58,215.0,DePaul,USA,Undrafted,Undrafted,Undrafted,53.0,12.3,3.6,2.1,-2.2,2.2,10.2,17.5,54.7,10.8,'22-23
345,Maxi Kleber,DAL,31,208.28,240.0,None,Germany,Undrafted,Undrafted,Undrafted,22.0,6.2,3.5,1.0,1.2,3.4,10.7,9.6,62.2,5.4,'22-23
346,McKinley Wright IV,DAL,24,180.34,192.0,Colorado,USA,Undrafted,Undrafted,Undrafted,18.0,2.3,1.4,1.7,-13.0,3.3,10.0,14.0,44.2,25.4,'22-23
347,Mfiondu Kabengele,BOS,25,208.28,250.0,Florida State,Canada,2019,1,27,2.0,1.0,2.5,0.0,-4.2,21.4,16.7,9.7,50.0,0.0,'22-23
348,Micah Potter,UTA,24,203.2,248.0,Wisconsin,USA,Undrafted,Undrafted,Undrafted,3.0,1.3,1.0,0.7,3.3,6.7,10.5,5.3,100,20.0,'22-23
349,Michael Foster Jr.,PHI,20,203.2,250.0,None,USA,Undrafted,Undrafted,Undrafted,1.0,0.0,0.0,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,'22-23
350,Michael Porter Jr.,DEN,24,208.28,218.0,Missouri,USA,2018,1,14,38.0,16.9,5.4,1.1,12.5,3.6,15.0,21.6,61.9,4.7,'22-23
351,Mikal Bridges,PHX,26,198.12,209.0,Villanova,USA,2018,1,10,56.0,17.2,4.3,3.6,1.3,2.7,9.1,19.1,57.4,14.1,'22-23
352,Mike Conley,UTA,35,185.42,175.0,Ohio State,USA,2007,1,4,43.0,10.7,2.5,7.7,1.1,1.3,7.2,15.9,55.2,34.3,'22-23
353,Mike Muscala,OKC,31,210.82,240.0,Bucknell,USA,2013,2,44,43.0,6.2,3.1,0.9,9.4,3.5,16.4,14.9,60.2,7.9,'22-23
354,Miles McBride,NYK,22,187.96,195.0,West Virginia,USA,2021,2,36,44.0,3.7,0.9,1.2,7.1,1.6,4.7,13.9,46.2,13.0,'22-23
355,Mitchell Robinson,NYK,24,213.36,240.0,Western Kentucky,USA,2018,2,36,38.0,7.2,8.9,1.0,8.2,15.3,16.3,9.5,65.8,4.9,'22-23
356,Mo Bamba,ORL,24,213.36,231.0,Texas,USA,2018,1,6,40.0,7.3,4.6,1.1,2.3,7.1,18.7,16.3,61.3,8.8,'22-23
357,Monte Morris,WAS,27,187.96,183.0,Iowa State,USA,2017,2,51,46.0,10.5,3.3,5.4,1.9,1.4,10.1,15.1,58.1,24.8,'22-23
358,Montrezl Harrell,PHI,29,200.66,240.0,Louisville,USA,2015,2,32,49.0,5.7,2.8,0.6,0.8,9.8,12.4,17.1,63.3,7.5,'22-23
359,Moritz Wagner,ORL,25,210.82,245.0,Michigan,Germany,2018,1,25,34.0,11.5,5.0,1.7,-3.0,6.4,17.0,20.0,63.5,12.6,'22-23
360,Moses Brown,LAC,23,218.44,245.0,UCLA,USA,Undrafted,Undrafted,Undrafted,34.0,4.6,4.1,0.1,4.5,17.0,26.9,19.1,60.7,2.1,'22-23
361,Moses Moody,GSW,20,195.58,211.0,Arkansas,USA,2021,1,14,41.0,5.0,1.7,0.9,-6.6,3.1,8.1,13.9,57.8,8.8,'22-23
362,Moussa Diabate,LAC,21,208.28,210.0,Michigan,France,2022,2,43,15.0,3.4,2.9,0.2,-3.2,14.0,10.5,12.4,55.4,2.6,'22-23
363,Myles Turner,IND,26,210.82,250.0,Texas,USA,2015,1,11,47.0,17.7,8.1,1.3,0.9,5.2,21.3,21.7,65.0,6.7,'22-23
364,Naji Marshall,NOP,25,200.66,220.0,Xavier,USA,Undrafted,Undrafted,Undrafted,51.0,10.0,3.7,2.6,1.1,2.7,12.0,17.3,53.7,14.0,'22-23
365,Nassir Little,POR,22,195.58,220.0,North Carolina,USA,2019,1,25,34.0,5.9,2.3,0.8,-1.8,2.7,12.1,14.6,58.7,7.3,'22-23
366,Nathan Knight,MIN,25,203.2,253.0,William & Mary,USA,Undrafted,Undrafted,Undrafted,32.0,4.0,1.6,0.4,-1.9,7.4,11.4,17.6,65.8,7.0,'22-23
367,Naz Reid,MIN,23,205.74,264.0,Louisiana State,USA,Undrafted,Undrafted,Undrafted,50.0,10.3,4.8,1.0,-2.0,6.5,19.7,22.6,61.0,8.3,'22-23
368,Neemias Queta,SAC,23,213.36,248.0,Utah State,Portugal,2021,2,39,4.0,3.0,2.3,0.3,-49.6,12.5,20.0,14.9,67.6,8.3,'22-23
369,Nerlens Noel,DET,28,208.28,220.0,Kentucky,USA,2013,1,6,14.0,2.3,2.6,0.5,-17.3,4.3,20.7,11.4,46.5,6.5,'22-23
370,Nic Claxton,BKN,23,210.82,215.0,Georgia,USA,2019,2,31,51.0,13.2,9.2,1.7,5.1,9.8,20.7,16.1,70.6,8.0,'22-23
371,Nick Richards,CHA,25,213.36,245.0,Kentucky,Jamaica,2020,2,42,41.0,8.1,5.6,0.5,-3.4,13.3,16.6,16.2,66.3,4.5,'22-23
372,Nickeil Alexander-Walker,UTA,24,195.58,205.0,Virginia Tech,Canada,2019,1,17,36.0,6.3,1.6,2.1,-0.8,1.5,9.4,18.4,60.9,20.4,'22-23
373,Nicolas Batum,LAC,34,203.2,230.0,None,France,2008,1,25,55.0,6.1,4.3,1.5,3.7,4.0,14.9,11.3,58.2,9.2,'22-23
374,Nikola Jokic,DEN,27,210.82,284.0,None,Serbia,2014,2,41,47.0,24.7,11.3,10.2,14.2,6.7,28.3,26.3,70.6,42.6,'22-23
375,Nikola Jovic,MIA,19,208.28,205.0,None,Serbia,2022,1,27,15.0,5.5,2.1,0.7,-3.5,4.3,11.9,18.5,53.0,7.6,'22-23
376,Nikola Vucevic,CHI,32,208.28,260.0,Southern California,Montenegro,2011,1,16,54.0,18.0,11.3,3.4,-0.8,6.7,27.0,21.6,60.2,15.3,'22-23
377,Noah Vonleh,BOS,27,208.28,257.0,Indiana,USA,2014,1,9,23.0,1.1,2.1,0.3,-1.4,11.0,17.4,9.0,50.2,5.1,'22-23
378,Norman Powell,LAC,29,193.04,215.0,UCLA,USA,2015,2,46,48.0,16.9,3.1,1.7,-4.3,1.5,10.1,25.0,62.1,11.4,'22-23
379,O.G. Anunoby,TOR,25,200.66,232.0,Indiana,United Kingdom,2017,1,23,45.0,16.9,5.5,2.0,1.9,3.9,12.1,20.0,56.2,8.3,'22-23
380,Obi Toppin,NYK,24,205.74,220.0,Dayton,USA,2020,1,8,41.0,6.6,3.3,0.9,0.2,3.1,16.0,17.9,54.5,8.6,'22-23
381,Ochai Agbaji,UTA,22,195.58,215.0,Kansas,USA,2022,1,14,33.0,4.1,1.7,0.5,2.7,4.4,6.9,10.9,59.3,4.3,'22-23
382,Onyeka Okongwu,ATL,22,205.74,240.0,Southern California,USA,2020,1,6,53.0,9.3,7.4,1.0,-0.8,11.0,18.8,13.9,66.8,5.8,'22-23
383,Orlando Robinson,MIA,22,208.28,235.0,Fresno State,USA,Undrafted,Undrafted,Undrafted,25.0,4.2,4.1,0.8,3.9,10.5,19.9,12.3,56.6,8.4,'22-23
384,Oshae Brissett,IND,24,200.66,210.0,Syracuse,Canada,Undrafted,Undrafted,Undrafted,48.0,5.6,3.4,0.5,-0.9,5.3,14.8,14.3,52.0,4.7,'22-23
385,Otto Porter Jr.,TOR,29,203.2,198.0,Georgetown,USA,2013,1,3,8.0,5.5,2.4,1.0,-5.0,3.8,9.6,10.4,65.6,7.8,'22-23
386,Ousmane Dieng,OKC,19,205.74,185.0,None,France,2022,1,11,19.0,4.2,2.6,1.4,-4.1,2.4,13.2,12.8,49.9,12.2,'22-23
387,P.J. Tucker,PHI,37,195.58,245.0,Texas,USA,2006,2,35,51.0,3.4,3.9,0.8,3.9,5.3,10.8,6.4,55.2,4.1,'22-23
388,P.J. Washington,CHA,24,200.66,230.0,Kentucky,USA,2019,1,12,55.0,14.8,4.5,2.5,-8.4,2.8,10.8,18.9,53.4,10.8,'22-23
389,PJ Dozier,SAC,26,198.12,205.0,South Carolina,USA,Undrafted,Undrafted,Undrafted,4.0,1.3,0.5,0.0,31.4,0.0,15.4,12.5,83.3,0.0,'22-23
390,Paolo Banchero,ORL,20,208.28,250.0,Duke,USA,2022,1,1,48.0,20.2,6.6,3.7,-4.5,3.3,16.4,27.5,53.2,17.3,'22-23
391,Pascal Siakam,TOR,28,203.2,230.0,New Mexico State,Cameroon,2016,1,27,46.0,25.0,8.0,6.2,2.4,4.9,17.5,27.8,56.4,26.1,'22-23
392,Pat Connaughton,MIL,30,195.58,209.0,Notre Dame,USA,2015,2,41,38.0,8.7,4.9,1.2,2.2,3.0,14.7,14.1,53.8,6.3,'22-23
393,Patrick Baldwin Jr.,GSW,20,205.74,220.0,Wisconsin-Milwaukee,USA,2022,1,28,15.0,5.3,1.4,0.2,-25.1,0.0,18.9,23.8,61.9,4.6,'22-23
394,Patrick Beverley,LAL,34,187.96,180.0,Arkansas,USA,2009,2,42,45.0,6.4,3.1,2.6,-2.9,1.9,9.3,10.6,54.8,12.5,'22-23
395,Patrick Williams,CHI,21,200.66,215.0,Florida State,USA,2020,1,4,54.0,10.2,4.4,1.3,-2.8,3.5,11.7,15.2,57.4,6.2,'22-23
396,Patty Mills,BKN,34,182.88,180.0,St. Mary's,Australia,2009,2,55,34.0,5.9,0.9,1.4,-3.0,1.3,5.5,17.6,56.5,13.6,'22-23
397,Paul George,LAC,32,203.2,220.0,Fresno State,USA,2010,1,10,41.0,23.4,6.1,5.2,4.9,2.3,15.7,29.6,59.5,24.3,'22-23
398,Paul Reed,PHI,23,205.74,210.0,DePaul,USA,2020,2,58,40.0,3.1,3.2,0.4,-9.0,13.0,21.5,13.9,59.2,5.6,'22-23
399,Payton Pritchard,BOS,25,185.42,195.0,Oregon,USA,2020,1,26,39.0,4.6,1.5,1.0,0.6,4.2,7.6,18.3,51.0,12.7,'22-23
400,Peyton Watson,DEN,20,200.66,200.0,UCLA,USA,2022,1,30,10.0,1.7,0.8,0.1,-44.7,7.3,16.7,21.3,50.4,5.3,'22-23
401,Precious Achiuwa,TOR,23,203.2,225.0,Memphis,Nigeria,2020,1,20,32.0,10.3,6.5,1.0,-1.9,8.5,20.4,18.9,55.0,6.2,'22-23
402,Quentin Grimes,NYK,22,195.58,210.0,Houston,USA,2021,1,25,45.0,10.5,3.5,2.0,4.0,2.7,8.6,13.8,59.3,9.2,'22-23
403,R.J. Hampton,ORL,22,193.04,175.0,None,USA,2020,1,24,26.0,5.7,1.5,1.3,-5.4,2.5,8.1,17.4,57.2,14.4,'22-23
404,RJ Barrett,NYK,22,198.12,214.0,Duke,Canada,2019,1,3,49.0,20.1,5.3,2.8,-2.0,2.5,12.1,25.3,53.2,12.6,'22-23
405,Raul Neto,CLE,30,187.96,180.0,None,Brazil,2013,2,47,37.0,3.2,0.9,1.5,4.8,1.7,7.3,12.2,64.0,20.1,'22-23
406,Reggie Bullock,DAL,31,198.12,205.0,North Carolina,USA,2013,1,25,54.0,6.8,3.5,1.4,-0.4,1.7,10.4,9.6,55.9,6.2,'22-23
407,Reggie Jackson,LAC,32,187.96,208.0,Boston College,USA,2011,1,24,52.0,10.9,2.2,3.5,-1.0,1.7,6.9,20.5,52.3,20.5,'22-23
408,Richaun Holmes,SAC,29,203.2,235.0,Bowling Green,USA,2015,2,37,33.0,3.3,2.2,0.2,-5.5,8.1,15.6,11.9,72.1,2.5,'22-23
409,Ricky Rubio,CLE,32,187.96,190.0,None,Spain,2009,1,5,12.0,5.9,2.6,3.8,4.9,1.0,14.4,18.7,47.2,34.8,'22-23
410,Robert Covington,LAC,32,200.66,209.0,Tennessee State,USA,Undrafted,Undrafted,Undrafted,35.0,5.5,3.7,1.3,-0.6,4.2,17.3,15.0,53.3,11.6,'22-23
411,Robert Williams III,BOS,25,205.74,237.0,Texas A&M,USA,2018,1,27,20.0,8.6,8.4,1.7,12.8,13.0,20.2,11.4,77.2,10.5,'22-23
412,Robin Lopez,CLE,34,213.36,281.0,Stanford,USA,2008,1,15,29.0,3.0,1.4,0.4,-4.5,8.3,9.2,15.1,69.3,8.6,'22-23
413,Rodney McGruder,DET,31,193.04,205.0,Kansas State,USA,Undrafted,Undrafted,Undrafted,20.0,3.3,1.4,0.7,5.8,4.3,8.5,12.6,53.4,8.5,'22-23
414,Romeo Langford,SAS,23,195.58,216.0,Indiana,USA,2019,1,14,32.0,7.4,2.9,1.3,-7.2,6.5,7.1,15.1,53.8,8.8,'22-23
415,Ron Harper Jr.,TOR,22,195.58,245.0,Rutgers,USA,Undrafted,Undrafted,Undrafted,3.0,2.7,0.7,0.0,33.3,11.1,10.0,22.7,80.0,0.0,'22-23
416,Royce O'Neale,BKN,29,198.12,226.0,Baylor,USA,Undrafted,Undrafted,Undrafted,51.0,9.4,4.9,4.0,1.9,2.2,11.4,13.5,54.9,15.1,'22-23
417,Rudy Gay,UTA,36,203.2,250.0,Connecticut,USA,2006,1,8,41.0,4.6,3.0,1.0,9.6,4.5,14.6,16.0,45.2,8.4,'22-23
418,Rudy Gobert,MIN,30,215.9,258.0,None,France,2013,1,27,47.0,13.2,11.4,0.9,0.0,10.7,25.7,15.7,69.4,4.2,'22-23
419,Rui Hachimura,LAL,25,203.2,230.0,Gonzaga,Japan,2019,1,9,37.0,12.8,4.6,1.0,-3.7,3.3,13.9,20.8,55.7,6.5,'22-23
420,Russell Westbrook,LAL,34,190.5,200.0,UCLA,USA,2008,1,4,52.0,15.9,6.2,7.5,-1.0,3.8,16.4,27.6,49.6,37.0,'22-23
421,Ryan Arcidiacono,NYK,28,190.5,195.0,Villanova,USA,Undrafted,Undrafted,Undrafted,11.0,0.3,0.4,0.2,1.0,0.0,14.3,9.2,30.0,11.8,'22-23
422,Ryan Rollins,GSW,20,190.5,180.0,Toledo,USA,2022,2,44,12.0,1.9,1.0,0.5,-38.1,4.3,15.3,26.0,50.8,21.4,'22-23
423,Saben Lee,PHX,23,187.96,183.0,Vanderbilt,USA,2020,2,38,16.0,5.8,1.8,3.1,0.0,3.4,7.8,16.9,57.3,31.2,'22-23
424,Saddiq Bey,DET,23,200.66,215.0,Villanova,USA,2020,1,19,52.0,14.8,4.7,1.6,-7.8,3.7,12.4,20.5,55.2,8.5,'22-23
425,Sam Hauser,BOS,25,200.66,217.0,Virginia,USA,Undrafted,Undrafted,Undrafted,53.0,5.8,2.5,0.7,5.2,2.7,13.6,14.3,62.1,6.5,'22-23
426,Sandro Mamukelashvili,MIL,23,208.28,240.0,Seton Hall,Georgia,2021,2,54,21.0,2.2,2.1,0.7,0.0,6.3,18.9,14.4,45.1,12.1,'22-23
427,Santi Aldama,MEM,22,213.36,215.0,Loyola-Maryland,Spain,2021,1,30,51.0,9.4,4.7,1.2,2.0,4.3,15.7,15.5,60.3,7.5,'22-23
428,Scottie Barnes,TOR,21,203.2,225.0,Florida State,USA,2021,1,4,53.0,15.6,7.2,4.8,2.2,6.4,14.8,19.9,52.9,19.6,'22-23
429,Scotty Pippen Jr.,LAL,22,185.42,170.0,Vanderbilt,USA,Undrafted,Undrafted,Undrafted,6.0,2.3,0.7,0.3,-1.5,5.0,5.7,23.1,43.9,12.5,'22-23
430,Serge Ibaka,MIL,33,210.82,235.0,None,Republic of the Congo,2008,1,24,16.0,4.1,2.8,0.3,-6.5,7.3,15.3,15.9,55.3,3.6,'22-23
431,Seth Curry,BKN,32,185.42,185.0,Duke,USA,Undrafted,Undrafted,Undrafted,39.0,10.6,2.0,2.1,-1.8,1.2,7.1,18.6,59.9,12.8,'22-23
432,Shaedon Sharpe,POR,19,195.58,200.0,Kentucky,Canada,2022,1,7,54.0,7.6,2.5,0.5,-2.6,4.1,9.0,16.1,55.1,4.0,'22-23
433,Shai Gilgeous-Alexander,OKC,24,198.12,195.0,Kentucky,Canada,2018,1,11,50.0,30.8,4.7,5.6,2.3,2.3,10.3,31.7,62.2,25.3,'22-23
434,Shake Milton,PHI,26,195.58,205.0,Southern Methodist,USA,2018,2,54,49.0,9.6,2.9,3.2,2.2,2.5,10.3,18.3,58.7,20.9,'22-23
435,Simone Fontecchio,UTA,27,200.66,209.0,None,Italy,Undrafted,Undrafted,Undrafted,27.0,3.7,1.1,0.4,-21.6,4.4,7.6,18.6,51.5,6.5,'22-23
436,Spencer Dinwiddie,BKN,29,195.58,215.0,Colorado,USA,2014,2,38,53.0,17.7,3.1,5.3,-2.1,1.1,8.6,22.0,59.9,24.8,'22-23
437,Stanley Johnson,SAS,26,198.12,242.0,Arizona,USA,2015,1,8,28.0,5.7,2.9,2.4,-8.4,4.3,14.6,14.8,64.0,19.5,'22-23
438,Stephen Curry,GSW,34,187.96,185.0,Davidson,USA,2009,1,7,38.0,29.4,6.3,6.4,5.3,1.7,15.7,29.5,66.5,27.9,'22-23
439,Sterling Brown,LAL,27,195.58,219.0,Southern Methodist,USA,2017,2,46,4.0,0.0,2.0,0.5,0.4,9.1,15.2,6.1,0.0,7.7,'22-23
440,Steven Adams,MEM,29,210.82,265.0,Pittsburgh,New Zealand,2013,1,12,42.0,8.6,11.5,2.3,9.7,17.1,22.2,13.9,56.4,10.7,'22-23
441,Svi Mykhailiuk,NYK,25,200.66,205.0,Kansas,Ukraine,2018,2,47,13.0,1.6,0.5,0.1,17.7,0.0,14.9,16.7,73.9,4.3,'22-23
442,T.J. McConnell,IND,30,185.42,190.0,Arizona,USA,2015,0,,53.0,7.8,2.9,5.1,-3.8,2.8,11.4,17.2,57.3,39.8,'22-23
443,T.J. Warren,BKN,29,203.2,220.0,North Carolina State,USA,2014,1,14,26.0,9.5,2.8,1.1,0.4,2.9,11.7,20.1,57.6,8.4,'22-23
444,Taj Gibson,WAS,37,205.74,232.0,Southern California,USA,2009,1,26,35.0,3.5,2.0,0.8,3.0,7.9,14.0,15.4,58.9,10.5,'22-23
445,Talen Horton-Tucker,UTA,22,193.04,234.0,Iowa State,USA,2019,2,46,42.0,7.1,2.3,2.5,1.0,2.4,11.2,21.3,49.2,22.6,'22-23
446,Tari Eason,HOU,21,203.2,215.0,Louisiana State,USA,2022,1,17,55.0,8.7,5.7,0.9,-4.9,10.6,17.4,18.8,52.1,7.3,'22-23
447,Taurean Prince,MIN,28,198.12,218.0,Baylor,USA,2016,1,12,34.0,8.5,2.4,1.5,1.7,1.5,9.3,15.5,61.7,9.6,'22-23
448,Terance Mann,LAC,26,195.58,215.0,Florida State,USA,2019,2,48,57.0,8.8,3.7,2.1,-0.2,4.0,11.8,15.0,60.5,13.1,'22-23
