,#,player,team,age,gp,w,l,min,offrtg,defrtg,netrtg,ast%,ast/to,ast ratio,oreb%,dreb%,reb%,to ratio,efg%,ts%,usg%,pace,pie,poss,season
144,145,Brian Shaw,LAL,34,74,62,12,16.9,102.8,98.2,4.6,23.9,2.68,32.3,3.5,12.7,8.2,12.0,41.0,44.1,14.3,97.70,9.2,2542,'99-00
145,145,Dale Davis,IND,31,74,51,23,28.8,106.5,101.9,4.7,4.6,0.70,7.5,12.5,20.9,16.9,10.7,50.2,53.7,16.5,95.22,11.4,4215,'99-00
146,145,Derrick Coleman,CHH,33,74,43,31,31.8,101.6,100.2,1.5,13.7,1.01,11.7,5.4,21.1,13.4,11.6,48.2,54.1,24.9,95.50,14.0,4680,'99-00
147,145,Grant Hill,DET,27,74,40,34,37.5,107.7,103.7,4.0,25.3,1.60,16.7,3.6,14.6,9.1,10.4,50.1,56.5,29.8,98.46,17.0,5697,'99-00
148,145,Lamond Murray,CLE,27,74,27,47,32.0,97.8,101.9,-4.1,10.1,0.72,9.1,5.2,12.3,8.7,12.6,47.6,51.7,23.9,98.41,10.3,4847,'99-00
149,145,Malik Rose,SAS,25,74,48,26,18.1,99.1,94.8,4.2,6.1,0.47,7.6,10.3,14.4,12.4,16.0,45.8,52.5,18.9,94.84,7.3,2627,'99-00
150,145,Mitch Richmond,WAS,35,74,27,47,32.4,101.1,103.4,-2.3,13.6,1.20,12.1,1.6,7.6,4.5,10.1,47.0,53.6,24.6,94.89,10.7,4732,'99-00
151,145,Peja Stojakovic,SAC,23,74,41,33,23.6,103.8,99.1,4.7,9.9,1.20,10.9,4.0,11.0,7.5,9.1,51.8,56.0,20.7,99.32,11.8,3623,'99-00
152,145,Quincy Lewis,UTA,23,74,50,24,12.1,93.2,96.9,-3.7,8.0,0.87,9.8,5.0,7.6,6.3,11.3,41.1,44.1,18.2,92.88,1.7,1730,'99-00
153,145,Scott Burrell,NJN,29,74,31,43,18.0,101.5,99.0,2.5,8.8,1.89,13.1,4.7,14.7,9.6,6.9,49.2,51.1,15.8,96.40,8.7,2678,'99-00
154,145,Stephon Marbury,NJN,23,74,31,43,38.9,104.2,104.1,0.1,38.0,2.30,25.5,2.0,6.3,4.1,11.1,45.7,52.8,27.2,96.16,13.4,5778,'99-00
155,145,Tim Duncan,SAS,24,74,48,26,38.9,103.6,95.0,8.6,15.2,0.97,11.5,9.8,21.7,16.2,11.9,49.1,55.5,28.4,92.89,18.3,5569,'99-00
156,145,Tony Farmer,GSW,30,74,17,57,16.2,100.5,104.1,-3.6,9.4,0.90,12.5,8.9,15.7,12.0,13.9,42.0,54.2,17.5,100.65,9.1,2518,'99-00
157,158,Bob Sura,CLE,27,73,30,43,30.4,98.3,102.1,-3.8,21.5,1.92,20.9,2.2,10.5,6.4,10.9,51.2,54.5,20.5,99.49,11.1,4589,'99-00
158,158,Bobby Jackson,MIN,27,73,43,30,14.2,97.0,100.5,-3.5,26.2,2.97,27.7,4.8,9.8,7.3,9.3,42.3,47.4,18.9,96.26,9.8,2059,'99-00
159,158,Chris Anstey,CHI,25,73,13,60,13.8,92.3,96.1,-3.8,12.6,0.81,11.3,9.0,19.7,14.3,14.0,44.4,51.2,22.3,93.34,11.0,1946,'99-00
160,158,Doug Christie,TOR,30,73,40,33,31.0,103.4,103.0,0.4,22.7,2.23,24.2,2.7,9.9,6.2,10.9,47.2,52.6,19.1,96.07,10.6,4529,'99-00
161,158,Mookie Blaylock,GSW,33,73,18,55,33.6,96.5,106.4,-9.9,31.7,3.42,32.5,1.9,8.8,5.1,9.5,45.1,46.8,17.2,97.37,11.3,4997,'99-00
162,158,Paul Pierce,BOS,22,73,34,39,35.4,104.9,101.4,3.5,14.2,1.24,13.0,3.1,12.8,7.8,10.4,48.6,55.0,24.5,97.17,12.8,5235,'99-00
163,158,Tyrone Nesby,LAC,24,73,14,59,31.8,95.1,108.3,-13.2,9.4,1.19,9.9,3.3,8.7,5.9,8.3,44.9,48.7,20.8,95.98,6.9,4634,'99-00
164,158,Wally Szczerbiak,MIN,23,73,45,28,29.7,104.8,100.3,4.6,13.6,2.42,19.7,4.3,8.8,6.5,8.1,53.2,57.1,16.8,94.45,9.8,4271,'99-00
165,166,Adrian Griffin,BOS,25,72,29,43,26.8,101.5,101.7,-0.2,13.5,1.90,23.4,6.3,14.0,9.9,12.3,44.3,50.3,12.7,97.50,8.2,3905,'99-00
166,166,Bryce Drew,HOU,25,72,28,44,17.9,102.9,100.5,2.3,19.7,2.45,24.4,1.8,6.1,3.9,9.9,45.4,48.1,16.7,96.37,7.3,2593,'99-00
167,166,Charlie Ward,NYK,29,72,45,27,27.6,102.9,98.7,4.2,22.4,2.94,34.2,1.2,10.2,5.9,11.6,53.7,55.9,13.3,92.79,10.0,3853,'99-00
168,166,Dana Barros,BOS,33,72,30,42,15.8,97.1,102.7,-5.6,20.3,2.02,20.1,1.1,8.0,4.4,10.0,51.8,55.2,19.3,99.34,11.3,2377,'99-00
169,166,Danny Manning,MIL,34,72,36,36,16.9,102.2,104.2,-2.0,9.6,1.33,15.0,4.5,13.7,9.2,11.3,44.1,46.0,15.9,92.55,5.9,2339,'99-00
170,166,Eddie Jones,CHH,28,72,47,25,38.9,103.2,96.9,6.2,19.1,1.91,17.3,3.0,9.2,6.2,9.1,48.4,55.5,23.1,95.50,13.5,5581,'99-00
171,166,Jerome Kersey,SAS,38,72,46,26,18.2,98.5,92.7,5.8,8.6,1.35,14.0,4.5,12.4,8.6,10.3,41.2,43.1,14.5,92.72,6.5,2528,'99-00
172,166,Kenny Thomas,HOU,22,72,33,39,24.9,103.7,102.4,1.3,9.9,1.01,13.3,8.3,15.8,12.1,13.2,42.9,47.7,17.9,95.40,7.9,3571,'99-00
173,166,Luc Longley,PHX,31,72,45,27,19.7,95.6,94.7,0.9,8.6,0.57,11.8,7.1,15.3,11.3,20.8,46.6,51.2,18.0,94.99,5.8,2797,'99-00
174,166,Metta World Peace,CHI,20,72,16,56,31.1,91.6,99.3,-7.6,17.1,1.19,15.8,2.8,11.5,7.0,13.3,44.7,49.1,21.2,91.91,9.9,4280,'99-00
175,166,Nick Anderson,SAC,32,72,41,31,29.1,101.1,100.6,0.5,8.2,1.29,11.9,3.6,11.1,7.3,9.2,47.6,47.9,17.4,105.04,7.3,4583,'99-00
176,177,Chris Childs,NYK,32,71,42,29,23.6,97.4,98.9,-1.5,28.4,2.71,37.0,1.1,7.9,4.6,13.6,46.1,49.1,13.7,90.14,6.2,3135,'99-00
177,177,Darrick Martin,SAC,29,71,39,32,12.6,102.0,99.4,2.6,22.5,1.97,20.7,0.8,4.1,2.4,10.5,43.4,50.0,22.3,98.06,7.2,1828,'99-00
178,177,Jason Caffey,GSW,27,71,16,55,30.4,97.3,106.5,-9.1,9.0,0.70,10.6,7.8,14.2,10.8,15.1,47.9,51.5,19.4,97.20,7.1,4371,'99-00
179,177,Michael Ruffin,CHI,23,71,15,56,13.7,89.2,95.4,-6.2,8.2,0.75,15.6,12.4,14.7,13.5,20.9,42.0,45.0,10.9,93.68,3.4,1871,'99-00
180,177,Richard Hamilton,WAS,22,71,24,47,19.3,102.2,105.8,-3.6,13.1,1.29,12.6,2.8,6.9,4.8,9.8,44.3,48.2,23.8,95.66,6.4,2728,'99-00
181,177,Samaki Walker,SAS,24,71,48,23,13.8,100.2,99.0,1.2,6.4,0.59,8.1,8.2,19.4,14.0,13.7,44.9,49.9,19.5,94.73,9.2,1933,'99-00
182,177,Sean Rooks,DAL,30,71,37,34,14.1,99.3,101.5,-2.2,9.9,0.97,14.8,8.0,16.2,12.2,15.3,43.1,48.0,16.7,99.09,6.4,2062,'99-00
183,177,Terrell Brandon,MIN,30,71,43,28,36.5,106.5,99.6,6.9,37.5,3.42,32.5,1.8,7.7,4.8,9.5,49.2,53.5,22.4,94.46,14.5,5102,'99-00
184,185,Allen Iverson,PHI,25,70,42,28,40.8,102.0,99.9,2.0,22.0,1.43,12.8,2.4,7.0,4.6,9.0,44.6,49.6,33.4,95.34,12.6,5679,'99-00
185,185,Jermaine O'Neal,POR,21,70,51,19,12.2,99.1,96.9,2.1,3.6,0.38,5.5,11.7,14.9,13.4,14.3,48.6,51.5,16.2,93.08,7.6,1653,'99-00
186,185,Larry Johnson,NYK,31,70,43,27,32.6,100.2,97.7,2.4,12.7,1.86,17.6,4.1,13.3,8.8,9.4,47.7,51.7,17.0,90.77,9.0,4307,'99-00
187,188,Bruce Bowen,MIA,29,69,37,32,12.6,94.7,92.3,2.4,6.6,1.79,12.7,3.1,8.0,5.5,7.1,44.1,46.0,12.1,92.71,3.2,1666,'99-00
188,188,Bryant Reeves,VAN,27,69,20,49,25.7,99.6,105.4,-5.8,7.5,0.69,9.8,7.3,16.2,11.6,14.2,44.8,48.1,19.1,92.70,5.9,3419,'99-00
189,188,Cedric Ceballos,DAL,30,69,33,36,29.9,102.6,104.7,-2.0,7.4,0.72,6.8,8.0,13.1,10.6,9.4,46.8,51.6,25.8,97.93,11.2,4197,'99-00
190,188,Dan Majerle,MIA,34,69,44,25,33.5,102.7,97.9,4.8,13.1,3.32,28.9,1.3,12.9,7.4,8.7,53.3,55.9,10.1,92.41,9.1,4444,'99-00
191,188,Dickey Simpkins,CHI,28,69,16,53,24.0,89.7,101.6,-11.9,10.5,0.78,18.0,7.5,15.9,11.6,23.0,40.5,43.9,12.6,90.83,3.6,3127,'99-00
192,188,John Crotty,DET,30,69,36,33,13.6,99.8,95.5,4.3,21.9,2.37,26.9,1.9,6.3,4.1,11.3,48.8,55.7,15.8,98.03,9.0,1917,'99-00
193,188,Rod Strickland,WAS,33,69,23,46,31.7,101.1,107.2,-6.1,37.7,2.78,32.3,3.4,8.7,6.1,11.6,43.0,48.5,21.5,95.73,11.9,4374,'99-00
194,195,Antonio Daniels,SAS,25,68,45,23,17.5,105.1,98.0,7.1,24.7,3.05,28.5,1.5,5.8,3.7,9.3,50.6,54.1,16.8,93.46,10.6,2316,'99-00
195,195,Eric Williams,BOS,27,68,30,38,20.3,100.2,102.8,-2.5,10.5,1.41,15.0,3.8,7.9,5.8,10.6,46.0,53.1,16.2,98.02,6.5,2820,'99-00
196,195,Erick Strickland,DAL,26,68,36,32,29.8,104.2,102.5,1.7,15.5,2.07,18.7,3.3,12.0,7.6,9.1,48.3,53.1,19.2,99.29,10.4,4199,'99-00
197,195,Ron Mercer,ORL,24,68,34,34,34.9,102.3,102.0,0.3,11.0,1.05,10.5,2.7,7.6,5.1,10.0,43.3,47.9,24.4,96.76,8.1,4789,'99-00
198,195,Scott Williams,MIL,32,68,34,34,21.9,105.6,104.0,1.6,2.8,0.43,4.9,12.1,19.2,15.6,11.3,50.0,53.9,16.0,94.62,8.7,2921,'99-00
199,195,Terry Porter,SAS,37,68,43,25,23.7,104.1,91.9,12.2,22.7,2.21,25.9,1.6,9.8,6.0,11.7,54.4,59.6,17.7,93.61,13.4,3154,'99-00
200,195,Tyrone Hill,PHI,32,68,41,27,31.7,100.4,97.9,2.5,3.9,0.42,5.5,9.8,19.3,14.4,13.0,48.5,52.9,18.1,93.97,10.3,4221,'99-00
201,202,Calbert Cheaney,BOS,28,67,29,38,19.5,98.0,101.8,-3.8,9.3,1.74,19.6,1.7,9.8,5.5,11.3,47.3,47.3,10.9,96.68,3.9,2615,'99-00
202,202,Dell Curry,TOR,36,67,38,29,16.4,101.5,101.5,0.0,14.1,2.23,14.9,1.0,8.6,4.6,6.7,53.2,54.2,20.2,94.64,10.3,2169,'99-00
203,202,Eddie Robinson,CHH,24,67,40,27,16.6,104.0,98.2,5.8,4.8,0.82,6.6,5.2,11.5,8.5,8.0,54.9,56.9,17.6,98.40,11.2,2279,'99-00
204,202,Jason Kidd,PHX,27,67,44,23,39.0,103.9,98.1,5.8,39.5,3.00,36.5,3.7,14.5,9.1,12.2,44.2,49.8,19.5,96.19,15.3,5242,'99-00
205,202,Vinny Del Negro,MIL,33,67,33,34,18.1,99.5,104.4,-4.9,20.6,3.33,29.1,0.7,8.5,4.5,8.7,48.3,51.0,14.3,94.57,8.9,2398,'99-00
206,202,Will Perdue,CHI,34,67,11,56,15.1,92.3,103.3,-11.0,10.6,0.81,17.6,8.9,18.0,13.4,21.8,35.1,39.2,13.1,92.39,4.0,1948,'99-00
207,208,Arvydas Sabonis,POR,35,66,50,16,25.5,106.1,96.9,9.1,11.3,1.22,13.1,6.4,24.3,15.9,10.7,51.1,56.8,21.4,92.02,15.2,3227,'99-00
208,208,Bonzi Wells,POR,23,66,49,17,17.6,104.5,98.5,6.0,15.3,1.00,13.3,7.7,9.0,8.4,13.3,51.3,54.0,24.7,91.62,10.8,2205,'99-00
209,208,Dennis Scott,VAN,31,66,18,48,19.2,99.5,105.2,-5.8,8.9,2.30,15.2,1.3,8.0,4.6,6.6,48.2,51.5,13.6,93.44,5.6,2477,'99-00
210,208,Jim McIlvaine,NJN,27,66,25,41,15.9,100.5,100.6,0.0,4.8,0.95,14.2,9.9,11.7,10.8,15.0,41.6,43.9,9.1,96.27,2.8,2090,'99-00
211,208,Kobe Bryant,LAL,21,66,55,11,38.2,107.1,96.4,10.7,21.5,1.77,17.4,4.2,11.4,7.9,9.8,48.8,54.6,26.1,96.10,14.9,5047,'99-00
212,208,Sam Mitchell,MIN,36,66,39,27,18.6,99.4,103.3,-3.9,14.1,2.52,19.4,2.3,9.0,5.7,7.7,46.0,51.3,16.7,94.26,8.0,2412,'99-00
213,214,Brevin Knight,CLE,24,65,27,38,27.1,97.4,100.6,-3.1,41.7,2.92,36.6,2.1,8.6,5.3,12.5,41.4,47.1,18.7,100.82,11.6,3698,'99-00
214,214,Felipe Lopez,VAN,25,65,16,49,12.0,97.5,103.4,-6.0,10.0,0.83,10.8,7.9,9.1,8.5,13.0,43.1,47.3,20.3,94.85,5.8,1532,'99-00
215,214,Kelvin Cato,HOU,25,65,28,37,24.3,101.8,101.4,0.4,2.7,0.37,4.4,6.8,17.2,12.3,12.0,53.7,57.4,15.8,95.73,10.0,3143,'99-00
216,214,Matt Geiger,PHI,30,65,41,24,21.6,97.0,98.4,-1.4,4.8,0.43,5.0,10.7,17.0,13.7,11.6,44.1,48.3,22.8,95.38,9.1,2787,'99-00
217,218,Derek Anderson,LAC,25,64,7,57,34.4,94.3,107.8,-13.5,17.9,1.32,15.9,3.6,8.6,6.0,12.1,47.0,54.2,23.1,96.48,11.0,4432,'99-00
218,218,Donyell Marshall,GSW,27,64,14,50,32.4,95.5,106.0,-10.4,13.7,1.36,13.4,8.1,20.9,14.2,9.8,42.3,47.8,21.7,98.02,12.5,4231,'99-00
219,220,Brian Grant,POR,28,63,46,17,21.0,105.2,99.6,5.6,8.0,0.76,11.1,9.8,17.2,13.5,14.5,49.3,54.0,17.6,90.01,9.5,2475,'99-00
220,220,Chucky Brown,CHH,32,63,42,21,17.4,97.1,96.8,0.2,9.9,1.47,14.2,3.3,11.3,7.5,9.7,45.4,47.6,16.4,94.17,6.7,2149,'99-00
221,220,Danny Ferry,CLE,33,63,25,38,21.1,101.5,100.9,0.6,8.1,1.22,12.9,4.2,13.5,9.0,10.6,54.1,57.1,14.7,97.49,8.6,2696,'99-00
222,220,Travis Knight,LAL,25,63,51,12,6.5,96.5,94.6,1.9,9.2,0.88,12.8,10.5,19.0,14.7,14.4,39.0,41.7,15.7,102.19,4.9,867,'99-00
223,224,Adam Keefe,UTA,30,62,41,21,9.8,97.3,100.7,-3.4,9.3,0.74,15.0,8.4,16.5,12.5,20.4,40.8,46.3,14.4,91.68,4.9,1163,'99-00
224,224,Billy Owens,GSW,31,62,30,32,21.0,95.4,98.0,-2.6,12.2,1.14,16.4,7.0,15.1,10.9,14.4,43.4,46.2,16.0,96.72,7.2,2632,'99-00
225,224,Gerard King,WAS,27,62,23,39,17.1,99.5,101.4,-1.9,7.5,1.20,12.3,7.8,16.5,12.0,10.3,50.2,53.4,14.3,95.14,9.3,2095,'99-00
226,224,Jon Barry,SAC,30,62,36,26,20.6,105.3,98.3,7.0,17.7,1.76,24.0,2.9,9.1,6.0,13.6,56.1,62.3,15.8,97.67,11.7,2601,'99-00
227,224,Kerry Kittles,NJN,26,62,29,33,30.6,103.8,103.0,0.9,12.2,2.54,14.9,2.4,9.5,5.9,5.9,50.6,53.5,18.7,95.43,10.1,3771,'99-00
228,224,Maurice Taylor,LAC,23,62,10,52,35.9,94.5,107.5,-12.9,8.5,0.60,7.5,4.2,14.2,9.1,12.5,46.4,49.2,24.7,95.90,8.6,4442,'99-00
229,224,Patrick Ewing,NYK,37,62,39,23,32.8,101.8,98.6,3.2,5.1,0.41,5.3,7.6,23.3,15.7,12.9,46.6,51.6,24.1,91.12,12.8,3874,'99-00
230,224,Troy Hudson,LAC,24,62,12,50,25.7,95.8,107.0,-11.2,24.1,2.24,26.0,1.7,7.5,4.6,11.6,43.3,46.8,18.8,97.86,8.4,3257,'99-00
231,232,Cedric Henderson,CLE,25,61,25,36,18.1,93.6,100.1,-6.5,8.3,0.81,11.1,3.1,9.7,6.3,13.7,39.7,44.1,17.2,98.15,4.8,2248,'99-00
232,232,Hersey Hawkins,CHI,33,61,12,49,26.6,90.0,104.0,-14.0,15.4,1.34,20.4,1.9,9.3,5.5,15.2,49.7,56.2,14.5,91.71,8.3,3098,'99-00
233,232,Tariq Abdul-Wahad,DEN,25,61,27,34,25.8,98.8,99.9,-1.1,9.8,0.92,10.4,5.8,11.2,8.5,11.3,42.6,47.7,21.6,101.55,8.2,3330,'99-00
234,232,Walter McCarty,BOS,26,61,26,35,14.4,95.1,100.6,-5.4,12.2,1.04,17.8,3.6,9.1,6.3,17.0,41.3,45.1,15.5,99.06,4.2,1823,'99-00
235,236,Anfernee Hardaway,PHX,28,60,42,18,37.5,103.3,94.8,8.5,23.0,2.06,22.6,4.2,10.7,7.6,11.0,49.4,54.9,20.9,95.42,13.4,4472,'99-00
236,236,Elliot Perry,NJN,31,60,22,38,13.4,96.4,98.8,-2.4,30.7,2.32,26.8,1.6,6.1,3.8,11.6,45.4,49.3,21.1,95.86,10.6,1600,'99-00
237,236,Greg Foster,SEA,31,60,34,26,11.9,99.3,99.8,-0.5,9.1,1.46,13.4,2.2,11.8,7.1,9.2,41.3,43.0,16.4,95.38,3.8,1412,'99-00
238,236,Isaiah Rider,ATL,29,60,23,37,34.8,102.3,104.3,-2.0,18.6,1.30,14.0,3.0,8.8,6.0,10.7,44.5,48.8,28.2,94.24,9.8,4093,'99-00
239,236,John Wallace,NYK,26,60,34,26,13.3,93.1,97.3,-4.1,5.5,0.35,4.8,5.6,12.0,8.8,13.7,46.7,52.0,25.2,92.47,8.9,1530,'99-00
240,241,Ike Austin,WAS,30,59,19,40,19.8,96.8,104.1,-7.3,10.4,0.69,12.3,5.6,19.0,12.3,17.8,43.0,48.1,19.7,95.98,7.5,2333,'99-00
241,241,Marcus Camby,NYK,26,59,38,21,26.2,101.7,97.5,4.2,5.3,0.68,7.1,12.0,18.0,15.1,10.4,48.1,52.9,19.0,92.27,12.4,2957,'99-00
242,241,Randy Brown,CHI,32,59,12,47,27.5,88.7,105.6,-17.0,22.7,1.92,25.9,1.4,8.3,4.7,13.4,36.4,40.2,16.0,92.42,5.5,3126,'99-00
243,241,Stacey Augmon,POR,31,59,42,17,11.7,97.4,102.7,-5.2,13.1,1.39,18.2,6.2,10.7,8.5,13.1,47.4,51.0,15.2,93.53,8.3,1333,'99-00
244,241,William Avery,MIN,20,59,37,22,8.1,94.8,106.3,-11.5,28.9,2.10,27.0,1.5,6.9,4.1,12.9,35.9,39.1,21.1,95.61,3.7,959,'99-00
245,246,Jelani McCoy,SEA,22,58,32,26,12.9,97.0,98.7,-1.6,5.1,0.53,8.4,6.8,15.5,11.2,15.8,57.6,57.4,14.9,97.46,7.7,1522,'99-00
246,246,Jud Buechler,DET,32,58,30,28,11.3,98.9,97.0,1.9,7.7,2.54,16.1,4.4,9.5,6.9,6.3,41.0,40.9,11.1,99.52,5.2,1362,'99-00
247,246,LaPhonso Ellis,ATL,30,58,18,40,22.6,96.2,103.4,-7.3,8.0,1.13,9.5,7.3,14.4,10.8,8.4,45.4,48.1,18.8,92.72,9.4,2534,'99-00
248,246,Mark Strickland,MIA,29,58,36,22,11.4,93.4,100.3,-6.9,6.0,0.92,7.4,6.8,13.8,10.5,8.1,54.5,57.1,18.2,95.52,12.4,1312,'99-00
249,246,Todd Day,PHX,30,58,36,22,16.3,105.0,95.4,9.6,10.5,1.30,13.1,3.3,10.1,6.7,10.1,49.1,52.4,19.3,99.25,7.3,1954,'99-00
250,251,Chris Carr,CHI,26,57,14,43,20.4,91.1,101.4,-10.3,14.7,0.72,11.2,3.6,11.6,7.6,15.5,42.7,48.2,25.0,95.11,7.7,2311,'99-00
251,251,Keith Closs,LAC,24,57,7,50,14.4,96.3,106.7,-10.4,4.8,0.74,8.6,7.6,13.7,10.6,11.7,48.7,51.4,13.6,100.22,7.5,1710,'99-00
252,251,Theo Ratliff,PHI,27,57,34,23,31.5,100.6,96.6,4.0,3.2,0.33,4.8,7.8,16.1,12.0,14.5,50.3,56.8,17.4,93.93,10.9,3499,'99-00
253,254,Anthony Johnson,ORL,25,56,24,32,11.4,100.5,101.9,-1.4,16.7,2.25,25.2,3.2,4.6,3.9,11.2,38.4,42.5,13.9,98.15,4.9,1307,'99-00
254,254,Charles R. Jones,LAC,24,56,7,49,11.7,94.9,107.2,-12.3,23.3,3.36,28.1,2.3,6.9,4.5,8.4,42.5,44.5,15.6,99.00,7.0,1349,'99-00
255,254,Cherokee Parks,VAN,27,56,14,42,14.4,96.2,103.4,-7.3,6.8,1.25,15.6,7.1,17.0,12.0,12.4,49.7,52.1,10.4,95.09,7.2,1588,'99-00
256,254,Dean Garrett,MIN,33,56,32,24,10.8,98.1,95.4,2.7,4.3,0.90,11.9,6.9,15.8,11.5,13.1,44.4,47.7,10.2,94.49,5.1,1190,'99-00
257,254,Matt Bullard,HOU,33,56,26,30,18.3,103.4,104.8,-1.3,9.7,1.75,13.9,1.2,12.1,6.5,7.9,52.5,54.1,16.3,97.78,7.6,2086,'99-00
258,254,Pete Chilcutt,LAC,31,56,22,34,10.8,92.5,105.3,-12.8,7.2,1.35,15.2,7.1,14.0,10.4,11.2,44.1,46.0,10.7,97.18,6.0,1227,'99-00
259,254,Steve Nash,DAL,26,56,31,25,27.4,108.1,103.8,4.4,25.2,2.67,35.3,2.3,5.5,4.0,13.2,55.9,60.1,14.4,96.63,8.8,3087,'99-00
260,254,Todd MacCulloch,PHI,24,56,37,19,9.4,96.6,95.3,1.3,4.0,0.50,5.8,8.6,17.8,13.2,11.7,55.3,55.7,16.2,101.03,9.8,1114,'99-00
261,254,Tom Hammonds,MIN,33,56,33,23,6.7,89.4,104.3,-14.9,4.4,0.48,6.5,8.3,16.3,12.3,13.6,43.3,48.1,16.0,101.86,5.5,792,'99-00
262,254,Toni Kukoc,PHI,31,56,30,26,31.9,99.7,98.9,0.8,26.8,1.81,21.1,4.2,11.6,7.9,11.7,43.8,49.1,24.6,92.50,12.4,3445,'99-00
263,264,Alvin Williams,TOR,25,55,29,26,14.1,97.0,101.7,-4.7,25.8,2.68,25.7,3.1,7.3,5.1,9.6,42.5,46.3,19.3,100.52,8.4,1617,'99-00
264,264,Brad Miller,CHH,24,55,35,20,17.5,103.8,93.5,10.3,7.6,0.94,9.6,11.7,17.6,14.7,10.3,46.1,55.8,18.3,99.39,12.8,1986,'99-00
265,264,Chris Crawford,ATL,25,55,16,39,12.1,96.5,100.3,-3.8,8.4,0.89,9.9,7.3,7.0,7.2,11.1,41.3,47.6,19.4,95.12,5.8,1319,'99-00
266,264,Damon Jones,DAL,23,55,21,34,11.0,100.5,106.7,-6.1,24.2,2.40,26.3,1.8,7.0,4.3,11.0,48.3,50.8,18.1,103.14,8.1,1292,'99-00
267,264,Danny Fortson,BOS,24,55,24,31,15.6,102.2,103.2,-1.0,5.8,0.43,6.5,15.2,29.3,21.6,15.1,52.8,60.2,19.7,97.68,13.7,1744,'99-00
268,264,John Thomas,TOR,24,55,31,24,8.7,95.5,98.9,-3.4,2.9,0.64,6.0,7.0,8.6,7.7,9.4,45.8,45.6,12.2,99.26,-0.3,982,'99-00
269,270,Emanual Davis,SEA,31,54,31,23,13.0,95.9,98.6,-2.7,16.2,1.59,19.9,2.0,11.3,6.6,12.5,43.4,45.8,16.8,98.16,7.4,1443,'99-00
270,270,Tom Gugliotta,PHX,30,54,36,18,32.7,104.2,96.6,7.6,11.3,1.17,13.1,8.2,15.9,12.1,11.2,48.1,51.9,20.3,95.60,11.9,3509,'99-00
271,270,Tyrone Corbin,SAC,37,54,25,29,17.5,101.7,99.5,2.2,9.2,2.07,17.0,3.7,12.6,8.0,8.2,37.7,41.5,12.7,100.09,5.5,1966,'99-00
272,273,Carlos Rogers,HOU,29,53,16,37,20.8,96.5,105.9,-9.5,6.8,0.67,8.6,8.8,16.1,12.4,12.9,52.6,54.9,17.6,96.11,10.4,2203,'99-00
273,273,Milt Palacio,VAN,22,53,17,36,7.4,90.1,94.3,-4.2,23.9,1.09,23.1,4.5,9.8,7.0,21.2,43.9,47.3,17.8,93.00,7.7,756,'99-00
274,273,Rex Chapman,PHX,32,53,32,21,18.1,98.5,99.6,-1.2,9.9,1.63,13.7,1.0,7.2,4.1,8.4,45.2,49.1,17.8,96.71,6.1,1941,'99-00
275,273,Voshon Lenard,MIA,27,53,34,19,27.1,100.3,98.8,1.4,16.4,1.70,16.6,2.7,7.6,5.2,9.8,48.7,51.8,21.2,93.40,9.1,2806,'99-00
276,277,Ryan Bowen,DEN,24,52,24,28,11.3,99.2,100.7,-1.5,5.2,1.43,11.5,11.0,6.6,9.0,8.0,39.7,46.7,10.7,97.78,4.7,1196,'99-00
277,277,Sam Jacobson,GSW,24,52,15,37,13.0,100.1,107.2,-7.1,7.7,0.97,10.8,3.4,7.4,5.3,11.1,53.1,55.4,15.9,101.88,5.1,1429,'99-00
278,277,Tim Hardaway,MIA,33,52,35,17,32.1,106.7,100.0,6.7,36.8,3.24,32.1,1.6,7.3,4.5,9.9,45.9,50.0,22.3,91.87,11.7,3200,'99-00
279,280,Eric Montross,DET,28,51,29,22,6.5,95.2,100.6,-5.4,3.2,0.32,7.9,5.5,16.5,11.0,24.7,30.9,33.2,10.6,101.35,-2.7,685,'99-00
280,280,Matt Maloney,CHI,28,51,14,37,23.1,95.0,97.8,-2.8,21.8,2.19,25.7,0.9,4.6,2.8,11.8,45.6,48.4,15.3,90.87,7.8,2235,'99-00
281,280,Oliver Miller,PHX,30,51,31,20,21.3,101.5,95.5,6.0,9.5,0.92,16.8,8.3,14.7,11.7,18.3,58.8,60.9,13.3,98.06,10.6,2210,'99-00
282,280,Otis Thorpe,MIA,37,51,31,20,15.2,92.1,97.5,-5.5,7.7,0.56,9.2,7.8,15.0,11.4,16.5,51.4,52.8,19.1,93.05,6.8,1503,'99-00
283,280,Shawn Marion,PHX,22,51,37,14,24.8,101.0,96.0,4.9,8.9,1.35,10.9,8.5,17.5,13.1,8.1,47.6,51.1,19.1,97.50,12.5,2562,'99-00
284,285,Al Harrington,IND,20,50,34,16,17.1,104.2,97.8,6.4,7.3,0.58,9.1,5.8,13.3,9.7,15.6,47.3,52.4,19.7,96.79,6.2,1710,'99-00
285,285,Armen Gilliam,UTA,36,50,33,17,15.7,93.7,97.8,-4.1,10.6,0.76,9.5,9.0,18.0,13.4,12.5,43.6,48.6,22.8,91.05,11.5,1486,'99-00
286,287,Anthony Avent,LAC,30,49,11,38,7.7,95.9,104.5,-8.6,4.6,0.46,7.5,5.6,13.9,9.5,16.4,30.2,36.8,15.2,98.55,1.3,774,'99-00
