,team,season,team_obbs
614,Sacramento Kings,2020,0.4305555555555556
615,New Orleans Pelicans,2020,0.4166666666666667
616,Washington Wizards,2020,0.3472222222222222
617,Charlotte Hornets,2020,0.35384615384615387
618,Chicago Bulls,2020,0.3384615384615385
619,New York Knicks,2020,0.3181818181818182
620,Atlanta Hawks,2020,0.29850746268656714
621,Detroit Pistons,2020,0.30303030303030304
622,Cleveland Cavaliers,2020,0.2923076923076923
623,Minnesota Timberwolves,2020,0.296875
624,Golden State Warriors,2020,0.23076923076923078
625,Utah Jazz,2021,0.7222222222222222
626,Phoenix Suns,2021,0.7083333333333334
627,Philadelphia 76ers,2021,0.6805555555555556
628,Brooklyn Nets,2021,0.6666666666666666
629,Denver Nuggets,2021,0.6527777777777778
630,Los Angeles Clippers,2021,0.6527777777777778
631,Milwaukee Bucks,2021,0.6388888888888888
632,Dallas Mavericks,2021,0.5833333333333334
633,Los Angeles Lakers,2021,0.5833333333333334
634,Portland Trail Blazers,2021,0.5833333333333334
635,Atlanta Hawks,2021,0.5694444444444444
636,New York Knicks,2021,0.5694444444444444
637,Miami Heat,2021,0.5555555555555556
638,Golden State Warriors,2021,0.5416666666666666
639,Memphis Grizzlies,2021,0.5277777777777778
640,Boston Celtics,2021,0.5
641,Indiana Pacers,2021,0.4722222222222222
642,Washington Wizards,2021,0.4722222222222222
643,Charlotte Hornets,2021,0.4583333333333333
644,San Antonio Spurs,2021,0.4583333333333333
645,Chicago Bulls,2021,0.4305555555555556
646,New Orleans Pelicans,2021,0.4305555555555556
647,Sacramento Kings,2021,0.4305555555555556
648,Toronto Raptors,2021,0.375
649,Minnesota Timberwolves,2021,0.3194444444444444
650,Cleveland Cavaliers,2021,0.3055555555555556
651,Oklahoma City Thunder,2021,0.3055555555555556
652,Orlando Magic,2021,0.2916666666666667
653,Detroit Pistons,2021,0.2777777777777778
654,Houston Rockets,2021,0.2361111111111111
655,Phoenix Suns,2022,0.7804878048780488
656,Memphis Grizzlies,2022,0.6829268292682927
657,Golden State Warriors,2022,0.6463414634146342
658,Miami Heat,2022,0.6463414634146342
659,Dallas Mavericks,2022,0.6341463414634146
660,Boston Celtics,2022,0.6219512195121951
661,Milwaukee Bucks,2022,0.6219512195121951
662,Philadelphia 76ers,2022,0.6219512195121951
663,Utah Jazz,2022,0.5975609756097561
664,Denver Nuggets,2022,0.5853658536585366
665,Toronto Raptors,2022,0.5853658536585366
666,Chicago Bulls,2022,0.5609756097560976
667,Minnesota Timberwolves,2022,0.5609756097560976
668,Brooklyn Nets,2022,0.5365853658536586
669,Cleveland Cavaliers,2022,0.5365853658536586
670,Atlanta Hawks,2022,0.524390243902439
671,Charlotte Hornets,2022,0.524390243902439
672,Los Angeles Clippers,2022,0.5121951219512195
673,New York Knicks,2022,0.45121951219512196
674,New Orleans Pelicans,2022,0.43902439024390244
675,Washington Wizards,2022,0.4268292682926829
676,San Antonio Spurs,2022,0.4146341463414634
677,Los Angeles Lakers,2022,0.4024390243902439
678,Sacramento Kings,2022,0.36585365853658536
679,Portland Trail Blazers,2022,0.32926829268292684
680,Indiana Pacers,2022,0.3048780487804878
681,Oklahoma City Thunder,2022,0.2926829268292683
682,Detroit Pistons,2022,0.2804878048780488
683,Orlando Magic,2022,0.2682926829268293
684,Houston Rockets,2022,0.24390243902439024
685,Boston Celtics,2023,0.7090909090909091
686,Denver Nuggets,2023,0.6909090909090909
687,Milwaukee Bucks,2023,0.6851851851851852
688,Philadelphia 76ers,2023,0.6415094339622641
689,Cleveland Cavaliers,2023,0.6140350877192983
690,Memphis Grizzlies,2023,0.6111111111111112
691,Brooklyn Nets,2023,0.5925925925925926
692,Sacramento Kings,2023,0.5740740740740741
693,Miami Heat,2023,0.5454545454545454
694,Dallas Mavericks,2023,0.5357142857142857
695,New York Knicks,2023,0.5357142857142857
696,Phoenix Suns,2023,0.5357142857142857
697,Los Angeles Clippers,2023,0.5344827586206896
698,New Orleans Pelicans,2023,0.5178571428571429
699,Minnesota Timberwolves,2023,0.5172413793103449
700,Golden State Warriors,2023,0.509090909090909
701,Atlanta Hawks,2023,0.4909090909090909
702,Portland Trail Blazers,2023,0.4909090909090909
703,Utah Jazz,2023,0.48214285714285715
704,Chicago Bulls,2023,0.48148148148148145
705,Oklahoma City Thunder,2023,0.48148148148148145
706,Toronto Raptors,2023,0.4642857142857143
707,Washington Wizards,2023,0.46296296296296297
708,Los Angeles Lakers,2023,0.45454545454545453
709,Indiana Pacers,2023,0.44642857142857145
710,Orlando Magic,2023,0.4
711,Charlotte Hornets,2023,0.26785714285714285
712,San Antonio Spurs,2023,0.2545454545454545
713,Detroit Pistons,2023,0.25
714,Houston Rockets,2023,0.23636363636363636
